ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Gold,001B000000SS4GZIA1,Government,Affluent Professionals,Cardiac Science,Activity 517,62500,2019-03-25,2019-08-01,713,62500,Omitted,006B0000004t2XhIAI,true,false,Fields Sales,341,Cardiac Science - 62.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,28211097,2020-05-25
Platinum,001B000000SS4zKIAT,Banking,Retired,EDS  Trans Alliance,Activity 163,25000,2020-10-04,2019-09-26,281,25000,Best Case,006B00000049VPLIA2,false,false,Other,285,EDS  Trans Alliance - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Discovery,Discovery,0,36167408,2020-05-25
Platinum,001B000000SS3Y3IAL,Consulting,Millennials,Thos. S. Byrne Ltd.,Activity 290,85000,2019-12-18,2019-10-17,459,85000,Omitted,006B00000049Uo7IAE,true,false,Fields Sales,264,Thos. S. Byrne Ltd. - 85k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,30567739,2020-05-25
Silver,001B000000SS50IIAT,Construction,Millennials,Windsor Capital Group Hotels,Activity 37,27500,2020-06-02,2019-08-25,317,27500,Omitted,006B00000049VQxIAM,true,false,Reseller,317,Windsor Capital Group Hotels - 27.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,2552569,2020-05-25
Gold,001B000000SS4kNIAT,Financial Services,High Net Worth Families,Acist Medical Systems Inc,Activity 2,25000,2020-06-13,2019-12-03,252,25000,Omitted,006B00000049VfFIAU,true,false,Fields Sales,217,Acist Medical Systems Inc - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,21216186,2020-05-25
Silver,001B000000SS4q5IAD,Chemicals,High Net Worth Families,NexPrise,Activity 466,44800,2020-05-04,2019-11-30,286,44800,Omitted,006B0000003n2fZIAQ,true,false,Reseller,220,NexPrise - 44.8k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Simple,Closed Lost,Closed Lost,9,12717669,2020-05-25
Platinum,001B000000SS4faIAD,Technology,Retired,Xpiron,Activity 30,40000,2020-05-01,2019-12-10,286,40000,Closed,006B00000049VXhIAM,true,true,Reseller,210,Xpiron - 40k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,32391704,2020-05-25
Platinum,001B000000SS3SRIA1,Apparel,Affluent Professionals,Cyber-Ark Software,Activity 281,50500,2020-05-05,2019-09-19,316,50500,Omitted,006B00000049UiMIAU,true,false,Other,292,Cyber-Ark Software - 50.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,40243734,2020-05-25
Silver,001B000000SS4pMIAT,Environmental,Millennials,Minnesota Industrial Tools,Activity 509,20500,2019-02-20,2019-11-17,718,20500,Omitted,006B0000003n2dbIAA,true,false,Reseller,233,Minnesota Industrial Tools - 20.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,46260580,2020-05-25
Platinum,001B000000SS44SIAT,Utilities,Retired,Texas Instruments Incorporated,Activity 545,50000,2020-01-29,2019-12-07,384,50000,Closed,006B0000003hghXIAQ,true,true,Fields Sales,213,Texas Instruments Incorporated - 50k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,9674578,2020-05-25
Silver,001B000000SS46SIAT,Education,Retired,Prepared Response,Activity 693,58500,2018-12-29,2019-06-27,815,58500,Closed,006B0000003WbfgIAC,true,true,Reseller,376,Prepared Response - 58.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Advanced,Closed Won,Closed Won,8,57282618,2020-05-25
Platinum,001B000000bwMeLIAU,Healthcare & Life Sciences,Millennials,Aqua-Aston Hospitality,Activity 112,55000,2020-05-06,2019-10-29,299,55000,Omitted,006B00000049VjhIAE,true,false,Fields Sales,252,Aqua-Aston Hospitality - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,25107504,2020-05-25
Silver,001B000000WJEEDIA5,Financial Services,Millennials,Decision Support,Activity 331,200000,2019-11-21,2019-08-07,555,200000,Closed,006B0000003Wbo9IAC,true,true,Reseller,335,Decision Support - 200k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,FL,100,Channel (Partner),Closed Won,Closed Won,8,20112472,2020-05-25
Gold,001B000000SS3nVIAT,Recreation,Retired,Active Navigation,Activity 347,30000,2019-09-11,2019-09-30,558,30000,Omitted,006B00000049VbwIAE,true,false,Fields Sales,281,Active Navigation - 30k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,55163885,2020-05-25
Silver,001B000000lwNuXIAU,Other,Millennials,TAC Americas,Activity 348,35000,2019-08-30,2019-09-08,564,35000,Closed,006B00000049VLrIAM,true,true,Reseller,303,TAC Americas - 35k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,100,Simple,Closed Won,Closed Won,8,40086684,2020-05-25
Silver,001B000000sxKOnIAM,Food & Beverage,Affluent Professionals,WeNotify.net,Activity 719,200000,2018-11-09,2019-09-02,830,200000,Omitted,006B0000004t2YSIAY,true,false,Fields Sales,309,WeNotify.net - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Simple,Closed Lost,Closed Lost,9,7033259,2020-05-25
Platinum,001B000000SS3XjIAL,Machinery,Mass Market,Lake City Bank,Activity 349,112500,2019-08-23,2019-10-23,532,112500,Omitted,006B00000049UnkIAE,true,false,Fields Sales,258,Lake City Bank - 112.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,26420159,2020-05-25
Gold,001B000000lwNvNIAU,Technology,Millennials,NeuroMetrix,Activity 152,45000,2020-07-03,2019-06-23,244,45000,Commit,006B00000049VRdIAM,false,false,Fields Sales,380,NeuroMetrix - 45k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,90,Channel (Partner),Negotiation,Negotiation,7,34721184,2020-05-25
Platinum,001B000000bwMZXIA2,Manufacturing,Mass Market,Fadal Machining Centers,Activity 305,175000,2019-11-12,2019-11-15,484,175000,Closed,006B00000049VAPIA2,true,true,Fields Sales,235,Fadal Machining Centers - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Channel (Partner),Closed Won,Closed Won,8,34759742,2020-05-25
Platinum,001B000000SS44WIAT,Chemicals,High Net Worth Families,Third Voice,Activity 593,50000,2019-06-25,2019-12-16,593,50000,Closed,006B0000003X10wIAC,true,true,Fields Sales,204,Third Voice - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,33722529,2020-05-25
Platinum,001B000000SS4rvIAD,Electronics,Millennials,NYS Office of General Services,Activity 483,51000,2019-05-12,2019-10-08,661,51000,Omitted,006B00000049VCeIAM,true,false,Fields Sales,273,NYS Office of General Services - 51k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,28087510,2020-05-25
Silver,001B000000SS3oSIAT,Transportation,Retired,Twenty  First Century Marketing,Activity 408,52500,2019-05-10,2019-09-14,676,52500,Omitted,006B00000049VcxIAE,true,false,Fields Sales,297,Twenty  First Century Marketing - 52.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,4844711,2020-05-25
Silver,001B000000SS3pfIAD,Not For Profit,Affluent Professionals,Acs Consultant Holdings Corporation,Activity 623,30000,2018-06-30,2019-08-30,967,30000,Omitted,006B0000003X0yPIAS,true,false,Fields Sales,312,Acs Consultant Holdings Corporation - 30k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Advanced,Closed Lost,Closed Lost,9,48039285,2020-05-25
Platinum,001B000000SS556IAD,Manufacturing,Affluent Professionals,Cityfeet,Activity 291,29500,2019-12-13,2019-11-18,428,29500,Omitted,006B00000049Vl5IAE,true,false,Reseller,232,Cityfeet - 29.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,54253535,2020-05-25
Silver,001B000000bwMe4IAE,Retail,Mass Market,Accountech Consulting,Activity 479,100000,2019-08-05,2019-06-27,557,100000,Omitted,006B0000003hh31IAA,true,false,Fields Sales,376,Accountech Consulting - 100k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,25907688,2020-05-25
Gold,001B000000UkRxOIAV,Shipping,Mass Market,Affiliated Computer Services-Dallas,Activity 351,150000,2019-08-15,2019-11-30,545,150000,Omitted,006B00000049UsFIAU,true,false,Fields Sales,220,Affiliated Computer Services-Dallas - 150k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,4123789,2020-05-25
Silver,001B000000SS4FvIAL,Insurance,Retired,Works,Activity 608,25000,2020-06-14,2019-07-20,353,25000,Best Case,006B0000003X12lIAC,false,false,Reseller,353,Works - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,20,Simple,Qualification,Qualification,2,20397966,2020-05-25
Silver,001B000000lwNtyIAE,Biotechnology,Mass Market,PRI,Activity 343,35200,2019-10-21,2019-06-21,502,35200,Closed,006B00000049VIlIAM,true,true,Fields Sales,382,PRI - 35.2k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,46849010,2020-05-25
Gold,001B000000SS499IAD,Electronics,Millennials,Worldfree Corporation,Activity 179,75000,2020-10-28,2019-10-29,228,75000,Pipeline,006B00000049VJXIA2,false,false,Fields Sales,252,Worldfree Corporation - 75k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,20,Simple,Qualification,Qualification,2,15590545,2020-05-25
Silver,001B000000SS4a8IAD,Manufacturing,High Net Worth Families,Cosmetic Essence Inc,Activity 258,65000,2020-03-21,2019-11-14,341,65000,Omitted,006B00000049UsNIAU,true,false,Reseller,236,Cosmetic Essence Inc - 65k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,47784103,2020-05-25
Silver,001B000000SS3rCIAT,Biotechnology,Mass Market,StyleCollaborator.com,Activity 491,58500,2020-03-31,2019-07-13,356,58500,Best Case,006B0000003X0ygIAC,false,false,Fields Sales,360,StyleCollaborator.com - 58.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,20,Advanced,Qualification,Qualification,2,15719425,2020-05-25
Silver,001B000000WJE5fIAH,Hospitality,Millennials,Blue Wave Systems,Activity 35,135000,2020-05-16,2019-09-09,286,135000,Closed,006B00000049VdyIAE,true,true,Reseller,302,Blue Wave Systems - 135k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,42414458,2020-05-25
Silver,001B000000UkRyBIAV,Technology,Retired,Stanley Fastening Systems Lp,Activity 583,55000,2020-07-07,2019-07-03,366,55000,Pipeline,006B0000003X13XIAS,false,false,Fields Sales,370,Stanley Fastening Systems Lp - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,20,Advanced,Qualification,Qualification,2,36478209,2020-05-25
Silver,001B000000SS3w2IAD,Transportation,Millennials,ADVIZOR Solutions,Activity 298,55000,2019-11-28,2019-11-28,443,55000,Omitted,006B00000049V4uIAE,true,false,Fields Sales,222,ADVIZOR Solutions - 55k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,60613286,2020-05-25
Gold,001B000000SS4CqIAL,Electronics,Retired,Rockbridge Construction Mtrls,Activity 686,70000,2018-12-24,2019-09-27,852,70000,Closed,006B0000003WbnnIAC,true,true,Other,284,Rockbridge Construction Mtrls - 70k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,48679516,2020-05-25
Platinum,001B000000SS3yiIAD,Machinery,High Net Worth Families,Denali Software Inc,Activity 218,52500,2020-07-06,2019-11-15,222,52500,Commit,006B00000049V7dIAE,false,false,Fields Sales,235,Denali Software Inc - 52.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,75,Simple,Proposal/Quote,Proposal/Quote,5,7807261,2020-05-25
Silver,001B000000SS3XiIAL,Education,Mass Market,AimNet Solutions,Activity 353,46500,2019-08-05,2019-09-13,637,46500,Closed,006B00000049UnjIAE,true,true,Fields Sales,298,AimNet Solutions - 46.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,100,Simple,Closed Won,Closed Won,8,3363635,2020-05-25
Gold,001B000000lwNqtIAE,Biotechnology,Mass Market,Graphic Converting,Activity 550,51000,2020-05-07,2019-09-09,361,51000,Omitted,006B0000003hgLWIAY,true,false,Fields Sales,302,Graphic Converting - 51k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,0,Simple,Closed Lost,Closed Lost,9,41091588,2020-05-25
Silver,001B000000lwNoyIAE,Insurance,Millennials,Ambertek Systems Inc,Activity 636,160000,2018-11-23,2019-12-19,804,160000,Omitted,006B0000004t2LMIAY,true,false,Fields Sales,201,Ambertek Systems Inc - 160k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,47772567,2020-05-25
Silver,001B000000SS4diIAD,Manufacturing,High Net Worth Families,Aryzta,Activity 534,46500,2019-02-02,2019-11-10,766,46500,Closed,006B0000004t2NEIAY,true,true,Fields Sales,240,Aryzta - 46.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,100,Simple,Closed Won,Closed Won,8,32578379,2020-05-25
Gold,001B000000SS4JVIA1,Technology,Retired,Kellwood Company Midwest,Activity 580,34500,2020-05-28,2019-05-16,391,34500,Best Case,006B0000003X13MIAS,false,false,Fields Sales,418,Kellwood Company Midwest - 34.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,58628696,2020-05-25
Gold,001B000000SS3fbIAD,Other,Mass Market,AdFlight,Activity 725,86000,2018-09-13,2019-12-16,877,86000,Closed,006B0000004t2MzIAI,true,true,Reseller,204,AdFlight - 86k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Simple,Closed Won,Closed Won,8,35838803,2020-05-25
Platinum,001B000000SS3dpIAD,Machinery,Mass Market,Brookshire Grocery Company,Activity 100,50500,2020-01-21,2019-10-16,419,50500,Omitted,006B0000003n2HBIAY,true,false,Fields Sales,265,Brookshire Grocery Company - 50.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,0,Channel (Partner),Closed Lost,Closed Lost,9,13501290,2020-05-25
Gold,001B000000SS4llIAD,Machinery,Mass Market,Winebrenner Capital Partners,Activity 469,50000,2020-02-10,2019-11-05,378,50000,Closed,006B0000003X0yrIAC,true,true,Fields Sales,245,Winebrenner Capital Partners - 50k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,10122676,2020-05-25
Silver,001B000000SS4dtIAD,Insurance,Retired,Amherst,Activity 247,55000,2020-04-03,2019-11-26,326,55000,Omitted,006B00000049UyLIAU,true,false,Fields Sales,224,Amherst - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,49436150,2020-05-25
Silver,001B000000bwMU8IAM,Banking,Retired,Allied Waste Industries,Activity 334,52500,2019-09-11,2019-12-04,513,52500,Omitted,006B00000049UsdIAE,true,false,Fields Sales,216,Allied Waste Industries - 52.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,0,Simple,Closed Lost,Closed Lost,9,47758975,2020-05-25
Gold,001B000000SS4z9IAD,Entertainment,Retired,Shutterfly,Activity 162,20000,2020-05-02,2019-11-02,321,20000,Closed,006B00000049VP5IAM,true,true,Reseller,248,Shutterfly - 20k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,100,Simple,Closed Won,Closed Won,8,26698069,2020-05-25
Platinum,001B000000bwMSkIAM,Environmental,Retired,Monarch Management Consultants,Activity 275,25000,2020-08-03,2019-11-20,220,25000,Best Case,006B00000049UmHIAU,false,false,Other,230,Monarch Management Consultants - 25k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,20,Simple,Qualification,Qualification,2,49246401,2020-05-25
Platinum,001B000000SS3wWIAT,Machinery,High Net Worth Families,Britesmile,Activity 309,62500,2019-11-16,2019-11-04,477,62500,Omitted,006B00000049V5VIAU,true,false,Fields Sales,246,Britesmile - 62.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,29968360,2020-05-25
Silver,001B000000SS4UGIA1,Other,Millennials,National Fuel Gas Company,Activity 635,31500,2019-01-25,2019-07-15,873,31500,Omitted,006B0000004t2IiIAI,true,false,Fields Sales,358,National Fuel Gas Company - 31.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,0,Channel (Partner),Closed Lost,Closed Lost,9,15471191,2020-05-25
Gold,001B000000lwNqpIAE,Banking,Retired,wagerworks,Activity 138,105000,2020-04-17,2019-09-27,336,105000,Closed,006B00000049VajIAE,true,true,Fields Sales,284,wagerworks - 105k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,9006394,2020-05-25
Gold,001B000000SS4GuIAL,Food & Beverage,Affluent Professionals,OnDemand Inc,Activity 507,42500,2019-04-27,2019-07-31,744,42500,Omitted,006B0000004t2XrIAI,true,false,Reseller,342,OnDemand Inc - 42.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,13551554,2020-05-25
Gold,001B000000bwMaHIAU,Energy,Mass Market,Shea Realty,Activity 201,35000,2020-11-13,2019-10-24,257,35000,Commit,006B00000049VEsIAM,false,false,Fields Sales,257,Shea Realty - 35k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,20,Simple,Qualification,Qualification,2,40785098,2020-05-25
Silver,001B000000SS483IAD,Shipping,Mass Market,Excellence In Motivation,Activity 499,29500,2019-03-25,2019-09-21,730,29500,Closed,006B0000004t2VNIAY,true,true,Fields Sales,290,Excellence In Motivation - 29.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,100,Channel (Partner),Closed Won,Closed Won,8,60984931,2020-05-25
Platinum,001B000000lwNpZIAU,Agriculture,Mass Market,Avatier Corp,Activity 249,50500,2020-08-05,2019-11-15,227,50500,Commit,006B00000049UvhIAE,false,false,Fields Sales,235,Avatier Corp - 50.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,20,Simple,Qualification,Qualification,2,54283141,2020-05-25
Gold,001B000000WJEAeIAP,Other,Affluent Professionals,Diversified Telecommunications,Activity 399,112500,2019-05-20,2019-12-03,627,112500,Omitted,006B00000049VCpIAM,true,false,Reseller,217,Diversified Telecommunications - 112.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,0,Simple,Closed Lost,Closed Lost,9,54102661,2020-05-25
Silver,001B000000SS44iIAD,Utilities,Mass Market,Brinson Funds,Activity 596,100000,2019-09-12,2019-06-15,611,100000,Closed,006B0000003X117IAC,true,true,Reseller,388,Brinson Funds - 100k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,100,Simple,Closed Won,Closed Won,8,21545449,2020-05-25
Gold,001B000000SS520IAD,Other,Millennials,Travel Insured International,Activity 158,45000,2020-08-12,2019-07-20,348,45000,Pipeline,006B00000049VToIAM,false,false,Fields Sales,353,Travel Insured International - 45k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,NY,90,Simple,Negotiation,Negotiation,7,53819764,2020-05-25
Platinum,001B000000bwMe1IAE,Hospitality,High Net Worth Families,spiniker media group,Activity 482,80500,2019-05-23,2019-09-09,687,80500,Omitted,006B00000049ViRIAU,true,false,Fields Sales,302,spiniker media group - 80.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,58686679,2020-05-25
Silver,001B000000SS3ZxIAL,Recreation,Affluent Professionals,Forethought Services,Activity 626,24500,2018-07-05,2019-09-25,1001,24500,Omitted,006B0000003X0uwIAC,true,false,Fields Sales,286,Forethought Services - 24.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,2811075,2020-05-25
Gold,001B000000bwMdjIAE,Not For Profit,Mass Market,Texas Citrus Exchange,Activity 634,112500,2019-01-11,2019-06-29,916,112500,Omitted,006B0000004t2YsIAI,true,false,Fields Sales,374,Texas Citrus Exchange - 112.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,0,Simple,Closed Lost,Closed Lost,9,31354038,2020-05-25
Platinum,001B000000sxKExIAM,Entertainment,High Net Worth Families,AgChoice Farm Credit,Activity 742,40000,2018-09-02,2019-11-20,906,40000,Omitted,006B0000003WbSYIA0,true,false,Fields Sales,230,AgChoice Farm Credit - 40k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Simple,Closed Lost,Closed Lost,9,45679397,2020-05-25
Gold,001B000000lwNulIAE,Communications,Millennials,BUDCO The Dialogue Company,Activity 62,200000,2020-03-08,2019-08-27,403,200000,Omitted,006B00000049VNhIAM,true,false,Fields Sales,315,BUDCO The Dialogue Company - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,27256563,2020-05-25
Gold,001B000000SS44fIAD,Utilities,Mass Market,Lyons Mortgage Svc,Activity 646,65000,2018-11-03,2019-12-04,825,65000,Closed,006B0000003hghlIAA,true,true,Fields Sales,216,Lyons Mortgage Svc - 65k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,24168051,2020-05-25
