"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Vehicle","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-01-10","Ground Travel","Hotel Stay","Vehicle","United States of America","SupplierAcct203","900","General COO","Yubo Corporation",1,0,500,7000,0.43
"Commercial Building","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","British Airways","2021-11-02","Air Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",1,0,400,7000,0.2
"Commercial Building","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2021-10-29","Air Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",19,0,400,7000,0.28
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2021-05-31","Air Travel","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",23,0,400,7000,0.41
"Travel","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-07-28","Private Jet","Other","Travel","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",11,0,500,7000,0.28
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","Delta","2021-07-16","Air Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",0,1,500,7000,0.42
"Travel","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-07-04","Air Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","2000","LATAM Sales","Yubo Corporation",0,8,400,7000,0.46
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","New York","True","Delta","2021-05-16"," Rental Car","Other","Travel","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",18,0,400,7000,0.46
"Travel","001B000001SklaNIAR","Diesel","Personal Car","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-05-06","Ground Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","900","LATAM Sales","Yubo Corporation",0,10,500,7000,0.41
"Travel","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2021-02-14","Private Jet","Fleet Vehicle","Travel","United States of America","SupplierAcct203","1000","LATAM Sales","Yubo Corporation",4,0,500,7000,0.47
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","KLM","2021-01-17","Air Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","LATAM Sales","Yubo Corporation",16,0,500,7000,0.43
"Vehicle","001B000001SklaNIAR","Natural Gas","Rental Car","2023-03-24","Energy","San Fransisco ","False","British Airways","2021-12-19","Hotel Stay","Ground Travel","Vehicle","United States of America","SupplierAcct203","1200","LATAM Sales","Yubo Corporation",0,9,500,7000,0.3
"Vehicle","001B000001SklaNIAR","Hydroelectricity","Taxi","2023-03-24","Electricity","New York","True","KLM","2021-07-01","Private Jet","Hotel Stay","Vehicle","United States of America","SupplierAcct203","2000","LATAM Sales","Yubo Corporation",11,0,400,7000,0.17
"Vehicle","001B000001SklaNIAR","Natural Gas","Subway","2023-03-24","Energy","San Fransisco ","False","Delta","2021-03-23","Private Jet","Hotel Stay","Vehicle","United States of America","SupplierAcct203","2000","LATAM Sales","Yubo Corporation",0,5,500,7000,0.34
"Vehicle","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","New York","True","Delta","2021-03-09","Air Travel","Hotel Stay","Vehicle","United States of America","SupplierAcct203","2300","LATAM Sales","Yubo Corporation",11,0,400,7000,0.42
"Equipment","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","New York","True","British Airways","2020-12-31","Ground Travel","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","EMEA Sales","Yubo Corporation",18,0,400,7000,0.46
"Company Shuttle",,"Steam","Taxi","2023-03-24","Electricity","San Fransisco ","False","KLM","2021-04-20"," Rental Car","Company Shuttle ","Travel","United States of America",,"#N/A","EMEA Sales",,15,0,500,7000,0.63
"Data Center Facility",,"Diesel","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2022-10-16","Air Travel","Data Center Facility","Data Center Facility","Japan",,"#N/A","AMER HR",,0,10,400,15000,0.29
"Vehicle",,"Fuel Oil","Limousine","2023-03-24","Energy","Dublin","False","Delta","2023-02-20","Ground Travel","Hotel Stay","Vehicle","Ireland",,"1000","LATAM Sales",,0,6,150,31000,0.64
"Commercial Building",,"Natural Gas","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-02-06","Hotel Stay","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Marketing",,0,5,500,31000,0.6
"Equipment",,"Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-04-14","Air Travel","Equipment","Equipment","United States of America",,"#N/A","General COO",,7,0,400,31000,0.47
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","Emirates","2021-10-03","Private Jet","Private Jet","Travel","Japan",,"#N/A","EMEA Sales",,18,0,200,7000,0.49
"Vehicle",,"Geothermal","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2022-12-31","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","AMER Sales",,5,0,400,15000,0.27
"Travel",,"Wind","#N/A","2023-03-24","Electricity","Paris","True","United Airlines","2023-01-25","Ground Travel","Other","Travel","France",,"#N/A","EMEA Sales",,14,0,400,31000,0.67
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-03-05","Private Jet","Ground Travel","Vehicle","United States of America",,"900","General COO",,10,0,500,31000,0.61
"Travel",,"Hydroelectricity","Subway","2023-03-24","Electricity","Paris","True","British Airways","2021-04-21","Air Travel","Fleet Vehicle","Travel","France",,"2300","APAC Sales",,6,0,200,7000,0.05
"Company Shuttle",,"Hydroelectricity","Rental Car","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-16","Private Jet","Company Shuttle ","Travel","Japan",,"#N/A","LATAM Sales",,5,0,150,31000,0.03
"Vehicle",,"Solar","Subway","2023-03-24","Electricity","New York","True","Delta","2022-04-20","Ground Travel","Ground Travel","Vehicle","United States of America",,"1500","EMEA Sales",,11,0,400,15000,0.48
"Vehicle",,"Biomass","Personal Car","2023-03-24","Electricity","Dublin","True","United Airlines","2023-03-19"," Rental Car","Hotel Stay","Vehicle","Ireland",,"1200","EMEA Sales",,22,0,100,31000,0.08
"Data Center Facility",,"Wind","#N/A","2023-03-24","Electricity","Paris","True","Delta","2022-06-06","Private Jet","Data Center Facility","Equipment","France",,"#N/A","APAC Sales",,11,0,100,15000,0.42
"Travel",,"Heat","#N/A","2023-03-24","Electricity","San Fransisco ","False","United Airlines","2021-05-29","Air Travel","Other","Travel","United States of America",,"#N/A","APAC Sales",,15,0,500,7000,0.47
"Travel",,"Wind","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-22","Ground Travel","Fleet Vehicle","Travel","United States of America",,"2000","APAC Sales",,12,0,500,31000,0.62
"Equipment",,"Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","United Airlines","2023-03-07","Private Jet","Equipment","Equipment","United States of America",,"#N/A","EMEA Sales",,7,0,400,31000,0.42
"Vehicle",,"Diesel","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2022-07-26","Air Travel","Air Travel","Vehicle","Japan",,"#N/A","General COO",,0,11,100,15000,0.62
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","Paris","True","Emirates","2023-03-25","Air Travel","Private Jet","Travel","France",,"#N/A","APAC Sales",,22,0,100,31000,0.65
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2021-04-18","Private Jet","Commercial Building","Commercial Building","United States of America",,"#N/A","EMEA Sales",,5,0,400,7000,0.68
"Travel",,"Hydroelectricity","Taxi","2023-03-24","Electricity","Tokyo","True","KLM","2023-04-26","Hotel Stay","Fleet Vehicle","Travel","Japan",,"1200","LATAM Sales",,3,0,150,31000,0.45
"Vehicle",,"Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2022-03-03","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","APAC Sales",,0,13,500,15000,0.66
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2021-06-23","Air Travel","Data Center Facility","Data Center Facility","United States of America",,"#N/A","APAC Marketing",,17,0,400,7000,0.46
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","Dublin","True","Delta","2023-02-24","Ground Travel","Hotel Stay","Vehicle","Ireland",,"2000","General COO",,15,0,100,31000,0.21
"Vehicle",,"Wind","Personal Car","2023-03-24","Electricity","Paris","True","Delta","2023-01-29","Air Travel","Ground Travel","Vehicle","France",,"900","AMER HR",,1,0,100,31000,0.48
"Company Shuttle",,"Biomass","Taxi","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-03-21","Private Jet","Company Shuttle ","Travel","Japan",,"#N/A","EMEA Sales",,23,0,200,31000,0.25
"Equipment",,"Natural Gas","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-08-07","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","EMEA Sales",,0,10,500,7000,0.47
"Travel",,"Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","British Airways","2023-04-20","Ground Travel","Other","Travel","United States of America",,"#N/A","AMER Sales",,0,9,500,31000,0.61
"Commercial Building",,"Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2022-03-08","Air Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Sales",,3,0,400,15000,0.61
"Travel",,"Wind","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-03-20"," Rental Car","Private Jet","Travel","United States of America",,"#N/A","LATAM Sales",,12,0,500,31000,0.24
"Company Shuttle",,"Diesel","Limousine","2023-03-24","Energy","Dublin","False","United Airlines","2021-08-12","Private Jet","Company Shuttle ","Travel","Ireland",,"#N/A","General COO",,0,6,150,7000,0.09
"Equipment",,"Solar","#N/A","2023-03-24","Electricity","Paris","True","United Airlines","2023-03-04","Air Travel","Equipment","Equipment","France",,"#N/A","APAC Sales",,23,0,100,31000,0.64
"Vehicle",,"Cooling","Subway","2023-03-24","Electricity","San Fransisco ","False","KLM","2022-12-08","Private Jet","Ground Travel","Vehicle","United States of America",,"2300","EMEA Sales",,18,0,400,15000,0.45
"Vehicle",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-05","Ground Travel","Air Travel","Vehicle","Japan",,"#N/A","EMEA Sales",,21,0,200,31000,0.62
"Vehicle",,"Solar","Personal Car","2023-03-24","Electricity","New York","True","Delta","2021-10-31"," Rental Car","Hotel Stay","Vehicle","United States of America",,"1000","APAC Sales",,1,0,400,7000,0.41
"Commercial Building",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","Emirates","2022-12-21","Private Jet","Commercial Building","Commercial Building","United States of America",,"#N/A","AMER HR",,2,0,500,15000,0.66
"Travel",,"Fuel Oil","Subway","2023-03-24","Energy","Paris","False","United Airlines","2023-04-10","Ground Travel","Fleet Vehicle","Travel","France",,"1500","EMEA Sales",,0,3,200,31000,0.23
"Data Center Facility",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","British Airways","2023-03-13","Air Travel","Data Center Facility","Equipment","Japan",,"#N/A","APAC Sales",,4,0,150,31000,0.67
"Travel",,"Wind","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-11-08","Air Travel","Other","Travel","United States of America",,"#N/A","EMEA Sales",,23,0,500,7000,0.63
"Travel",,"Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-02-04","Private Jet","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,1,0,400,31000,0.25
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","KLM","2022-07-29","Hotel Stay","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,1,0,500,15000,0.45
"Travel",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2023-02-24","Air Travel","Other","Travel","Japan",,"#N/A","EMEA Sales",,12,0,200,31000,0.44
"Vehicle",,"Solar","#N/A","2023-03-24","Electricity","Dublin","True","United Airlines","2021-01-09","Private Jet","Air Travel","Vehicle","Ireland",,"#N/A","LATAM Sales",,20,0,100,7000,0.49
"Equipment",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2022-07-18","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","APAC Sales",,15,0,400,15000,0.67
"Company Shuttle",,"Wind","Personal Car","2023-03-24","Electricity","Tokyo","True","Delta","2023-04-07","Ground Travel","Company Shuttle ","Travel","Japan",,"#N/A","APAC Marketing",,10,0,200,31000,0.65
"Data Center Facility",,"Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-03-19"," Rental Car","Data Center Facility","Data Center Facility","United States of America",,"#N/A","EMEA Sales",,3,0,400,31000,0.63
"Vehicle",,"Diesel","Rental Car","2023-03-24","Energy","San Fransisco ","False","United Airlines","2022-05-07","Private Jet","Hotel Stay","Vehicle","United States of America",,"2000","General COO",,0,1,500,15000,0.48
"Commercial Building",,"Fuel Oil","#N/A","2023-03-24","Energy","Paris","False","Emirates","2021-02-11","Ground Travel","Commercial Building","Commercial Building","France",,"#N/A","General COO",,0,1,100,7000,0.2
"Travel",,"Cooling","Personal Car","2023-03-24","Electricity","Paris","False","Delta","2023-01-25","Ground Travel","Fleet Vehicle","Travel","France",,"1200","EMEA Sales",,1,0,200,31000,0.67
"Vehicle",,"Biomass","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-04-12","Private Jet","Ground Travel","Vehicle","United States of America",,"1500","EMEA Sales",,13,0,500,31000,0.62
"Vehicle",,"Wind","Taxi","2023-03-24","Electricity","New York","True","KLM","2023-04-23","Air Travel","Hotel Stay","Vehicle","United States of America",,"1000","LATAM Sales",,18,0,400,31000,0.67
"Travel",,"Diesel","Personal Car","2023-03-24","Energy","Tokyo","False","United Airlines","2021-09-02","Air Travel","Fleet Vehicle","Travel","Japan",,"900","APAC Sales",,0,5,200,7000,0.2
"Commercial Building",,"Natural Gas","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-01-24","Air Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Sales",,0,13,500,31000,0.42
"Vehicle",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Dublin","True","Delta","2022-01-23","Ground Travel","Air Travel","Vehicle","Ireland",,"#N/A","APAC Sales",,19,0,150,15000,0.21
"Data Center Facility",,"Biomass","#N/A","2023-03-24","Electricity","Paris","True","United Airlines","2023-02-24","Ground Travel","Data Center Facility","Equipment","France",,"#N/A","General COO",,22,0,100,31000,0.47
"Vehicle",,"Wind","Taxi","2023-03-24","Electricity","Tokyo","True","Delta","2022-08-14"," Rental Car","Ground Travel","Vehicle","Japan",,"2300","EMEA Sales",,2,0,150,15000,0.46
"Equipment",,"Solar","#N/A","2023-03-24","Electricity","New York","True","British Airways","2021-12-24","Air Travel","Equipment","Equipment","United States of America",,"#N/A","AMER Sales",,2,0,500,7000,0.42
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-04-15","Private Jet","Private Jet","Travel","United States of America",,"#N/A","APAC Sales",,16,0,400,31000,0.65
"Company Shuttle",,"Fuel Oil","Subway","2023-03-24","Energy","Tokyo","False","KLM","2023-04-06","Private Jet","Company Shuttle ","Travel","Japan",,"#N/A","AMER HR",,0,11,400,31000,0.05
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2022-07-14","Ground Travel","Other","Travel","United States of America",,"#N/A","EMEA Sales",,6,0,500,15000,0.42
"Travel",,"Solar","#N/A","2023-03-24","Electricity","Paris","True","Delta","2023-02-02","Hotel Stay","Private Jet","Travel","France",,"#N/A","EMEA Sales",,19,0,200,31000,0.66
"Travel",,"Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2021-02-14","Private Jet","Fleet Vehicle","Travel","United States of America",,"1000","LATAM Sales",,4,0,500,7000,0.68
"Commercial Building",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Dublin","True","United Airlines","2023-04-26","Ground Travel","Commercial Building","Commercial Building","Ireland",,"#N/A","APAC Marketing",,6,0,100,31000,0.04
"Data Center Facility",,"Diesel","#N/A","2023-03-24","Energy","New York","False","Emirates","2021-08-28","Air Travel","Data Center Facility","Vehicle","United States of America",,"#N/A","General COO",,0,5,400,7000,0.28
"Vehicle",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","Delta","2022-03-17","Air Travel","Air Travel","Vehicle","Japan",,"#N/A","APAC Sales",,21,0,100,15000,0.2
"Vehicle",,"Wind","Limousine","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-02-24","Ground Travel","Hotel Stay","Vehicle","United States of America",,"1200","EMEA Sales",,10,0,500,31000,0.61
"Company Shuttle",,"Solar","Subway","2023-03-24","Electricity","Paris","True","Delta","2023-04-17"," Rental Car","Company Shuttle ","Travel","France",,"#N/A","EMEA Sales",,1,0,100,31000,0.66
"Vehicle",,"Cooling","Taxi","2023-03-24","Electricity","New York","False","United Airlines","2021-08-26","Air Travel","Ground Travel","Vehicle","United States of America",,"1500","APAC Sales",,17,0,400,7000,0.62
"Equipment",,"Biomass","#N/A","2023-03-24","Electricity","New York","True","Delta","2022-04-26","Ground Travel","Equipment","Equipment","United States of America",,"#N/A","LATAM Sales",,5,0,400,15000,0.41
"Travel",,"Fuel Oil","#N/A","2023-03-24","Energy","Tokyo","False","British Airways","2023-04-30","Private Jet","Other","Travel","Japan",,"#N/A","General COO",,0,12,200,31000,0.63
"Vehicle",,"Hydroelectricity","Personal Car","2023-03-24","Electricity","Dublin","True","KLM","2023-04-06","Private Jet","Hotel Stay","Vehicle","Ireland",,"2000","EMEA Sales",,8,0,150,31000,0.03
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-09-09","Air Travel","Other","Travel","United States of America",,"#N/A","AMER HR",,21,0,400,7000,0.48
"Travel",,"Steam","#N/A","2023-03-24","Electricity","Paris","False","British Airways","2023-01-03","Air Travel","Private Jet","Travel","France",,"#N/A","APAC Sales",,5,0,100,31000,0.49
"Vehicle",,"Biomass","Subway","2023-03-24","Electricity","New York","True","United Airlines","2022-04-13","Private Jet","Ground Travel","Vehicle","United States of America",,"900","EMEA Sales",,6,0,400,15000,0.63
"Travel",,"Wind","Subway","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-02-28","Ground Travel","Fleet Vehicle","Travel","Japan",,"2300","APAC Sales",,17,0,200,31000,0.4
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2022-05-07","Ground Travel","Data Center Facility","Data Center Facility","United States of America",,"#N/A","General COO",,3,0,500,15000,0.69
"Equipment",,"Diesel","#N/A","2023-03-24","Energy","San Fransisco ","False","Delta","2023-02-24","Private Jet","Equipment","Equipment","United States of America",,"#N/A","EMEA Sales",,0,7,500,31000,0.41
"Commercial Building",,"Natural Gas","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2021-10-19","Air Travel","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Sales",,0,6,500,7000,0.64
"Company Shuttle",,"Solar","Personal Car","2023-03-24","Electricity","New York","True","Delta","2023-04-28"," Rental Car","Company Shuttle ","Travel","United States of America",,"#N/A","LATAM Sales",,9,0,500,31000,0.29
"Vehicle",,"Cooling","#N/A","2023-03-24","Electricity","Paris","False","United Airlines","2023-01-01","Ground Travel","Air Travel","Vehicle","France",,"#N/A","EMEA Sales",,11,0,100,31000,0.06
"Travel",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Emirates","2021-02-01","Air Travel","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,20,0,400,7000,0.43
"Vehicle",,"Solar","Subway","2023-03-24","Electricity","Dublin","True","KLM","2022-10-01","Private Jet","Hotel Stay","Vehicle","Ireland",,"1200","EMEA Sales",,5,0,100,15000,0.63
"Vehicle",,"Hydroelectricity","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-01-07","Air Travel","Air Travel","Vehicle","Japan",,"#N/A","APAC Sales",,4,0,200,31000,0.61
"Travel",,"Fuel Oil","#N/A","2023-03-24","Energy","Tokyo","False","Delta","2023-02-24","Private Jet","Other","Travel","Japan",,"#N/A","AMER Sales",,0,5,200,31000,0.65
"Equipment",,"Heat","#N/A","2023-03-24","Electricity","New York","False","Delta","2022-05-03","Hotel Stay","Equipment","Equipment","United States of America",,"#N/A","General COO",,1,0,400,15000,0.49
"Company Shuttle",,"Solar","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2021-09-05","Ground Travel","Company Shuttle ","Travel","United States of America",,"#N/A","APAC Marketing",,19,0,500,7000,0.63
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-02-14","Air Travel","Data Center Facility","Equipment","United States of America",,"#N/A","APAC Sales",,3,0,500,31000,0.65
"Commercial Building",,"Biomass","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-02-10","Private Jet","Commercial Building","Commercial Building","Japan",,"#N/A","EMEA Sales",,13,0,150,31000,0.25
"Travel",,"Biomass","Taxi","2023-03-24","Electricity","Paris","True","Delta","2022-03-11","Ground Travel","Fleet Vehicle","Travel","France",,"2000","LATAM Sales",,12,0,200,15000,0.69
"Vehicle",,"Solar","Subway","2023-03-24","Electricity","Paris","True","KLM","2023-01-04"," Rental Car","Ground Travel","Vehicle","France",,"900","APAC Sales",,4,0,100,31000,0.43
"Data Center Facility",,"Wind","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2021-04-03","Air Travel","Data Center Facility","Equipment","United States of America",,"#N/A","General COO",,2,0,400,7000,0.66
"Travel",,"Wind","Rental Car","2023-03-24","Electricity","Dublin","True","British Airways","2023-03-28","Private Jet","Fleet Vehicle","Travel","Ireland",,"1000","EMEA Sales",,20,0,100,31000,0.2
"Vehicle",,"Hydroelectricity","Limousine","2023-03-24","Electricity","San Fransisco ","True","Delta","2021-01-11","Air Travel","Hotel Stay","Vehicle","United States of America",,"1500","EMEA Sales",,16,0,500,7000,0.42
"Vehicle",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-19","Ground Travel","Air Travel","Vehicle","United States of America",,"#N/A","EMEA Sales",,11,0,400,31000,0.61
"Travel",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2022-02-06","Ground Travel","Other","Travel","Japan",,"#N/A","AMER HR",,22,0,150,15000,0.64
"Vehicle",,"Fuel Oil","Taxi","2023-03-24","Energy","New York","False","Delta","2023-02-07","Ground Travel","Ground Travel","Vehicle","United States of America",,"2300","EMEA Sales",,0,7,400,31000,0.41
"Company Shuttle",,"Solar","Subway","2023-03-24","Electricity","San Fransisco ","True","British Airways","2021-04-15","Air Travel","Company Shuttle ","Travel","United States of America",,"#N/A","APAC Sales",,19,0,500,7000,0.47
"Commercial Building",,"Cooling","#N/A","2023-03-24","Electricity","Paris","False","United Airlines","2022-01-26"," Rental Car","Commercial Building","Commercial Building","France",,"#N/A","APAC Sales",,16,0,100,15000,0.68
"Equipment",,"Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-01-23","Private Jet","Equipment","Equipment","United States of America",,"#N/A","EMEA Sales",,23,0,400,31000,0.61
"Travel",,"Diesel","#N/A","2023-03-24","Energy","Dublin","False","United Airlines","2023-03-17","Air Travel","Private Jet","Travel","Ireland",,"#N/A","LATAM Sales",,0,6,150,31000,0.09
"Vehicle",,"Diesel","Subway","2023-03-24","Energy","Tokyo","False","Emirates","2022-10-11","Private Jet","Ground Travel","Vehicle","Japan",,"1000","General COO",,0,3,200,15000,0.46
"Commercial Building",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","KLM","2021-12-28","Hotel Stay","Commercial Building","Commercial Building","United States of America",,"#N/A","APAC Marketing",,8,0,500,7000,0.68
"Travel",,"Solar","#N/A","2023-03-24","Electricity","Paris","True","Delta","2023-01-01","Private Jet","Other","Travel","France",,"#N/A","APAC Sales",,19,0,400,31000,0.25
"Vehicle",,"Natural Gas","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-02-03","Air Travel","Air Travel","Vehicle","United States of America",,"#N/A","EMEA Sales",,0,9,500,31000,0.2
"Travel",,"Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","British Airways","2023-04-20","Ground Travel","Private Jet","Travel","United States of America",,"#N/A","AMER HR",,0,1,500,31000,0.45
"Company Shuttle",,"Wind","Personal Car","2023-03-24","Electricity","Tokyo","True","Delta","2021-06-15","Ground Travel","Company Shuttle ","Travel","Japan",,"#N/A","EMEA Sales",,15,0,200,7000,0.01
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2022-04-17","Ground Travel","Data Center Facility","Data Center Facility","United States of America",,"#N/A","APAC Sales",,19,0,400,15000,0.69
"Vehicle",,"Wind","Personal Car","2023-03-24","Electricity","New York","True","United Airlines","2023-02-17","Private Jet","Hotel Stay","Vehicle","United States of America",,"2000","EMEA Sales",,6,0,400,31000,0.67
"Equipment",,"Solar","#N/A","2023-03-24","Electricity","Tokyo","True","United Airlines","2023-04-22","Air Travel","Equipment","Equipment","Japan",,"#N/A","LATAM Sales",,4,0,150,31000,0.21
"Travel",,"Hydroelectricity","Taxi","2023-03-24","Electricity","San Fransisco ","True","KLM","2022-07-24","Ground Travel","Fleet Vehicle","Travel","United States of America",,"2300","APAC Sales",,9,0,500,15000,0.42
"Equipment",,"Wind","#N/A","2023-03-24","Electricity","Dublin","True","Delta","2023-01-03","Air Travel","Equipment","Equipment","Ireland",,"#N/A","General COO",,20,0,100,31000,0.09
"Vehicle",,"Cooling","#N/A","2023-03-24","Electricity","New York","False","United Airlines","2021-11-27","Private Jet","Air Travel","Vehicle","United States of America",,"#N/A","EMEA Sales",,9,0,400,7000,0.21
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","Paris","True","British Airways","2023-04-23"," Rental Car","Other","Travel","France",,"#N/A","AMER Sales",,2,0,100,31000,0.61
"Vehicle",,"Geothermal","Personal Car","2023-03-24","Electricity","Tokyo","True","United Airlines","2022-06-03","Ground Travel","Ground Travel","Vehicle","Japan",,"1200","General COO",,11,0,100,15000,0.68
"Data Center Facility",,"Solar","#N/A","2023-03-24","Electricity","Paris","True","Delta","2021-03-20","Air Travel","Data Center Facility","Equipment","France",,"#N/A","APAC Sales",,8,0,100,7000,0.63
"Travel",,"Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","Emirates","2023-01-04","Ground Travel","Private Jet","Travel","United States of America",,"#N/A","EMEA Sales",,4,0,500,31000,0.68
"Company Shuttle",,"Diesel","Personal Car","2023-03-24","Energy","Tokyo","False","KLM","2023-02-19","Private Jet","Company Shuttle ","Travel","Japan",,"#N/A","LATAM Sales",,0,5,200,31000,0.41
