"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","AssetType","ReportPeriodBucket","Asset","Country","AssetExternalId","AccountExternalId","AssetId","IsUnitedStatesBuilding","AccountName","EnergyIntensity","EnergyIntensityVariance","CarbonEmission"
"001B000001SklaNIAR","2022-10-12","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-02-24","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2020-01-03","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-01-31","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2021-02-09","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2022-10-30","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-08-28","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-10-17","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-07-31","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-03-20","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-09-15","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-03-07","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-09-29","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-04-25","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2021-03-13","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-07-13","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-08-31","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-02-03","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-07-05","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-04-10","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-04-19","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2020-01-21","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-03-06","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-08-13","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-01-19","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-07-15","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-03-21","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-03-21","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-02-26","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-06-05","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-03-26","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2020-02-14","2023-03-24","EMEA","NED","Office","3 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-07-12","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-09-27","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-06-03","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-03-31","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-05-03","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2021-11-02","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-06-10","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2023-05-13","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2022-03-01","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2021-02-11","2023-03-24","EMEA","NED","Office","2 Years Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-05-21","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-02-17","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaNIAR","2022-05-19","2023-03-24","EMEA","NED","Office","1 Year Ago","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,20,5.6
"001B000001SklaNIAR","2023-01-06","2023-03-24","EMEA","NED","Office","Current Year","*The Edge HQ","Netherlands","SDO.020","SupplierAcct203",,"No","Yubo Corporation",0.11,15,5.6
"001B000001SklaOIAR","2020-08-17","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-10-06","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2023-12-20","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2021-05-29","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2023-08-13","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-10-13","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-01-21","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2021-10-24","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-03-20","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-09-13","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-01-01","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2023-03-28","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
"001B000001SklaOIAR","2022-06-22","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2023-01-14","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-05-13","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2021-04-15","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-04-18","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2020-03-05","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2022-08-31","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-07-02","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2020-08-22","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-06-24","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-12-07","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2023-07-28","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-03-07","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2021-03-20","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-03-13","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2021-02-06","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2023-08-20","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-03-19","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-04-13","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2021-11-30","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2021-10-19","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
"001B000001SklaOIAR","2020-07-21","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-12-29","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-07-08","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2020-03-29","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2022-05-14","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2021-06-02","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2022-04-13","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2022-10-15","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2022-12-09","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
"001B000001SklaOIAR","2021-03-23","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2022-11-15","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-05-13","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2022-07-01","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2020-04-29","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2021-12-21","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2020-09-10","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2023-12-12","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-08-25","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2021-11-20","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2020-01-04","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-11-01","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2021-07-24","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2022-04-19","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2021-03-09","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2021-01-22","2023-03-24","AMER","MEX","Restaurant","2 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-02-06","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2020-02-09","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2020-11-10","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-11-08","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2023-05-26","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2022-02-13","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-05-20","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2020-01-07","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-04-08","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2020-07-01","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2023-04-19","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2023-06-18","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2021-03-13","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2022-10-22","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-07-27","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2020-05-20","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-11-14","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2022-04-05","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2021-06-24","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-01-23","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2022-11-10","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-10-07","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
,"2020-07-03","2023-03-24","EMEA","GRB","Restaurant","3 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2023-09-17","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2020-05-19","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2022-01-01","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2022-08-06","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
"001B000001SklaOIAR","2020-11-06","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2020-12-03","2023-03-24","APAC","IND","Generator","3 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2023-04-22","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2022-02-27","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2023-03-02","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
"001B000001SklaOIAR","2022-10-01","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-03-04","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2022-06-18","2023-03-24","APAC","IND","Generator","1 Year Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
"001B000001SklaOIAR","2023-02-18","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2022-12-06","2023-03-24","EMEA","GRB","Restaurant","1 Year Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,20,5.6
,"2021-09-22","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
,"2021-10-09","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2022-10-12","2023-03-24","AMER","MEX","Restaurant","1 Year Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,20,5.6
,"2021-02-18","2023-03-24","EMEA","GRB","Restaurant","2 Years Ago","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
,"2021-08-20","2023-03-24","APAC","IND","Generator","2 Years Ago","Montes Urales 424","India","SDO.018",,,"No",,0.11,15,5.6
"001B000001SklaOIAR","2020-07-16","2023-03-24","AMER","MEX","Restaurant","3 Years Ago","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-10-27","2023-03-24","EMEA","GRB","Restaurant","Current Year","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE","No",,0.11,15,5.6
"001B000001SklaOIAR","2023-05-08","2023-03-24","AMER","MEX","Restaurant","Current Year","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","No","Yubo LATAM",0.11,15,5.6
,"2023-01-16","2023-03-24","APAC","IND","Generator","Current Year","Montes Urales 424","India","SDO.018",,,"No",,0.11,20,5.6
