"Industry","recordId","Month","Company","Red_Flags","Portfolio","Region","ESG_Score","Rating"
"Media and Technology","0eM8b000000TNE8EAO","2021-09","Surgesystems","Health &Safety","Portfolio B","LATAM",77,3
"Media and Technology","0eM8b000000TNE8EAO","2022-03","Ravenman","Carbon Emissions","Portfolio A","South American",22,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Monarch Motors","DE&I","Portfolio B","Asia",80,6
"Media and Technology","0eM8b000000TNE8EAO","2021-09","Surgesystems","Code of Conduct","Portfolio A","Asia",77,5
"Public Sector","0eM8b000000TNE8EAO","2022-02","Corecords","Human Rights","Portfolio A","South American",50,7
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-06","Monarch Motors","Quality & Safety","Portfolio A","LATAM",80,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-04","Pumpkinavigation","Carbon Emissions","Portfolio B","Asia",7,7
"Financial Services","0eM8b000000TNE8EAO","2022-03","North Starporation","Data Protection","Portfolio A","South American",32,4
"Manufacturing","0eM8b000000TNE8EAO","2021-08","Purpleworth","Data Protection","Portfolio B","North America",40,7
"Financial Services","0eM8b000000TNE8EAO","2021-12","North Starporation","Data Protection","Portfolio B","North America",88,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-08","Bridge Aviation","Code of Conduct","Portfolio C","Europe",35,7
"Public Sector","0eM8b000000TNE8EAO","2022-03","Corecords","Data Protection","Portfolio C","North America",50,6
"Public Sector","0eM8b000000TNE8EAO","2022-04","Corecords","Health &Safety","Portfolio B","North America",50,4
"Manufacturing","0eM8b000000TNE8EAO","2021-06","Purpleworth","Human Rights","Portfolio A","LATAM",40,4
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-12","Monarch Motors","Health &Safety","Portfolio C","North America",80,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-08","Buzzylectrics","Procurement","Portfolio B","LATAM",50,8
"Financial Services","0eM8b000000TNE8EAO","2021-10","Apexrover","DE&I","Portfolio A","LATAM",72,1
"Financial Services","0eM8b000000TNE8EAO","2021-07","Moondustries","Human Rights","Portfolio C","Asia",38,5
"Financial Services","0eM8b000000TNE8EAO","2021-07","Acme","Data Protection","Portfolio C","LATAM",85,1
"Media and Technology","0eM8b000000TNE8EAO","2021-09","Ravenman","Human Rights","Portfolio B","North America",81,2
"Media and Technology","0eM8b000000TNE8EAO","2021-09","Sunshade","Code of Conduct","Portfolio B","South American",43,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-12","Pumpkinavigation","DE&I","Portfolio B","North America",31,3
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-05","Pumpkinavigation","Procurement","Portfolio A","Asia",100,3
"Financial Services","0eM8b000000TNE8EAO","2021-08","North Starporation","DE&I","Portfolio B","Asia",47,7
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Monarch Motors","Code of Conduct","Portfolio A","LATAM",80,5
"Financial Services","0eM8b000000TNE8EAO","2021-11","North Starporation","Health &Safety","Portfolio B","LATAM",75,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-02","Jetbit","Code of Conduct","Portfolio C","Asia",57,4
"Public Sector","0eM8b000000TNE8EAO","2021-11","Corecords","Quality & Safety","Portfolio A","South American",50,7
"Public Sector","0eM8b000000TNE8EAO","2021-06","Icestone","Health &Safety","Portfolio C","LATAM",64,6
"Media and Technology","0eM8b000000TNE8EAO","2021-10","Surgesystems","Health &Safety","Portfolio B","North America",77,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Pumpkinavigation","Data Protection","Portfolio A","Europe",15,2
"Financial Services","0eM8b000000TNE8EAO","2021-07","Moondustries","Quality & Safety","Portfolio A","South American",71,2
"Financial Services","0eM8b000000TNE8EAO","2022-03","Apexrover","Data Protection","Portfolio A","Europe",72,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-03","Elviations","Carbon Emissions","Portfolio B","Asia",30,5
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-04","Bridge Aviation","Human Rights","Portfolio C","LATAM",35,1
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Bridge Aviation","Health &Safety","Portfolio A","Europe",35,5
"Financial Services","0eM8b000000TNE8EAO","2021-12","Moondustries","Human Rights","Portfolio B","LATAM",96,5
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Surgesystems","Procurement","Portfolio B","South American",77,4
"Media and Technology","0eM8b000000TNE8EAO","2021-07","Ravenman","Data Protection","Portfolio C","LATAM",85,5
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-02","Bridge Aviation","DE&I","Portfolio A","LATAM",35,4
"Financial Services","0eM8b000000TNE8EAO","2021-07","North Starporation","Code of Conduct","Portfolio C","South American",82,6
"Financial Services","0eM8b000000TNE8EAO","2022-02","Acme","Carbon Emissions","Portfolio A","LATAM",85,1
"Manufacturing","0eM8b000000TNE8EAO","2021-11","Rhino Foods","Health &Safety","Portfolio B","LATAM",11,6
"Public Sector","0eM8b000000TNE8EAO","2021-05","Loki Industries","Carbon Emissions","Portfolio B","Asia",70,8
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-10","Buzzylectrics","DE&I","Portfolio A","South American",53,4
"Financial Services","0eM8b000000TNE8EAO","2021-10","Acme","Procurement","Portfolio A","South American",85,2
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Ravenman","Health &Safety","Portfolio A","Asia",94,3
"Financial Services","0eM8b000000TNE8EAO","2021-09","Moondustries","Procurement","Portfolio A","South American",40,8
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-05","Elviations","Health &Safety","Portfolio C","North America",72,5
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-11","Pumpkinavigation","Data Protection","Portfolio A","LATAM",92,5
"Public Sector","0eM8b000000TNE8EAO","2022-02","Loki Industries","DE&I","Portfolio A","Europe",11,1
"Media and Technology","0eM8b000000TNE8EAO","2021-11","Sunshade","Quality & Safety","Portfolio B","LATAM",43,6
"Financial Services","0eM8b000000TNE8EAO","2022-04","Moondustries","Quality & Safety","Portfolio A","Asia",91,7
"Public Sector","0eM8b000000TNE8EAO","2022-01","Corecords","Health &Safety","Portfolio B","South American",50,7
"Public Sector","0eM8b000000TNE8EAO","2021-09","Loki Industries","Carbon Emissions","Portfolio B","LATAM",22,2
"Media and Technology","0eM8b000000TNE8EAO","2021-10","Surgesystems","Health &Safety","Portfolio C","Asia",77,1
"Public Sector","0eM8b000000TNE8EAO","2021-11","Icestone","DE&I","Portfolio B","South American",64,8
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-07","Pumpkinavigation","Procurement","Portfolio A","Europe",39,2
"Financial Services","0eM8b000000TNE8EAO","2021-12","Moondustries","Human Rights","Portfolio B","South American",78,3
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-06","Jetbit","Procurement","Portfolio B","Asia",57,8
"Media and Technology","0eM8b000000TNE8EAO","2021-11","Ravenman","Procurement","Portfolio A","Europe",60,3
"Media and Technology","0eM8b000000TNE8EAO","2021-06","Sunshade","DE&I","Portfolio C","Asia",43,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Jetbit","Human Rights","Portfolio C","LATAM",57,8
"Financial Services","0eM8b000000TNE8EAO","2021-06","Acme","DE&I","Portfolio C","LATAM",85,4
"Media and Technology","0eM8b000000TNE8EAO","2021-08","Ravenman","Human Rights","Portfolio A","Asia",75,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-03","Monarch Motors","Procurement","Portfolio A","Asia",80,8
"Financial Services","0eM8b000000TNE8EAO","2021-05","Moondustries","Quality & Safety","Portfolio C","South American",17,1
"Media and Technology","0eM8b000000TNE8EAO","2022-01","Surgesystems","DE&I","Portfolio A","Asia",77,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-01","Elviations","Human Rights","Portfolio C","Europe",85,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-01","Buzzylectrics","Code of Conduct","Portfolio C","North America",59,8
"Financial Services","0eM8b000000TNE8EAO","2022-03","Moondustries","Human Rights","Portfolio B","Asia",54,5
"Manufacturing","0eM8b000000TNE8EAO","2022-04","Tucanterprises","Carbon Emissions","Portfolio C","North America",57,1
"Manufacturing","0eM8b000000TNE8EAO","2021-12","Purpleworth","Human Rights","Portfolio A","North America",40,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-12","Elviations","Quality & Safety","Portfolio A","Asia",59,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-01","Monarch Motors","DE&I","Portfolio B","North America",80,7
"Public Sector","0eM8b000000TNE8EAO","2021-09","Loki Industries","Human Rights","Portfolio B","Europe",86,3
"Manufacturing","0eM8b000000TNE8EAO","2021-09","Rhino Foods","DE&I","Portfolio B","Europe",45,3
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Bridge Aviation","Data Protection","Portfolio A","North America",35,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-09","Pumpkinavigation","Quality & Safety","Portfolio C","South American",2,8
"Financial Services","0eM8b000000TNE8EAO","2021-10","Acme","Data Protection","Portfolio C","LATAM",85,1
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Sunshade","Carbon Emissions","Portfolio B","South American",43,6
"Manufacturing","0eM8b000000TNE8EAO","2022-04","Rhino Foods","Quality & Safety","Portfolio C","Europe",57,5
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-09","Monarch Motors","Code of Conduct","Portfolio A","Asia",80,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-10","Jetbit","DE&I","Portfolio B","Europe",57,1
"Manufacturing","0eM8b000000TNE8EAO","2022-02","Rhino Foods","Carbon Emissions","Portfolio A","LATAM",92,8
"Manufacturing","0eM8b000000TNE8EAO","2021-09","Tucanterprises","Health &Safety","Portfolio B","Asia",23,6
"Media and Technology","0eM8b000000TNE8EAO","2021-07","Sunshade","Health &Safety","Portfolio B","South American",43,5
"Financial Services","0eM8b000000TNE8EAO","2022-04","Acme","Quality & Safety","Portfolio A","North America",85,4
"Financial Services","0eM8b000000TNE8EAO","2022-02","Apexrover","Procurement","Portfolio B","LATAM",72,1
"Financial Services","0eM8b000000TNE8EAO","2022-01","Moondustries","Health &Safety","Portfolio C","LATAM",84,1
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-06","Jetbit","Quality & Safety","Portfolio C","Asia",57,5
"Manufacturing","0eM8b000000TNE8EAO","2021-11","Rhino Foods","Data Protection","Portfolio A","Asia",94,3
"Media and Technology","0eM8b000000TNE8EAO","2021-06","Ravenman","Health &Safety","Portfolio A","South American",20,5
"Manufacturing","0eM8b000000TNE8EAO","2021-08","Purpleworth","Health &Safety","Portfolio C","North America",40,4
"Public Sector","0eM8b000000TNE8EAO","2021-09","Corecords","DE&I","Portfolio B","North America",50,4
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-11","Pumpkinavigation","Data Protection","Portfolio B","North America",62,5
"Media and Technology","0eM8b000000TNE8EAO","2021-06","Surgesystems","Quality & Safety","Portfolio C","Asia",77,1
"Manufacturing","0eM8b000000TNE8EAO","2021-10","Tucanterprises","Human Rights","Portfolio B","LATAM",10,8
"Financial Services","0eM8b000000TNE8EAO","2022-04","North Starporation","Carbon Emissions","Portfolio A","South American",15,7
"Media and Technology","0eM8b000000TNE8EAO","2021-08","Sunshade","Quality & Safety","Portfolio C","South American",43,5
"Public Sector","0eM8b000000TNE8EAO","2022-01","Loki Industries","Quality & Safety","Portfolio A","South American",96,7
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-01","Monarch Motors","Procurement","Portfolio B","Asia",80,2
"Financial Services","0eM8b000000TNE8EAO","2022-03","Apexrover","Human Rights","Portfolio B","North America",72,4
"Media and Technology","0eM8b000000TNE8EAO","2022-02","Sunshade","Procurement","Portfolio A","North America",43,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Jetbit","Quality & Safety","Portfolio C","Europe",57,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-10","Elviations","Data Protection","Portfolio A","Europe",59,7
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-03","Buzzylectrics","Carbon Emissions","Portfolio B","South American",45,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-04","Elviations","Code of Conduct","Portfolio C","Europe",20,3
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Elviations","Procurement","Portfolio C","Europe",93,5
"Media and Technology","0eM8b000000TNE8EAO","2021-07","Sunshade","DE&I","Portfolio B","North America",43,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-08","Jetbit","Data Protection","Portfolio C","LATAM",57,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-09","Pumpkinavigation","Human Rights","Portfolio C","North America",92,6
"Manufacturing","0eM8b000000TNE8EAO","2021-05","Rhino Foods","Carbon Emissions","Portfolio B","South American",78,1
"Manufacturing","0eM8b000000TNE8EAO","2021-08","Purpleworth","DE&I","Portfolio A","South American",40,1
"Manufacturing","0eM8b000000TNE8EAO","2021-09","Tucanterprises","Procurement","Portfolio B","Asia",92,3
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-01","Buzzylectrics","Procurement","Portfolio B","Asia",17,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-04","Bridge Aviation","Code of Conduct","Portfolio C","Europe",35,2
"Public Sector","0eM8b000000TNE8EAO","2022-05","Icestone","Quality & Safety","Portfolio C","North America",64,3
"Public Sector","0eM8b000000TNE8EAO","2022-03","Loki Industries","DE&I","Portfolio B","North America",79,7
"Manufacturing","0eM8b000000TNE8EAO","2021-10","Tucanterprises","Health &Safety","Portfolio A","LATAM",24,5
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-06","Monarch Motors","Health &Safety","Portfolio A","North America",80,8
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Monarch Motors","Data Protection","Portfolio B","Europe",80,7
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-06","Monarch Motors","DE&I","Portfolio B","North America",80,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-03","Buzzylectrics","Quality & Safety","Portfolio B","LATAM",33,5
"Manufacturing","0eM8b000000TNE8EAO","2022-01","Purpleworth","DE&I","Portfolio B","Europe",40,1
"Public Sector","0eM8b000000TNE8EAO","2021-10","Icestone","Data Protection","Portfolio B","North America",64,4
"Media and Technology","0eM8b000000TNE8EAO","2022-04","Surgesystems","Carbon Emissions","Portfolio B","Europe",77,2
"Financial Services","0eM8b000000TNE8EAO","2021-09","North Starporation","Human Rights","Portfolio A","LATAM",75,8
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-10","Elviations","Code of Conduct","Portfolio C","South American",5,2
"Financial Services","0eM8b000000TNE8EAO","2021-07","Apexrover","Human Rights","Portfolio A","Europe",72,8
"Media and Technology","0eM8b000000TNE8EAO","2022-01","Sunshade","Data Protection","Portfolio B","LATAM",43,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-04","Bridge Aviation","Health &Safety","Portfolio C","Europe",35,6
"Financial Services","0eM8b000000TNE8EAO","2021-07","Apexrover","Carbon Emissions","Portfolio B","South American",72,2
"Financial Services","0eM8b000000TNE8EAO","2022-01","Moondustries","Data Protection","Portfolio B","LATAM",91,5
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-11","Buzzylectrics","Human Rights","Portfolio B","LATAM",69,7
"Public Sector","0eM8b000000TNE8EAO","2021-12","Corecords","Quality & Safety","Portfolio A","Asia",50,4
"Public Sector","0eM8b000000TNE8EAO","2022-03","Corecords","DE&I","Portfolio B","North America",50,2
"Media and Technology","0eM8b000000TNE8EAO","2022-01","Ravenman","Health &Safety","Portfolio A","Europe",33,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Pumpkinavigation","Health &Safety","Portfolio A","Europe",73,6
"Public Sector","0eM8b000000TNE8EAO","2021-08","Corecords","Human Rights","Portfolio C","North America",50,2
"Media and Technology","0eM8b000000TNE8EAO","2022-04","Sunshade","Quality & Safety","Portfolio A","Europe",43,8
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Bridge Aviation","Data Protection","Portfolio A","LATAM",35,1
"Media and Technology","0eM8b000000TNE8EAO","2021-07","Sunshade","Procurement","Portfolio A","North America",43,4
"Financial Services","0eM8b000000TNE8EAO","2021-09","North Starporation","Code of Conduct","Portfolio B","South American",69,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-10","Buzzylectrics","Human Rights","Portfolio B","LATAM",28,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Buzzylectrics","Code of Conduct","Portfolio C","South American",53,8
"Manufacturing","0eM8b000000TNE8EAO","2021-06","Rhino Foods","Data Protection","Portfolio C","North America",14,6
"Media and Technology","0eM8b000000TNE8EAO","2022-03","Surgesystems","Quality & Safety","Portfolio A","North America",77,1
"Manufacturing","0eM8b000000TNE8EAO","2021-07","Tucanterprises","Data Protection","Portfolio A","South American",60,3
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-01","Pumpkinavigation","DE&I","Portfolio A","North America",71,8
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-08","Buzzylectrics","Human Rights","Portfolio A","Asia",16,8
"Financial Services","0eM8b000000TNE8EAO","2022-03","Acme","DE&I","Portfolio C","North America",85,4
"Financial Services","0eM8b000000TNE8EAO","2021-10","Acme","Procurement","Portfolio C","South American",85,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Buzzylectrics","Human Rights","Portfolio B","LATAM",93,1
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Jetbit","Health &Safety","Portfolio A","Asia",57,6
"Manufacturing","0eM8b000000TNE8EAO","2021-08","Rhino Foods","Quality & Safety","Portfolio B","Europe",10,7
"Financial Services","0eM8b000000TNE8EAO","2021-05","Acme","Human Rights","Portfolio A","Europe",85,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Pumpkinavigation","Health &Safety","Portfolio A","LATAM",22,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-05","Elviations","Human Rights","Portfolio B","Asia",31,3
"Media and Technology","0eM8b000000TNE8EAO","2022-02","Ravenman","Code of Conduct","Portfolio C","North America",84,2
"Media and Technology","0eM8b000000TNE8EAO","2021-11","Sunshade","Procurement","Portfolio C","LATAM",43,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-12","Monarch Motors","Carbon Emissions","Portfolio B","North America",80,1
"Manufacturing","0eM8b000000TNE8EAO","2021-11","Purpleworth","Data Protection","Portfolio B","Europe",40,2
"Financial Services","0eM8b000000TNE8EAO","2021-09","North Starporation","Code of Conduct","Portfolio B","Asia",85,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Jetbit","Carbon Emissions","Portfolio B","Asia",57,7
"Public Sector","0eM8b000000TNE8EAO","2022-05","Icestone","Health &Safety","Portfolio B","Europe",64,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Bridge Aviation","Data Protection","Portfolio B","Asia",35,1
"Public Sector","0eM8b000000TNE8EAO","2021-09","Icestone","DE&I","Portfolio B","South American",64,4
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Monarch Motors","Human Rights","Portfolio B","LATAM",80,6
"Media and Technology","0eM8b000000TNE8EAO","2022-02","Surgesystems","Code of Conduct","Portfolio A","LATAM",77,2
"Financial Services","0eM8b000000TNE8EAO","2021-09","Apexrover","Code of Conduct","Portfolio B","North America",72,3
"Public Sector","0eM8b000000TNE8EAO","2022-03","Icestone","Quality & Safety","Portfolio A","Asia",64,7
"Public Sector","0eM8b000000TNE8EAO","2021-09","Loki Industries","Carbon Emissions","Portfolio B","North America",82,8
"Financial Services","0eM8b000000TNE8EAO","2021-09","Moondustries","Human Rights","Portfolio A","Europe",14,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-03","Bridge Aviation","Data Protection","Portfolio B","Asia",35,3
"Media and Technology","0eM8b000000TNE8EAO","2022-04","Sunshade","Code of Conduct","Portfolio B","North America",43,7
"Public Sector","0eM8b000000TNE8EAO","2022-01","Icestone","Data Protection","Portfolio B","LATAM",64,3
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-03","Elviations","Data Protection","Portfolio A","LATAM",35,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-12","Jetbit","Human Rights","Portfolio C","North America",57,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-09","Buzzylectrics","Data Protection","Portfolio C","Asia",41,2
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-05","Jetbit","Procurement","Portfolio B","Asia",57,7
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-04","Bridge Aviation","DE&I","Portfolio A","North America",35,8
"Manufacturing","0eM8b000000TNE8EAO","2021-09","Tucanterprises","Health &Safety","Portfolio B","Europe",39,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Monarch Motors","Data Protection","Portfolio B","North America",80,1
"Public Sector","0eM8b000000TNE8EAO","2021-05","Loki Industries","Health &Safety","Portfolio C","Europe",86,1
"Media and Technology","0eM8b000000TNE8EAO","2021-08","Surgesystems","DE&I","Portfolio C","South American",77,8
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-07","Elviations","Carbon Emissions","Portfolio A","Asia",95,3
"Media and Technology","0eM8b000000TNE8EAO","2021-06","Ravenman","Data Protection","Portfolio A","LATAM",21,3
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-05","Bridge Aviation","DE&I","Portfolio A","Europe",35,1
"Public Sector","0eM8b000000TNE8EAO","2021-07","Corecords","Data Protection","Portfolio B","Europe",50,4
"Manufacturing","0eM8b000000TNE8EAO","2021-06","Purpleworth","DE&I","Portfolio C","Europe",40,3
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Elviations","DE&I","Portfolio B","Asia",66,1
"Financial Services","0eM8b000000TNE8EAO","2022-03","Moondustries","DE&I","Portfolio C","South American",89,3
"Financial Services","0eM8b000000TNE8EAO","2022-04","Moondustries","Quality & Safety","Portfolio C","LATAM",88,5
"Public Sector","0eM8b000000TNE8EAO","2022-04","Loki Industries","Human Rights","Portfolio C","Asia",36,1
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-11","Bridge Aviation","Code of Conduct","Portfolio C","Asia",35,3
"Financial Services","0eM8b000000TNE8EAO","2022-03","Apexrover","Quality & Safety","Portfolio B","Asia",72,7
"Financial Services","0eM8b000000TNE8EAO","2022-03","Moondustries","Human Rights","Portfolio C","Europe",7,3
"Financial Services","0eM8b000000TNE8EAO","2021-11","Acme","Procurement","Portfolio B","Asia",85,8
"Financial Services","0eM8b000000TNE8EAO","2022-01","Apexrover","Code of Conduct","Portfolio C","Europe",72,6
"Manufacturing","0eM8b000000TNE8EAO","2021-10","Tucanterprises","Human Rights","Portfolio A","Asia",77,6
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Sunshade","Code of Conduct","Portfolio C","North America",43,1
"Public Sector","0eM8b000000TNE8EAO","2021-10","Corecords","Code of Conduct","Portfolio A","Europe",50,3
"Public Sector","0eM8b000000TNE8EAO","2022-03","Corecords","DE&I","Portfolio C","LATAM",50,5
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-04","Bridge Aviation","Quality & Safety","Portfolio B","Asia",35,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-07","Jetbit","Procurement","Portfolio C","Europe",57,6
"Health and Life Sciences","0eM8b000000TNE8EAO","2021-08","Monarch Motors","Health &Safety","Portfolio A","South American",80,8
"Media and Technology","0eM8b000000TNE8EAO","2022-04","Surgesystems","Code of Conduct","Portfolio A","Asia",77,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-03","Bridge Aviation","DE&I","Portfolio A","South American",35,5
"Financial Services","0eM8b000000TNE8EAO","2022-04","Apexrover","Carbon Emissions","Portfolio C","Asia",72,5
"Financial Services","0eM8b000000TNE8EAO","2022-02","Acme","Data Protection","Portfolio C","North America",85,3
"Media and Technology","0eM8b000000TNE8EAO","2021-08","Ravenman","Data Protection","Portfolio B","Europe",14,8
"Media and Technology","0eM8b000000TNE8EAO","2021-08","Ravenman","Health &Safety","Portfolio C","Asia",17,3
"Public Sector","0eM8b000000TNE8EAO","2022-03","Icestone","DE&I","Portfolio B","South American",64,8
"Media and Technology","0eM8b000000TNE8EAO","2021-11","Ravenman","Code of Conduct","Portfolio A","South American",79,4
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-03","Elviations","Quality & Safety","Portfolio B","Asia",79,4
"Media and Technology","0eM8b000000TNE8EAO","2022-03","Ravenman","DE&I","Portfolio A","Europe",64,1
"Manufacturing","0eM8b000000TNE8EAO","2021-10","Tucanterprises","Human Rights","Portfolio B","North America",60,5
"Manufacturing","0eM8b000000TNE8EAO","2022-03","Tucanterprises","Human Rights","Portfolio B","Asia",90,5
"Public Sector","0eM8b000000TNE8EAO","2022-02","Icestone","Data Protection","Portfolio C","Asia",64,1
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Pumpkinavigation","Human Rights","Portfolio B","LATAM",93,6
"Public Sector","0eM8b000000TNE8EAO","2022-03","Loki Industries","Health &Safety","Portfolio C","Europe",45,7
"Media and Technology","0eM8b000000TNE8EAO","2022-01","Surgesystems","Health &Safety","Portfolio A","Europe",77,8
"Manufacturing","0eM8b000000TNE8EAO","2021-09","Rhino Foods","Code of Conduct","Portfolio B","LATAM",34,8
"Public Sector","0eM8b000000TNE8EAO","2021-05","Icestone","Code of Conduct","Portfolio B","North America",64,6
"Financial Services","0eM8b000000TNE8EAO","2021-08","North Starporation","DE&I","Portfolio B","South American",94,2
"Health and Life Sciences","0eM8b000000TNE8EAO","2022-02","Monarch Motors","Health &Safety","Portfolio C","North America",80,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-02","Bridge Aviation","Code of Conduct","Portfolio A","LATAM",35,4
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2022-05","Buzzylectrics","Procurement","Portfolio C","Asia",59,6
"Retail and Consumer Goods","0eM8b000000TNE8EAO","2021-08","Jetbit","Data Protection","Portfolio C","Europe",57,7
"Media and Technology","0eM8b000000TNE8EAO","2022-05","Ravenman","Procurement","Portfolio C","LATAM",53,7
"Financial Services","0eM8b000000TNE8EAO","2022-01","Moondustries","Data Protection","Portfolio A","North America",92,2
"Financial Services","0eM8b000000TNE8EAO","2021-12","North Starporation","Procurement","Portfolio A","South American",68,4
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Ravenman","Procurement","Portfolio B","North America",41,3
"Media and Technology","0eM8b000000TNE8EAO","2021-09","Ravenman","Procurement","Portfolio A","North America",10,3
"Financial Services","0eM8b000000TNE8EAO","2022-04","Apexrover","Carbon Emissions","Portfolio B","South American",72,6
"Manufacturing","0eM8b000000TNE8EAO","2021-12","Rhino Foods","Code of Conduct","Portfolio C","LATAM",2,4
"Public Sector","0eM8b000000TNE8EAO","2022-01","Corecords","Code of Conduct","Portfolio C","North America",50,3
"Manufacturing","0eM8b000000TNE8EAO","2021-12","Purpleworth","Carbon Emissions","Portfolio B","Europe",40,3
"Financial Services","0eM8b000000TNE8EAO","2021-06","Apexrover","Health &Safety","Portfolio B","North America",72,6
"Public Sector","0eM8b000000TNE8EAO","2022-02","Icestone","Health &Safety","Portfolio A","North America",64,8
"Media and Technology","0eM8b000000TNE8EAO","2021-10","Ravenman","Human Rights","Portfolio A","North America",4,2
"Financial Services","0eM8b000000TNE8EAO","2022-01","Apexrover","Health &Safety","Portfolio B","Asia",72,3
"Media and Technology","0eM8b000000TNE8EAO","2021-12","Surgesystems","Code of Conduct","Portfolio A","North America",77,7
