"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2019-06-16","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,30,30,1150,3,3,24,1350,750,2
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2014-11-11","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,70,1150,1,2,24,1350,750,1
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2023-10-23","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,30,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2022-05-03","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2022-09-30","APAC","IND","Energy Access","Household Devices","India",2500,20,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2018-07-10","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,5,2,24,1350,750,2
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2022-11-29","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2017-01-11","APAC","IND","Energy Access","Household Devices","India",2500,20,100,1150,2,5,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2016-09-23","LATAM","BRA","Education","Fuel Switching","Brazil",2500,30,90,1150,4,3,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2023-07-22","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,30,1150,3,4,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2019-03-20","APAC","IND","Energy Access","Household Devices","India",2500,20,90,1150,1,3,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2017-07-15","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,4,5,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2020-03-28","AMER","USA","Energy Access","Fuel Switching","United States",2500,30,10,1150,2,1,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2014-03-04","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,10,1150,3,2,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2014-05-11","LATAM","BRA","Education","Fuel Switching","Brazil",2500,30,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2016-08-28","APAC","IND","Energy Access","Household Devices","India",2500,20,100,1150,5,2,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2020-08-30","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2020-08-20","APAC","IND","Energy Access","Household Devices","India",2500,20,100,1150,5,1,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2018-08-28","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2019-07-04","APAC","IND","Energy Access","Household Devices","India",2500,20,90,1150,1,3,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2014-12-01","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,5,2,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2015-02-20","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,40,1150,4,3,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2021-10-31","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2022-12-15","APAC","IND","Energy Access","Household Devices","India",2500,20,100,1150,2,2,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2017-05-27","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,50,1150,1,4,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2015-12-16","APAC","IND","Energy Access","Household Devices","India",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2018-01-30","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,2,2,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2018-01-22","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,20,1150,2,2,24,1350,750,2
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2020-04-27","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2016-11-20","APAC","IND","Energy Access","Household Devices","India",2500,30,90,1150,5,2,24,1350,750,2
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2019-08-25","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,2,3,24,1350,750,2
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2023-08-24","APAC","IND","Energy Access","Household Devices","India",2500,30,100,1150,5,3,24,1350,750,1
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2023-02-18","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,10,1150,2,4,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2016-04-02","LATAM","BRA","Education","Fuel Switching","Brazil",2500,20,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 6 - BRA",,"2023-09-18","Avoidance","SDO.106","2022-03-01","LATAM","BRA","Education","Fuel Switching","Brazil",2500,30,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 23 - IND",,"2023-09-18","Removal","SDO.1023","2019-12-31","APAC","IND","Energy Access","Household Devices","India",2500,30,100,1150,5,3,24,1350,750,2
"Building Electrification","0uhB00000008OMTIA2","2023-09-18","Reduction","SDO.002","2017-08-30","AMER","USA","Energy Access","Fuel Switching","United States",2500,20,20,1150,2,5,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2016-07-19","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2018-10-22","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,3,2,24,1350,750,2
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2014-11-25","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,20,1150,5,2,24,1350,750,2
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2021-05-29","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,60,1150,3,1,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2020-08-30","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,30,1150,1,1,24,1350,750,2
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2023-06-05","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,20,1150,4,4,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2018-01-05","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,5,1,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2020-08-27","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,20,1150,1,1,24,1350,750,2
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2019-07-13","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,20,30,1150,5,3,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2020-09-08","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,80,1150,5,1,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2020-10-29","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2014-10-03","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2019-01-05","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,40,1150,2,3,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2015-01-05","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,20,30,1150,5,3,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2020-02-15","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,1,1,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2020-08-26","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,70,1150,4,1,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2018-04-29","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,70,1150,3,1,24,1350,750,2
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2015-04-07","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,4,3,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2023-06-20","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,20,30,1150,4,3,24,1350,750,2
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2022-08-26","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,50,1150,2,2,24,1350,750,2
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2016-04-27","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2018-02-07","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,30,1150,3,2,24,1350,750,2
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2015-08-14","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,30,1150,2,3,24,1350,750,2
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2017-07-13","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,40,1150,4,5,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2014-09-18","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,80,1150,5,3,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2023-03-19","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,40,1150,2,3,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2018-04-03","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,80,1150,4,1,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2016-06-12","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2022-07-15","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,60,1150,1,2,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2017-10-13","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,30,70,1150,2,4,24,1350,750,2
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2018-02-16","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,90,1150,2,1,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2019-09-12","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2021-05-23","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,30,1150,5,1,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2014-09-23","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,30,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2018-05-27","EMEA","GHA","Education","Renewable Energy","Ghana",2500,20,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2018-06-04","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,30,90,1150,4,1,24,1350,750,2
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2019-08-25","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 77",,"2023-09-18","Avoidance","SDO.1077","2020-06-06","LATAM","URY","Biodiversity","Renewable Energy","Uruguay",2500,30,10,1150,1,1,24,1350,750,2
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2019-10-22","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,1,3,24,1350,750,2
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2014-04-29","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 99",,"2023-09-18","Avoidance","SDO.1099","2017-07-27","EMEA","SEN","Biodiversity","Transportation","Senegal",2500,40,10,1150,5,5,24,1350,750,1
"Carbon Credit Project 56",,"2023-09-18","Sequestration","SDO.1056","2015-11-29","EMEA","GHA","Education","Renewable Energy","Ghana",2500,30,10,1150,3,3,24,1350,750,2
"Carbon Credit Project 17 - CAN",,"2023-09-18","Avoidance","SDO.1017","2018-09-29","AMER","CAN","Biodiversity","Fuel Switching","Canada",2500,20,80,1150,1,2,24,1350,750,2
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2022-03-03","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,40,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2023-11-04","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,30,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2023-10-18","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,20,40,1150,5,3,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2020-08-26","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,100,60,1150,2,1,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2021-05-19","LATAM","BRA","Education","Transportation","Brazil",2500,30,90,1150,2,1,24,1350,750,2
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2023-04-27","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,60,1150,5,4,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2018-07-17","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,20,1150,2,1,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2019-08-10","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,30,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2022-01-06","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,20,10,1150,3,1,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2014-09-30","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2021-09-24","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2022-08-28","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,30,40,1150,2,2,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2023-05-28","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,10,1150,3,3,24,1350,750,2
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2021-02-20","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,90,1150,3,1,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2023-02-02","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,100,80,1150,3,4,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2015-06-16","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,90,1150,5,3,24,1350,750,2
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2017-01-17","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,3,4,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2018-08-16","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,20,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2015-12-30","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,20,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2023-10-07","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2022-04-06","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,3,2,24,1350,750,2
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2016-12-19","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2019-05-16","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,30,10,1150,4,2,24,1350,750,2
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2015-02-11","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,90,40,1150,5,3,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2020-06-03","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,80,1150,5,1,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2017-11-24","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,30,80,1150,5,5,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2022-01-02","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,60,1150,4,1,24,1350,750,2
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2016-06-15","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,30,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2020-08-20","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,30,1150,5,1,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2019-06-09","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,30,80,1150,3,3,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2022-08-14","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,10,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2020-07-06","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,90,1150,1,1,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2015-09-29","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,80,1150,2,3,24,1350,750,2
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2018-10-18","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,30,40,1150,3,1,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2014-10-25","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,1,2,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2016-09-14","AMER","USA","Biodiversity","Renewable Energy","United States",2500,20,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2016-06-21","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,80,1150,5,2,24,1350,750,2
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2022-04-05","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2014-02-27","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2018-10-29","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,10,30,1150,2,1,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2021-07-10","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,40,90,1150,3,1,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2022-06-17","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2018-09-11","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,10,1150,1,2,24,1350,750,2
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2021-05-11","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,20,40,1150,5,1,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2017-01-24","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,80,1150,2,4,24,1350,750,2
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2021-11-08","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,10,1150,3,1,24,1350,750,2
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2023-06-13","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,10,1150,1,3,24,1350,750,2
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2019-06-30","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,70,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2023-03-27","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,80,1150,2,3,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2014-05-16","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,80,1150,3,2,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2022-01-28","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,50,1150,3,2,24,1350,750,2
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2014-03-19","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2020-10-16","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,10,1150,5,1,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2020-07-06","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,30,80,1150,1,2,24,1350,750,1
"Carbon Credit Project 19 - CAN",,"2023-09-18","Removal","SDO.1019","2020-03-09","AMER","CAN","Biodiversity","Waste Disposal","Canada",2500,40,90,1150,3,1,24,1350,750,1
"Carbon Credit Project 42 - ESP",,"2023-09-18","Avoidance","SDO.1042","2020-02-19","EMEA","ESP","Education","Industrial Manufacturing","Spain",2500,30,90,1150,1,1,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2018-03-13","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,20,1150,5,1,24,1350,750,1
"Carbon Credit Project 84",,"2023-09-18","Reduction","SDO.1084","2022-11-20","EMEA","ATA","Biodiversity","Forestry and Land Use","Antarctica",2500,30,20,1150,4,2,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2016-02-16","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,40,70,1150,2,2,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2021-01-04","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2019-11-17","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,60,1150,2,3,24,1350,750,1
"Carbon Credit Project 55",,"2023-09-18","Sequestration","SDO.1055","2015-01-14","LATAM","NIC","Biodiversity","Fuel Switching","Nicaragua",2500,90,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2022-08-08","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,5,1,24,1350,750,1
"Carbon Credit Project 71",,"2023-09-18","Removal","SDO.1071","2018-12-12","EMEA","GBR","Energy Access","Transportation","United Kingdom",2500,30,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 83",,"2023-09-18","Avoidance","SDO.1083","2020-08-28","AMER","USA","Biodiversity","Renewable Energy","United States",2500,30,20,1150,5,1,24,1350,750,1
"Carbon Credit Project 78",,"2023-09-18","Avoidance","SDO.1078","2018-10-26","LATAM","SLV","Biodiversity","Renewable Energy","El Salvador",2500,20,30,1150,3,2,24,1350,750,1
"Carbon Credit Project 68",,"2023-09-18","Reduction","SDO.1068","2021-10-06","EMEA","PRT","Energy Access","Forestry and Land Use","Portugal",2500,30,20,1150,1,1,24,1350,750,1
"Carbon Credit Project 5 - BRA",,"2023-09-18","Reduction","SDO.105","2015-04-11","LATAM","BRA","Education","Transportation","Brazil",2500,40,90,1150,1,3,24,1350,750,2
