"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
,"2023-07-21","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2021-08-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,90,288,541,80,288,403,90
,"2014-06-16","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,80,288,541,80,288,403,90
,"2014-12-25","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,10,288,541,90,288,403,90
,"2019-10-05","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2013-08-11","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,90,288,541,70,288,403,90
,"2020-08-11","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,70,288,403,90
,"2015-11-12","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,30,288,541,90,288,403,90
,"2012-07-22","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,20,288,541,70,288,403,90
,"2017-05-08","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2022-06-08","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,100,288,403,90
,"2018-01-21","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2013-11-25","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,90,288,541,80,288,403,90
,"2020-11-20","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2014-05-09","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,60,288,541,30,288,403,90
,"2016-05-28","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2014-08-19","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2013-03-06","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,50,288,541,40,288,403,90
,"2022-04-15","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,70,288,541,100,288,403,90
,"2020-01-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,80,288,403,90
,"2019-03-16","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,60,288,403,90
,"2014-12-20","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,20,288,541,30,288,403,90
,"2018-12-03","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2013-11-03","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,40,288,541,60,288,403,90
,"2015-04-15","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,30,288,403,90
,"2022-09-12","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2015-08-17","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,20,288,541,100,288,403,90
,"2013-10-18","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,50,288,403,90
,"2017-10-11","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2013-11-18","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,80,288,541,50,288,403,90
,"2020-07-14","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2016-05-27","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2012-02-07","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,10,288,541,50,288,403,90
,"2018-04-17","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,60,288,541,40,288,403,90
,"2019-09-12","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,60,288,403,90
,"2018-09-19","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2020-04-16","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2017-01-04","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2015-06-25","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,40,288,541,70,288,403,90
,"2020-07-12","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2014-03-30","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2022-06-05","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2021-05-01","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2015-11-20","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,10,288,541,30,288,403,90
,"2020-06-12","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,70,288,403,90
,"2019-03-30","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2019-07-01","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,80,288,541,50,288,403,90
,"2020-12-08","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2016-06-23","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2015-04-14","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,50,288,541,30,288,403,90
,"2021-02-06","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,80,288,403,90
,"2021-08-17","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,90,288,541,90,288,403,90
,"2018-02-10","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2012-02-08","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,40,288,541,80,288,403,90
,"2017-07-10","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2022-06-01","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2018-07-23","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,60,288,541,40,288,403,90
,"2023-03-24","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2015-05-04","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,20,288,541,20,288,403,90
,"2014-12-10","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2012-06-12","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,100,288,403,90
,"2019-10-11","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2023-10-18","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2022-10-23","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,80,288,541,90,288,403,90
,"2013-10-03","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,80,288,403,90
,"2013-10-11","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,80,288,541,50,288,403,90
,"2021-06-16","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2012-02-15","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,40,288,541,40,288,403,90
,"2013-05-25","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,20,288,541,10,288,403,90
,"2012-02-14","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,70,288,541,80,288,403,90
,"2016-08-03","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,60,288,541,20,288,403,90
,"2016-04-18","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2020-04-13","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,70,288,403,90
,"2022-07-22","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,100,288,403,90
,"2018-07-30","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2015-03-27","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,20,288,541,40,288,403,90
,"2023-08-11","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2023-05-13","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2018-03-08","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2018-07-10","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2017-05-30","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2014-11-28","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,30,288,541,40,288,403,90
,"2020-08-31","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2019-06-07","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2021-04-17","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2019-12-19","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2020-05-10","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,70,288,403,90
,"2021-02-23","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,90,288,403,90
,"2014-11-25","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,10,288,403,90
,"2012-02-17","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,40,288,541,70,288,403,90
,"2018-02-11","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,70,288,541,40,288,403,90
,"2022-10-13","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2021-05-12","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,90,288,403,90
,"2013-05-01","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,50,288,403,90
,"2016-01-15","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2019-04-15","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2019-10-13","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2023-07-11","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2021-04-21","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,70,288,541,90,288,403,90
,"2018-11-07","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,30,288,403,90
,"2012-01-07","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,70,288,403,90
,"2023-02-20","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2023-11-06","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2019-01-27","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2017-04-11","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2015-10-03","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2014-04-25","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,30,288,541,10,288,403,90
,"2016-08-11","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,50,288,541,30,288,403,90
,"2014-09-24","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,10,288,541,70,288,403,90
,"2012-05-28","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,10,288,541,70,288,403,90
,"2020-08-10","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2020-11-15","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2014-11-05","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,60,288,541,50,288,403,90
,"2012-10-14","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,90,288,541,100,288,403,90
,"2016-04-11","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,50,288,541,30,288,403,90
,"2019-02-07","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2023-03-04","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2017-07-06","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,30,288,403,90
,"2023-07-21","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2023-03-17","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2020-01-30","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2013-08-07","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,30,288,541,70,288,403,90
,"2015-01-18","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,10,288,541,10,288,403,90
,"2021-10-19","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2023-07-16","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2020-12-30","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,80,288,541,70,288,403,90
,"2012-10-02","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,30,288,541,70,288,403,90
,"2012-02-25","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,20,288,541,30,288,403,90
,"2021-11-07","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2017-05-07","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2015-08-09","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,50,288,541,50,288,403,90
,"2019-02-17","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2014-05-04","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
,"2015-12-07","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,30,288,541,90,288,403,90
,"2019-03-12","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2014-05-01","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,50,288,541,40,288,403,90
,"2016-08-25","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,60,288,541,20,288,403,90
,"2022-08-27","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,100,288,403,90
,"2017-11-02","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,60,288,541,30,288,403,90
,"2023-09-18","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2015-10-05","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,50,288,541,100,288,403,90
,"2019-04-16","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,70,288,541,60,288,403,90
,"2014-12-23","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,20,288,541,50,288,403,90
,"2014-07-18","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,20,20,288,541,30,288,403,90
,"2016-09-27","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,10,60,288,541,30,288,403,90
,"2023-01-26","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2019-05-04","2023-09-18","Africa","ZAF","Ground Water - Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,60,288,403,90
,"2022-04-19","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,80,90,288,541,100,288,403,90
,"2014-12-07","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,20,288,541,90,288,403,90
,"2013-12-02","2023-09-18","Africa","ZAF","Third-Party Reserve","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,60,288,541,30,288,403,90
,"2012-08-21","2023-09-18","Africa","ZAF","Reused Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,50,50,288,541,90,288,403,90
,"2021-10-26","2023-09-18","Africa","ZAF","Ground Water - Non-Renewable","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,70,80,288,541,80,288,403,90
,"2015-05-20","2023-09-18","Africa","ZAF","Sea Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,30,80,288,541,90,288,403,90
,"2020-12-22","2023-09-18","Africa","ZAF","Fresh Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,60,70,288,541,70,288,403,90
,"2018-06-23","2023-09-18","Africa","ZAF","Recycled Water","Data Center","Logan","South Africa","SDO.014",,"0phB00000004Mn0IAE",,80,40,70,288,541,40,288,403,90
