"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","LastProcessedDate","Rank","Date","SupplierExternalId","Emissions_Reduction_Type","Reporting_Scope","SupplierId","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-06-15","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","USA",4500,20000,4,3375,209,0.01045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-12-19","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","India",4500,20000,4,3375,209,0.01045,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2023-12-22","Supplier17","3°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","India",4500,400000,4,3375,209,0.000523,1,0.0834,6
"Tier 1","Yes","Spend Based","2023-09-18","6","2022-03-21","Supplier17","2°C",,"0eMB0000000Gy4iMAC","Complete","Multiple","Universal Services","Canada",4500,30000,4,3375,209,0.006967,1,0.0834,6
"Tier 1","No","None","2023-09-18","45","2023-03-30","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","UK",6500,300,,4875,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-07-19","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","India",4500,200,,3375,234,1.17,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-06-05","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","India",6500,300,,4875,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-02-17","Supplier5","3°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",6500,500000,,4875,234,0.000468,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2023-01-10","Supplier5","3°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Australia",6500,20000,,4875,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-01-09","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",4500,300,,3375,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","45","2023-07-24","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",4500,300,,3375,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-01-16","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",4500,300,,3375,234,0.78,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2022-07-14","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Australia",6500,20000,,4875,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-09-15","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","India",3500,200,,2625,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","45","2022-02-14","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",5500,30000,,4125,73,0.002433,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-03-07","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",6500,200,,4875,234,1.17,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-04-21","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",4500,500000,,3375,73,0.000146,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-06-23","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",3500,20000,,2625,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2022-10-09","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","India",5500,300,,4125,234,0.78,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-07-29","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Australia",4500,500000,,3375,73,0.000146,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-12-18","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",4500,15000,,3375,234,0.0156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-09-01","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Germany",5500,300,,4125,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","45","2022-05-13","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Australia",6500,15000,,4875,73,0.004867,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-04-21","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",5500,150000,,4125,234,0.00156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-04-01","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",4500,150000,,3375,73,0.000487,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-05-15","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",5500,150000,,4125,234,0.00156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-05-04","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",6500,200,,4875,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-11-25","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Australia",3500,20000,,2625,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-08-03","Supplier10","3°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",6500,200,,4875,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-11-16","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Canada",6500,200,,4875,234,1.17,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-07-01","Supplier10","3°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Germany",5500,20000,,4125,73,0.00365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-09-02","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",5500,150000,,4125,234,0.00156,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2022-10-29","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",4500,300,,3375,234,0.78,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-03-19","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Germany",3500,200,,2625,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-06-27","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",4500,200,,3375,234,1.17,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-12-11","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Australia",3500,30000,,2625,73,0.002433,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-09-15","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",4500,500000,,3375,234,0.000468,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-07-04","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","UK",5500,200,,4125,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-07-19","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","India",5500,500000,,4125,234,0.000468,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-05-08","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","UK",5500,200,,4125,73,0.365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-09-18","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",6500,200,,4875,234,1.17,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-02-26","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",4500,500000,,3375,73,0.000146,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-01-20","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",5500,400000,,4125,234,0.000585,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-08-25","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","UK",5500,15000,,4125,73,0.004867,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-04-26","Supplier5","3°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",6500,20000,,4875,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-08-28","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Australia",3500,150000,,2625,73,0.000487,1,0.02936,45
"Tier 1","No","None","2023-09-18","45","2022-08-25","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","India",3500,400000,,2625,73,0.000183,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-07-05","Supplier5","3°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",5500,400000,,4125,234,0.000585,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2022-02-14","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","India",4500,150000,,3375,234,0.00156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-04-08","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","UK",4500,30000,,3375,73,0.002433,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-05-30","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Germany",5500,15000,,4125,234,0.0156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2023-08-13","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",6500,300,,4875,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-10-31","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","India",4500,15000,,3375,234,0.0156,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-02-22","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","India",3500,300,,2625,73,0.243333,1,0.02936,45
"Tier 1","No","None","2023-09-18","45","2023-05-03","Supplier10","3°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",3500,20000,,2625,73,0.00365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-08-20","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","USA",3500,20000,,2625,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-09-10","Supplier10","3°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Australia",6500,20000,,4875,73,0.00365,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-12-04","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",4500,250,,3375,234,0.936,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-05-11","Supplier10","1.5 °C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",4500,30000,,3375,73,0.002433,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-11-30","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Australia",4500,20000,,3375,234,0.0117,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-09-09","Supplier10","3°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","USA",3500,30000,,2625,73,0.002433,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2022-05-07","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","UK",5500,250,,4125,234,0.936,1,0.093495,19
"Tier 1","No","None","2023-09-18","19","2022-07-20","Supplier5","2°C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Canada",3500,300,,2625,234,0.78,1,0.093495,19
"Tier 1","No","None","2023-09-18","45","2022-01-24","Supplier10","2°C",,"0eMB0000000Gy4cMAC",,"None","Meridian Partners","Canada",3500,150000,,2625,73,0.000487,1,0.02936,45
"Tier 1","No","None","2023-09-18","19","2023-02-17","Supplier5","1.5 °C",,"0eMB0000000Gy4rMAC",,"None","Big Sky & Sons","Australia",4500,15000,,3375,234,0.0156,1,0.093495,19
"Tier 1","No","None","2023-09-18","12","2023-11-10","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Australia",6500,200,,4875,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-04-30","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Germany",6500,15000,,4875,149,0.009933,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-07-12","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",6500,20000,,4875,149,0.00745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-02-11","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",6500,400000,,4875,149,0.000373,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-12-20","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",3500,200,,2625,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-09-07","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",5500,150000,,4125,149,0.000993,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-11-04","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",4500,500000,,3375,149,0.000298,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-01-26","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",4500,200,,3375,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-02-12","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Germany",3500,30000,,2625,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-02-14","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Australia",3500,400000,,2625,149,0.000373,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-10-26","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",5500,200,,4125,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-08-19","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",5500,200,,4125,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-11-28","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Germany",6500,250,,4875,149,0.596,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-12-10","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",5500,30000,,4125,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-01-17","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",6500,200,,4875,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-01-19","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",4500,200,,3375,149,0.745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-08-18","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",6500,20000,,4875,149,0.00745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-06-30","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Germany",4500,20000,,3375,149,0.00745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-02-07","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",6500,400000,,4875,149,0.000373,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-01-20","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",3500,15000,,2625,149,0.009933,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-03-12","Supplier2","3°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Canada",3500,400000,,2625,149,0.000373,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-12-21","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",5500,500000,,4125,149,0.000298,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-01-27","Supplier2","3°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Germany",3500,20000,,2625,149,0.00745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-03-10","Supplier2","3°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Australia",5500,250,,4125,149,0.596,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-07-13","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",6500,20000,,4875,149,0.00745,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2022-06-29","Supplier2","3°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",4500,30000,,3375,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-07-09","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","India",4500,30000,,3375,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-12-28","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",3500,300,,2625,149,0.496667,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-08-27","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","UK",4500,150000,,3375,149,0.000993,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-08-26","Supplier2","1.5 °C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","USA",4500,30000,,3375,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","12","2023-10-26","Supplier2","2°C","Scope 1 and 2","0eMB0000000Gy4lMAC",,"None","Advanced Communications","Australia",3500,30000,,2625,149,0.004967,1,0.0595,12
"Tier 1","No","None","2023-09-18","36","2023-12-16","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",6500,15000,,4875,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-08-16","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",3500,400000,,2625,239,0.000598,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-04-22","Supplier93","3°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",4500,300,,3375,239,0.796667,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-09-06","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",3500,500000,,2625,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-07-04","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",3500,500000,,2625,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-12-17","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",3500,15000,,2625,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-09-15","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",4500,150000,,3375,239,0.001593,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-02-07","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Canada",5500,15000,,4125,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-09-30","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Australia",5500,150000,,4125,239,0.001593,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-03-23","Supplier93","3°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Australia",3500,300,,2625,239,0.796667,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-06-23","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","USA",3500,150000,,2625,239,0.001593,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-04-20","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",5500,150000,,4125,239,0.001593,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-07-23","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",5500,500000,,4125,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-12-17","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Canada",3500,500000,,2625,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-08-30","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",5500,15000,,4125,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-09-18","Supplier93","3°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","USA",6500,500000,,4875,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-09-14","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Canada",5500,30000,,4125,239,0.007967,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-04-24","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",3500,15000,,2625,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-04-01","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",5500,300,,4125,239,0.796667,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-12-13","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",4500,500000,,3375,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-08-14","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",6500,250,,4875,239,0.956,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-07-22","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","UK",4500,150000,,3375,239,0.001593,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-09-15","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",5500,20000,,4125,239,0.01195,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-01-20","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",6500,300,,4875,239,0.796667,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-01-19","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",5500,500000,,4125,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-06-02","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Canada",5500,500000,,4125,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-04-15","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Canada",4500,500000,,3375,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-03-07","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",3500,15000,,2625,239,0.015933,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2023-10-23","Supplier93","2°C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Germany",5500,30000,,4125,239,0.007967,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-11-23","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","Australia",6500,200,,4875,239,1.195,1,0.095695,36
"Tier 1","No","None","2023-09-18","36","2022-11-09","Supplier93","1.5 °C",,"0eMB0000000Gy64MAC",,"None","Loki Industries","India",6500,500000,,4875,239,0.000478,1,0.095695,36
"Tier 1","No","None","2023-09-18","30","2022-01-15","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Germany",5500,250,,4125,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-01-25","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",5500,200,,4125,241,1.205,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-09-12","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","USA",4500,250,,3375,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-06-13","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Germany",6500,400000,,4875,241,0.000603,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-10-18","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",4500,200,,3375,241,1.205,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-04-30","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Australia",4500,15000,,3375,241,0.016067,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-09-20","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","India",4500,200,,3375,241,1.205,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-10-21","Supplier117","3°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","UK",5500,250,,4125,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-09-23","Supplier117","2°C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",3500,15000,,2625,241,0.016067,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-12-15","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Germany",5500,30000,,4125,241,0.008033,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2023-10-21","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Germany",6500,250,,4875,241,0.964,1,0.09647,30
"Tier 1","No","None","2023-09-18","30","2022-11-06","Supplier117","1.5 °C",,"0eMB0000000Gy6SMAS",,"None","Ravenman","Canada",3500,30000,,2625,241,0.008033,1,0.09647,30
