"Supplier_Tier","HasScoreCard","Emission_Calculation_Method","Rank","Date","Emissions_Reduction_Type","Reporting_Scope","Score_Card_Status","SBTI_Target_Status","Supplier","Location","Reported_Emissions","Procurement_Expense","ScoreCardOrder","Calculated_Emissions","Procurement_Emissions","Expense_Ratio","Contribution_to_Total_Emissions","Contribution_total_Emissions_Card","RankNro"
"Tier 1","No","None","14","2021-06-08","3°C",,,"None","Air France","Germany",6500,400000,,4875,1424,0.00356,1,0.5695,14
"Tier 1","No","None","54","2021-03-22","2°C",,,"None","United Airline","India",5500,500000,,4125,75,0.00015,1,0.02995,54
"Tier 1","No","None","28","2022-06-15","2°C",,,"None","General Utilities","Canada",3500,200,,2625,232,1.16,1,0.09295,28
"Tier 1","No","None","19","2022-11-12","1.5 °C",,,"None","Big Sky & Sons","Australia",5500,150000,,4125,234,0.00156,1,0.093495,19
"Tier 1","No","None","52","2021-04-14","2°C",,,"None","Uber","USA",4500,300,,3375,87,0.29,1,0.034995,52
"Tier 1","No","None","32","2022-05-26","1.5 °C","all scopes",,"None","Green Fields Media","Germany",6500,30000,,4875,241,0.008033,1,0.096595,32
"Tier 1","No","None","5","2021-12-17","2°C",,,"None","salesforce.com","UK",3500,15000,,2625,242,0.016133,1,0.0966,5
"Tier 1","Yes","Spend Based","6","2021-04-06","2°C",,"Complete","Multiple","Universal Services","USA",6500,200,4,4875,209,1.045,1,0.0834,6
"Tier 1","No","None","13","2022-05-19","1.5 °C",,,"None","Air Canada","Germany",4500,20000,,3375,149,0.00745,1,0.0595,13
"Tier 1","No","None","40","2022-01-15","2°C",,,"None","JetBlue","India",5500,15000,,4125,236,0.015733,1,0.094595,40
"Tier 1","No","None","49","2021-07-17","3°C",,,"None","Southern Solutions","Australia",3500,300,,2625,59,0.196667,1,0.0235,49
"Tier 1","No","None","9","2022-02-22","1.5 °C",,,"None","Roseburg Products Co","Canada",4500,250,,3375,56,0.224,1,0.0226,9
"Tier 1","No","None","52","2021-01-17","2°C",,,"None","Uber","UK",3500,500000,,2625,87,0.000174,1,0.034995,52
"Tier 1","Yes","Supplier Provided","3","2021-01-25","2°C","Scope 1 and 2","Validated","Multiple","*Acme","USA",5500,150000,3,4125,249,0.00166,1,0.0995,3
"Tier 1","Yes","Spend Based","1","2022-09-08","1.5 °C",,"Validated","None","Pinnacle Partners","India",6500,30000,3,4875,422,0.014067,1,0.1686,1
"Tier 1","No","None","53","2021-01-26","2°C",,,"None","UlyssesNet","Australia",5500,400000,,4125,75,0.000188,1,0.02995,53
"Tier 1","No","None","14","2022-05-09","2°C",,,"None","Air France","Germany",6500,30000,,4875,1424,0.047467,1,0.5695,14
"Tier 1","No","None","40","2021-01-09","3°C",,,"None","JetBlue","UK",4500,300,,3375,236,0.786667,1,0.094595,40
"Tier 1","No","None","36","2022-04-02","2°C",,,"None","Hertz","Canada",3500,400000,,2625,239,0.000598,1,0.095695,36
"Tier 1","No","None","55","2022-02-07","1.5 °C",,,"None","Valley Supply Inc.","Germany",3500,200,,2625,239,1.195,1,0.095595,55
"Tier 1","No","None","38","2021-08-31","2°C",,,"None","Hyatt","Australia",4500,15000,,3375,236,0.015733,1,0.09454,38
"Tier 1","No","None","47","2021-01-27","1.5 °C",,,"None","RCE, Inc.","USA",6500,500000,,4875,59,0.000118,1,0.0235,47
"Tier 1","No","None","34","2022-09-15","2°C",,,"None","Harmon Consulting","India",5500,20000,,4125,239,0.01195,1,0.095695,34
"Tier 1","No","None","23","2022-02-16","2°C",,,"None","Constellation Energy","UK",6500,250,,4875,234,0.936,1,0.093495,23
"Tier 1","No","None","41","2021-01-10","3°C",,,"None","KLM","Canada",3500,150000,,2625,236,0.001573,1,0.09454,41
"Tier 1","Yes","Spend Based","50","2021-12-06","2°C",,"Validated","Multiple","Tech Labs","Australia",5500,150000,3,4125,827,0.005513,1,0.330995,50
"Tier 1","No","None","16","2022-02-07","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","Germany",4500,30000,,3375,2194,0.073133,1,0.8775,16
"Tier 1","No","None","49","2022-09-19","1.5 °C",,,"None","Southern Solutions","India",6500,15000,,4875,59,0.003933,1,0.0235,49
"Tier 1","No","None","8","2021-12-23","2°C",,,"None","Associated Supply Co.","Canada",3500,400000,,2625,81,0.000203,1,0.0322,8
"Tier 1","No","None","26","2022-06-02","2°C",,,"None","Enterprise","UK",5500,300,,4125,234,0.78,1,0.093495,26
"Tier 1","No","None","37","2021-04-02","2°C",,,"None","Hilton","USA",4500,200,,3375,231,1.155,1,0.092346,37
"Tier 1","No","None","11","2022-01-28","1.5 °C",,,"None","ABC Woodworks","Canada",6500,20000,,4875,124,0.0062,1,0.0495,11
"Tier 1","No","None","12","2021-09-02","2°C","Scope 1 and 2",,"None","Advanced Communications","UK",3500,500000,,2625,149,0.000298,1,0.0595,12
"Tier 1","No","None","13","2021-10-12","1.5 °C",,,"None","Air Canada","USA",5500,250,,4125,149,0.596,1,0.0595,13
"Tier 1","No","None","54","2022-07-29","3°C",,,"None","United Airline","Germany",4500,150000,,3375,75,0.0005,1,0.02995,54
"Tier 1","No","None","17","2022-10-26","2°C",,,"None","Atlas Inc","Australia",6500,20000,,4875,199,0.00995,1,0.0795,17
"Tier 1","No","None","18","2021-06-05","2°C",,,"None","Avis","India",5500,300,,4125,60,0.2,1,0.02395,18
"Tier 1","No","None","48","2021-05-14","1.5 °C",,,"None","SoloTaxi","USA",4500,200,,3375,602,3.01,1,0.240995,48
"Tier 1","No","None","5","2022-01-23","2°C",,,"None","salesforce.com","Australia",3500,30000,,2625,242,0.008067,1,0.0966,5
"Tier 1","No","None","29","2022-04-21","2°C",,,"None","Glasgow Catering","India",4500,15000,,3375,228,0.0152,1,0.091295,29
"Tier 1","No","None","42","2021-01-01","3°C","all scopes",,"None","Laine Ltd","UK",5500,500000,,4125,86,0.000172,1,0.0346,42
"Tier 1","No","None","56","2022-09-27","1.5 °C",,,"None","Xcel Energy","Canada",3500,400000,,2625,275,0.000688,1,0.10995,56
"Tier 1","No","None","51","2021-08-19","2°C",,,"None","Test Supplier","Germany",6500,250,,4875,1077,4.308,1,0.430995,51
"Tier 1","No","None","44","2022-03-08","1.5 °C",,,"None","Marriott","Germany",3500,30000,,2625,86,0.002867,1,0.03436,44
"Tier 1","No","None","32","2021-12-13","2°C","all scopes",,"None","Green Fields Media","Australia",4500,400000,,3375,241,0.000603,1,0.096595,32
"Tier 1","No","None","45","2021-11-06","2°C",,,"None","Meridian Partners","UK",6500,150000,,4875,73,0.000487,1,0.02936,45
"Tier 1","No","None","30","2022-02-08","1.5 °C",,,"None","Glasgow Water","USA",5500,250,,4125,241,0.964,1,0.09647,30
"Tier 1","No","None","19","2022-12-11","2°C",,,"None","Big Sky & Sons","India",6500,15000,,4875,234,0.0156,1,0.093495,19
"Tier 1","No","None","21","2021-08-25","3°C","all scopes",,"None","Budget","Canada",5500,200,,4125,87,0.435,1,0.034995,21
"Tier 1","No","None","22","2022-11-12","2°C",,,"None","CityCab","Australia",4500,500000,,3375,234,0.000468,1,0.09343,22
"Tier 1","No","None","46","2021-04-20","2°C",,,"None","Momentum Design","USA",3500,300,,2625,233,0.776667,1,0.093244,46
"Tier 1","No","None","31","2022-04-13","1.5 °C",,,"None","Good Freight Co","Canada",5500,20000,,4125,241,0.01205,1,0.096595,31
"Tier 1","No","None","15","2021-06-10","2°C","all scopes",,"None","Alamo","UK",6500,400000,,4875,2199,0.005498,1,0.8795,15
"Tier 1","Yes","Spend Based","4","2022-04-14","2°C",,"New","None","Vand Enterprises, Inc.","Germany",4500,250,1,3375,243,0.972,1,0.0971,4
"Tier 1","No","None","43","2021-02-22","1.5 °C",,,"None","Lyft","India",3500,300,,2625,236,0.786667,1,0.09454,43
"Tier 1","No","None","24","2022-02-23","2°C",,,"None","Delta Airlines","UK",3500,30000,,2625,137,0.004567,1,0.054995,24
"Tier 1","No","None","39","2021-03-28","1.5 °C",,,"None","IHG","Australia",6500,150000,,4875,239,0.001593,1,0.095495,39
"Tier 1","No","None","28","2021-01-03","2°C",,,"None","General Utilities","Germany",5500,500000,,4125,232,0.000464,1,0.09295,28
"Tier 1","Yes","Spend Based","6","2022-08-07","3°C",,"Complete","Multiple","Universal Services","India",4500,20000,4,3375,209,0.01045,1,0.0834,6
"Tier 1","No","None","35","2021-01-03","2°C",,,"None","Haven Enterprises","USA",3500,200,,2625,241,1.205,1,0.096595,35
"Tier 1","No","None","20","2022-09-23","1.5 °C",,,"None","British Airways","Canada",6500,15000,,4875,233,0.015533,1,0.093395,20
"Tier 1","No","None","27","2022-07-19","2°C",,,"None","Five Winds Project, LLC","Australia",5500,300,,4125,234,0.78,1,0.093495,27
"Tier 1","No","None","25","2021-01-11","2°C",,,"None","Employnet","India",4500,200,,3375,231,1.155,1,0.092395,25
"Tier 1","No","None","33","2021-01-18","1.5 °C",,,"None","Gusto Sound and Audio","USA",5500,400000,,4125,239,0.000598,1,0.09565,33
"Tier 1","No","None","7","2022-01-17","2°C",,,"None","Office Print & Ship Services","Canada",4500,20000,,3375,160,0.008,1,0.0639,7
"Tier 1","Yes","Spend Based","2","2022-09-09","3°C",,"Response Recived","None","Universal Containers","Germany",6500,250,2,4875,403,1.612,1,0.1613,2
"Tier 1","No","None","10","2021-12-05","2°C",,,"None","Red Studio Designs","UK",3500,15000,,2625,54,0.0036,1,0.0215,10
"Tier 1","No","None","11","2021-12-22","1.5 °C",,,"None","ABC Woodworks","Australia",4500,150000,,3375,124,0.000827,1,0.0495,11
"Tier 1","No","None","45","2022-07-09","2°C",,,"None","Meridian Partners","USA",3500,500000,,2625,73,0.000146,1,0.02936,45
"Tier 1","No","None","16","2022-07-17","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","Germany",5500,30000,,4125,2194,0.073133,1,0.8775,16
"Tier 1","No","None","52","2021-02-25","2°C",,,"None","Uber","Canada",6500,300,,4875,87,0.29,1,0.034995,52
"Tier 1","No","None","37","2021-06-24","2°C",,,"None","Hilton","India",3500,200,,2625,231,1.155,1,0.092346,37
"Tier 1","No","None","25","2022-03-14","1.5 °C",,,"None","Employnet","UK",4500,250,,3375,231,0.924,1,0.092395,25
"Tier 1","Yes","Spend Based","50","2022-05-18","3°C",,"Validated","Multiple","Tech Labs","Australia",6500,20000,3,4875,827,0.04135,1,0.330995,50
"Tier 1","No","None","35","2021-01-07","2°C",,,"None","Haven Enterprises","Germany",5500,500000,,4125,241,0.000482,1,0.096595,35
"Tier 1","No","None","27","2021-01-31","2°C",,,"None","Five Winds Project, LLC","USA",4500,400000,,3375,234,0.000585,1,0.093495,27
"Tier 1","No","None","40","2022-05-06","1.5 °C",,,"None","JetBlue","UK",6500,15000,,4875,236,0.015733,1,0.094595,40
"Tier 1","No","None","13","2022-11-04","2°C",,,"None","Air Canada","Canada",5500,150000,,4125,149,0.000993,1,0.0595,13
"Tier 1","No","None","20","2021-06-30","2°C",,,"None","British Airways","India",3500,30000,,2625,233,0.007767,1,0.093395,20
"Tier 1","No","None","8","2021-02-02","1.5 °C",,,"None","Associated Supply Co.","India",5500,400000,,4125,81,0.000203,1,0.0322,8
"Tier 1","No","None","15","2022-12-04","2°C","all scopes",,"None","Alamo","Australia",6500,500000,,4875,2199,0.004398,1,0.8795,15
"Tier 1","No","None","28","2021-03-26","1.5 °C",,,"None","General Utilities","UK",4500,250,,3375,232,0.928,1,0.09295,28
"Tier 1","No","None","31","2022-08-23","3°C",,,"None","Good Freight Co","Germany",3500,300,,2625,241,0.803333,1,0.096595,31
"Tier 1","No","None","38","2022-10-28","2°C",,,"None","Hyatt","USA",4500,20000,,3375,236,0.0118,1,0.09454,38
"Tier 1","No","None","39","2021-11-23","2°C",,,"None","IHG","Canada",3500,30000,,2625,239,0.007967,1,0.095495,39
"Tier 1","Yes","Spend Based","6","2021-06-13","1.5 °C",,"Complete","Multiple","Universal Services","USA",6500,200,4,4875,209,1.045,1,0.0834,6
"Tier 1","No","None","41","2022-10-17","2°C",,,"None","KLM","Germany",5500,15000,,4125,236,0.015733,1,0.09454,41
"Tier 1","No","None","10","2022-08-06","2°C",,,"None","Red Studio Designs","UK",6500,150000,,4875,54,0.00036,1,0.0215,10
"Tier 1","No","None","33","2021-01-10","1.5 °C",,,"None","Gusto Sound and Audio","Australia",3500,15000,,2625,239,0.015933,1,0.09565,33
"Tier 1","No","None","14","2022-06-12","2°C",,,"None","Air France","India",5500,400000,,4125,1424,0.00356,1,0.5695,14
"Tier 1","No","None","19","2021-01-05","3°C",,,"None","Big Sky & Sons","Canada",4500,30000,,3375,234,0.0078,1,0.093495,19
"Tier 1","No","None","36","2022-09-24","2°C",,,"None","Hertz","Germany",4500,250,,3375,239,0.956,1,0.095695,36
"Tier 1","No","None","56","2021-06-10","1.5 °C",,,"None","Xcel Energy","Australia",3500,20000,,2625,275,0.01375,1,0.10995,56
"Tier 1","No","None","26","2022-01-23","2°C",,,"None","Enterprise","Canada",5500,200,,4125,234,1.17,1,0.093495,26
"Tier 1","No","None","55","2021-07-21","1.5 °C",,,"None","Valley Supply Inc.","USA",6500,300,,4875,239,0.796667,1,0.095595,55
"Tier 1","No","None","7","2021-09-06","2°C",,,"None","Office Print & Ship Services","UK",5500,500000,,4125,160,0.00032,1,0.0639,7
"Tier 1","Yes","Spend Based","2","2022-12-11","3°C",,"Response Recived","None","Universal Containers","India",3500,150000,2,2625,403,0.002687,1,0.1613,2
"Tier 1","No","None","34","2021-11-26","2°C",,,"None","Harmon Consulting","Canada",4500,30000,,3375,239,0.007967,1,0.095695,34
"Tier 1","No","None","21","2022-11-09","1.5 °C","all scopes",,"None","Budget","UK",6500,500000,,4875,87,0.000174,1,0.034995,21
"Tier 1","No","None","48","2021-05-04","2°C",,,"None","SoloTaxi","USA",6500,300,,4875,602,2.006667,1,0.240995,48
"Tier 1","No","None","43","2022-12-05","2°C",,,"None","Lyft","India",5500,150000,,4125,236,0.001573,1,0.09454,43
"Tier 1","No","None","32","2021-07-03","1.5 °C","all scopes",,"None","Green Fields Media","Australia",4500,15000,,3375,241,0.016067,1,0.096595,32
"Tier 1","No","None","47","2022-01-27","2°C",,,"None","RCE, Inc.","Germany",3500,200,,2625,59,0.295,1,0.0235,47
"Tier 1","No","None","17","2022-09-24","2°C",,,"None","Atlas Inc","Australia",4500,400000,,3375,199,0.000498,1,0.0795,17
"Tier 1","No","None","53","2021-04-28","1.5 °C",,,"None","UlyssesNet","USA",3500,250,,2625,75,0.3,1,0.02995,53
"Tier 1","No","None","42","2022-10-11","2°C","all scopes",,"None","Laine Ltd","Germany",5500,20000,,4125,86,0.0043,1,0.0346,42
"Tier 1","No","None","18","2021-10-20","3°C",,,"None","Avis","Canada",6500,500000,,4875,60,0.00012,1,0.02395,18
"Tier 1","No","None","30","2022-02-16","2°C",,,"None","Glasgow Water","India",3500,300,,2625,241,0.803333,1,0.09647,30
"Tier 1","No","None","29","2021-01-27","1.5 °C",,,"None","Glasgow Catering","UK",4500,200,,3375,228,1.14,1,0.091295,29
"Tier 1","Yes","Spend Based","1","2022-09-13","2°C",,"Validated","None","Pinnacle Partners","Germany",5500,20000,3,4125,422,0.0211,1,0.1686,1
"Tier 1","No","None","22","2021-09-30","1.5 °C",,,"None","CityCab","USA",6500,15000,,4875,234,0.0156,1,0.09343,22
"Tier 1","No","None","12","2021-07-07","2°C","Scope 1 and 2",,"None","Advanced Communications","Australia",3500,400000,,2625,149,0.000373,1,0.0595,12
"Tier 1","No","None","23","2022-11-04","3°C",,,"None","Constellation Energy","UK",5500,150000,,4125,234,0.00156,1,0.093495,23
"Tier 1","No","None","5","2022-08-05","2°C",,,"None","salesforce.com","India",6500,250,,4875,242,0.968,1,0.0966,5
"Tier 1","No","None","44","2021-02-13","1.5 °C",,,"None","Marriott","Canada",4500,30000,,3375,86,0.002867,1,0.03436,44
"Tier 1","Yes","Supplier Provided","3","2022-12-30","2°C","Scope 1 and 2","Complete","Multiple","*Acme","Australia",6500,300,4,4875,249,0.83,1,0.0995,3
"Tier 1","No","None","24","2021-10-26","2°C",,,"None","Delta Airlines","UK",5500,150000,,4125,137,0.000913,1,0.054995,24
"Tier 1","No","None","9","2022-03-21","1.5 °C",,,"None","Roseburg Products Co","USA",4500,500000,,3375,56,0.000112,1,0.0226,9
"Tier 1","No","None","51","2021-07-15","2°C",,,"None","Test Supplier","Germany",3500,15000,,2625,1077,0.0718,1,0.430995,51
"Tier 1","Yes","Spend Based","4","2021-12-29","2°C",,"New","None","Vand Enterprises, Inc.","Canada",6500,20000,1,4875,243,0.01215,1,0.0971,4
"Tier 1","No","None","49","2022-05-01","3°C",,,"None","Southern Solutions","India",3500,400000,,2625,59,0.000148,1,0.0235,49
"Tier 1","No","None","46","2022-04-16","2°C",,,"None","Momentum Design","USA",5500,250,,4125,233,0.932,1,0.093244,46
"Tier 1","No","None","54","2021-03-05","1.5 °C",,,"None","United Airline","Australia",4500,200,,3375,75,0.375,1,0.02995,54
"Tier 1","No","None","47","2021-12-26","2°C",,,"None","RCE, Inc.","India",3500,30000,,2625,59,0.001967,1,0.0235,47
"Tier 1","Yes","Spend Based","6","2022-06-26","1.5 °C",,"Complete","Multiple","Universal Services","Canada",5500,500000,4,4125,209,0.000418,1,0.0834,6
"Tier 1","No","None","15","2021-12-31","2°C","all scopes",,"None","Alamo","UK",4500,400000,,3375,2199,0.005498,1,0.8795,15
"Tier 1","No","None","16","2022-10-13","1.5 °C","Scope 1 and 2",,"None","Allied Technologies","Germany",6500,200,,4875,2194,10.97,1,0.8775,16
"Tier 1","No","None","41","2021-08-20","2°C",,,"None","KLM","UK",6500,30000,,4875,236,0.007867,1,0.09454,41
"Tier 1","No","None","33","2022-12-09","2°C",,,"None","Gusto Sound and Audio","India",3500,15000,,2625,239,0.015933,1,0.09565,33
"Tier 1","No","None","51","2021-08-23","1.5 °C",,,"None","Test Supplier","Australia",5500,300,,4125,1077,3.59,1,0.430995,51
"Tier 1","No","None","52","2022-06-18","3°C",,,"None","Uber","Canada",4500,20000,,3375,87,0.00435,1,0.034995,52
"Tier 1","Yes","Spend Based","2","2021-08-10","2°C",,"Response Recived","None","Universal Containers","USA",6500,150000,2,4875,403,0.002687,1,0.1613,2
"Tier 1","No","None","30","2022-06-14","2°C",,,"None","Glasgow Water","Germany",4500,250,,3375,241,0.964,1,0.09647,30
"Tier 1","No","None","40","2022-05-23","1.5 °C",,,"None","JetBlue","India",5500,200,,4125,236,1.18,1,0.094595,40
"Tier 1","No","None","17","2021-05-25","2°C",,,"None","Atlas Inc","Canada",3500,250,,2625,199,0.796,1,0.0795,17
"Tier 1","No","None","53","2022-07-13","2°C",,,"None","UlyssesNet","Australia",4500,150000,,3375,75,0.0005,1,0.02995,53
"Tier 1","No","None","13","2021-06-25","1.5 °C",,,"None","Air Canada","Germany",5500,400000,,4125,149,0.000373,1,0.0595,13
"Tier 1","No","None","31","2021-09-12","2°C",,,"None","Good Freight Co","USA",6500,30000,,4875,241,0.008033,1,0.096595,31
"Tier 1","No","None","49","2022-01-14","3°C",,,"None","Southern Solutions","UK",3500,500000,,2625,59,0.000118,1,0.0235,49
"Tier 1","No","None","8","2021-01-08","2°C",,,"None","Associated Supply Co.","Germany",3500,300,,2625,81,0.27,1,0.0322,8
"Tier 1","No","None","9","2022-09-03","1.5 °C",,,"None","Roseburg Products Co","UK",4500,15000,,3375,56,0.003733,1,0.0226,9
"Tier 1","No","None","44","2022-05-10","2°C",,,"None","Marriott","Australia",5500,20000,,4125,86,0.0043,1,0.03436,44
"Tier 1","No","None","28","2021-03-06","1.5 °C",,,"None","General Utilities","Canada",6500,500000,,4875,232,0.000464,1,0.09295,28
"Tier 1","No","None","11","2021-06-15","2°C",,,"None","ABC Woodworks","India",4500,200,,3375,124,0.62,1,0.0495,11
"Tier 1","No","None","27","2022-12-15","3°C",,,"None","Five Winds Project, LLC","USA",3500,300,,2625,234,0.78,1,0.093495,27
"Tier 1","No","None","42","2022-12-18","2°C","all scopes",,"None","Laine Ltd","Germany",6500,30000,,4875,86,0.002867,1,0.0346,42
"Tier 1","No","None","19","2021-11-08","2°C",,,"None","Big Sky & Sons","India",5500,150000,,4125,234,0.00156,1,0.093495,19
"Tier 1","No","None","38","2021-06-15","1.5 °C",,,"None","Hyatt","Australia",5500,250,,4125,236,0.944,1,0.09454,38
"Tier 1","No","None","20","2022-07-16","2°C",,,"None","British Airways","Canada",4500,15000,,3375,233,0.015533,1,0.093395,20
"Tier 1","No","None","36","2022-04-25","1.5 °C",,,"None","Hertz","UK",3500,20000,,2625,239,0.01195,1,0.095695,36
"Tier 1","Yes","Spend Based","4","2021-12-12","2°C",,"New","None","Vand Enterprises, Inc.","USA",6500,400000,1,4875,243,0.000608,1,0.0971,4
"Tier 1","No","None","22","2021-12-16","2°C",,,"None","CityCab","Germany",5500,400000,,4125,234,0.000585,1,0.09343,22
"Tier 1","No","None","29","2022-09-01","1.5 °C",,,"None","Glasgow Catering","USA",3500,150000,,2625,228,0.00152,1,0.091295,29
"Tier 1","No","None","54","2021-04-16","3°C",,,"None","United Airline","India",4500,300,,3375,75,0.25,1,0.02995,54
"Tier 1","No","None","5","2022-07-13","2°C",,,"None","salesforce.com","UK",6500,500000,,4875,242,0.000484,1,0.0966,5
"Tier 1","No","None","32","2022-09-10","2°C","all scopes",,"None","Green Fields Media","Australia",5500,15000,,4125,241,0.016067,1,0.096595,32
"Tier 1","No","None","48","2021-12-16","1.5 °C",,,"None","SoloTaxi","Canada",4500,250,,3375,602,2.408,1,0.240995,48
"Tier 1","No","None","7","2022-03-19","2°C",,,"None","Office Print & Ship Services","Australia",3500,20000,,2625,160,0.008,1,0.0639,7
"Tier 1","No","None","43","2021-06-30","1.5 °C",,,"None","Lyft","USA",6500,30000,,4875,236,0.007867,1,0.09454,43
"Tier 1","No","None","23","2021-10-13","3°C",,,"None","Constellation Energy","India",3500,200,,2625,234,1.17,1,0.093495,23
"Tier 1","Yes","Spend Based","1","2022-05-28","2°C",,"Validated","None","Pinnacle Partners","Canada",4500,400000,3,3375,422,0.001055,1,0.1686,1
"Tier 1","Yes","Spend Based","50","2021-03-22","2°C",,"Validated","Multiple","Tech Labs","Germany",6500,300,3,4875,827,2.756667,1,0.330995,50
"Tier 1","No","None","39","2022-12-10","2°C",,,"None","IHG","UK",5500,30000,,4125,239,0.007967,1,0.095495,39
"Tier 1","No","None","25","2021-03-12","1.5 °C",,,"None","Employnet","Canada",4500,200,,3375,231,1.155,1,0.092395,25
"Tier 1","No","None","55","2022-11-19","1.5 °C",,,"None","Valley Supply Inc.","USA",5500,15000,,4125,239,0.015933,1,0.095595,55
"Tier 1","No","None","12","2021-07-13","2°C","Scope 1 and 2",,"None","Advanced Communications","UK",6500,500000,,4875,149,0.000298,1,0.0595,12
"Tier 1","No","None","34","2022-10-06","2°C",,,"None","Harmon Consulting","Germany",3500,20000,,2625,239,0.01195,1,0.095695,34
"Tier 1","No","None","18","2022-11-14","3°C",,,"None","Avis","Australia",6500,150000,,4875,60,0.0004,1,0.02395,18
"Tier 1","No","None","45","2021-12-10","2°C",,,"None","Meridian Partners","India",5500,250,,4125,73,0.292,1,0.02936,45
"Tier 1","No","None","10","2021-05-25","1.5 °C",,,"None","Red Studio Designs","Germany",3500,400000,,2625,54,0.000135,1,0.0215,10
"Tier 1","Yes","Supplier Provided","3","2022-02-09","2°C","Scope 1 and 2","Validated","Multiple","*Acme","USA",4500,20000,3,3375,249,0.01245,1,0.0995,3
"Tier 1","No","None","35","2021-06-02","2°C",,,"None","Haven Enterprises","Australia",3500,300,,2625,241,0.803333,1,0.096595,35
"Tier 1","No","None","46","2022-11-16","1.5 °C",,,"None","Momentum Design","Canada",5500,150000,,4125,233,0.001553,1,0.093244,46
"Tier 1","No","None","21","2021-02-18","2°C","all scopes",,"None","Budget","UK",6500,15000,,4875,87,0.0058,1,0.034995,21
"Tier 1","No","None","56","2022-03-20","1.5 °C",,,"None","Xcel Energy","India",4500,200,,3375,275,1.375,1,0.10995,56
"Tier 1","No","None","37","2021-08-07","3°C",,,"None","Hilton","UK",4500,500000,,3375,231,0.000462,1,0.092346,37
"Tier 1","No","None","26","2022-06-13","2°C",,,"None","Enterprise","Canada",5500,250,,4125,234,0.936,1,0.093495,26
"Tier 1","No","None","14","2022-08-27","1.5 °C",,,"None","Air France","USA",6500,30000,,4875,1424,0.047467,1,0.5695,14
"Tier 1","No","None","24","2021-05-24","2°C",,,"None","Delta Airlines","Germany",3500,15000,,2625,137,0.009133,1,0.054995,24
"Tier 1","Yes","Spend Based","2","2022-05-09","2°C",,"Response Recived","None","Universal Containers","Australia",3500,500000,2,2625,403,0.000806,1,0.1613,2
"Tier 1","No","None","39","2021-04-20","1.5 °C",,,"None","IHG","India",5500,30000,,4125,239,0.007967,1,0.095495,39
"Tier 1","No","None","27","2021-08-18","2°C",,,"None","Five Winds Project, LLC","Germany",6500,250,,4875,234,0.936,1,0.093495,27
"Tier 1","No","None","52","2022-12-14","2°C",,,"None","Uber","Canada",4500,20000,,3375,87,0.00435,1,0.034995,52
"Tier 1","No","None","17","2022-07-25","3°C",,,"None","Atlas Inc","Australia",6500,200,,4875,199,0.995,1,0.0795,17
"Tier 1","Yes","Spend Based","6","2021-03-28","2°C",,"Complete","Multiple","Universal Services","India",5500,150000,4,4125,209,0.001393,1,0.0834,6
"Tier 1","No","None","29","2022-10-05","1.5 °C",,,"None","Glasgow Catering","USA",4500,300,,3375,228,0.76,1,0.091295,29
"Tier 1","No","None","45","2021-01-07","2°C",,,"None","Meridian Partners","UK",3500,400000,,2625,73,0.000183,1,0.02936,45
"Tier 1","No","None","46","2021-05-25","2°C",,,"None","Momentum Design","UK",6500,500000,,4875,233,0.000466,1,0.093244,46
"Tier 1","No","None","24","2022-06-04","1.5 °C",,,"None","Delta Airlines","Canada",3500,20000,,2625,137,0.00685,1,0.054995,24
"Tier 1","No","None","9","2022-01-02","2°C",,,"None","Roseburg Products Co","USA",5500,150000,,4125,56,0.000373,1,0.0226,9
"Tier 1","No","None","55","2021-04-03","1.5 °C",,,"None","Valley Supply Inc.","India",4500,400000,,3375,239,0.000598,1,0.095595,55
"Tier 1","No","None","33","2021-09-28","2°C",,,"None","Gusto Sound and Audio","Germany",3500,250,,2625,239,0.956,1,0.09565,33
"Tier 1","No","None","5","2022-06-14","3°C",,,"None","salesforce.com","Australia",6500,200,,4875,242,1.21,1,0.0966,5
"Tier 1","No","None","51","2021-10-24","2°C",,,"None","Test Supplier","USA",4500,30000,,3375,1077,0.0359,1,0.430995,51
"Tier 1","No","None","36","2022-12-21","1.5 °C",,,"None","Hertz","Canada",5500,15000,,4125,239,0.015933,1,0.095695,36
"Tier 1","No","None","23","2022-01-09","2°C",,,"None","Constellation Energy","UK",6500,300,,4875,234,0.78,1,0.093495,23
"Tier 1","No","None","7","2021-10-23","2°C",,,"None","Office Print & Ship Services","Australia",4500,200,,3375,160,0.8,1,0.0639,7
"Tier 1","No","None","30","2021-10-05","1.5 °C",,,"None","Glasgow Water","Germany",3500,250,,2625,241,0.964,1,0.09647,30
"Tier 1","No","None","42","2022-10-21","2°C","all scopes",,"None","Laine Ltd","India",5500,150000,,4125,86,0.000573,1,0.0346,42
"Tier 1","No","None","14","2021-09-30","1.5 °C",,,"None","Air France","UK",4500,400000,,3375,1424,0.00356,1,0.5695,14
"Tier 1","No","None","49","2022-08-23","2°C",,,"None","Southern Solutions","India",3500,15000,,2625,59,0.003933,1,0.0235,49
"Tier 1","No","None","32","2022-04-24","2°C","all scopes",,"None","Green Fields Media","Canada",6500,300,,4875,241,0.803333,1,0.096595,32
"Tier 1","No","None","15","2021-05-18","3°C","all scopes",,"None","Alamo","USA",5500,20000,,4125,2199,0.10995,1,0.8795,15
