"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2018-05-25","Consumption","2023-03-24","Sea Water","Other","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",28000,50,0,0,0.03,15000,0.14,20000,12,104.58,930
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2015-09-23","Discharge","2023-03-24","Sea Water","Secondary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",28000,490,46,0.13,0.34,15000,1.34,20000,125,836.64,9915
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2023-03-24","Discharge","2023-03-24","Sea Water","Secondary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,0,46,0.13,0.02,29000,0,35000,9,836.64,825
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2014-07-08","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",38500,2,1167,3.2,0,29000,0.01,28500,0,104.58,17535
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2019-07-16","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",18000,654,208,0.57,0,10000,1.79,12000,0,522.9,12930
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2017-02-11","Withdrawal","2023-03-24","Recycled Water","Tertiary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,654,1560,4.27,0.01,29000,1.79,35000,3,941.22,33255
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2020-10-31","Consumption","2023-03-24","Third-Party Reserve","Primary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,654,0,0,0.36,29000,1.79,35000,132,6797.7,11790
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2013-03-14","Withdrawal","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",12000,654,346,0.95,0,19000,1.79,38500,0,1254.96,15000
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2020-03-27","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,2,103,0.28,0.03,29000,0.01,35000,12,522.9,1755
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2019-03-07","Discharge","2023-03-24","Reused Water","Other","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",18000,60,208,0.57,0.02,10000,0.16,12000,9,104.58,4155
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2012-08-17","Consumption","2023-03-24","Fresh Water","Other","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",21000,5,1990,5.45,0,17000,0.01,16000,0,104.58,29925
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2016-11-15","Withdrawal","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",18000,110,46,0.13,0.01,10000,0.3,12000,3,522.9,2385
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2023-08-31","Withdrawal","2023-03-24","Reused Water","Tertiary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,70,1840,5.04,0.02,29000,0.19,35000,9,941.22,28785
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2013-10-15","Consumption","2023-03-24","Recycled Water","Tertiary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",12000,5,208,0.57,0.02,19000,0.01,38500,9,941.22,3330
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2012-12-22","Withdrawal","2023-03-24","Recycled Water","Secondary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",21000,2,103,0.28,0.15,17000,0.01,16000,54,836.64,2385
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2020-04-03","Withdrawal","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,490,376,1.03,0.01,29000,1.34,35000,3,1254.96,13035
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2022-12-01","Discharge","2023-03-24","Recycled Water","Primary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",18000,1200,376,1.03,0.03,10000,3.29,12000,12,6797.7,23820
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2013-06-04","Discharge","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",12000,490,0,0,0.95,19000,1.34,38500,346,522.9,12540
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2013-05-16","Withdrawal","2023-03-24","Ground Water - Renewable","Secondary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",12000,498,346,0.95,0.32,19000,1.36,38500,115,836.64,14385
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2015-02-11","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",28000,6,376,1.03,0.15,15000,0.02,20000,54,522.9,6540
"001B000001SklaNIAR","Africa","Cirrus Tower","SDO.011","SupplierAcct203","2023-08-31","Discharge","2023-03-24","Sea Water","Secondary","Other","South Africa","0phB00000004MmxIAE","Yubo Corporation",48500,140,208,0.57,0.01,29000,0.38,35000,3,836.64,5265
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-12-19","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-11-30","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-06-08","Discharge","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-02-26","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-04-18","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-09-15","Discharge","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-02-27","Consumption","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-10-04","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-07-07","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-02-19","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-03-04","Consumption","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-09-01","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-07-07","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-12-09","Discharge","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-06-01","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-05-20","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-02-15","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-02-14","Withdrawal","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-05-04","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-11-04","Consumption","2023-03-24","Reused Water","Tertiary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-05-09","Consumption","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-01-05","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-03-14","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-08-26","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-12-11","Consumption","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-09-10","Discharge","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-04-22","Discharge","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-02-26","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-05-20","Discharge","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-06-10","Withdrawal","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-11-01","Consumption","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-04-08","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-02-25","Discharge","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-06-06","Withdrawal","2023-03-24","Reused Water","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-09-07","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-06-13","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-11-11","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-04-15","Discharge","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-04-22","Discharge","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-10-30","Consumption","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-01-29","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-06-09","Withdrawal","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-06-04","Consumption","2023-03-24","Recycled Water","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-11-25","Discharge","2023-03-24","Reused Water","Other","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-09-30","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-09-04","Discharge","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-06-06","Consumption","2023-03-24","Ground Water - Non-Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-09-27","Discharge","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-10-20","Discharge","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2023-05-07","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-02-12","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-05-27","Withdrawal","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-02-08","Discharge","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-02-22","Discharge","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-09-13","Withdrawal","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-01-16","Discharge","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-02-15","Consumption","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-06-04","Discharge","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-01-03","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-06-01","Withdrawal","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-12-23","Discharge","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-09-22","Consumption","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-03-14","Consumption","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-03-16","Withdrawal","2023-03-24","Fresh Water","Tertiary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-02-09","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2022-03-17","Discharge","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-02-19","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-08-27","Discharge","2023-03-24","Reused Water","Other","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-06-04","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-10-06","Consumption","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,522.9,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-11-11","Withdrawal","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-03-02","Withdrawal","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2020-11-04","Consumption","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2016-08-09","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2012-09-05","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmnIAE",,21000,490,376,1.03,0.15,17000,1.34,16000,54,104.58,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-08-25","Discharge","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-02-25","Withdrawal","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-01-01","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-11-11","Discharge","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-11-21","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-05-30","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-01-04","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,941.22,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-02-02","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-05-19","Consumption","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2017-05-23","Withdrawal","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,48500,490,376,1.03,0.15,29000,1.34,35000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2018-09-27","Discharge","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2021-05-30","Discharge","2023-03-24","Third-Party Reserve","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,1254.96,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2019-10-10","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmnIAE",,18000,490,376,1.03,0.15,10000,1.34,12000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-08-18","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2013-11-15","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmnIAE",,12000,490,376,1.03,0.15,19000,1.34,38500,54,836.64,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2015-03-03","Withdrawal","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmnIAE",,28000,490,376,1.03,0.15,15000,1.34,20000,54,6797.7,13800
,"AMER","Salesforce Tower - SA","SDO.001",,"2014-10-11","Discharge","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmnIAE",,38500,490,376,1.03,0.15,29000,1.34,28500,54,836.64,13800
