"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"BOGO","0.15","JUL","Tent Ground Pad","Fine Goods",59
"BOGO","0.15","JUL","Tent Ground Pad","Northern Trails Outfitters",79
"BOGO","0.15","JUL","Tent Ground Pad","Fare Merchants",72
"BOGO","0.15","JUL","Tent Ground Pad","Sure Store",88
"BOGO","0.15","JUL","Tent Ground Pad","WaySafe",190
"BOGO","0.15","JUL","Tent Ground Pad","Alpine Nutrition",130
"BOGO","0.15","JUL","Tent Ground Pad","Huge Store",18
"BOGO","0.1","JUL","Tent Ground Pad","Sanesberry",15
"BOGO","0.1","JUL","Tent Ground Pad","Nutrition Stop",30
"BOGO","0.1","JUL","Tent Ground Pad","Rondel",24
"BOGO","0.1","JUL","Tent Ground Pad","Fine Goods",17
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",31
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",48
"BOGO","0.1","AUG","Tent Ground Pad","WaySafe",16
"BOGO","0.1","AUG","Tent Ground Pad","Alpine Nutrition",38
"BOGO","0.05","AUG","Tent Ground Pad","Huge Store",29
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",7
"BOGO","0.05","AUG","Tent Ground Pad","Nutrition Stop",24
"BOGO","0.05","AUG","Tent Ground Pad","Rondel",62
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",28
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",5
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",41
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",39
"BOGO","0.05","AUG","Tent Ground Pad","WaySafe",50
"BOGO","0.1","AUG","Tent Ground Pad","Alpine Nutrition",394
"BOGO","0.1","AUG","Tent Ground Pad","Huge Store",304
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",479
"BOGO","0.1","AUG","Tent Ground Pad","Nutrition Stop",337
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",382
"BOGO","0.1","AUG","Tent Ground Pad","Fine Goods",284
"BOGO","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",395
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",458
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",498
"BOGO","0.2","AUG","Tent Ground Pad","WaySafe",365
"BOGO","0.2","AUG","Tent Ground Pad","Alpine Nutrition",260
"BOGO","0.2","AUG","Tent Ground Pad","Huge Store",362
"BOGO","0.2","AUG","Tent Ground Pad","Sanesberry",344
"BOGO","0.2","AUG","Tent Ground Pad","Nutrition Stop",270
"BOGO","0.2","AUG","Tent Ground Pad","Rondel",297
"BOGO","0.2","AUG","Tent Ground Pad","Fine Goods",306
"BOGO","0.2","AUG","Tent Ground Pad","Northern Trails Outfitters",252
"BOGO","0.2","AUG","Tent Ground Pad","Fare Merchants",217
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",211
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",168
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",194
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",252
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",223
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",173
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",255
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",147
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",152
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",39
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",33
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",43
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",43
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",33
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",28
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",26
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",75
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",65
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",95
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",72
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",97
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",115
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",251
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",189
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",241
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",154
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",111
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",409
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",357
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",443
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",694
"BOGO","0.05","AUG","Tent Ground Pad","WaySafe",189
"BOGO","0.05","AUG","Tent Ground Pad","Alpine Nutrition",114
"BOGO","0.05","AUG","Tent Ground Pad","Huge Store",255
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",262
"BOGO","0.05","AUG","Tent Ground Pad","Nutrition Stop",287
"BOGO","0.05","AUG","Tent Ground Pad","Rondel",131
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",103
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",143
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",176
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",77
"BOGO","0.05","AUG","Tent Ground Pad","WaySafe",62
"BOGO","0.05","AUG","Tent Ground Pad","Alpine Nutrition",106
"BOGO","0.05","AUG","Tent Ground Pad","Huge Store",131
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",119
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",66
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",94
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",109
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",103
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",64
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",70
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",93
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",183
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",178
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",28
"BOGO","0.1","AUG","Tent Ground Pad","Nutrition Stop",13
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",31
"BOGO","0.1","AUG","Tent Ground Pad","Fine Goods",47
"BOGO","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",36
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",26
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",45
"BOGO","0.1","AUG","Tent Ground Pad","WaySafe",36
"BOGO","0.1","AUG","Tent Ground Pad","Alpine Nutrition",34
"BOGO","0.1","AUG","Tent Ground Pad","Huge Store",35
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",7
"BOGO","0.1","AUG","Tent Ground Pad","Nutrition Stop",30
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",76
"BOGO","0.1","AUG","Tent Ground Pad","Fine Goods",30
"BOGO","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",5
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",44
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",39
"BOGO","0.1","AUG","Tent Ground Pad","WaySafe",58
"BOGO","0.1","AUG","Tent Ground Pad","Alpine Nutrition",375
"BOGO","0.1","AUG","Tent Ground Pad","Huge Store",343
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",470
"BOGO","0.1","AUG","Tent Ground Pad","Nutrition Stop",391
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",341
"BOGO","0.1","AUG","Tent Ground Pad","Fine Goods",292
"BOGO","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",448
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",484
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",517
"BOGO","0.2","AUG","Tent Ground Pad","WaySafe",409
"BOGO","0.2","AUG","Tent Ground Pad","Alpine Nutrition",245
"BOGO","0.2","AUG","Tent Ground Pad","Huge Store",368
"BOGO","0.2","AUG","Tent Ground Pad","Sanesberry",362
"BOGO","0.2","AUG","Tent Ground Pad","Nutrition Stop",272
"BOGO","0.2","AUG","Tent Ground Pad","Rondel",297
"BOGO","0.2","AUG","Tent Ground Pad","Fine Goods",314
"BOGO","0.2","AUG","Tent Ground Pad","Northern Trails Outfitters",258
"BOGO","0.2","AUG","Tent Ground Pad","Fare Merchants",227
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",195
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",134
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",229
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",232
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",228
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",186
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",244
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",177
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",178
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",31
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",29
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",39
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",42
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",33
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",26
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",45
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",75
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",46
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",104
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",66
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",113
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",114
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",259
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",173
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",225
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",150
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",152
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",393
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",308
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",393
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",583
"BOGO","0.05","AUG","Tent Ground Pad","WaySafe",171
"BOGO","0.05","AUG","Tent Ground Pad","Alpine Nutrition",168
"BOGO","0.05","AUG","Tent Ground Pad","Huge Store",268
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",265
"BOGO","0.05","AUG","Tent Ground Pad","Nutrition Stop",293
"BOGO","0.05","AUG","Tent Ground Pad","Rondel",129
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",103
"EndAisle Display","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",151
"EndAisle Display","0.05","AUG","Tent Ground Pad","Fare Merchants",165
"EndAisle Display","0.05","AUG","Tent Ground Pad","Sure Store",75
"EndAisle Display","0.05","AUG","Tent Ground Pad","WaySafe",70
"EndAisle Display","0.05","AUG","Tent Ground Pad","Alpine Nutrition",97
"EndAisle Display","0.05","AUG","Tent Ground Pad","Huge Store",118
"EndAisle Display","0.05","AUG","Tent Ground Pad","Sanesberry",118
"EndAisle Display","0.15","AUG","Tent Ground Pad","Nutrition Stop",87
"EndAisle Display","0.15","AUG","Tent Ground Pad","Rondel",81
"EndAisle Display","0.15","AUG","Tent Ground Pad","Fine Goods",142
"EndAisle Display","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",126
"EndAisle Display","0.15","AUG","Tent Ground Pad","Fare Merchants",75
"EndAisle Display","0.15","AUG","Tent Ground Pad","Sure Store",59
"EndAisle Display","0.15","AUG","Tent Ground Pad","WaySafe",90
"EndAisle Display","0.15","AUG","Tent Ground Pad","Alpine Nutrition",177
"EndAisle Display","0.15","AUG","Tent Ground Pad","Huge Store",169
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sanesberry",21
"EndAisle Display","0.1","AUG","Tent Ground Pad","Nutrition Stop",22
"EndAisle Display","0.1","AUG","Tent Ground Pad","Rondel",15
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fine Goods",46
"EndAisle Display","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",33
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fare Merchants",21
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sure Store",25
"EndAisle Display","0.1","AUG","Tent Ground Pad","WaySafe",23
"EndAisle Display","0.1","AUG","Tent Ground Pad","Alpine Nutrition",38
"EndAisle Display","0.1","AUG","Tent Ground Pad","Huge Store",33
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sanesberry",6
"EndAisle Display","0.1","AUG","Tent Ground Pad","Nutrition Stop",23
"EndAisle Display","0.1","AUG","Tent Ground Pad","Rondel",68
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fine Goods",30
"EndAisle Display","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",5
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fare Merchants",47
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sure Store",49
"EndAisle Display","0.1","AUG","Tent Ground Pad","WaySafe",55
"EndAisle Display","0.1","AUG","Tent Ground Pad","Alpine Nutrition",401
"EndAisle Display","0.1","AUG","Tent Ground Pad","Huge Store",293
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sanesberry",413
"EndAisle Display","0.1","AUG","Tent Ground Pad","Nutrition Stop",330
"EndAisle Display","0.1","AUG","Tent Ground Pad","Rondel",361
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fine Goods",264
"EndAisle Display","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",427
"EndAisle Display","0.1","AUG","Tent Ground Pad","Fare Merchants",517
"EndAisle Display","0.1","AUG","Tent Ground Pad","Sure Store",536
"EndAisle Display","0.2","AUG","Tent Ground Pad","WaySafe",393
"EndAisle Display","0.2","AUG","Tent Ground Pad","Alpine Nutrition",254
"EndAisle Display","0.2","AUG","Tent Ground Pad","Huge Store",360
"EndAisle Display","0.2","AUG","Tent Ground Pad","Sanesberry",355
"EndAisle Display","0.2","AUG","Tent Ground Pad","Nutrition Stop",316
"EndAisle Display","0.2","AUG","Tent Ground Pad","Rondel",313
"EndAisle Display","0.2","AUG","Tent Ground Pad","Fine Goods",307
"EndAisle Display","0.2","AUG","Tent Ground Pad","Northern Trails Outfitters",271
"EndAisle Display","0.2","AUG","Tent Ground Pad","Fare Merchants",225
"EndAisle Display","0.15","AUG","Tent Ground Pad","Sure Store",171
"EndAisle Display","0.15","AUG","Tent Ground Pad","WaySafe",140
"EndAisle Display","0.15","AUG","Tent Ground Pad","Alpine Nutrition",225
"EndAisle Display","0.15","AUG","Tent Ground Pad","Huge Store",232
"EndAisle Display","0.15","AUG","Tent Ground Pad","Sanesberry",181
"EndAisle Display","0.15","AUG","Tent Ground Pad","Nutrition Stop",173
"EndAisle Display","0.15","AUG","Tent Ground Pad","Rondel",256
"EndAisle Display","0.15","AUG","Tent Ground Pad","Fine Goods",170
"EndAisle Display","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",147
"EndAisle Display","0.15","AUG","Tent Ground Pad","Fare Merchants",40
"EndAisle Display","0.15","AUG","Tent Ground Pad","Sure Store",33
"EndAisle Display","0.15","AUG","Tent Ground Pad","WaySafe",45
"EndAisle Display","0.15","AUG","Tent Ground Pad","Alpine Nutrition",38
"EndAisle Display","0.15","AUG","Tent Ground Pad","Huge Store",39
"EndAisle Display","0.15","AUG","Tent Ground Pad","Sanesberry",34
"EndAisle Display","0.15","AUG","Tent Ground Pad","Nutrition Stop",50
"EndAisle Display","0.15","AUG","Tent Ground Pad","Rondel",65
"EndAisle Display","0.15","AUG","Tent Ground Pad","Fine Goods",53
"BOGO","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",105
"BOGO","0.15","AUG","Tent Ground Pad","Fare Merchants",63
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",108
"Digital Coupon","0.15","AUG","Tent Ground Pad","WaySafe",85
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",233
"Digital Coupon","0.15","AUG","Tent Ground Pad","Huge Store",194
"BOGO","0.15","AUG","Tent Ground Pad","Sanesberry",195
"BOGO","0.15","AUG","Tent Ground Pad","Nutrition Stop",141
"Digital Coupon","0.15","AUG","Tent Ground Pad","Rondel",137
"BOGO","0.05","AUG","Tent Ground Pad","Fine Goods",429
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",403
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",426
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",758
"Digital Coupon","0.05","AUG","Tent Ground Pad","WaySafe",167
"BOGO","0.05","AUG","Tent Ground Pad","Alpine Nutrition",132
"BOGO","0.05","AUG","Tent Ground Pad","Huge Store",212
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",229
"BOGO","0.05","AUG","Tent Ground Pad","Nutrition Stop",279
"BOGO","0.05","AUG","Tent Ground Pad","Rondel",142
"Digital Coupon","0.05","AUG","Tent Ground Pad","Fine Goods",122
"BOGO","0.05","AUG","Tent Ground Pad","Northern Trails Outfitters",152
"BOGO","0.05","AUG","Tent Ground Pad","Fare Merchants",176
"BOGO","0.05","AUG","Tent Ground Pad","Sure Store",79
"BOGO","0.05","AUG","Tent Ground Pad","WaySafe",62
"Digital Coupon","0.05","AUG","Tent Ground Pad","Alpine Nutrition",94
"Digital Coupon","0.05","AUG","Tent Ground Pad","Huge Store",118
"BOGO","0.05","AUG","Tent Ground Pad","Sanesberry",121
"Digital Coupon","0.15","AUG","Tent Ground Pad","Nutrition Stop",115
"BOGO","0.15","AUG","Tent Ground Pad","Rondel",79
"BOGO","0.15","AUG","Tent Ground Pad","Fine Goods",132
"Digital Coupon","0.15","AUG","Tent Ground Pad","Northern Trails Outfitters",70
"Digital Coupon","0.15","AUG","Tent Ground Pad","Fare Merchants",75
"BOGO","0.15","AUG","Tent Ground Pad","Sure Store",65
"BOGO","0.15","AUG","Tent Ground Pad","WaySafe",71
"BOGO","0.15","AUG","Tent Ground Pad","Alpine Nutrition",154
"BOGO","0.15","AUG","Tent Ground Pad","Huge Store",177
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",27
"BOGO","0.1","AUG","Tent Ground Pad","Nutrition Stop",18
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",34
"Digital Coupon","0.1","AUG","Tent Ground Pad","Fine Goods",44
"Digital Coupon","0.1","AUG","Tent Ground Pad","Northern Trails Outfitters",39
"BOGO","0.1","AUG","Tent Ground Pad","Fare Merchants",13
"BOGO","0.1","AUG","Tent Ground Pad","Sure Store",23
"BOGO","0.1","AUG","Tent Ground Pad","WaySafe",29
"BOGO","0.1","AUG","Tent Ground Pad","Alpine Nutrition",22
"BOGO","0.1","AUG","Tent Ground Pad","Huge Store",33
"BOGO","0.1","AUG","Tent Ground Pad","Sanesberry",6
"Digital Coupon","0.1","AUG","Tent Ground Pad","Nutrition Stop",27
"BOGO","0.1","AUG","Tent Ground Pad","Rondel",74
"Digital Coupon","0.1","AUG","Tent Ground Pad","Fine Goods",28
"EndAisle Display","0.1","SEP","Tent Ground Pad","Fare Merchants",5
"EndAisle Display","0.1","SEP","Tent Ground Pad","Sure Store",47
"EndAisle Display","0.1","SEP","Tent Ground Pad","WaySafe",39
"EndAisle Display","0.1","SEP","Tent Ground Pad","Alpine Nutrition",61
"EndAisle Display","0.1","SEP","Tent Ground Pad","Huge Store",332
"EndAisle Display","0.1","SEP","Tent Ground Pad","Sanesberry",295
"EndAisle Display","0.1","SEP","Tent Ground Pad","Nutrition Stop",428
"EndAisle Display","0.1","SEP","Tent Ground Pad","Rondel",407
"EndAisle Display","0.1","SEP","Tent Ground Pad","Fine Goods",310
"EndAisle Display","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",287
"EndAisle Display","0.1","SEP","Tent Ground Pad","Fare Merchants",476
"EndAisle Display","0.1","SEP","Tent Ground Pad","Sure Store",582
"EndAisle Display","0.1","SEP","Tent Ground Pad","WaySafe",574
"EndAisle Display","0.2","SEP","Tent Ground Pad","Alpine Nutrition",356
"EndAisle Display","0.2","SEP","Tent Ground Pad","Huge Store",273
"EndAisle Display","0.2","SEP","Tent Ground Pad","Sanesberry",348
"EndAisle Display","0.2","SEP","Tent Ground Pad","Nutrition Stop",376
"EndAisle Display","0.2","SEP","Tent Ground Pad","Rondel",284
"EndAisle Display","0.2","SEP","Tent Ground Pad","Fine Goods",292
"EndAisle Display","0.2","SEP","Tent Ground Pad","Northern Trails Outfitters",310
"EndAisle Display","0.2","SEP","Tent Ground Pad","Fare Merchants",235
"EndAisle Display","0.2","SEP","Tent Ground Pad","Sure Store",226
"EndAisle Display","0.15","SEP","Tent Ground Pad","WaySafe",207
"EndAisle Display","0.15","SEP","Tent Ground Pad","Alpine Nutrition",134
"EndAisle Display","0.15","SEP","Tent Ground Pad","Huge Store",250
"EndAisle Display","0.15","SEP","Tent Ground Pad","Sanesberry",216
"EndAisle Display","0.15","SEP","Tent Ground Pad","Nutrition Stop",220
"EndAisle Display","0.15","SEP","Tent Ground Pad","Rondel",160
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fine Goods",225
"EndAisle Display","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",180
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fare Merchants",154
"EndAisle Display","0.15","SEP","Tent Ground Pad","Sure Store",35
"EndAisle Display","0.15","SEP","Tent Ground Pad","WaySafe",31
"EndAisle Display","0.15","SEP","Tent Ground Pad","Alpine Nutrition",39
"EndAisle Display","0.15","SEP","Tent Ground Pad","Huge Store",32
"EndAisle Display","0.15","SEP","Tent Ground Pad","Sanesberry",39
"EndAisle Display","0.15","SEP","Tent Ground Pad","Nutrition Stop",31
"EndAisle Display","0.15","SEP","Tent Ground Pad","Rondel",34
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fine Goods",69
"EndAisle Display","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",69
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fare Merchants",85
"EndAisle Display","0.15","SEP","Tent Ground Pad","Sure Store",70
"EndAisle Display","0.15","SEP","Tent Ground Pad","WaySafe",113
"EndAisle Display","0.15","SEP","Tent Ground Pad","Alpine Nutrition",99
"EndAisle Display","0.15","SEP","Tent Ground Pad","Huge Store",223
"EndAisle Display","0.15","SEP","Tent Ground Pad","Sanesberry",222
"EndAisle Display","0.15","SEP","Tent Ground Pad","Nutrition Stop",326
"EndAisle Display","0.15","SEP","Tent Ground Pad","Rondel",144
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fine Goods",103
"EndAisle Display","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",377
"EndAisle Display","0.05","SEP","Tent Ground Pad","Fare Merchants",396
"EndAisle Display","0.05","SEP","Tent Ground Pad","Sure Store",399
"EndAisle Display","0.05","SEP","Tent Ground Pad","WaySafe",629
"EndAisle Display","0.05","SEP","Tent Ground Pad","Alpine Nutrition",196
"EndAisle Display","0.05","SEP","Tent Ground Pad","Huge Store",119
"EndAisle Display","0.05","SEP","Tent Ground Pad","Sanesberry",250
"EndAisle Display","0.05","SEP","Tent Ground Pad","Nutrition Stop",216
"EndAisle Display","0.05","SEP","Tent Ground Pad","Rondel",265
"EndAisle Display","0.05","SEP","Tent Ground Pad","Fine Goods",127
"EndAisle Display","0.05","SEP","Tent Ground Pad","Northern Trails Outfitters",112
"EndAisle Display","0.05","SEP","Tent Ground Pad","Fare Merchants",162
"EndAisle Display","0.05","SEP","Tent Ground Pad","Sure Store",160
"EndAisle Display","0.05","SEP","Tent Ground Pad","WaySafe",72
"EndAisle Display","0.05","SEP","Tent Ground Pad","Alpine Nutrition",59
"EndAisle Display","0.05","SEP","Tent Ground Pad","Huge Store",106
"EndAisle Display","0.05","SEP","Tent Ground Pad","Sanesberry",118
"EndAisle Display","0.05","SEP","Tent Ground Pad","Nutrition Stop",119
"EndAisle Display","0.15","SEP","Tent Ground Pad","Rondel",94
"EndAisle Display","0.15","SEP","Tent Ground Pad","Fine Goods",81
"Digital Coupon","0.15","SEP","Tent Ground Pad","Northern Trails Outfitters",140
"Digital Coupon","0.15","SEP","Tent Ground Pad","Fare Merchants",122
"BOGO","0.15","SEP","Tent Ground Pad","Sure Store",74
"Digital Coupon","0.15","SEP","Tent Ground Pad","WaySafe",67
"Digital Coupon","0.15","SEP","Tent Ground Pad","Alpine Nutrition",70
"BOGO","0.15","SEP","Tent Ground Pad","Huge Store",193
"Digital Coupon","0.15","SEP","Tent Ground Pad","Sanesberry",80
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",20
"Digital Coupon","0.1","SEP","Tent Ground Pad","Rondel",11
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",31
"Digital Coupon","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",30
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",38
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",21
"Digital Coupon","0.1","SEP","Tent Ground Pad","WaySafe",29
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",33
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",38
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",36
"Digital Coupon","0.1","SEP","Tent Ground Pad","Nutrition Stop",9
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",23
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",72
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",22
"Digital Coupon","0.1","SEP","Tent Ground Pad","Fare Merchants",8
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",48
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",52
"BOGO","0.1","SEP","Tent Ground Pad","Alpine Nutrition",60
"BOGO","0.1","SEP","Tent Ground Pad","Huge Store",371
"BOGO","0.1","SEP","Tent Ground Pad","Sanesberry",271
"BOGO","0.1","SEP","Tent Ground Pad","Nutrition Stop",489
"BOGO","0.1","SEP","Tent Ground Pad","Rondel",330
"BOGO","0.1","SEP","Tent Ground Pad","Fine Goods",377
"BOGO","0.1","SEP","Tent Ground Pad","Northern Trails Outfitters",289
"BOGO","0.1","SEP","Tent Ground Pad","Fare Merchants",453
"BOGO","0.1","SEP","Tent Ground Pad","Sure Store",527
"BOGO","0.1","SEP","Tent Ground Pad","WaySafe",605
"BOGO","0.2","SEP","Tent Ground Pad","Alpine Nutrition",373
"BOGO","0.2","SEP","Tent Ground Pad","Huge Store",269
"BOGO","0.2","SEP","Tent Ground Pad","Sanesberry",425
"Digital Coupon","0.2","SEP","Tent Ground Pad","Nutrition Stop",333
"Digital Coupon","0.2","SEP","Tent Ground Pad","Rondel",300
"Digital Coupon","0.2","SEP","Tent Ground Pad","Fine Goods",331
"BOGO","0.2","SEP","Tent Ground Pad","Northern Trails Outfitters",326
