"ProductFamily","OrderEffectiveDate","ProductName","TotalsInterval","LastProcessedDate","OrderAccountName","OrderAccountParent","UnitPrice","TotalPrice","Quantity"
"Product","2020-09-13","Sharps Containers","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",520,52000,100
"Consumables","2020-02-07","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,18550,350
"X-Ray","2020-12-13","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",200,25000,125
"Capital Equipment","2020-07-17","Glucose Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",220,33000,150
"AutoSense","2020-09-20","Enhanced Analytics License","From 50 to 250","2020-09-04","Universal Containers","United Central",945,236250,250
"Product","2020-06-28","Personal Protection Equipment","From 50 to 250","2020-09-04","United Partners","United Central",1760,308000,175
"Product","2020-11-04","Dialysis Tubing","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",550,82500,150
"Wholesales Acquisition Cost","2020-05-06","Alpha Knee","From 50 to 250","2020-09-04","Universal Containers","United Central",530,66250,125
"Accessories","2020-12-07","Remote Control Keypad","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",440,33000,75
"Wholesales Acquisition Cost","2020-08-29","Blood Pressure Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",120,9000,75
"Product","2020-11-16","Power Modulator","From 50 to 250","2020-09-04","Allied Technologies","United Central",300,37500,125
"AutoSense","2020-08-05","Enhanced Analytics License","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",945,118125,125
"Accessories","2020-02-28","Remote Control Keypad","From 50 to 250","2020-09-04","Tyconet","United Central",440,110000,250
"Product","2020-09-30","Focalized Mounting System","From 50 to 250","2020-09-04","United Physicians Group","United Central",175,43750,250
"Product","2020-06-01","Sharps Containers","From 50 to 250","2020-09-04","Allied Technologies","United Central",520,78000,150
"Consumables","2020-03-04","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",738,36900,50
"Consumables","2020-01-05","Hypodermic Needles","From 350 to 550","2020-09-04","United Physicians Group","United Central",53,23850,450
"Capital Equipment","2020-11-21","Glucose Monitor","From 50 to 250","2020-09-04","United Partners","United Central",220,44000,200
"Wholesales Acquisition Cost","2020-10-17","Alpha Knee","From 50 to 250","2020-09-04","Tyconet","United Central",530,53000,100
"Consumables","2020-04-16","CBGM Sensor Pack (50)","From 500 to 1000","2020-09-04","United Hospital","United Central",738,738000,1000
"Vision","2020-10-10","Protective Eyewear","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",177,17700,100
"Wholesales Acquisition Cost","2020-08-21","Blood Pressure Monitor","From 50 to 250","2020-09-04","Universal Containers","United Central",120,18000,150
"Product","2020-05-30","Personal Protection Equipment","From 50 to 250","2020-09-04","Mercy Hospital","United Central",1760,132000,75
"Capital Equipment","2020-10-02","Glucose Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",220,49500,225
"X-Ray","2020-11-04","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",200,30000,150
"Consumables","2020-07-06","Hypodermic Needles","From 350 to 550","2020-09-04","Big Sky & Sons","United Central",53,23850,450
"Consumables","2020-09-20","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Mercy Hospital","United Central",738,92250,125
"Product","2020-11-21","Power Modulator","From 50 to 250","2020-09-04","Universal Containers","United Central",300,45000,150
"Product","2020-03-26","Dialysis Tubing","From 50 to 250","2020-09-04","United Partners","United Central",550,55000,100
"AutoSense","2020-02-08","Renal Dialysis Device","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",11800,590000,50
"Consumables","2020-11-03","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Tyconet","United Central",738,36900,50
"AutoSense","2020-07-26","Enhanced Analytics License","From 50 to 250","2020-09-04","United Physicians Group","United Central",945,70875,75
"Kits","2020-08-10","Cardiac Closure Device","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",536,53600,100
"Accessories","2020-04-16","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,33000,75
"Product","2020-10-17","Personal Protection Equipment","From 50 to 250","2020-09-04","Allied Technologies","United Central",1760,396000,225
"Consumables","2020-12-05","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Universal Containers","United Central",738,36900,50
"Kits","2020-09-18","Cardiac Closure Device","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",536,80400,150
"X-Ray","2020-12-16","CRM 8000 X-Ray","From 50 to 250","2020-09-04","United Partners","United Central",25920,3240000,125
"Consumables","2020-01-23","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Tyconet","United Central",738,110700,150
"Product","2020-03-25","Makana Health Synergy 250 Pacemaker","From 50 to 250","2020-09-04","United Physicians Group","United Central",4349,1087250,250
"Capital Equipment","2020-11-06","Glucose Monitor","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",220,16500,75
"Product","2020-06-09","Focalized Mounting System","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",175,30625,175
"Product","2020-06-17","Sharps Containers","From 50 to 250","2020-09-04","Mercy Hospital","United Central",520,78000,150
"Consumables","2020-07-31","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,26500,500
"Consumables","2020-05-07","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,147600,200
"X-Ray","2020-10-14","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Tyconet","United Central",200,35000,175
"Wholesales Acquisition Cost","2020-12-15","Blood Pressure Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",120,12000,100
"Accessories","2020-08-09","Remote Control Keypad","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",440,55000,125
"AutoSense","2020-04-13","Enhanced Analytics License","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",945,212625,225
"Consumables","2020-12-26","Gloves and Gowns","From 50 to 250","2020-09-04","United Physicians Group","United Central",325,73125,225
"Product","2020-12-05","Sharps Containers","From 500 to 1000","2020-09-04","United Hospital","United Central",520,364000,700
"Capital Equipment","2020-11-21","Glucose Monitor","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",220,44000,200
"Product","2020-07-23","Focalized Mounting System","From 50 to 250","2020-09-04","United Partners","United Central",175,43750,250
"Product","2020-02-14","Power Modulator","From 50 to 250","2020-09-04","Universal Containers","United Central",300,22500,75
"Product","2020-09-19","Dialysis Tubing","From 50 to 250","2020-09-04","Allied Technologies","United Central",550,27500,50
"Attachment","2020-10-02","Enhanced Scanner Package","From 50 to 250","2020-09-04","Allied Technologies","United Central",15360,768000,50
"Consumables","2020-05-20","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Tyconet","United Central",738,73800,100
"Consumables","2020-11-01","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,21200,400
"Product","2020-12-21","Sharps Containers","From 50 to 250","2020-09-04","United Physicians Group","United Central",520,91000,175
"Accessories","2020-08-16","Remote Control Keypad","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",440,88000,200
"Kits","2020-03-30","Cardiac Closure Device","From 50 to 250","2020-09-04","United Partners","United Central",536,120600,225
"Product","2020-10-14","Personal Protection Equipment","From 50 to 250","2020-09-04","Mercy Hospital","United Central",1760,132000,75
"Wholesales Acquisition Cost","2020-07-16","Alpha Knee","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",530,26500,50
"Capital Equipment","2020-09-24","Glucose Monitor","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",220,22000,100
"Wholesales Acquisition Cost","2020-05-12","Alpha Knee","From 50 to 250","2020-09-04","Allied Technologies","United Central",530,66250,125
"Wholesales Acquisition Cost","2020-06-24","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Partners","United Central",120,21000,175
"Consumables","2020-11-05","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Mercy Hospital","United Central",738,129150,175
"Consumables","2020-09-21","Gloves and Gowns","From 50 to 250","2020-09-04","Tyconet","United Central",325,24375,75
"Product","2020-12-28","Focalized Mounting System","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",175,30625,175
"Consumables","2020-11-03","Gloves and Gowns","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",325,56875,175
"Consumables","2020-03-02","Gloves and Gowns","From 50 to 250","2020-09-04","Allied Technologies","United Central",325,48750,150
"AutoSense","2020-04-09","Enhanced Analytics License","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",945,118125,125
"Product","2020-07-16","Power Modulator","From 50 to 250","2020-09-04","Universal Containers","United Central",300,22500,75
"Consumables","2020-08-31","Gloves and Gowns","From 50 to 250","2020-09-04","Universal Containers","United Central",325,48750,150
"X-Ray","2020-02-06","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","United Physicians Group","United Central",200,50000,250
"Product","2020-10-13","Sharps Containers","From 50 to 250","2020-09-04","Allied Technologies","United Central",520,65000,125
"Kits","2020-01-05","Cardiac Closure Device","From 50 to 250","2020-09-04","United Partners","United Central",536,134000,250
"Vision","2020-06-10","Protective Eyewear","From 50 to 250","2020-09-04","Mercy Hospital","United Central",177,22125,125
"Capital Equipment","2020-01-27","Glucose Monitor","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",220,33000,150
"Accessories","2020-12-31","Remote Control Keypad","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",440,22000,50
"Consumables","2020-08-21","Gloves and Gowns","From 500 to 1000","2020-09-04","United Hospital","United Central",325,195000,600
"X-Ray","2020-04-09","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",200,30000,150
"Consumables","2020-06-25","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","United Physicians Group","United Central",738,184500,250
"Wholesales Acquisition Cost","2020-11-25","Alpha Knee","From 50 to 250","2020-09-04","Tyconet","United Central",530,66250,125
"Consumables","2020-09-01","Gloves and Gowns","From 50 to 250","2020-09-04","Allied Technologies","United Central",325,81250,250
"Consumables","2020-10-30","Gloves and Gowns","From 50 to 250","2020-09-04","Universal Containers","United Central",325,40625,125
"Consumables","2020-11-03","Hypodermic Needles","From 350 to 550","2020-09-04","Allied Technologies","United Central",53,21200,400
"AutoSense","2020-12-10","Enhanced Analytics License","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",945,118125,125
"Product","2020-09-19","Dialysis Tubing","From 50 to 250","2020-09-04","Universal Containers","United Central",550,27500,50
"AutoSense","2020-07-31","Renal Dialysis Device","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",11800,2950000,250
"Wholesales Acquisition Cost","2020-04-09","Blood Pressure Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",120,27000,225
"Product","2020-05-21","Makana Health Synergy 250 Pacemaker","From 50 to 250","2020-09-04","United Partners","United Central",4349,434900,100
"Accessories","2020-03-05","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,77000,175
"Product","2020-02-17","Power Modulator","From 50 to 250","2020-09-04","Tyconet","United Central",300,52500,175
"Wholesales Acquisition Cost","2020-05-09","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Physicians Group","United Central",120,24000,200
"Kits","2020-11-27","Cardiac Closure Device","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",536,134000,250
"Capital Equipment","2020-06-10","Glucose Monitor","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",220,11000,50
"Product","2020-08-22","Personal Protection Equipment","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",1760,176000,100
"Product","2020-01-09","Dialysis Tubing","From 50 to 250","2020-09-04","United Partners","United Central",550,96250,175
"Wholesales Acquisition Cost","2020-10-10","Blood Pressure Monitor","From 50 to 250","2020-09-04","Universal Containers","United Central",120,18000,150
"Consumables","2020-07-01","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,26500,500
"Product","2020-12-22","Focalized Mounting System","From 50 to 250","2020-09-04","Mercy Hospital","United Central",175,30625,175
"Consumables","2020-09-12","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,147600,200
"Capital Equipment","2020-10-13","Glucose Monitor","From 50 to 250","2020-09-04","United Physicians Group","United Central",220,11000,50
"Consumables","2020-12-16","Gloves and Gowns","From 50 to 250","2020-09-04","Tyconet","United Central",325,73125,225
"Consumables","2020-09-21","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,110700,150
"Product","2020-02-03","Focalized Mounting System","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",175,8750,50
"Accessories","2020-11-19","Remote Control Keypad","From 50 to 250","2020-09-04","Tyconet","United Central",440,88000,200
"Consumables","2020-07-29","Hypodermic Needles","From 350 to 550","2020-09-04","Big Sky & Sons","United Central",53,29150,550
"Product","2020-03-09","Sharps Containers","From 50 to 250","2020-09-04","United Physicians Group","United Central",520,52000,100
"Consumables","2020-04-15","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,184500,250
"Wholesales Acquisition Cost","2020-10-19","Alpha Knee","From 50 to 250","2020-09-04","Mercy Hospital","United Central",530,106000,200
"Attachment","2020-08-20","Enhanced Scanner Package","From 50 to 250","2020-09-04","Universal Containers","United Central",15360,3840000,250
"Product","2020-05-30","Dialysis Tubing","From 500 to 1000","2020-09-04","United Hospital","United Central",550,495000,900
"Product","2020-06-12","Power Modulator","From 50 to 250","2020-09-04","United Partners","United Central",300,75000,250
"AutoSense","2020-11-16","Enhanced Analytics License","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",945,236250,250
"Consumables","2020-09-18","Hypodermic Needles","From 350 to 550","2020-09-04","Big Sky & Sons","United Central",53,23850,450
"Wholesales Acquisition Cost","2020-12-26","Alpha Knee","From 50 to 250","2020-09-04","United Partners","United Central",530,26500,50
"Consumables","2020-12-22","Gloves and Gowns","From 50 to 250","2020-09-04","Universal Containers","United Central",325,73125,225
"X-Ray","2020-02-16","CRM 8000 X-Ray","From 50 to 250","2020-09-04","Allied Technologies","United Central",25920,5184000,200
"Kits","2020-11-19","Cardiac Closure Device","From 50 to 250","2020-09-04","Mercy Hospital","United Central",536,40200,75
"Consumables","2020-01-13","Gloves and Gowns","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",325,32500,100
"Product","2020-07-25","Sharps Containers","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",520,104000,200
"X-Ray","2020-05-19","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","United Physicians Group","United Central",200,35000,175
"Capital Equipment","2020-08-03","Glucose Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",220,33000,150
"AutoSense","2020-04-16","Enhanced Analytics License","From 50 to 250","2020-09-04","Tyconet","United Central",945,189000,200
"Wholesales Acquisition Cost","2020-03-21","Blood Pressure Monitor","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",120,30000,250
"Wholesales Acquisition Cost","2020-12-04","Blood Pressure Monitor","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",120,24000,200
"Product","2020-10-27","Dialysis Tubing","From 50 to 250","2020-09-04","Allied Technologies","United Central",550,123750,225
"Capital Equipment","2020-08-12","Glucose Monitor","From 50 to 250","2020-09-04","United Physicians Group","United Central",220,55000,250
"Wholesales Acquisition Cost","2020-10-24","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Partners","United Central",120,21000,175
"Product","2020-11-25","Personal Protection Equipment","From 50 to 250","2020-09-04","Tyconet","United Central",1760,396000,225
"X-Ray","2020-09-14","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Allied Technologies","United Central",200,35000,175
"Product","2020-07-08","Focalized Mounting System","From 50 to 250","2020-09-04","Mercy Hospital","United Central",175,13125,75
"Product","2020-06-14","Power Modulator","From 50 to 250","2020-09-04","Universal Containers","United Central",300,75000,250
"Consumables","2020-11-05","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,129150,175
"Product","2020-05-29","Sharps Containers","From 50 to 250","2020-09-04","Universal Containers","United Central",520,65000,125
"Consumables","2020-03-29","Hypodermic Needles","From 350 to 550","2020-09-04","Mercy Hospital","United Central",53,21200,400
"Capital Equipment","2020-09-18","Glucose Monitor","From 50 to 250","2020-09-04","Tyconet","United Central",220,22000,100
"Consumables","2020-02-15","Hypodermic Needles","From 350 to 550","2020-09-04","United Physicians Group","United Central",53,26500,500
"AutoSense","2020-04-05","Enhanced Analytics License","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",945,189000,200
"Kits","2020-11-28","Cardiac Closure Device","From 50 to 250","2020-09-04","United Partners","United Central",536,26800,50
"Consumables","2020-12-10","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,92250,125
"Wholesales Acquisition Cost","2020-12-04","Blood Pressure Monitor","From 500 to 1000","2020-09-04","United Hospital","United Central",120,72000,600
"Consumables","2020-01-27","Gloves and Gowns","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",325,16250,50
"Accessories","2020-07-22","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,33000,75
"X-Ray","2020-08-19","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Tyconet","United Central",200,40000,200
"Product","2020-03-14","Focalized Mounting System","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",175,26250,150
"Accessories","2020-09-25","Remote Control Keypad","From 50 to 250","2020-09-04","United Physicians Group","United Central",440,66000,150
"Vision","2020-11-13","Protective Eyewear","From 50 to 250","2020-09-04","Universal Containers","United Central",177,44250,250
"Consumables","2020-06-07","Gloves and Gowns","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",325,16250,50
"Product","2020-05-24","Dialysis Tubing","From 50 to 250","2020-09-04","United Partners","United Central",550,68750,125
"Consumables","2020-02-06","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Mercy Hospital","United Central",738,184500,250
"Consumables","2020-10-03","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,129150,175
"Consumables","2020-12-20","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,18550,350
"Wholesales Acquisition Cost","2020-08-11","Alpha Knee","From 50 to 250","2020-09-04","Allied Technologies","United Central",530,39750,75
"Kits","2020-04-04","Cardiac Closure Device","From 50 to 250","2020-09-04","United Physicians Group","United Central",536,93800,175
"Attachment","2020-09-28","Enhanced Scanner Package","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",15360,2688000,175
"X-Ray","2020-10-27","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Universal Containers","United Central",200,20000,100
"AutoSense","2020-11-10","Enhanced Analytics License","From 50 to 250","2020-09-04","United Partners","United Central",945,189000,200
"Product","2020-12-12","Sharps Containers","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",520,52000,100
"Product","2020-06-02","Makana Health Synergy 250 Pacemaker","From 50 to 250","2020-09-04","Tyconet","United Central",4349,869800,200
"Consumables","2020-07-13","Gloves and Gowns","From 50 to 250","2020-09-04","Mercy Hospital","United Central",325,40625,125
"Product","2020-01-25","Power Modulator","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",300,22500,75
"Product","2020-10-15","Focalized Mounting System","From 50 to 250","2020-09-04","Allied Technologies","United Central",175,21875,125
"Wholesales Acquisition Cost","2020-10-24","Blood Pressure Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",120,18000,150
"AutoSense","2020-11-11","Renal Dialysis Device","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",11800,885000,75
"Product","2020-04-15","Dialysis Tubing","From 50 to 250","2020-09-04","Universal Containers","United Central",550,137500,250
"Consumables","2020-03-13","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,29150,550
"Product","2020-08-22","Personal Protection Equipment","From 50 to 250","2020-09-04","United Physicians Group","United Central",1760,176000,100
"Wholesales Acquisition Cost","2020-09-08","Blood Pressure Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",120,18000,150
"Wholesales Acquisition Cost","2020-05-26","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Partners","United Central",120,24000,200
"Consumables","2020-02-12","Gloves and Gowns","From 50 to 250","2020-09-04","Tyconet","United Central",325,16250,50
"Accessories","2020-12-14","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,99000,225
"Capital Equipment","2020-08-26","Glucose Monitor","From 500 to 1000","2020-09-04","United Hospital","United Central",220,198000,900
"Consumables","2020-10-26","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,36900,50
"Consumables","2020-12-30","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",738,36900,50
"Capital Equipment","2020-06-28","Glucose Monitor","From 50 to 250","2020-09-04","Universal Containers","United Central",220,55000,250
"Kits","2020-11-15","Cardiac Closure Device","From 50 to 250","2020-09-04","Tyconet","United Central",536,120600,225
"X-Ray","2020-07-10","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","United Physicians Group","United Central",200,30000,150
"Capital Equipment","2020-09-14","Glucose Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",220,11000,50
"AutoSense","2020-03-08","Enhanced Analytics License","From 50 to 250","2020-09-04","United Partners","United Central",945,94500,100
"Capital Equipment","2020-01-25","Glucose Monitor","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",220,22000,100
"Product","2020-07-26","Dialysis Tubing","From 50 to 250","2020-09-04","Mercy Hospital","United Central",550,27500,50
"Capital Equipment","2020-06-06","Glucose Monitor","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",220,33000,150
"Consumables","2020-12-19","Gloves and Gowns","From 50 to 250","2020-09-04","Allied Technologies","United Central",325,40625,125
"Wholesales Acquisition Cost","2020-11-23","Alpha Knee","From 50 to 250","2020-09-04","Tyconet","United Central",530,53000,100
"Product","2020-08-13","Power Modulator","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",300,22500,75
"Consumables","2020-05-16","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,23850,450
"Wholesales Acquisition Cost","2020-11-07","Alpha Knee","From 50 to 250","2020-09-04","United Physicians Group","United Central",530,92750,175
"Accessories","2020-03-20","Remote Control Keypad","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",440,44000,100
"Consumables","2020-04-05","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",738,36900,50
"Product","2020-09-08","Sharps Containers","From 50 to 250","2020-09-04","Allied Technologies","United Central",520,130000,250
"Wholesales Acquisition Cost","2020-07-18","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Partners","United Central",120,30000,250
"Accessories","2020-05-14","Remote Control Keypad","From 50 to 250","2020-09-04","Mercy Hospital","United Central",440,33000,75
"Product","2020-02-26","Focalized Mounting System","From 50 to 250","2020-09-04","Universal Containers","United Central",175,17500,100
"Attachment","2020-12-03","Enhanced Scanner Package","From 50 to 250","2020-09-04","Allied Technologies","United Central",15360,2304000,150
"Wholesales Acquisition Cost","2020-04-20","Blood Pressure Monitor","From 50 to 250","2020-09-04","United Partners","United Central",120,15000,125
"AutoSense","2020-08-05","Enhanced Analytics License","From 50 to 250","2020-09-04","Tyconet","United Central",945,141750,150
"Vision","2020-06-19","Protective Eyewear","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",177,26550,150
"X-Ray","2020-11-26","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",200,45000,225
"X-Ray","2020-01-27","CRM 8000 X-Ray","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",25920,5832000,225
"Product","2020-10-21","Personal Protection Equipment","From 50 to 250","2020-09-04","United Physicians Group","United Central",1760,88000,50
"Accessories","2020-09-17","Remote Control Keypad","From 50 to 250","2020-09-04","Allied Technologies","United Central",440,77000,175
"Product","2020-03-03","Sharps Containers","From 50 to 250","2020-09-04","Universal Containers","United Central",520,26000,50
"Consumables","2020-07-02","Hypodermic Needles","From 350 to 550","2020-09-04","United Hospital","United Central",53,26500,500
"Consumables","2020-10-30","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,18550,350
"Kits","2020-06-01","Cardiac Closure Device","From 50 to 250","2020-09-04","Tyconet","United Central",536,67000,125
"Capital Equipment","2020-12-18","Glucose Monitor","From 50 to 250","2020-09-04","United Physicians Group","United Central",220,27500,125
"Product","2020-09-04","Focalized Mounting System","From 50 to 250","2020-09-04","Mercy Hospital","United Central",175,8750,50
"Wholesales Acquisition Cost","2020-12-10","Alpha Knee","From 50 to 250","2020-09-04","Allied Technologies","United Central",530,66250,125
"Wholesales Acquisition Cost","2020-04-24","Blood Pressure Monitor","From 50 to 250","2020-09-04","Mercy Hospital","United Central",120,24000,200
"Accessories","2020-05-16","Remote Control Keypad","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",440,110000,250
"AutoSense","2020-10-07","Renal Dialysis Device","From 50 to 250","2020-09-04","Universal Containers","United Central",11800,885000,75
"Capital Equipment","2020-02-27","Glucose Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",220,44000,200
"Product","2020-11-04","Power Modulator","From 50 to 250","2020-09-04","United Partners","United Central",300,45000,150
"Product","2020-06-17","Dialysis Tubing","From 50 to 250","2020-09-04","United Partners","United Central",550,82500,150
"Wholesales Acquisition Cost","2020-11-06","Alpha Knee","From 50 to 250","2020-09-04","Mercy Hospital","United Central",530,79500,150
"Product","2020-08-30","Dialysis Tubing","From 50 to 250","2020-09-04","Tyconet","United Central",550,82500,150
"Product","2020-10-12","Sharps Containers","From 50 to 250","2020-09-04","BioSpan, LLC","United Central",520,91000,175
"X-Ray","2020-10-12","Ceiling-Mounted Tube Stand 590","From 50 to 250","2020-09-04","Universal Containers","United Central",200,15000,75
"Product","2020-08-25","Makana Health Synergy 250 Pacemaker","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",4349,978525,225
"Kits","2020-03-18","Cardiac Closure Device","From 50 to 250","2020-09-04","Vand Enterprises, INC","United Central",536,134000,250
"AutoSense","2020-01-07","Enhanced Analytics License","From 50 to 250","2020-09-04","United Physicians Group","United Central",945,94500,100
"Capital Equipment","2020-11-19","Glucose Monitor","From 50 to 250","2020-09-04","Allied Technologies","United Central",220,44000,200
"Wholesales Acquisition Cost","2020-05-21","Blood Pressure Monitor","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",120,9000,75
"Product","2020-02-22","Focalized Mounting System","From 50 to 250","2020-09-04","United Partners","United Central",175,26250,150
"Consumables","2020-09-28","Hypodermic Needles","From 350 to 550","2020-09-04","BioSpan, LLC","United Central",53,23850,450
"Consumables","2020-12-03","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","United Physicians Group","United Central",738,166050,225
"Accessories","2020-07-08","Remote Control Keypad","From 50 to 250","2020-09-04","Mercy Hospital","United Central",440,44000,100
"Consumables","2020-11-25","Gloves and Gowns","From 50 to 250","2020-09-04","Tyconet","United Central",325,24375,75
"Product","2020-10-11","Power Modulator","From 50 to 250","2020-09-04","Big Sky & Sons","United Central",300,22500,75
"Consumables","2020-04-27","Hypodermic Needles","From 350 to 550","2020-09-04","Vand Enterprises, INC","United Central",53,18550,350
"Consumables","2020-09-21","CBGM Sensor Pack (50)","From 50 to 250","2020-09-04","Allied Technologies","United Central",738,36900,50
