Account_CUSTOM2,Account_CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,Account_COUNTRY,TARGET_DATE,TargetDate,Account_CUSTOMER,Account_TARGET,Account_CUSTOM1,Activities,BEHIND_TARGET,AHEAD_TARGET,Hours,Account_LAT,Account_LONG,ON_TARGET,Offset,Target
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/5/16,27/05/2018,Huge Store,ON,GIANT,113,160200,69400,150,35.14122,-90.054,109700,55308390,109700
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/6/16,27/06/2018,Huge Store,ON,GIANT,99,131200,69400,103,35.14122,-90.054,98500,52629990,98500
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/7/16,27/07/2018,Huge Store,ON,GIANT,310,131200,79000,256,35.14122,-90.054,105800,50037990,105800
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/8/16,27/08/2018,Huge Store,ON,GIANT,108,120700,79000,112,35.14122,-90.054,99900,47359590,99900
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/9/16,27/09/2018,Huge Store,ON,GIANT,119,120700,79000,115,35.14122,-90.054,94100,44681190,94100
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/10/16,27/10/2018,Huge Store,ON,GIANT,229,172300,79000,183,35.14122,-90.054,102600,42089190,102600
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/11/16,27/11/2018,Huge Store,ON,GIANT,139,172300,79000,112,35.14122,-90.054,107700,39410790,107700
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/12/16,27/12/2018,Huge Store,ON,GIANT,133,172300,79800,120,35.14122,-90.054,108000,36818790,108000
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/1/17,27/01/2019,Huge Store,ON,GIANT,114,172300,79800,110,35.14122,-90.054,119100,34140390,119100
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/2/17,27/02/2019,Huge Store,ON,GIANT,149,172300,79800,146,35.14122,-90.054,116300,31461990,116300
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/3/17,27/03/2019,Huge Store,ON,GIANT,148,172300,79800,156,35.14122,-90.054,119400,29042790,119400
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/4/17,27/04/2019,Huge Store,ON,GIANT,198,172300,81400,195,35.14122,-90.054,128200,26364390,128200
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/5/17,27/05/2019,Huge Store,ON,GIANT,150,159800,81400,133,35.14122,-90.054,117800,23772390,117800
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/6/17,27/06/2019,Huge Store,ON,GIANT,103,159800,72700,98,35.14122,-90.054,109500,21093990,109500
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/7/17,27/07/2019,Huge Store,ON,GIANT,202,159800,72700,172,35.14122,-90.054,111200,18501990,111200
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/8/17,27/08/2019,Huge Store,ON,GIANT,199,141100,72700,186,35.14122,-90.054,107300,15823590,107300
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/9/17,27/09/2019,Huge Store,ON,GIANT,91,141100,72700,92,35.14122,-90.054,112400,13145190,112400
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/10/17,27/10/2019,Huge Store,ON,GIANT,242,157500,72700,202,35.14122,-90.054,119000,10553190,119000
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/11/17,27/11/2019,Huge Store,ON,GIANT,157,162700,72700,130,35.14122,-90.054,122100,7874790,122100
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/12/17,27/12/2019,Huge Store,ON,GIANT,228,162700,65000,167,35.14122,-90.054,117200,5282790,117200
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/1/18,27/01/2020,Huge Store,ON,GIANT,199,170300,65000,146,35.14122,-90.054,131100,2604390,131100
20% Positive Growth,GIANT QTY NO P2,John Central,Memphis,TN,A0087,Huge Store - Memphis,Central,United States,1/2/18,27/02/2020,Huge Store,ON,GIANT,499,170300,65000,323,35.14122,-90.054,137500,-74010,137500
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/5/13,27/05/2015,Better Buy,AHEAD,GIANT,104,54600,24900,96,27.36892,-80.3245,36900,150002790,24900
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/6/13,27/06/2015,Better Buy,AHEAD,GIANT,78,54600,19000,86,27.36892,-80.3245,34300,147324390,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/7/13,27/07/2015,Better Buy,AHEAD,GIANT,64,54600,19000,74,27.36892,-80.3245,35600,144732390,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/8/13,27/08/2015,Better Buy,AHEAD,GIANT,93,54600,19000,91,27.36892,-80.3245,33100,142053990,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/9/13,27/09/2015,Better Buy,AHEAD,GIANT,207,54600,19000,173,27.36892,-80.3245,33300,139375590,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/10/13,27/10/2015,Better Buy,AHEAD,GIANT,93,54600,19000,90,27.36892,-80.3245,33900,136783590,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/11/13,27/11/2015,Better Buy,AHEAD,GIANT,156,54600,19000,131,27.36892,-80.3245,33300,134105190,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/12/13,27/12/2015,Better Buy,AHEAD,GIANT,64,36700,19000,57,27.36892,-80.3245,30500,131513190,19000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/1/14,27/01/2016,Better Buy,AHEAD,GIANT,98,36700,26100,78,27.36892,-80.3245,31700,128834790,26100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/2/14,27/02/2016,Better Buy,AHEAD,GIANT,62,43400,26100,60,27.36892,-80.3245,32700,126156390,26100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/3/14,26/03/2016,Better Buy,AHEAD,GIANT,74,52800,27700,76,27.36892,-80.3245,36500,123737190,27700
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/4/14,26/04/2016,Better Buy,AHEAD,GIANT,82,52800,27700,87,27.36892,-80.3245,37000,121058790,27700
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/5/14,26/05/2016,Better Buy,AHEAD,GIANT,64,52800,27700,69,27.36892,-80.3245,39700,118466790,27700
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/6/14,26/06/2016,Better Buy,AHEAD,GIANT,182,52800,27700,162,27.36892,-80.3245,39300,115788390,27700
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/7/14,26/07/2016,Better Buy,AHEAD,GIANT,60,52800,27700,61,27.36892,-80.3245,38700,113196390,27700
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/8/14,26/08/2016,Better Buy,AHEAD,GIANT,41,52800,27800,59,27.36892,-80.3245,38700,110517990,27800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/9/14,26/09/2016,Better Buy,AHEAD,GIANT,32,52800,27800,61,27.36892,-80.3245,36700,107839590,27800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/10/14,26/10/2016,Better Buy,AHEAD,GIANT,13,47800,27800,92,27.36892,-80.3245,34300,105247590,27800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/11/14,26/11/2016,Better Buy,AHEAD,GIANT,31,47800,27800,69,27.36892,-80.3245,32800,102569190,27800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/12/14,26/12/2016,Better Buy,AHEAD,GIANT,48,52900,27800,69,27.36892,-80.3245,33500,99977190,27800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/1/15,26/01/2017,Better Buy,AHEAD,GIANT,79,52900,23900,81,27.36892,-80.3245,32600,97298790,23900
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/2/15,26/02/2017,Better Buy,AHEAD,GIANT,133,52900,23100,121,27.36892,-80.3245,31500,94620390,23100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/3/15,26/03/2017,Better Buy,AHEAD,GIANT,234,52900,22600,169,27.36892,-80.3245,30800,92201190,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/4/15,26/04/2017,Better Buy,AHEAD,GIANT,211,52900,22600,148,27.36892,-80.3245,30900,89522790,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/5/15,26/05/2017,Better Buy,AHEAD,GIANT,148,52900,22600,110,27.36892,-80.3245,29300,86930790,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/6/15,26/06/2017,Better Buy,AHEAD,GIANT,91,52900,22600,66,27.36892,-80.3245,30200,84252390,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/7/15,26/07/2017,Better Buy,AHEAD,GIANT,150,34200,22600,122,27.36892,-80.3245,26500,81660390,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/8/15,26/08/2017,Better Buy,AHEAD,GIANT,105,45000,22600,74,27.36892,-80.3245,29500,78981990,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/9/15,26/09/2017,Better Buy,AHEAD,GIANT,152,95600,22600,111,27.36892,-80.3245,39800,76303590,22600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/10/15,26/10/2017,Better Buy,AHEAD,GIANT,151,95600,24800,105,27.36892,-80.3245,43900,73711590,24800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/11/15,26/11/2017,Better Buy,AHEAD,GIANT,79,95600,24800,61,27.36892,-80.3245,46500,71033190,24800
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/12/15,26/12/2017,Better Buy,AHEAD,GIANT,74,95600,26500,58,27.36892,-80.3245,47300,68441190,26500
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/1/16,26/01/2018,Better Buy,AHEAD,GIANT,110,95600,26500,94,27.36892,-80.3245,48600,65762790,26500
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/2/16,26/02/2018,Better Buy,AHEAD,GIANT,30,95600,30600,60,27.36892,-80.3245,50700,63084390,30600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/3/16,27/03/2018,Better Buy,AHEAD,GIANT,32,95600,30600,91,27.36892,-80.3245,50800,60578790,30600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/4/16,27/04/2018,Better Buy,AHEAD,GIANT,53,55700,30600,101,27.36892,-80.3245,45100,57900390,30600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/5/16,27/05/2018,Better Buy,AHEAD,GIANT,65,55700,29100,73,27.36892,-80.3245,42000,55308390,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/6/16,27/06/2018,Better Buy,AHEAD,GIANT,62,55700,29100,69,27.36892,-80.3245,39300,52629990,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/7/16,27/07/2018,Better Buy,AHEAD,GIANT,235,55800,29100,192,27.36892,-80.3245,42900,50037990,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/8/16,27/08/2018,Better Buy,AHEAD,GIANT,88,55800,29100,81,27.36892,-80.3245,41600,47359590,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/9/16,27/09/2018,Better Buy,AHEAD,GIANT,89,55800,29100,87,27.36892,-80.3245,40800,44681190,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/10/16,27/10/2018,Better Buy,AHEAD,GIANT,141,55800,29100,112,27.36892,-80.3245,41700,42089190,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/11/16,27/11/2018,Better Buy,AHEAD,GIANT,89,55800,29100,77,27.36892,-80.3245,38700,39410790,29100
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/12/16,27/12/2018,Better Buy,AHEAD,GIANT,77,55800,26300,68,27.36892,-80.3245,38300,36818790,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/1/17,27/01/2019,Better Buy,AHEAD,GIANT,76,85300,26300,71,27.36892,-80.3245,46300,34140390,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/2/17,27/02/2019,Better Buy,AHEAD,GIANT,65,85300,26300,77,27.36892,-80.3245,44700,31461990,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/3/17,27/03/2019,Better Buy,AHEAD,GIANT,47,85300,26300,57,27.36892,-80.3245,45300,29042790,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/4/17,27/04/2019,Better Buy,AHEAD,GIANT,180,85300,26300,171,27.36892,-80.3245,49800,26364390,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/5/17,27/05/2019,Better Buy,AHEAD,GIANT,72,85300,26300,65,27.36892,-80.3245,46800,23772390,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/6/17,27/06/2019,Better Buy,AHEAD,GIANT,33,85300,26300,48,27.36892,-80.3245,47500,21093990,26300
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/7/17,27/07/2019,Better Buy,AHEAD,GIANT,54,85300,31000,75,27.36892,-80.3245,48700,18501990,31000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/8/17,27/08/2019,Better Buy,AHEAD,GIANT,12,66400,31000,86,27.36892,-80.3245,42200,15823590,31000
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/9/17,27/09/2019,Better Buy,AHEAD,GIANT,19,66400,23600,56,27.36892,-80.3245,39200,13145190,23600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/10/17,27/10/2019,Better Buy,AHEAD,GIANT,72,74700,23600,94,27.36892,-80.3245,44300,10553190,23600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/11/17,27/11/2019,Better Buy,AHEAD,GIANT,38,74700,23600,58,27.36892,-80.3245,39400,7874790,23600
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/12/17,27/12/2019,Better Buy,AHEAD,GIANT,161,74700,19200,143,27.36892,-80.3245,37700,5282790,19200
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/1/18,27/01/2020,Better Buy,AHEAD,GIANT,257,74700,19200,183,27.36892,-80.3245,37400,2604390,19200
Negative Growth over 20%,NO P2,Sal Lobaugh,Fort Pierce,FL,A0088,Better Buy - Fort Pierce,East,United States,1/2/18,27/02/2020,Better Buy,AHEAD,GIANT,160,74700,19200,105,27.36892,-80.3245,37100,-74010,19200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/5/13,27/05/2015,Nutrition Stop,AHEAD,SMALL,46,8000,2800,29,34.02485,-84.6189,5300,150002790,2800
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/6/13,27/06/2015,Nutrition Stop,AHEAD,SMALL,54,8000,2100,43,34.02485,-84.6189,4800,147324390,2100
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/7/13,27/07/2015,Nutrition Stop,AHEAD,SMALL,39,8000,1900,38,34.02485,-84.6189,4700,144732390,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/8/13,27/08/2015,Nutrition Stop,AHEAD,SMALL,47,8000,1900,49,34.02485,-84.6189,4700,142053990,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/9/13,27/09/2015,Nutrition Stop,AHEAD,SMALL,24,10200,1900,26,34.02485,-84.6189,5600,139375590,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/10/13,27/10/2015,Nutrition Stop,AHEAD,SMALL,51,10200,1900,44,34.02485,-84.6189,5900,136783590,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/11/13,27/11/2015,Nutrition Stop,AHEAD,SMALL,42,10200,1900,33,34.02485,-84.6189,5500,134105190,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/12/13,27/12/2015,Nutrition Stop,AHEAD,SMALL,25,10200,1900,17,34.02485,-84.6189,5400,131513190,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/1/14,27/01/2016,Nutrition Stop,AHEAD,SMALL,36,10200,1900,25,34.02485,-84.6189,5500,128834790,1900
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/2/14,27/02/2016,Nutrition Stop,AHEAD,SMALL,6,10200,2700,24,34.02485,-84.6189,6000,126156390,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/3/14,26/03/2016,Nutrition Stop,AHEAD,SMALL,4,10200,2700,27,34.02485,-84.6189,5800,123737190,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/4/14,26/04/2016,Nutrition Stop,AHEAD,SMALL,19,14800,2700,28,34.02485,-84.6189,6500,121058790,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/5/14,26/05/2016,Nutrition Stop,AHEAD,SMALL,14,14800,2700,18,34.02485,-84.6189,6400,118466790,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/6/14,26/06/2016,Nutrition Stop,AHEAD,SMALL,17,14800,1300,15,34.02485,-84.6189,5800,115788390,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/7/14,26/07/2016,Nutrition Stop,AHEAD,SMALL,16,14800,1300,16,34.02485,-84.6189,5800,113196390,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/8/14,26/08/2016,Nutrition Stop,AHEAD,SMALL,18,14800,1300,18,34.02485,-84.6189,5800,110517990,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/9/14,26/09/2016,Nutrition Stop,AHEAD,SMALL,12,14800,1300,16,34.02485,-84.6189,6000,107839590,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/10/14,26/10/2016,Nutrition Stop,AHEAD,SMALL,14,14800,1300,19,34.02485,-84.6189,6100,105247590,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/11/14,26/11/2016,Nutrition Stop,AHEAD,SMALL,24,6900,1300,22,34.02485,-84.6189,4400,102569190,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/12/14,26/12/2016,Nutrition Stop,AHEAD,SMALL,17,6900,1300,12,34.02485,-84.6189,4400,99977190,1300
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/1/15,26/01/2017,Nutrition Stop,AHEAD,SMALL,26,6900,2700,17,34.02485,-84.6189,4900,97298790,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/2/15,26/02/2017,Nutrition Stop,AHEAD,SMALL,12,6900,2700,9,34.02485,-84.6189,4800,94620390,2700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/3/15,26/03/2017,Nutrition Stop,AHEAD,SMALL,11,12800,3200,10,34.02485,-84.6189,6300,92201190,3200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/4/15,26/04/2017,Nutrition Stop,AHEAD,SMALL,23,12800,3200,20,34.02485,-84.6189,6000,89522790,3200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/5/15,26/05/2017,Nutrition Stop,AHEAD,SMALL,36,12800,3200,31,34.02485,-84.6189,6400,86930790,3200
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/6/15,26/06/2017,Nutrition Stop,AHEAD,SMALL,36,12800,4700,29,34.02485,-84.6189,6600,84252390,4700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/7/15,26/07/2017,Nutrition Stop,AHEAD,SMALL,58,12800,4700,47,34.02485,-84.6189,7700,81660390,4700
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/8/15,26/08/2017,Nutrition Stop,AHEAD,SMALL,17,12800,4600,20,34.02485,-84.6189,7700,78981990,4600
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/9/15,26/09/2017,Nutrition Stop,AHEAD,SMALL,38,12800,2500,40,34.02485,-84.6189,7300,76303590,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/10/15,26/10/2017,Nutrition Stop,AHEAD,SMALL,16,12700,2500,24,34.02485,-84.6189,6400,73711590,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/11/15,26/11/2017,Nutrition Stop,AHEAD,SMALL,27,12700,2500,28,34.02485,-84.6189,7000,71033190,2500
-10 to -20% Negative Growth,MEDIUM QTY,Sal Lobaugh,Kennesaw,GA,A0089,Nutrition Stop - Kennesaw,Central,United States,1/12/15,26/12/2017,Nutrition Stop,AHEAD,SMALL,11,12700,2500,33,34.02485,-84.6189,6400,68441190,2500
