"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Car Accessories","Interior Accessories","Service First Carpet Rstrtn",0.11,7507
"Performance & Non-auto","Performance","Capture Technologies",0,350000
"Car Accessories","Car Care","Interra DVT",0,400000
"Car Accessories","Replacement Parts","Bitco Corporation",0,200000
"Car Accessories","Batteries","Charles Schwab- San Francisco, CA 3",0.01,150000
"Performance & Non-auto","RV Shelters","Anadarko Petroleum Corporation",0.03,10000
"Car Accessories","Interior Accessories","Rural Connections",0.01,100000
"Car Accessories","Exterior Accessories","3D Systems",0,184000
"Car Accessories","Replacement Parts","American Bankers Insurance Group Inc",0.01,109000
"Car Accessories","Replacement Parts","American Bankers Insurance Group Inc",0.03,52000
"Car Accessories","Towing Equioment","First Fleet Corp",0.01,150000
"Car Accessories","Towing Equioment","Panavision",0,387536
"Car Accessories","Batteries","Southern Securities Ltd.",0.01,174418
"Performance & Non-auto","Performance","Bluetarp Financial",0.02,150000
"Performance & Non-auto","Motorcycle Parts","Cardomain Network",0.04,10000
"Car Accessories","Car Care","Cardomain Network",0,30000
"Performance & Non-auto","RV Shelters","Microchip Technology Inc",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Bidland Systems",0,150000
"Car Accessories","Car Care","Microfluidics International Corporation",0.02,3000
"Car Accessories","Towing Equioment","Austin Employee Retirement",0.22,3067
"Car Accessories","Exterior Accessories","Credit Acceptance Corporation",0.01,20000
"Car Accessories","Interior Accessories","QuickArrow.",0.18,13750
"Performance & Non-auto","RV Shelters","Adair  Greene McCann",0,92024
"Performance & Non-auto","Motorcycle Parts","Adair  Greene McCann",0.04,10000
"Car Accessories","Batteries","undoo.com",0.03,31000
"Car Accessories","Replacement Parts","undoo.com",0.01,110000
"Car Accessories","Replacement Parts","Scripps Health Parent",0.24,5813
"Car Accessories","Batteries","Telecom Decision Makers",0.03,31002
"Car Accessories","Interior Accessories","MICROS Systems",0.01,250000
"Car Accessories","Interior Accessories","RiskMetrics Group",0.01,300000
"Performance & Non-auto","RV Shelters","Amdocs LTD./ North Carolina Office",0,125000
"Performance & Non-auto","RV Shelters","Amdocs LTD./ North Carolina Office",0.05,23400
"Car Accessories","Batteries","Hypertherm",0.09,20000
"Car Accessories","Exterior Accessories","Hypertherm",0,122699
"Car Accessories","Replacement Parts","AOL.",0.1,15501
"Performance & Non-auto","Motorcycle Parts","Grizzard Communications Group",0.04,10000
"Car Accessories","Batteries","GeoLearning",0.01,105000
"Car Accessories","Replacement Parts","GeoLearning",0.01,79141
"Car Accessories","Replacement Parts","GeoLearning",0.13,10000
"Car Accessories","Replacement Parts","GeoLearning",0.02,60000
"Performance & Non-auto","Motorcycle Parts","Virtual Veterans",0.02,42944
"Performance & Non-auto","Performance","West Publishing Corporation",0.04,70000
"Performance & Non-auto","Motorcycle Parts","The Baltimore Sun Newspapers",0.08,8551
"Performance & Non-auto","RV Shelters","Syntel",0.03,50000
"Performance & Non-auto","Motorcycle Parts","Cyberdesic",0,400000
"Performance & Non-auto","Motorcycle Parts","Cyberdesic",0,150000
"Performance & Non-auto","Motorcycle Parts","ICDS",0.02,50000
"Car Accessories","Exterior Accessories","ICDS",0.01,80000
"Tires & Wheels","Tires and Wheels","Flightsafety International Inc",0.16,5577
"Performance & Non-auto","RV Shelters","Flightsafety International Inc",0.01,300000
"Performance & Non-auto","Motorcycle Parts","Flightsafety International Inc",0,110000
"Car Accessories","Exterior Accessories","Gambit Communications",0,400000
"Car Accessories","Towing Equioment","Gambit Communications",0.01,161650
"Car Accessories","Towing Equioment","ENVY Medical",1,1
"Car Accessories","Exterior Accessories","NISA Investment Advisors",0,300000
"Performance & Non-auto","Motorcycle Parts","Webb Interactive Services",0,15000
"Car Accessories","Replacement Parts","Vertical Venture DOT Co",0.02,60000
"Car Accessories","Towing Equioment","Restaurant.com",0,210000
"Performance & Non-auto","RV Shelters","Mayo Health System",0.02,105000
"Car Accessories","Car Care","Cavu Technologies",0,500000
"Car Accessories","Car Care","iCore Networks",0,300000
"Car Accessories","Batteries","Reading Alloys",0.02,45000
"Performance & Non-auto","Motorcycle Parts","Iris Ink",1,0
"Car Accessories","Batteries","Iris Ink",0.01,200000
"Car Accessories","Towing Equioment","Autotester",0,300000
"Performance & Non-auto","RV Shelters","Neoteric Design Inc",0,199000
"Performance & Non-auto","Motorcycle Parts","spiniker media group",0,105000
"Car Accessories","Exterior Accessories","spiniker media group",0,161000
"Car Accessories","Interior Accessories","Master Electronics",0.01,350000
"Car Accessories","Exterior Accessories","MECON",0.04,11000
"Performance & Non-auto","Motorcycle Parts","MECON",0.01,48000
"Performance & Non-auto","Motorcycle Parts","Technology Infrastructure Solution",0.01,48000
"Car Accessories","Batteries","Schmitt & Saville/UtahBrides.com/BrideAccess.com",0.02,100000
"Car Accessories","Batteries","Women and Company",0.02,45000
"Car Accessories","Batteries","SIP Technology & Export LTD",0.06,30000
"Car Accessories","Car Care","SIP Technology & Export LTD",0,67395
"Car Accessories","Exterior Accessories","etv lab",0,85000
"Car Accessories","Batteries","Plan Express",0.01,240000
"Car Accessories","Replacement Parts","Lionfish Solutions",0,400000
"Car Accessories","Exterior Accessories","Eagle, Globe & Anchor",0,100000
"Car Accessories","Batteries","Accountech Consulting",0.01,200000
"Performance & Non-auto","Motorcycle Parts","Cintra Software",0,75000
"Performance & Non-auto","Motorcycle Parts","Digicon Imaging",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Delphi Delco Electronics Systems",0,232522
"Car Accessories","Batteries","Delphi Delco Electronics Systems",1,0
"Car Accessories","Exterior Accessories","Gibbons Surgical Corporation",0,116279
"Performance & Non-auto","RV Shelters","Paratek Microwave",1,1
"Car Accessories","Interior Accessories","Amazon Marketplace Old Org?",0.01,100001
"Performance & Non-auto","RV Shelters","Conversus Group",0,742000
"Car Accessories","Exterior Accessories","Turner Entertainment Networks Incorporated",0,127988
"Car Accessories","Towing Equioment","Revenio",0.04,24539
"Car Accessories","Towing Equioment","Security Plan Life Insurance Company",0.05,17763
"Car Accessories","Replacement Parts","WestRock Shared Services",0,58905
"Car Accessories","Car Care","Skybridge Global",0,218920
"Car Accessories","Exterior Accessories","ANA Trading Corp USA",0,100000
"Performance & Non-auto","Performance","Franklin Templeton Companies",0,500000
"Car Accessories","Car Care","Nitronex Corp.",0.1,5000
"Car Accessories","Batteries","Bon Secours Nj Hlth Sys Inc",0.02,80000
"Performance & Non-auto","Motorcycle Parts","Saber Corporation",0.01,40348
"Performance & Non-auto","Motorcycle Parts","Saber Corporation",0,150000
"Performance & Non-auto","RV Shelters","Saber Corporation",0,122699
"Car Accessories","Exterior Accessories","Waquis",0.02,25000
"Car Accessories","Car Care","Flower City Printing",0.19,1500
"Car Accessories","Car Care","Flower City Printing",0.1,5000
"Car Accessories","Towing Equioment","Globalworks Group",0.04,6578
"Car Accessories","Replacement Parts","Kinley & Manbeck, Inc",0.03,18404
"Tires & Wheels","Tires and Wheels","Host Hotels & Resorts",0,250000
"Car Accessories","Car Care","Diemolding Corp.",0,39900
"Car Accessories","Batteries","Listhub",0.16,10000
"Car Accessories","Interior Accessories","Robertson & Benevento",0.13,44000
"Performance & Non-auto","RV Shelters","Mueller Co., Ltd.",0.03,40000
"Car Electronics","Electronics","Centerlogic Solutions",0.02,12600
"Performance & Non-auto","Motorcycle Parts","TeleSpectra",0.01,48000
"Car Accessories","Car Care","Principal Global Investors",0,150000
"Car Accessories","Interior Accessories","Careopia!",0.4,10038
"Car Accessories","Replacement Parts","Tradelink Holdings",0.07,5321
"Car Accessories","Replacement Parts","Sherry Manufacturing Co.",0,5693
"Car Accessories","Exterior Accessories","Air System Components LP",0.01,60000
"Car Accessories","Car Care","Air System Components LP",0.06,4600
"Car Accessories","Exterior Accessories","CALIFORNIA MANUFACTURING TECHNOLOGY CONSULTING",0,50000
"Car Accessories","Car Care","Simpson Strong-Tie Company",0,800000
"Performance & Non-auto","Motorcycle Parts","Verint Video Solutions",1,0
"Car Accessories","Car Care","Impli",0.01,25000
"Car Accessories","Exterior Accessories","Impli",0.02,7750
"Performance & Non-auto","Motorcycle Parts","Denton Vacuum L.L.C.",0.01,116279
"Car Accessories","Interior Accessories","Envera",0.05,120481
"Performance & Non-auto","RV Shelters","Hickok Incorporated",0.03,10000
"Car Accessories","Exterior Accessories","Condumex, Incorporated",0,775073
"Car Accessories","Replacement Parts","Condumex, Incorporated",0.09,17441
"Car Accessories","Batteries","Meredith Springfield",0,450000
"Performance & Non-auto","Motorcycle Parts","Autobahn Wholesale",0.03,34883
"Car Accessories","Replacement Parts","Autobahn Wholesale",0.08,14000
"Car Accessories","Exterior Accessories","Yunker Industries",0,65789
"Performance & Non-auto","RV Shelters","EHMI",0.43,1162
"Performance & Non-auto","RV Shelters","Euro  American Brands",0,250000
"Performance & Non-auto","RV Shelters","Duratek",1,0
"Performance & Non-auto","Motorcycle Parts","Duratek",1,0
"Car Accessories","Exterior Accessories","Brookstone",0.02,51000
"Car Accessories","Interior Accessories","National Spinning Co.",0.01,200000
"Car Accessories","Car Care","Equilibrium",0.02,18000
"Car Accessories","Batteries","Unique Selling Systems",0.16,10000
"Car Accessories","Interior Accessories","Ascendix Technologies",0.01,50000
"Car Accessories","Replacement Parts","Ascendix Technologies",0.01,51000
"Performance & Non-auto","RV Shelters","Corio",0.01,75000
"Performance & Non-auto","RV Shelters","Argonaut M&A",0.06,25000
"Car Accessories","Car Care","FusionOne",0,150000
"Car Accessories","Exterior Accessories","FusionOne",0,43000
"Car Accessories","Batteries","Turner Construction Company",0.16,10000
"Car Accessories","Interior Accessories","BlackRock",0.41,10000
"Car Accessories","Batteries","InSource Partners",0.02,100000
"Performance & Non-auto","Motorcycle Parts","PartsRiver",0.04,15501
"Car Accessories","Batteries","PartsRiver",0.01,70880
"Car Accessories","Exterior Accessories","JustWebIt .com",0,155014
"Car Accessories","Car Care","Citizens Communications  Cabs",0,154000
"Car Accessories","Car Care","Aqua-Aston Hospitality",0,110000
"Car Accessories","Car Care","Aqua-Aston Hospitality",0,150000
"Car Accessories","Replacement Parts","Arel Learning Solutions",0.02,60000
"Car Accessories","Interior Accessories","Northern Technologies",0.02,99000
"Performance & Non-auto","RV Shelters","Unitus Leadership Systems",0.02,60240
"Performance & Non-auto","Motorcycle Parts","Madison Keats",0.14,4000
"Car Accessories","Towing Equioment","Springer-Miller Systems",0.03,20000
"Performance & Non-auto","Motorcycle Parts","PRA Pharmaceutical Research Associates",0.01,116279
"Car Accessories","Car Care","Colliers International Property Consultants",0.04,15400
"Car Accessories","Replacement Parts","Colliers International Property Consultants",1,0
"Performance & Non-auto","RV Shelters","Advanced Systems Development",0.03,20000
"Performance & Non-auto","Motorcycle Parts","Maximal Software",0,250000
"Performance & Non-auto","RV Shelters","Maximal Software",0.01,200000
"Car Electronics","Electronics","J.L. Davis Company",1,1
"Performance & Non-auto","RV Shelters","J.L. Davis Company",0,250000
"Car Accessories","Exterior Accessories","Sperry Marine",0.01,40900
"Car Accessories","Exterior Accessories","Sperry Marine",0.01,60000
"Performance & Non-auto","Motorcycle Parts","Sperry Marine",0,125000
"Car Accessories","Exterior Accessories","International Decision Systems",0,200000
"Performance & Non-auto","Performance","International Decision Systems",1,0
"Car Accessories","Car Care","Greenlight",0,116539
"Performance & Non-auto","RV Shelters","Greenlight",0.01,100000
"Car Accessories","Exterior Accessories","Barringa",0,100000
"Car Accessories","Interior Accessories","Crosswell International Corp",0.01,400000
"Car Accessories","Replacement Parts","eB2X",0.24,5813
"Car Accessories","Car Care","Ascendum Solutions",0,120000
"Car Accessories","Car Care","Main Factors Inc",0,550000
"Performance & Non-auto","Motorcycle Parts","Valley Relocation & Storage",0,200000
"Car Accessories","Batteries","Paracelsus Healthcare",0.03,15501
"Performance & Non-auto","RV Shelters","Paracelsus Healthcare",0.03,20000
"Car Accessories","Exterior Accessories","Paracelsus Healthcare",0,65789
"Performance & Non-auto","Motorcycle Parts","Paracelsus Healthcare",0,250000
"Performance & Non-auto","RV Shelters","Outlook Ventures",0.02,101000
"Car Accessories","Replacement Parts","IMTS Silicon Motor Speedway",0.02,30000
"Car Accessories","Exterior Accessories","ConnectInc.com",0,93008
"Performance & Non-auto","RV Shelters","ConnectInc.com",0.03,40000
"Car Accessories","Towing Equioment","DgL Enterprises",0.01,142000
"Car Accessories","Batteries","FanBuzz",0.01,104294
"Car Accessories","Car Care","Scansource",0.01,50000
"Car Accessories","Exterior Accessories","Japan Venture Partners",0,65789
"Performance & Non-auto","RV Shelters","Propel Learning Solutions",0.01,162765
"Car Accessories","Interior Accessories","Propel Learning Solutions",0.22,26315
"Car Accessories","Replacement Parts","Cree",0.01,130000
"Car Accessories","Car Care","ESSI",0.09,2800
"Performance & Non-auto","RV Shelters","ESSI",0.01,100000
"Car Accessories","Exterior Accessories","ESSI",0.02,30000
"Car Accessories","Batteries","BlastOff!",0.03,56000
"Performance & Non-auto","Motorcycle Parts","Ad Tape & Label Co Inc",0,500000
"Performance & Non-auto","Performance","Ad Tape & Label Co Inc",0.13,10000
"Car Accessories","Batteries","GPC",0.16,10000
"Performance & Non-auto","Motorcycle Parts","Clayton Williams Energy",0,220000
"Car Accessories","Exterior Accessories","Clayton Williams Energy",0.05,10000
"Performance & Non-auto","Motorcycle Parts","Romeo & Sons",0,15000
"Performance & Non-auto","Motorcycle Parts","Net-Connect",0.04,10000
"Car Accessories","Replacement Parts","Hightower Inc",0.01,55000
"Car Accessories","Batteries","Genesys Telecommunications Laboratories",0.03,60000
"Car Accessories","Car Care","it20",0.01,50000
"Car Electronics","Electronics","Rodenstock USA",0.17,8000
"Car Accessories","Interior Accessories","Fusion Laboratories Inc",0.21,20000
"Car Accessories","Towing Equioment","Bayer Pharmaceutical Division",0,400000
"Performance & Non-auto","RV Shelters","R S Investments",0.01,100000
"Performance & Non-auto","Motorcycle Parts","Construction Systems Associates",0.14,4965
"Car Accessories","Batteries","Mauser Corp",0.07,16666
"Car Accessories","Replacement Parts","Mauser Corp",0.05,27064
"Car Accessories","Car Care","StyleCollaborator.com",0,400000
"Car Accessories","Replacement Parts","Bluetrain Technologies",0.01,155014
"Car Accessories","Towing Equioment","Onyx Software Corporation",0.01,100000
"Car Accessories","Replacement Parts","Asparity Decision Solutions   Inc",0.05,34350
"Car Accessories","Interior Accessories","Asparity Decision Solutions   Inc",0.01,400000
"Car Accessories","Car Care","methodfive",0.05,7000
"Performance & Non-auto","Motorcycle Parts","APM",0.02,50000
"Car Accessories","Batteries","SF MAGAZINE",0,613858
"Performance & Non-auto","Motorcycle Parts","21ST CENTURY MARKETING",0,61349
"Performance & Non-auto","Performance","National Information Solutions Cooperative",0.02,120000
"Car Accessories","Batteries","Member Clicks",0.25,3000
"Car Accessories","Exterior Accessories","Navagate",0.01,75000
"Performance & Non-auto","Motorcycle Parts","FMSI",1,0
"Car Accessories","Replacement Parts","SunGard Advisor Technologies",0,200000
"Performance & Non-auto","RV Shelters","The Robins Group",0.03,10000
"Car Accessories","Batteries","The Robins Group",1,0
"Car Accessories","Replacement Parts","Rcw Mirus",1,0
"Car Accessories","Car Care","Pitchit.com",0.01,61677
"Car Accessories","Interior Accessories","Odom Co",0.03,245398
"Car Accessories","Batteries","LOOX Software",0.01,150000
"Performance & Non-auto","RV Shelters","LOOX Software",0.02,101000
"Performance & Non-auto","Motorcycle Parts","ExxonMobil Global Services Company",0.02,50000
"Car Accessories","Interior Accessories","Topmoxie Inc",0.11,45000
"Car Accessories","Exterior Accessories","Metafile Information Systems",0,100000
"Performance & Non-auto","RV Shelters","Rochester Public Works",0.01,100000
"Performance & Non-auto","RV Shelters","TMP Worldwide",0.01,150000
"Performance & Non-auto","Motorcycle Parts","TMP Worldwide",0,180000
"Car Accessories","Exterior Accessories","Influence One",0,200000
"Car Accessories","Exterior Accessories","Influence One",0,200000
"Car Accessories","Towing Equioment","Relationone.com",0,400000
"Car Accessories","Exterior Accessories","HireRight",0,70000
"Performance & Non-auto","Performance","The Deck Guys",0.01,186046
"Car Accessories","Batteries","E & H Integrated Systems",0,250000
"Performance & Non-auto","Motorcycle Parts","CLT Research Associates",0.01,40000
"Performance & Non-auto","Motorcycle Parts","century 21 advanced realty",0.04,20000
"Performance & Non-auto","Performance","Callan Management Corporation",0,600000
"Performance & Non-auto","RV Shelters","Paul Revere Life Insurance Co",0.01,124000
"Performance & Non-auto","Motorcycle Parts","Applimation",0.02,50000
"Performance & Non-auto","Motorcycle Parts","Applimation",0,120481
"Car Accessories","Exterior Accessories","Qlan Corp",0,600000
"Performance & Non-auto","Motorcycle Parts","Qlan Corp",0.01,40000
"Car Accessories","Car Care","Ultimate Software",0,250000
"Car Accessories","Interior Accessories","Prime Global",0.09,69000
"Performance & Non-auto","Motorcycle Parts","Aura Communications",0,150000
"Car Accessories","Towing Equioment","Hafele America Co.",0.07,10000
"Performance & Non-auto","RV Shelters","Cityfeet",0.01,59000
"Performance & Non-auto","RV Shelters","Goldlantern Communications",0,1000000
"Car Accessories","Batteries","1199 National Benefit Fund For Health An",0.01,130000
"Car Accessories","Interior Accessories","energyLeader.com",0.17,28000
"Car Accessories","Batteries","Luthers and Associates",0.04,21000
"Performance & Non-auto","Motorcycle Parts","Eye On Solutions",0,110000
"Car Accessories","Replacement Parts","Medtronic Minimed",0.03,50000
"Car Accessories","Exterior Accessories","Medtronic Minimed",0.01,20000
"Performance & Non-auto","RV Shelters","ebrary",0.03,36000
"Performance & Non-auto","Motorcycle Parts","Instawatch Inc",0.01,100000
"Car Accessories","Towing Equioment","Business Integration Group",0.01,100000
"Car Accessories","Replacement Parts","Business Integration Group",0,101000
"Performance & Non-auto","Motorcycle Parts","Viad Corp",0.02,50000
"Car Accessories","Batteries","Harmonics Limited",0.01,200000
"Performance & Non-auto","RV Shelters","Blizzard Entertainment",0.06,25000
"Performance & Non-auto","RV Shelters","Enterprise Design",0.01,150000
"Car Accessories","Replacement Parts","Kewill ERP",0.06,25000
"Performance & Non-auto","RV Shelters","Heritage Environmental Services",0.01,150000
"Performance & Non-auto","RV Shelters","Renaissance Software",0,950000
"Car Accessories","Batteries","Renaissance Software",0.16,1677
"Performance & Non-auto","RV Shelters","Perkin Elmer Bio Science",0,400000
"Car Accessories","Replacement Parts","Snap-on Incorporated",0,118000
"Performance & Non-auto","RV Shelters","Vision Tech",0,400000
"Car Accessories","Interior Accessories","Vision Tech",0.17,28000
"Car Accessories","Exterior Accessories","Internet Doorway",0,50000
"Performance & Non-auto","Motorcycle Parts","Internet Doorway",0,22000
"Performance & Non-auto","RV Shelters","Accent Graphics",0.01,300000
"Performance & Non-auto","RV Shelters","BioSift",0,160000
"Car Accessories","Exterior Accessories","Shelflink",0.01,40000
"Car Accessories","Interior Accessories","CommTech Industries",0.2,27000
"Car Accessories","Exterior Accessories","CEO Project",0,50000
"Car Accessories","Replacement Parts","Interactive Design",0.03,35000
"Performance & Non-auto","Motorcycle Parts","Lloyd' Exchange",0,706105
"Performance & Non-auto","Performance","Southern Air Supply",0.04,62325
"Performance & Non-auto","RV Shelters","Sceptre Technologies",0,45000
"Performance & Non-auto","Performance","American Capital Strategies   Ltd.",0.01,250000
"Performance & Non-auto","RV Shelters","Visionary Integration Professionals",0,450000
"Software Licenses","Remote Monitoring Subscription","Harmon Consulting",0,6392
"Software Licenses","Intelligent Optimization Service License","Harmon Consulting",0,4491
"Service","Installation Services","Opportunity Resources Inc",-5.36,7000
"Batteries","Battery, High Capacity","Opportunity Resources Inc",-1.8,7000
"Kits","Starter Kit","Silodyne Company",0.68,4000
"Batteries","Battery, High Capacity","Tyconet",-1,10000
"Service","Installation Services","Tyconet",-6.27,8000
"Batteries","Battery, Low Capacity","Biospan, LLC.",-0.54,9268
"Battery Tools","Energy Meter","Biospan, LLC.",0.88,299
"Batteries","Battery, High Capacity","Amptech Corporation",-0.6,8000
"Service","Maintenance Contract","Amptech Corporation",0,24000
"Kits","Starter Kit","Gusto Manufacturing",0.6,5000
"Service","Installation Services","Gusto Manufacturing",-2.18,7000
"Software Licenses","Remote Monitoring Subscription","Biospan, LLC.",0,799
"Software Licenses","Intelligent Optimization Service License","Biospan, LLC.",0,499
"Kits","Starter Kit","Morpon Brothers",0.8,5000
"Service","Installation Services","XPower",-5.36,7000
"Batteries","Battery, High Capacity","XPower",-0.8,9000
"Kits","Starter Kit","Roseburg Products",0.2,10000
"Service","Installation Services","Roseburg Products",-7.18,9000
"Software Licenses","Remote Monitoring Subscription","Allied Technologies",0,800
"Software Licenses","Intelligent Optimization Service License","Allied Technologies",0,500
"Battery Tools","Energy Meter","Allied Technologies",0,500
"Battery Tools","Energy Meter","Allied Technologies",0,500
"Battery Tools","Power Inverter","Allied Technologies",0,2500
"Kits","Starter Kit","Opportunity Resources Inc",0.44,56000
"Service","Installation Services","Opportunity Resources Inc",-0.82,4000
"Turbines","Small Turbine","Opportunity Resources Inc",0.5,6000
"Service","Installation Services","AJC Corporation",-2.64,4000
"Service","Installation Services","Morpon Brothers",-0.82,4000
"Turbines","Small Turbine","XPower",-0.67,10000
"Service","Maintenance Contract","Harmon Consulting",0,8000
"Service","Maintenance Contract","Red Studio Designs",0,7000
"Turbines","Small Turbine","Red Studio Designs",0.75,3000
"Software Licenses","Remote Monitoring Subscription","Displaytech",0,799
"Software Licenses","Remote Monitoring Subscription","Displaytech",0,799
"Software Licenses","Remote Monitoring Subscription","Homeland Company",0,799
"Service","Maintenance Contract","Plasmosis, Inc.",0,6000
"Batteries","Battery, High Capacity","General Utilities",0.6,1000
"Service","Installation Services","Green Fields Media",0.09,1000
"Batteries","Battery, High Capacity","Green Fields Media",0.6,1000
"Batteries","Battery, High Capacity","Harmon Consulting",-0.8,9000
"Service","Maintenance Contract","Red Studio Designs",0,4000
"Turbines","Small Turbine","Datanet, Inc.",0.17,5000
"Turbines","Small Turbine","Goodman Imports",0.33,8000
"Turbines","Small Turbine","Datanet, Inc.",0,6000
"Kits","Starter Kit","Datanet, Inc.",0.6,10000
"Service","Onsite Labor","Harmon Consulting",0.14,1412
"Service","Installation Services","Harmon Consulting",0.14,4705
"Batteries","Battery, High Capacity","Green Fields Media",0.8,1000
"Service","Maintenance Contract","Green Fields Media",0,6000
"Service","Installation Services","Harmon Consulting",-5.36,7000
"Batteries","Battery, High Capacity","Plasmosis, Inc.",-1,10000
"Service","Installation Services","Plasmosis, Inc.",-0.36,3000
"Service","Installation Services","Silodyne Company",-0.82,2000
"Kits","Starter Kit","Allied Technologies",0.97,316
"Service","Installation Services","Amptech Corporation",-3.09,9000
"Service","Maintenance Contract","Biospan, LLC.",0,88648
"Turbines","Large Turbine","Biospan, LLC.",0.95,1410
"Turbines","Small Turbine","Biospan, LLC.",0.94,672
"Kits","Starter Kit","Biospan, LLC.",0.95,3358
"Service","Maintenance Contract","Datanet, Inc.",0,10000
"Turbines","Large Turbine","Morpon Brothers",0.93,700
"Service","Maintenance Contract","Morpon Brothers",0,26400
"Battery Tools","Energy Meter","Morpon Brothers",0.8,198
"Battery Tools","Power Inverter","Morpon Brothers",0.88,1495
"Kits","Starter Kit","Goodman Imports",0.68,8000
"Service","Maintenance Contract","Biospan, LLC.",0,26400
"Turbines","Small Turbine","Roseburg Products",0.33,4000
"Software Licenses","Remote Monitoring Subscription","Advanced Communications",0,799
"Kits","Starter Kit","Advanced Communications",0.93,877
"Turbines","Small Turbine","Gusto Manufacturing",-2,18000
"Turbines","Large Turbine","Advanced Communications",0.94,614
"Battery Tools","Energy Meter","Advanced Communications",0.84,1562
"Service","Maintenance Contract","Advanced Communications",0,23148
"Turbines","Large Turbine","Biospan, LLC.",0.95,2350
"Turbines","Small Turbine","Advanced Communications",0.67,40000
"Service","Installation Services","Biospan, LLC.",-2.64,32000
"Kits","Starter Kit","Biospan, LLC.",0.52,36000
"Software Licenses","Remote Monitoring Subscription","Biospan, LLC.",0,3995
"Batteries","Battery, High Capacity","AJC Corporation",0.2,2000
"Kits","Starter Kit","Morpon Brothers",0.8,5000
"Kits","Starter Kit","Roseburg Products",0.84,4000
"Service","Installation Services","Roseburg Products",-6.27,8000
"Kits","Starter Kit","Roseburg Products",0.68,4000
"Service","Maintenance Contract","XPower",0,6000
"Turbines","Small Turbine","XPower",-0.5,9000
"Kits","Starter Kit","Goodman Imports",0.6,50000
"Service","Installation Services","Goodman Imports",-0.82,60000
"Service","Installation Services","Upstyle Inc.",-3.55,5000
"Batteries","Battery, High Capacity","Upstyle Inc.",-0.4,7000
"Service","Maintenance Contract","Upstyle Inc.",0,8000
"Turbines","Small Turbine","Upstyle Inc.",0.5,6000
"Kits","Starter Kit","Opportunity Resources Inc",0.28,36000
"Batteries","Battery, High Capacity","Green Fields Media",-17,90000
"Kits","Starter Kit","Morpon Brothers",0.92,1000
"Batteries","Battery, High Capacity","Open Source Inc.",-0.4,7000
"Service","Maintenance Contract","Open Source Inc.",0,7000
"Software Licenses","Remote Monitoring Subscription","Vand Enterprises, Inc.",0,799
"Software Licenses","Intelligent Optimization Service License","Vand Enterprises, Inc.",0,499
"Kits","Starter Kit","Roseburg Products",0.84,2000
"Service","Installation Services","Roseburg Products",-3.55,5000
"Service","Installation Services","Southern Solutions",-0.36,3000
"Kits","Starter Kit","Biospan, LLC.",0.92,1000
"Turbines","Large Turbine","Biospan, LLC.",0.93,700
"Battery Tools","Energy Meter","Biospan, LLC.",0.8,198
"Batteries","Battery, High Capacity","Southern Solutions",-0.8,9000
"Turbines","Small Turbine","Optos Inc.",-2.83,23000
"Kits","Starter Kit","Open Source Inc.",0.6,10000
"Batteries","Battery, High Capacity","Permadyne GmbH, LTD",-1.8,7000
"Service","Maintenance Contract","Permadyne GmbH, LTD",0,4000
"Turbines","Small Turbine","Permadyne GmbH, LTD",-0.33,112000
"Battery Tools","Energy Meter","General Utilities",0.85,153
"Software Licenses","Remote Monitoring Subscription","General Utilities",0,799
"Batteries","Battery, Low Capacity","General Utilities",-0.78,2672
"Battery Tools","Power Inverter","General Utilities",0.91,232
"Kits","Starter Kit","General Utilities",0.94,775
"Turbines","Large Turbine","General Utilities",0.95,542
"Service","Maintenance Contract","General Utilities",0,40897
"Turbines","Large Turbine","General Utilities",0.95,542
"Turbines","Small Turbine","General Utilities",0.94,387
"Service","Installation Services","Permadyne GmbH, LTD",-8.09,180000
"Service","Maintenance Contract","Silodyne Company",0,6000
"Turbines","Small Turbine","Silodyne Company",-0.33,8000
"Service","Installation Services","Advanced Communications",-27.45,31300
"Service","Installation Services","Missoula & Sons Inc.",-2.18,35000
"Software Licenses","Remote Monitoring Subscription","Ohana, Inc.",0,800
"Software Licenses","Intelligent Optimization Service License","Ohana, Inc.",0,500
"Software Licenses","Remote Monitoring Subscription","Morpon Brothers",0,799
"Software Licenses","Remote Monitoring Subscription","Morpon Brothers",0,799
"Software Licenses","Intelligent Optimization Service License","Morpon Brothers",0,499
"Turbines","Small Turbine","Larry Baxter",0.67,6000
"Software Licenses","Intelligent Optimization Service License","Larry Baxter",0,499
"Service","Maintenance Contract","Morpon Brothers",0,33921
"Product","Product A","Morpon Brothers",0.36,385
"Kits","Starter Kit","Morpon Brothers",0.95,642
"Turbines","Large Turbine","Morpon Brothers",0.96,450
"Battery Tools","Energy Meter","Morpon Brothers",0.87,127
"Turbines","Large Turbine","Morpon Brothers",0.96,450
"Turbines","Small Turbine","Morpon Brothers",0.95,321
"Batteries","Battery, Low Capacity","Morpon Brothers",-0.48,2216
"Service","Onsite Labor","Morpon Brothers",0.36,96
"Batteries","Battery, High Capacity","Harmon Consulting",-0.4,7000
"Batteries","Battery, High Capacity","Harmon Consulting",-0.2,6000
"Service","Maintenance Contract","Morpon Brothers",0,33921
"Software Licenses","Remote Monitoring Subscription","Morpon Brothers",0,799
"Software Licenses","Remote Monitoring Subscription","Morpon Brothers",0,799
