"TARGET_DATE","ACCOUNT_ID","Activities","BEHIND_TARGET","AHEAD_TARGET","Hours","ON_TARGET","Offset"
"1/1/17","A0112",159,94100,61200,145,81200,34140390
"1/2/17","A0112",120,107300,61200,133,83100,31461990
"1/3/17","A0112",58,125500,61200,63,88100,29042790
"1/4/17","A0112",190,125500,61200,179,92700,26364390
"1/5/17","A0112",151,125500,42400,141,87000,23772390
"1/6/17","A0112",119,125500,42400,106,92600,21093990
"1/7/17","A0112",146,125500,42400,135,93900,18501990
"1/8/17","A0112",101,125500,42400,134,97300,15823590
"1/9/17","A0112",46,125500,37000,106,87200,13145190
"1/10/17","A0112",137,126900,37000,156,87400,10553190
"1/11/17","A0112",61,126900,37000,71,83600,7874790
"1/12/17","A0112",100,126900,37000,111,88000,5282790
"1/1/18","A0112",123,126900,37000,156,83100,2604390
"1/2/18","A0112",66,126900,37000,73,80600,-74010
"1/5/13","A0113",58,54600,27000,48,41100,150002790
"1/6/13","A0113",151,54600,14600,124,37300,147324390
"1/7/13","A0113",37,54600,14600,38,38200,144732390
"1/8/13","A0113",50,54600,14600,50,36000,142053990
"1/9/13","A0113",79,63600,14600,66,37900,139375590
"1/10/13","A0113",116,63600,14600,103,39300,136783590
"1/11/13","A0113",59,63600,14600,50,37100,134105190
"1/12/13","A0113",83,75000,14600,65,40000,131513190
"1/1/14","A0113",28,75000,22700,21,42800,128834790
"1/2/14","A0113",102,75000,22700,113,42500,126156390
"1/3/14","A0113",83,75000,22700,86,44800,123737190
"1/4/14","A0113",77,75000,22700,78,45300,121058790
"1/5/14","A0113",123,75000,22700,116,44300,118466790
"1/6/14","A0113",43,75000,29400,50,48600,115788390
"1/7/14","A0113",63,67600,17800,81,40400,113196390
"1/8/14","A0113",90,67600,17800,96,44100,110517990
"1/9/14","A0113",39,67600,17800,89,45000,107839590
"1/10/14","A0113",82,67600,17800,107,44600,105247590
"1/11/14","A0113",67,59800,17800,93,41700,102569190
"1/12/14","A0113",177,59800,17800,137,40700,99977190
"1/1/15","A0113",63,59800,17800,56,39300,97298790
"1/2/15","A0113",92,59800,22900,82,41500,94620390
"1/3/15","A0113",83,47400,22900,91,37100,92201190
"1/4/15","A0113",55,51100,22900,67,38600,89522790
"1/5/15","A0113",104,51100,22900,97,38600,86930790
"1/6/15","A0113",182,65500,22900,140,41200,84252390
"1/7/15","A0113",68,65500,29000,51,43700,81660390
"1/8/15","A0113",106,65500,29000,81,42100,78981990
"1/9/15","A0113",138,65500,29000,109,43000,76303590
"1/10/15","A0113",108,65500,31500,100,44300,73711590
"1/11/15","A0113",68,65500,31500,79,45100,71033190
"1/12/15","A0113",57,80900,31500,63,50400,68441190
"1/1/16","A0113",128,80900,27000,122,44900,65762790
"1/2/16","A0113",84,80900,27000,70,44700,63084390
"1/3/16","A0113",140,80900,27000,110,48800,60578790
"1/4/16","A0113",112,80900,27000,97,50700,57900390
"1/5/16","A0113",72,80900,27000,90,50400,55308390
"1/6/16","A0113",80,80900,27000,92,47300,52629990
"1/7/16","A0113",61,69200,27000,64,45600,50037990
"1/8/16","A0113",169,69200,34800,135,48600,47359590
"1/9/16","A0113",61,69200,34800,61,50000,44681190
"1/10/16","A0113",149,69200,34800,126,48200,42089190
"1/11/16","A0113",80,69200,34800,61,47900,39410790
"1/12/16","A0113",79,69200,34800,72,49500,36818790
"1/1/17","A0113",74,69200,43500,69,50700,34140390
"1/2/17","A0113",131,85300,43500,136,53000,31461990
"1/3/17","A0113",77,85300,29500,71,50400,29042790
"1/4/17","A0113",98,85300,29500,94,55400,26364390
"1/5/17","A0113",90,85300,29500,81,54800,23772390
"1/6/17","A0113",51,85300,29500,59,54600,21093990
"1/7/17","A0113",71,85300,29500,107,54200,18501990
"1/8/17","A0113",120,85300,29500,127,59200,15823590
"1/9/17","A0113",47,84600,29500,74,52500,13145190
"1/10/17","A0113",142,84600,38700,124,55100,10553190
"1/11/17","A0113",58,78100,38700,58,50800,7874790
"1/12/17","A0113",134,78100,26900,112,48600,5282790
"1/1/18","A0113",61,78100,26900,66,48100,2604390
"1/2/18","A0113",93,78100,26900,81,52200,-74010
"1/5/13","A0114",44,41100,22400,45,31800,150002790
"1/6/13","A0114",72,41100,22400,72,30400,147324390
"1/7/13","A0114",59,41100,22400,51,30000,144732390
"1/8/13","A0114",98,41100,22400,77,31700,142053990
"1/9/13","A0114",67,41100,22400,54,31900,139375590
"1/10/13","A0114",51,41100,22400,48,32800,136783590
"1/11/13","A0114",89,41000,22400,73,30300,134105190
"1/12/13","A0114",103,41000,22400,80,30600,131513190
"1/1/14","A0114",98,41000,23400,76,32200,128834790
"1/2/14","A0114",141,52500,23400,105,35600,126156390
"1/3/14","A0114",71,52500,23400,61,35000,123737190
"1/4/14","A0114",77,52500,23900,64,36200,121058790
"1/5/14","A0114",92,52500,23900,88,38500,118466790
"1/6/14","A0114",70,52500,31400,76,42000,115788390
"1/7/14","A0114",60,52500,31400,78,42400,113196390
"1/8/14","A0114",80,52500,31400,91,44400,110517990
"1/9/14","A0114",77,51900,23800,84,40300,107839590
"1/10/14","A0114",129,51900,23800,121,38700,105247590
"1/11/14","A0114",118,51900,23800,114,40100,102569190
"1/12/14","A0114",66,48400,23800,72,37000,99977190
"1/1/15","A0114",47,48400,23800,55,35900,97298790
"1/2/15","A0114",113,48400,23800,104,35000,94620390
"1/3/15","A0114",55,43600,23800,54,34400,92201190
"1/4/15","A0114",114,52600,25300,93,38500,89522790
"1/5/15","A0114",63,52600,30000,54,42100,86930790
"1/6/15","A0114",72,52600,28400,76,40200,84252390
"1/7/15","A0114",108,52600,28400,91,40200,81660390
"1/8/15","A0114",49,57400,28400,53,42700,78981990
"1/9/15","A0114",113,57400,18100,105,40100,76303590
"1/10/15","A0114",60,57400,18100,69,41200,73711590
"1/11/15","A0114",39,57400,18100,46,38000,71033190
"1/12/15","A0114",90,57400,18100,79,36900,68441190
"1/1/16","A0114",93,57400,18100,96,40100,65762790
"1/2/16","A0114",68,57400,18100,62,39700,63084390
"1/3/16","A0114",77,70500,18100,83,41600,60578790
"1/4/16","A0114",98,70500,25100,83,42600,57900390
"1/5/16","A0114",71,70500,25100,78,39600,55308390
"1/6/16","A0114",66,70500,25100,66,41800,52629990
"1/7/16","A0114",127,70500,25100,108,42800,50037990
"1/8/16","A0114",76,70500,25100,77,39900,47359590
"1/9/16","A0114",118,70500,25100,95,40600,44681190
"1/10/16","A0114",116,50300,25100,91,37600,42089190
"1/11/16","A0114",133,50300,30300,95,39800,39410790
"1/12/16","A0114",116,50300,30300,91,41500,36818790
"1/1/17","A0114",104,63600,30300,86,44200,34140390
"1/2/17","A0114",81,63600,30300,67,44300,31461990
"1/3/17","A0114",68,63600,32600,62,48500,29042790
"1/4/17","A0114",94,63600,40300,100,52300,26364390
"1/5/17","A0114",85,63600,40300,88,53100,23772390
"1/6/17","A0114",63,63600,43000,76,55800,21093990
"1/7/17","A0114",76,63600,39300,85,55200,18501990
"1/8/17","A0114",90,59900,39000,106,51700,15823590
"1/9/17","A0114",90,59900,30800,105,48900,13145190
"1/10/17","A0114",91,59500,30800,96,46800,10553190
"1/11/17","A0114",40,59000,30800,49,46400,7874790
"1/12/17","A0114",113,59000,30800,109,43600,5282790
"1/1/18","A0114",65,57200,30800,62,42900,2604390
"1/2/18","A0114",98,57300,30800,76,45500,-74010
"1/5/13","A0115",85,67000,4300,45,34900,150002790
"1/6/13","A0115",163,67000,4300,110,33500,147324390
"1/7/13","A0115",68,67000,24700,49,39500,144732390
"1/8/13","A0115",64,67000,24700,55,39800,142053990
"1/9/13","A0115",79,67000,24700,62,39200,139375590
"1/10/13","A0115",74,67000,24700,72,43100,136783590
"1/11/13","A0115",81,67000,24700,70,41900,134105190
"1/12/13","A0115",45,62100,24700,43,41200,131513190
"1/1/14","A0115",100,62100,28000,80,42600,128834790
"1/2/14","A0115",125,62100,28000,103,41400,126156390
"1/3/14","A0115",103,62100,28000,95,42100,123737190
"1/4/14","A0115",79,62100,28000,65,46000,121058790
"1/5/14","A0115",60,62100,28000,66,46900,118466790
"1/6/14","A0115",65,62100,32400,73,47500,115788390
"1/7/14","A0115",86,59100,32400,96,46400,113196390
"1/8/14","A0115",105,59100,32400,99,49900,110517990
"1/9/14","A0115",66,59100,32400,73,50200,107839590
"1/10/14","A0115",17,59100,32400,30,48800,105247590
"1/11/14","A0115",70,59000,32400,99,46100,102569190
"1/12/14","A0115",13,58900,32400,31,42400,99977190
"1/1/15","A0115",50,58900,33000,95,45300,97298790
"1/2/15","A0115",27,58900,33000,50,44100,94620390
"1/3/15","A0115",21,52600,33000,57,42300,92201190
"1/4/15","A0115",21,52600,11200,36,38100,89522790
"1/5/15","A0115",15,52700,11200,59,40300,86930790
"1/6/15","A0115",32,52700,11200,75,36600,84252390
"1/7/15","A0115",49,53000,11200,81,39500,81660390
"1/8/15","A0115",41,53000,11200,60,34800,78981990
"1/9/15","A0115",196,53000,11200,147,31800,76303590
"1/10/15","A0115",34,53000,11200,28,27200,73711590
"1/11/15","A0115",163,53000,14900,109,29400,71033190
"1/12/15","A0115",92,53000,14900,71,27900,68441190
"1/1/16","A0115",82,53000,14900,61,31800,65762790
"1/2/16","A0115",192,42300,14900,132,29600,63084390
"1/3/16","A0115",45,86700,14900,29,39100,60578790
"1/4/16","A0115",229,86700,14900,146,38800,57900390
"1/5/16","A0115",137,86700,21700,92,45800,55308390
"1/6/16","A0115",54,86700,21700,48,50500,52629990
"1/7/16","A0115",177,86700,21700,133,49400,50037990
"1/8/16","A0115",101,86700,21700,96,54800,47359590
"1/9/16","A0115",64,86700,12700,56,51300,44681190
"1/10/16","A0115",98,80400,12700,88,50100,42089190
"1/11/16","A0115",86,80400,12700,75,53600,39410790
"1/12/16","A0115",71,80400,12700,72,49000,36818790
"1/1/17","A0115",109,85400,12700,112,52800,34140390
"1/2/17","A0115",68,85400,12700,59,58000,31461990
"1/3/17","A0115",46,85400,12700,60,52200,29042790
"1/4/17","A0115",134,85400,32500,121,59600,26364390
"1/5/17","A0115",96,85400,32500,96,56200,23772390
"1/6/17","A0115",68,85400,32500,71,56800,21093990
"1/7/17","A0115",73,85400,39900,82,60400,18501990
"1/8/17","A0115",20,70300,38300,37,53600,15823590
"1/9/17","A0115",50,64900,38300,83,49300,13145190
"1/10/17","A0115",43,70400,38300,58,53700,10553190
"1/11/17","A0115",48,70400,38300,76,53100,7874790
"1/12/17","A0115",32,70400,38300,45,50700,5282790
"1/1/18","A0115",43,70400,38300,61,51800,2604390
"1/2/18","A0115",33,70400,22300,44,46800,-74010
"1/5/13","A0116",75,55600,17600,53,38600,150002790
"1/6/13","A0116",65,55600,17600,74,36900,147324390
"1/7/13","A0116",15,55600,23500,32,38800,144732390
"1/8/13","A0116",87,55600,23500,110,37000,142053990
"1/9/13","A0116",22,48000,23500,29,33300,139375590
"1/10/13","A0116",115,48000,26500,107,34400,136783590
"1/11/13","A0116",122,37200,24100,100,30900,134105190
"1/12/13","A0116",78,37200,24100,64,30900,131513190
"1/1/14","A0116",57,37200,18200,45,29700,128834790
"1/2/14","A0116",85,64500,18200,75,34500,126156390
"1/3/14","A0116",93,64500,18200,86,31800,123737190
"1/4/14","A0116",161,64500,18200,124,35500,121058790
"1/5/14","A0116",122,64500,18200,95,38800,118466790
"1/6/14","A0116",56,64500,18200,42,40200,115788390
"1/7/14","A0116",81,64500,18200,81,39600,113196390
"1/8/14","A0116",158,64500,18800,138,41600,110517990
"1/9/14","A0116",29,55800,18800,45,38800,107839590
"1/10/14","A0116",79,55800,32300,86,43500,105247590
"1/11/14","A0116",53,53300,32300,77,41600,102569190
"1/12/14","A0116",115,51800,18300,124,36600,99977190
"1/1/15","A0116",32,51800,18300,30,38500,97298790
"1/2/15","A0116",64,51800,18300,67,41200,94620390
"1/3/15","A0116",122,51800,18300,129,39400,92201190
"1/4/15","A0116",65,51800,18300,83,38700,89522790
"1/5/15","A0116",114,51300,18300,96,36400,86930790
"1/6/15","A0116",93,54700,18300,74,38100,84252390
"1/7/15","A0116",130,54700,15400,110,37700,81660390
"1/8/15","A0116",86,54700,15400,73,35900,78981990
"1/9/15","A0116",153,58100,15400,120,36900,76303590
"1/10/15","A0116",106,58100,15400,79,40300,73711590
"1/11/15","A0116",71,58100,15400,68,41600,71033190
"1/12/15","A0116",102,58100,15400,84,43100,68441190
"1/1/16","A0116",137,58100,15400,116,42900,65762790
"1/2/16","A0116",83,58100,34900,72,47100,63084390
"1/3/16","A0116",84,61300,44100,91,50900,60578790
"1/4/16","A0116",104,61300,36700,115,47800,57900390
"1/5/16","A0116",26,61300,36700,34,47200,55308390
"1/6/16","A0116",96,61300,36700,111,46200,52629990
"1/7/16","A0116",82,61300,36700,84,47300,50037990
"1/8/16","A0116",121,61300,36700,131,45000,47359590
"1/9/16","A0116",102,61300,36700,89,44000,44681190
"1/10/16","A0116",178,55500,36700,144,43200,42089190
"1/11/16","A0116",43,55500,19400,34,40700,39410790
"1/12/16","A0116",119,61200,19400,105,43800,36818790
"1/1/17","A0116",102,61200,19400,86,45300,34140390
"1/2/17","A0116",73,65800,19400,73,47100,31461990
"1/3/17","A0116",183,65800,19400,146,48000,29042790
"1/4/17","A0116",52,79500,19400,42,54000,26364390
"1/5/17","A0116",56,79500,19400,56,49400,23772390
"1/6/17","A0116",135,79500,23900,115,55100,21093990
"1/7/17","A0116",56,79500,23900,93,54300,18501990
"1/8/17","A0116",42,79500,23900,54,51900,15823590
"1/9/17","A0116",81,85600,23900,109,54700,13145190
"1/10/17","A0116",91,85600,23900,96,51900,10553190
"1/11/17","A0116",45,85600,23900,58,46100,7874790
"1/12/17","A0116",69,85600,24300,67,51900,5282790
"1/1/18","A0116",65,85600,24300,77,49600,2604390
"1/2/18","A0116",66,85600,24300,95,46200,-74010
"1/5/13","A0117",111,59700,23800,78,39200,150002790
"1/6/13","A0117",53,59700,23800,54,38500,147324390
"1/7/13","A0117",73,59700,27300,67,40100,144732390
"1/8/13","A0117",88,59700,27300,81,38900,142053990
"1/9/13","A0117",75,59700,32500,64,40100,139375590
"1/10/13","A0117",134,59700,34100,117,40400,136783590
"1/11/13","A0117",47,59700,34100,43,42100,134105190
"1/12/13","A0117",70,49300,34100,65,38400,131513190
"1/1/14","A0117",75,49300,34100,65,38700,128834790
"1/2/14","A0117",121,49300,34100,119,40500,126156390
"1/3/14","A0117",57,49300,34100,56,39600,123737190
"1/4/14","A0117",135,80500,34100,125,46000,121058790
"1/5/14","A0117",66,80500,27800,59,45000,118466790
"1/6/14","A0117",45,80500,27800,49,43800,115788390
"1/7/14","A0117",92,80500,27800,91,43500,113196390
"1/8/14","A0117",107,80500,27800,118,46600,110517990
"1/9/14","A0117",67,80500,27800,106,44000,107839590
"1/10/14","A0117",66,80500,27800,76,46300,105247590
"1/11/14","A0117",100,57300,27800,109,40000,102569190
"1/12/14","A0117",89,57300,25800,73,39700,99977190
"1/1/15","A0117",96,57300,25800,101,39900,97298790
"1/2/15","A0117",62,57300,25800,61,41900,94620390
"1/3/15","A0117",54,55200,25800,80,40800,92201190
"1/4/15","A0117",40,55200,25800,53,41600,89522790
"1/5/15","A0117",86,52700,25800,96,41300,86930790
"1/6/15","A0117",171,52700,25800,142,41100,84252390
"1/7/15","A0117",166,52700,35300,132,43500,81660390
"1/8/15","A0117",97,52700,32500,81,42100,78981990
"1/9/15","A0117",156,52700,32500,123,40300,76303590
"1/10/15","A0117",61,52700,23200,56,36500,73711590
"1/11/15","A0117",147,53700,23200,121,39100,71033190
"1/12/15","A0117",116,66400,23200,96,41000,68441190
"1/1/16","A0117",135,66400,23200,105,45100,65762790
"1/2/16","A0117",105,66400,23200,78,46000,63084390
"1/3/16","A0117",101,66400,23200,74,50100,60578790
"1/4/16","A0117",88,66400,23200,77,49500,57900390
"1/5/16","A0117",148,72000,28900,140,56400,55308390
"1/6/16","A0117",97,72000,28900,110,57200,52629990
"1/7/16","A0117",90,72000,28900,92,54500,50037990
"1/8/16","A0117",165,72000,28900,142,51900,47359590
"1/9/16","A0117",54,72000,28900,46,50400,44681190
"1/10/16","A0117",168,72000,28900,150,47600,42089190
"1/11/16","A0117",65,76800,38200,62,54400,39410790
"1/12/16","A0117",41,76800,38200,63,53300,36818790
"1/1/17","A0117",117,76800,38200,109,52200,34140390
"1/2/17","A0117",57,85600,38200,59,57600,31461990
"1/3/17","A0117",126,85600,25900,107,54800,29042790
"1/4/17","A0117",100,85600,25900,92,61200,26364390
"1/5/17","A0117",76,85600,25900,91,59800,23772390
"1/6/17","A0117",91,85600,25900,104,53900,21093990
"1/7/17","A0117",53,85600,25900,76,54800,18501990
"1/8/17","A0117",48,85600,25900,62,52100,15823590
"1/9/17","A0117",146,83400,25900,167,49600,13145190
"1/10/17","A0117",85,83400,31600,73,54600,10553190
"1/11/17","A0117",62,70100,31600,61,49600,7874790
"1/12/17","A0117",76,70100,32000,67,52200,5282790
"1/1/18","A0117",55,70100,32000,70,53800,2604390
"1/2/18","A0117",65,68600,32000,97,48500,-74010
"1/5/13","A0118",134,61000,29600,98,42600,150002790
"1/6/13","A0118",80,61000,29600,67,42100,147324390
"1/7/13","A0118",89,61000,39000,78,45200,144732390
"1/8/13","A0118",109,61000,39000,111,45000,142053990
"1/9/13","A0118",88,61000,39100,84,47100,139375590
"1/10/13","A0118",70,53600,39100,66,45300,136783590
"1/11/13","A0118",69,53600,39100,59,46100,134105190
"1/12/13","A0118",71,53600,30400,71,44300,131513190
"1/1/14","A0118",97,53600,30400,103,45300,128834790
"1/2/14","A0118",84,63400,30400,105,47000,126156390
"1/3/14","A0118",92,63400,30400,97,49700,123737190
"1/4/14","A0118",117,63400,30400,121,47600,121058790
"1/5/14","A0118",98,63400,30400,91,46300,118466790
"1/6/14","A0118",102,63400,30400,93,45700,115788390
"1/7/14","A0118",108,63400,38900,118,47700,113196390
"1/8/14","A0118",34,63400,36700,74,46300,110517990
"1/9/14","A0118",47,59100,36700,99,45500,107839590
"1/10/14","A0118",111,57500,36700,130,44900,105247590
"1/11/14","A0118",108,57500,33600,112,44100,102569190
"1/12/14","A0118",75,57500,33600,82,43600,99977190
"1/1/15","A0118",75,57500,33600,79,44300,97298790
"1/2/15","A0118",56,57500,29600,88,42300,94620390
"1/3/15","A0118",38,57500,28500,93,41100,92201190
"1/4/15","A0118",33,55300,28500,66,40600,89522790
"1/5/15","A0118",147,54000,28500,144,39000,86930790
"1/6/15","A0118",101,54000,28300,86,38200,84252390
"1/7/15","A0118",153,54000,28300,120,37600,81660390
"1/8/15","A0118",74,54000,28300,56,35300,78981990
"1/9/15","A0118",232,54000,28300,171,36000,76303590
"1/10/15","A0118",129,54000,28300,100,36700,73711590
"1/11/15","A0118",127,70900,28300,98,39100,71033190
"1/12/15","A0118",163,70900,28300,110,40100,68441190
"1/1/16","A0118",160,70900,31200,108,43800,65762790
"1/2/16","A0118",163,70900,31600,112,44200,63084390
"1/3/16","A0118",141,94500,33400,99,53200,60578790
"1/4/16","A0118",194,94500,33400,157,56400,57900390
"1/5/16","A0118",110,94500,34300,96,59600,55308390
"1/6/16","A0118",98,94500,34300,96,58600,52629990
"1/7/16","A0118",117,94500,34300,94,59700,50037990
"1/8/16","A0118",128,94500,34300,126,60500,47359590
"1/9/16","A0118",57,94500,48100,65,62400,44681190
"1/10/16","A0118",121,75700,48100,135,59700,42089190
"1/11/16","A0118",69,75700,48100,71,60200,39410790
"1/12/16","A0118",116,75700,48100,132,60400,36818790
"1/1/17","A0118",87,75700,48100,91,59200,34140390
"1/2/17","A0118",100,75700,48100,102,61500,31461990
"1/3/17","A0118",130,75700,35400,125,58200,29042790
"1/4/17","A0118",79,83300,35400,84,63200,26364390
"1/5/17","A0118",77,83300,34400,90,57300,23772390
"1/6/17","A0118",106,83300,34400,114,57300,21093990
"1/7/17","A0118",45,83300,34400,82,57100,18501990
"1/8/17","A0118",81,83300,34400,101,59000,15823590
"1/9/17","A0118",127,83300,34400,153,58200,13145190
"1/10/17","A0118",72,83300,34400,75,58800,10553190
"1/11/17","A0118",47,70300,34400,60,53500,7874790
"1/12/17","A0118",114,70300,39600,114,57000,5282790
"1/1/18","A0118",41,70300,27900,84,52400,2604390
"1/2/18","A0118",27,70300,27900,63,52100,-74010
"1/5/13","A0119",156,63800,1300,80,32800,150002790
"1/6/13","A0119",95,63800,1300,81,31000,147324390
"1/7/13","A0119",81,63800,7300,58,35500,144732390
"1/8/13","A0119",64,50200,7300,59,29000,142053990
"1/9/13","A0119",75,50200,18000,58,32700,139375590
"1/10/13","A0119",56,50200,18000,66,31700,136783590
"1/11/13","A0119",145,50200,18000,122,33000,134105190
"1/12/13","A0119",33,49300,18000,29,32900,131513190
"1/1/14","A0119",103,49300,18000,72,35400,128834790
"1/2/14","A0119",87,49300,18000,68,34800,126156390
"1/3/14","A0119",96,49300,28200,86,37600,123737190
"1/4/14","A0119",99,49300,28200,102,38700,121058790
"1/5/14","A0119",118,68600,28200,129,44000,118466790
"1/6/14","A0119",62,68600,18200,74,40200,115788390
"1/7/14","A0119",73,68600,18200,78,39200,113196390
"1/8/14","A0119",158,68600,18200,140,37700,110517990
"1/9/14","A0119",70,68600,18200,76,39000,107839590
"1/10/14","A0119",94,68600,18200,114,38700,105247590
"1/11/14","A0119",122,68600,18200,109,40600,102569190
"1/12/14","A0119",38,54100,18200,41,34500,99977190
"1/1/15","A0119",72,54100,25500,56,36100,97298790
"1/2/15","A0119",57,54100,25500,60,37200,94620390
"1/3/15","A0119",35,54100,25500,51,37200,92201190
"1/4/15","A0119",45,60400,25500,82,40400,89522790
"1/5/15","A0119",64,60400,25500,76,43400,86930790
"1/6/15","A0119",76,60400,15800,81,38000,84252390
"1/7/15","A0119",66,60400,15800,65,38900,81660390
"1/8/15","A0119",78,60400,15800,74,39300,78981990
"1/9/15","A0119",76,60400,15800,95,35300,76303590
"1/10/15","A0119",55,60400,15800,69,35900,73711590
"1/11/15","A0119",107,57000,15800,105,34000,71033190
"1/12/15","A0119",80,47500,15800,66,31000,68441190
"1/1/16","A0119",131,47500,23100,95,33100,65762790
"1/2/16","A0119",91,47500,23100,70,33900,63084390
"1/3/16","A0119",90,50100,23100,72,36500,60578790
"1/4/16","A0119",136,50100,30200,108,39300,57900390
"1/5/16","A0119",84,51300,30200,73,42200,55308390
"1/6/16","A0119",105,51300,30200,89,40200,52629990
"1/7/16","A0119",177,51300,30200,130,41500,50037990
"1/8/16","A0119",107,51300,33400,88,42600,47359590
"1/9/16","A0119",127,51300,33400,105,42600,44681190
"1/10/16","A0119",59,64600,33400,56,44700,42089190
"1/11/16","A0119",88,64600,33400,85,44500,39410790
"1/12/16","A0119",126,64600,33400,114,43300,36818790
"1/1/17","A0119",97,69100,37300,86,48400,34140390
"1/2/17","A0119",91,69100,37300,80,48900,31461990
"1/3/17","A0119",125,69100,37300,113,52000,29042790
"1/4/17","A0119",75,69100,28600,80,50800,26364390
"1/5/17","A0119",77,69100,28600,88,47300,23772390
"1/6/17","A0119",106,69100,28600,110,50500,21093990
"1/7/17","A0119",113,69100,28600,128,51100,18501990
"1/8/17","A0119",65,64000,28600,75,46500,15823590
"1/9/17","A0119",131,64000,28600,110,48400,13145190
"1/10/17","A0119",96,64000,28600,79,44900,10553190
"1/11/17","A0119",19,64000,35300,19,47000,7874790
"1/12/17","A0119",88,64000,35300,97,49600,5282790
"1/1/18","A0119",19,61900,35300,30,48200,2604390
"1/2/18","A0119",66,61900,35300,94,49200,-74010
"1/5/13","A0120",106,68600,12100,65,36000,150002790
"1/6/13","A0120",57,68600,12100,47,34700,147324390
"1/7/13","A0120",49,68600,16800,55,40300,144732390
"1/8/13","A0120",40,68600,16000,57,36300,142053990
"1/9/13","A0120",69,51100,16000,74,30000,139375590
"1/10/13","A0120",56,54500,16000,46,35400,136783590
"1/11/13","A0120",58,54500,16000,50,35200,134105190
"1/12/13","A0120",53,54500,16000,51,34100,131513190
"1/1/14","A0120",72,54500,16000,67,34800,128834790
"1/2/14","A0120",67,54500,16000,61,32800,126156390
"1/3/14","A0120",107,61000,24800,95,39200,123737190
"1/4/14","A0120",68,61000,26200,72,39400,121058790
"1/5/14","A0120",76,61000,26200,80,37200,118466790
"1/6/14","A0120",92,61000,26200,76,36300,115788390
"1/7/14","A0120",62,61000,26200,56,38200,113196390
"1/8/14","A0120",102,61000,26200,113,37400,110517990
"1/9/14","A0120",63,61000,26200,72,38900,107839590
"1/10/14","A0120",51,47000,26200,63,35300,105247590
"1/11/14","A0120",87,47000,27200,73,37600,102569190
"1/12/14","A0120",62,47000,27200,66,37800,99977190
"1/1/15","A0120",98,47000,25600,87,36900,97298790
"1/2/15","A0120",62,51200,25600,67,38500,94620390
"1/3/15","A0120",51,51200,25600,61,39100,92201190
"1/4/15","A0120",11,51200,25600,24,37200,89522790
"1/5/15","A0120",110,51200,25600,131,38600,86930790
"1/6/15","A0120",90,51200,25600,82,36600,84252390
"1/7/15","A0120",105,51200,25600,90,37100,81660390
"1/8/15","A0120",96,51200,24100,72,36900,78981990
"1/9/15","A0120",85,45800,24100,73,34000,76303590
"1/10/15","A0120",115,45800,10600,95,31100,73711590
"1/11/15","A0120",83,70300,10600,71,36300,71033190
"1/12/15","A0120",72,70300,10600,65,36800,68441190
"1/1/16","A0120",88,70300,10600,71,41000,65762790
"1/2/16","A0120",112,70300,10600,91,40500,63084390
"1/3/16","A0120",105,70300,10600,72,42600,60578790
"1/4/16","A0120",114,70300,10600,97,45700,57900390
"1/5/16","A0120",82,70300,38700,75,50600,55308390
"1/6/16","A0120",18,57900,38700,36,46300,52629990
"1/7/16","A0120",93,57900,32000,96,43800,50037990
"1/8/16","A0120",63,54900,32000,65,43400,47359590
"1/9/16","A0120",39,54900,32000,44,43200,44681190
"1/10/16","A0120",168,57900,32000,140,45900,42089190
"1/11/16","A0120",75,57900,32000,69,44300,39410790
"1/12/16","A0120",98,57900,22300,81,41100,36818790
"1/1/17","A0120",121,68400,22300,95,45000,34140390
"1/2/17","A0120",80,68400,22300,72,46800,31461990
"1/3/17","A0120",79,68400,22300,80,42300,29042790
"1/4/17","A0120",84,91200,22300,76,49900,26364390
"1/5/17","A0120",61,91200,22300,56,48000,23772390
"1/6/17","A0120",85,91200,22300,82,48000,21093990
"1/7/17","A0120",62,91200,23400,69,53200,18501990
"1/8/17","A0120",43,91200,23400,54,49800,15823590
"1/9/17","A0120",110,91200,23400,116,51200,13145190
"1/10/17","A0120",49,91200,41400,57,54600,10553190
"1/11/17","A0120",43,59000,32400,61,46200,7874790
"1/12/17","A0120",72,59000,32400,73,46900,5282790
"1/1/18","A0120",49,59000,32400,70,46200,2604390
"1/2/18","A0120",21,54000,32400,42,42500,-74010
"1/5/13","A0121",71,58200,14600,46,28800,150002790
"1/6/13","A0121",116,58200,14600,79,29400,147324390
"1/7/13","A0121",59,58200,16200,47,31500,144732390
"1/8/13","A0121",85,58200,16200,75,35800,142053990
"1/9/13","A0121",87,58200,16200,68,35700,139375590
"1/10/13","A0121",62,58200,16200,60,35400,136783590
"1/11/13","A0121",69,58200,21800,63,36200,134105190
"1/12/13","A0121",67,48700,21800,67,33600,131513190
"1/1/14","A0121",75,48700,21800,70,32500,128834790
"1/2/14","A0121",61,48700,21800,62,34500,126156390
"1/3/14","A0121",55,42900,21800,59,33600,123737190
"1/4/14","A0121",107,42900,21800,93,34400,121058790
"1/5/14","A0121",119,42900,21800,109,35200,118466790
"1/6/14","A0121",100,45300,25600,83,38600,115788390
"1/7/14","A0121",76,45300,25600,74,38900,113196390
"1/8/14","A0121",84,45300,21400,86,38300,110517990
"1/9/14","A0121",41,45300,21400,60,36400,107839590
"1/10/14","A0121",66,45300,21400,76,36100,105247590
"1/11/14","A0121",159,45300,21400,144,37200,102569190
