"ProductFamily","OrderEffectiveDate","ProductName","LastProcessedDate","OrderAccountName","OrderParentName","UnitPrice","TotalPrice","Quantity"
"Rippers","2019-02-02","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,850000,425
"Rippers","2019-07-25","Ripper 34","2020-08-10","Integrity Systems","Advanced Communications",1350,168750,125
"Trenchers","2020-01-01","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,1950000,325
"Rippers","2019-06-01","Ripper 19","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",800,140000,175
"Brooms","2020-07-10","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,1800000,400
"Specialized Attachments","2019-08-26","Backhoe Attachment R2","2020-08-10","Wellspring, Inc.","Ohana Technologies",19500,7312500,375
"Rippers","2019-09-20","Ripper 27","2020-08-10","Ohana Incorporated.","Ohana Technologies",1000,175000,175
"Brooms","2019-01-03","Pickup Broom PB100","2020-08-10","Meridian Partners","Advanced Communications",6900,345000,50
"Specialized Attachments","2020-06-30","Pulverizer P20","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4750,1306250,275
"Compactors","2019-11-18","Compactor 3500","2020-08-10","Wellspring, Inc.","Ohana Technologies",5750,1725000,300
"Specialized Attachments","2019-03-18","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,315000,75
"Specialized Attachments","2019-04-26","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,1125000,150
"Rippers","2019-01-29","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,180000,225
"Trenchers","2020-08-26","Trencher T60","2020-08-10","Meridian Partners","Advanced Communications",9000,2250000,250
"Compactors","2019-06-22","Compactor 9500","2020-08-10","Ohana Incorporated.","Ohana Technologies",13000,3900000,300
"Rippers","2020-12-17","Ripper 34","2020-08-10","Acme Partners","Ohana Technologies",1350,438750,325
"Compactors","2019-11-23","Compactor 9000","2020-08-10","Momentum Design","Ohana Technologies",8100,607500,75
"Trenchers","2020-03-02","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,320000,50
"Rippers","2019-07-29","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,375000,375
"Brooms","2020-06-30","Pickup Broom PB200","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",7500,1875000,250
"Rippers","2019-10-10","Ripper 37","2020-08-10","Tech Labs","Permadyne GmbH, LTD",2000,1000000,500
"Specialized Attachments","2019-05-11","Backhoe Attachment R2","2020-08-10","Ohana Incorporated.","Ohana Technologies",19500,5362500,275
"Specialized Attachments","2019-12-06","Pulverizer P10","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,1350000,300
"Trenchers","2020-10-27","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,2700000,450
"Brooms","2019-09-14","Pickup Broom PB100","2020-08-10","Silodyne Company","Advanced Communications",6900,2070000,300
"Specialized Attachments","2020-11-19","Backhoe Attachment R1","2020-08-10","Momentum Design","Ohana Technologies",20500,9225000,450
"Specialized Attachments","2019-03-14","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,1868750,325
"Brooms","2020-01-19","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,1462500,325
"Brooms","2019-02-27","Pickup Broom PB100","2020-08-10","Red Studio Designs","Ohana Technologies",6900,862500,125
"Rippers","2020-02-10","Ripper 27","2020-08-10","Wellspring, Inc.","Ohana Technologies",1000,150000,150
"Specialized Attachments","2020-05-15","Hammer H700","2020-08-10","Momentum Design","Ohana Technologies",5750,2300000,400
"Specialized Attachments","2020-07-09","Pulverizer P10","2020-08-10","Acme Partners","Ohana Technologies",4500,900000,200
"Brooms","2020-04-10","Utility Broom UB1000","2020-08-10","Integrity Systems","Advanced Communications",4500,225000,50
"Rippers","2020-09-11","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,40000,50
"Specialized Attachments","2019-08-27","Pulverizer P20","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4750,2018750,425
"Compactors","2019-04-15","Compactor 9500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",13000,5525000,425
"Compactors","2019-09-25","Compactor 3500","2020-08-10","Silodyne Company","Advanced Communications",5750,2012500,350
"Brooms","2019-07-07","Pickup Broom PB200","2020-08-10","Meridian Partners","Advanced Communications",7500,2625000,350
"Rippers","2020-07-16","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,168750,125
"Specialized Attachments","2019-04-11","Backhoe Attachment R1","2020-08-10","Ohana Incorporated.","Ohana Technologies",20500,4612500,225
"Trenchers","2019-03-19","Trencher T60","2020-08-10","Tech Labs","Permadyne GmbH, LTD",9000,4050000,450
"Trenchers","2019-12-12","Trencher T48","2020-08-10","Meridian Partners","Advanced Communications",6400,800000,125
"Rippers","2020-09-10","Ripper 37","2020-08-10","Integrity Systems","Advanced Communications",2000,900000,450
"Specialized Attachments","2020-08-13","Backhoe Attachment R2","2020-08-10","Silodyne Company","Advanced Communications",19500,9262500,475
"Trenchers","2019-05-24","Trencher T36","2020-08-10","Wellspring, Inc.","Ohana Technologies",6000,750000,125
"Specialized Attachments","2020-04-20","Sweeper S1000","2020-08-10","Momentum Design","Ohana Technologies",7500,3187500,425
"Compactors","2019-10-17","Compactor 9000","2020-08-10","Acme Partners","Ohana Technologies",8100,405000,50
"Specialized Attachments","2020-01-25","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,1155000,275
"Specialized Attachments","2020-11-02","Backhoe Attachment R1","2020-08-10","Integrity Systems","Advanced Communications",20500,5637500,275
"Compactors","2020-06-15","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,2227500,275
"Specialized Attachments","2020-05-27","Pulverizer P10","2020-08-10","Red Studio Designs","Ohana Technologies",4500,900000,200
"Trenchers","2020-10-12","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,1760000,275
"Specialized Attachments","2020-12-13","Backhoe Attachment R2","2020-08-10","Meridian Partners","Advanced Communications",19500,3412500,175
"Brooms","2020-02-15","Pickup Broom PB100","2020-08-10","Wellspring, Inc.","Ohana Technologies",6900,862500,125
"Rippers","2020-03-23","Ripper 19","2020-08-10","Silodyne Company","Advanced Communications",800,100000,125
"Specialized Attachments","2019-06-07","Hammer H700","2020-08-10","Momentum Design","Ohana Technologies",5750,1725000,300
"Brooms","2019-01-03","Utility Broom UB1000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,2250000,500
"Rippers","2019-08-16","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,275000,275
"Rippers","2019-11-28","Ripper 37","2020-08-10","Acme Partners","Ohana Technologies",2000,400000,200
"Specialized Attachments","2019-02-06","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,2812500,375
"Brooms","2019-09-15","Pickup Broom PB200","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,750000,100
"Compactors","2020-01-09","Compactor 9500","2020-08-10","Momentum Design","Ohana Technologies",13000,1625000,125
"Specialized Attachments","2020-12-17","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,1890000,450
"Trenchers","2019-01-06","Trencher T36","2020-08-10","Meridian Partners","Advanced Communications",6000,2250000,375
"Specialized Attachments","2020-02-12","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,1187500,250
"Trenchers","2019-04-09","Trencher T60","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",9000,1125000,125
"Rippers","2020-06-08","Ripper 34","2020-08-10","Silodyne Company","Advanced Communications",1350,607500,450
"Compactors","2020-08-26","Compactor 3500","2020-08-10","Integrity Systems","Advanced Communications",5750,1581250,275
"Brooms","2020-07-19","Utility Broom UB1000","2020-08-10","Momentum Design","Ohana Technologies",4500,562500,125
"Trenchers","2019-11-21","Trencher T48","2020-08-10","Wellspring, Inc.","Ohana Technologies",6400,2240000,350
"Compactors","2019-10-17","Compactor 9500","2020-08-10","Integrity Systems","Advanced Communications",13000,650000,50
"Rippers","2019-02-16","Ripper 37","2020-08-10","Acme Partners","Ohana Technologies",2000,450000,225
"Rippers","2020-09-17","Ripper 34","2020-08-10","Meridian Partners","Advanced Communications",1350,540000,400
"Specialized Attachments","2019-03-31","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,1237500,275
"Compactors","2019-07-23","Compactor 9000","2020-08-10","Tech Labs","Permadyne GmbH, LTD",8100,607500,75
"Brooms","2019-06-25","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,3450000,500
"Trenchers","2020-10-30","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,3825000,425
"Specialized Attachments","2019-08-31","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,750000,100
"Specialized Attachments","2020-05-30","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1155000,275
"Brooms","2019-05-23","Pickup Broom PB200","2020-08-10","Silodyne Company","Advanced Communications",7500,3000000,400
"Specialized Attachments","2020-11-21","Pulverizer P20","2020-08-10","Wellspring, Inc.","Ohana Technologies",4750,356250,75
"Trenchers","2020-03-10","Trencher T36","2020-08-10","Red Studio Designs","Ohana Technologies",6000,2100000,350
"Specialized Attachments","2019-12-05","Hammer H700","2020-08-10","Momentum Design","Ohana Technologies",5750,1725000,300
"Specialized Attachments","2020-04-18","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,3075000,150
"Rippers","2020-07-21","Ripper 27","2020-08-10","Integrity Systems","Advanced Communications",1000,475000,475
"Compactors","2020-01-29","Compactor 3500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,2012500,350
"Specialized Attachments","2020-03-09","Backhoe Attachment R2","2020-08-10","Tech Labs","Permadyne GmbH, LTD",19500,1950000,100
"Rippers","2019-08-31","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,180000,225
"Specialized Attachments","2019-06-13","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,1537500,75
"Compactors","2020-12-06","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,4875000,375
"Specialized Attachments","2019-05-06","Backhoe Attachment R2","2020-08-10","Ohana Incorporated.","Ohana Technologies",19500,6825000,350
"Specialized Attachments","2019-11-15","Sweeper S1000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",7500,562500,75
"Rippers","2020-04-03","Ripper 19","2020-08-10","Tech Labs","Permadyne GmbH, LTD",800,120000,150
"Rippers","2019-12-15","Ripper 34","2020-08-10","Silodyne Company","Advanced Communications",1350,540000,400
"Rippers","2019-03-18","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,950000,475
"Specialized Attachments","2020-02-08","Hammer H700","2020-08-10","Integrity Systems","Advanced Communications",5750,1725000,300
"Specialized Attachments","2020-09-23","Hammer H500","2020-08-10","Acme Partners","Ohana Technologies",4200,1050000,250
"Trenchers","2019-07-16","Trencher T60","2020-08-10","Red Studio Designs","Ohana Technologies",9000,3600000,400
"Trenchers","2019-04-01","Trencher T36","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6000,2550000,425
"Rippers","2020-06-06","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,350000,350
"Specialized Attachments","2020-10-02","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,593750,125
"Specialized Attachments","2019-09-25","Pulverizer P10","2020-08-10","Ohana Incorporated.","Ohana Technologies",4500,2137500,475
"Trenchers","2019-01-13","Trencher T48","2020-08-10","Silodyne Company","Advanced Communications",6400,1120000,175
"Compactors","2020-11-14","Compactor 9000","2020-08-10","Integrity Systems","Advanced Communications",8100,4050000,500
"Compactors","2019-10-18","Compactor 3500","2020-08-10","Red Studio Designs","Ohana Technologies",5750,2300000,400
"Brooms","2019-02-14","Pickup Broom PB200","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",7500,2625000,350
"Brooms","2020-05-03","Pickup Broom PB100","2020-08-10","Acme Partners","Ohana Technologies",6900,2070000,300
"Brooms","2020-08-21","Utility Broom UB1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,337500,75
"Specialized Attachments","2020-03-06","Sweeper S1000","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,2812500,375
"Compactors","2019-01-17","Compactor 3500","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,1437500,250
"Trenchers","2019-12-28","Trencher T48","2020-08-10","Integrity Systems","Advanced Communications",6400,2880000,450
"Rippers","2019-09-13","Ripper 34","2020-08-10","Red Studio Designs","Ohana Technologies",1350,337500,250
"Rippers","2020-06-22","Ripper 27","2020-08-10","Momentum Design","Ohana Technologies",1000,325000,325
"Rippers","2019-11-12","Ripper 19","2020-08-10","Meridian Partners","Advanced Communications",800,100000,125
"Trenchers","2020-05-23","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,2025000,225
"Rippers","2020-11-30","Ripper 37","2020-08-10","Tech Labs","Permadyne GmbH, LTD",2000,750000,375
"Trenchers","2019-07-25","Trencher T36","2020-08-10","Wellspring, Inc.","Ohana Technologies",6000,1050000,175
"Specialized Attachments","2020-10-11","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,5362500,275
"Compactors","2019-02-01","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,1822500,225
"Specialized Attachments","2019-10-22","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,712500,150
"Brooms","2019-08-05","Pickup Broom PB100","2020-08-10","Wellspring, Inc.","Ohana Technologies",6900,2932500,425
"Specialized Attachments","2019-06-27","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,1365000,325
"Specialized Attachments","2020-01-02","Hammer H700","2020-08-10","Silodyne Company","Advanced Communications",5750,2587500,450
"Compactors","2019-03-22","Compactor 9500","2020-08-10","Red Studio Designs","Ohana Technologies",13000,3250000,250
"Specialized Attachments","2020-12-04","Pulverizer P10","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4500,1125000,250
"Specialized Attachments","2020-02-01","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,6150000,300
"Brooms","2020-08-17","Utility Broom UB1000","2020-08-10","Acme Partners","Ohana Technologies",4500,1687500,375
"Brooms","2020-07-23","Pickup Broom PB200","2020-08-10","Ohana Incorporated.","Ohana Technologies",7500,1312500,175
"Rippers","2020-04-26","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,350000,350
"Specialized Attachments","2019-04-10","Pulverizer P10","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,225000,50
"Trenchers","2019-05-25","Trencher T36","2020-08-10","Silodyne Company","Advanced Communications",6000,600000,100
"Specialized Attachments","2020-09-29","Pulverizer P20","2020-08-10","Red Studio Designs","Ohana Technologies",4750,1306250,275
"Specialized Attachments","2019-01-09","Backhoe Attachment R1","2020-08-10","Tech Labs","Permadyne GmbH, LTD",20500,1537500,75
"Trenchers","2019-07-16","Trencher T48","2020-08-10","Wellspring, Inc.","Ohana Technologies",6400,2560000,400
"Compactors","2019-02-07","Compactor 3500","2020-08-10","Meridian Partners","Advanced Communications",5750,2731250,475
"Specialized Attachments","2019-05-23","Sweeper S1000","2020-08-10","Integrity Systems","Advanced Communications",7500,3000000,400
"Compactors","2019-04-22","Compactor 9000","2020-08-10","Ohana Incorporated.","Ohana Technologies",8100,1012500,125
"Brooms","2020-03-02","Pickup Broom PB200","2020-08-10","Momentum Design","Ohana Technologies",7500,2812500,375
"Rippers","2020-02-23","Ripper 34","2020-08-10","Acme Partners","Ohana Technologies",1350,506250,375
"Rippers","2020-09-10","Ripper 37","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",2000,100000,50
"Compactors","2019-03-04","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,5525000,425
"Specialized Attachments","2020-12-30","Backhoe Attachment R2","2020-08-10","Ohana Incorporated.","Ohana Technologies",19500,9262500,475
"Specialized Attachments","2020-07-15","Hammer H500","2020-08-10","Integrity Systems","Advanced Communications",4200,1470000,350
"Specialized Attachments","2020-05-06","Hammer H700","2020-08-10","Meridian Partners","Advanced Communications",5750,1868750,325
"Rippers","2020-06-21","Ripper 19","2020-08-10","Tech Labs","Permadyne GmbH, LTD",800,200000,250
"Brooms","2020-04-09","Pickup Broom PB100","2020-08-10","Red Studio Designs","Ohana Technologies",6900,517500,75
"Brooms","2020-10-27","Utility Broom UB1000","2020-08-10","Momentum Design","Ohana Technologies",4500,562500,125
"Trenchers","2020-08-02","Trencher T60","2020-08-10","Wellspring, Inc.","Ohana Technologies",9000,2925000,325
"Brooms","2019-06-06","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,2025000,450
"Compactors","2019-12-20","Compactor 3500","2020-08-10","Integrity Systems","Advanced Communications",5750,2875000,500
"Specialized Attachments","2020-01-28","Backhoe Attachment R1","2020-08-10","Meridian Partners","Advanced Communications",20500,7687500,375
"Trenchers","2019-11-17","Trencher T48","2020-08-10","Tech Labs","Permadyne GmbH, LTD",6400,800000,125
"Rippers","2020-11-13","Ripper 37","2020-08-10","Wellspring, Inc.","Ohana Technologies",2000,200000,100
"Compactors","2019-08-28","Compactor 9500","2020-08-10","Silodyne Company","Advanced Communications",13000,4550000,350
"Rippers","2019-10-29","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,75000,75
"Rippers","2019-09-20","Ripper 34","2020-08-10","Momentum Design","Ohana Technologies",1350,506250,375
"Specialized Attachments","2020-07-24","Hammer H700","2020-08-10","Ohana Incorporated.","Ohana Technologies",5750,718750,125
"Compactors","2019-05-08","Compactor 9000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",8100,3037500,375
"Brooms","2020-04-30","Pickup Broom PB200","2020-08-10","Meridian Partners","Advanced Communications",7500,750000,100
"Specialized Attachments","2020-06-21","Pulverizer P20","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4750,237500,50
"Specialized Attachments","2020-02-21","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,2062500,275
"Specialized Attachments","2019-11-14","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,2437500,125
"Trenchers","2019-10-12","Trencher T36","2020-08-10","Momentum Design","Ohana Technologies",6000,750000,125
"Rippers","2020-12-01","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,360000,450
"Trenchers","2019-03-29","Trencher T60","2020-08-10","Wellspring, Inc.","Ohana Technologies",9000,3600000,400
"Specialized Attachments","2020-08-21","Pulverizer P10","2020-08-10","Integrity Systems","Advanced Communications",4500,1237500,275
"Brooms","2020-10-28","Pickup Broom PB100","2020-08-10","Ohana Incorporated.","Ohana Technologies",6900,2242500,325
"Specialized Attachments","2019-08-06","Hammer H500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4200,1575000,375
"Specialized Attachments","2020-01-26","Pulverizer P10","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,900000,200
"Compactors","2020-05-16","Compactor 9000","2020-08-10","Meridian Partners","Advanced Communications",8100,2835000,350
"Rippers","2020-11-18","Ripper 19","2020-08-10","Integrity Systems","Advanced Communications",800,80000,100
"Rippers","2019-04-03","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,750000,375
"Trenchers","2019-12-23","Trencher T48","2020-08-10","Ohana Incorporated.","Ohana Technologies",6400,640000,100
"Specialized Attachments","2019-09-04","Backhoe Attachment R2","2020-08-10","Wellspring, Inc.","Ohana Technologies",19500,7312500,375
"Brooms","2020-09-01","Utility Broom UB1000","2020-08-10","Red Studio Designs","Ohana Technologies",4500,562500,125
"Specialized Attachments","2019-06-06","Backhoe Attachment R1","2020-08-10","Acme Partners","Ohana Technologies",20500,7175000,350
"Brooms","2020-03-28","Pickup Broom PB200","2020-08-10","Tech Labs","Permadyne GmbH, LTD",7500,3187500,425
"Specialized Attachments","2019-01-18","Sweeper S1000","2020-08-10","Silodyne Company","Advanced Communications",7500,3187500,425
"Trenchers","2019-07-08","Trencher T36","2020-08-10","Ohana Incorporated.","Ohana Technologies",6000,2850000,475
"Rippers","2019-02-02","Ripper 34","2020-08-10","Meridian Partners","Advanced Communications",1350,573750,425
"Trenchers","2020-02-07","Trencher T60","2020-08-10","Tech Labs","Permadyne GmbH, LTD",9000,4500000,500
"Specialized Attachments","2019-12-07","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,1187500,250
"Specialized Attachments","2020-08-18","Hammer H700","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,2731250,475
"Brooms","2020-03-18","Pickup Broom PB100","2020-08-10","Silodyne Company","Advanced Communications",6900,1035000,150
"Rippers","2020-04-28","Ripper 27","2020-08-10","Acme Partners","Ohana Technologies",1000,300000,300
"Compactors","2020-06-14","Compactor 9500","2020-08-10","Wellspring, Inc.","Ohana Technologies",13000,4875000,375
"Specialized Attachments","2020-09-02","Hammer H500","2020-08-10","Red Studio Designs","Ohana Technologies",4200,1680000,400
"Compactors","2020-12-27","Compactor 3500","2020-08-10","Integrity Systems","Advanced Communications",5750,1868750,325
"Brooms","2019-08-23","Pickup Broom PB200","2020-08-10","Red Studio Designs","Ohana Technologies",7500,2437500,325
"Brooms","2019-02-25","Utility Broom UB1000","2020-08-10","Wellspring, Inc.","Ohana Technologies",4500,2250000,500
"Trenchers","2020-10-14","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,3600000,400
"Specialized Attachments","2019-06-07","Backhoe Attachment R2","2020-08-10","Acme Partners","Ohana Technologies",19500,8287500,425
"Rippers","2020-11-16","Ripper 37","2020-08-10","Momentum Design","Ohana Technologies",2000,150000,75
"Specialized Attachments","2019-04-19","Backhoe Attachment R1","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",20500,7175000,350
"Rippers","2020-07-18","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,260000,325
"Compactors","2019-11-11","Compactor 3500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,1868750,325
"Specialized Attachments","2019-01-09","Sweeper S1000","2020-08-10","Integrity Systems","Advanced Communications",7500,1312500,175
"Rippers","2020-01-04","Ripper 27","2020-08-10","Meridian Partners","Advanced Communications",1000,225000,225
"Trenchers","2019-05-10","Trencher T48","2020-08-10","Wellspring, Inc.","Ohana Technologies",6400,1280000,200
"Specialized Attachments","2020-05-01","Pulverizer P10","2020-08-10","Acme Partners","Ohana Technologies",4500,1237500,275
"Compactors","2019-10-23","Compactor 9000","2020-08-10","Momentum Design","Ohana Technologies",8100,3645000,450
"Compactors","2019-03-13","Compactor 9500","2020-08-10","Meridian Partners","Advanced Communications",13000,1625000,125
"Rippers","2019-07-03","Ripper 34","2020-08-10","Red Studio Designs","Ohana Technologies",1350,371250,275
"Specialized Attachments","2019-09-12","Hammer H500","2020-08-10","Ohana Incorporated.","Ohana Technologies",4200,945000,225
"Trenchers","2020-04-10","Trencher T36","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6000,300000,50
"Specialized Attachments","2019-09-29","Pulverizer P20","2020-08-10","Tech Labs","Permadyne GmbH, LTD",4750,2375000,500
"Specialized Attachments","2019-11-13","Hammer H700","2020-08-10","Silodyne Company","Advanced Communications",5750,1437500,250
"Brooms","2020-09-18","Pickup Broom PB100","2020-08-10","Integrity Systems","Advanced Communications",6900,862500,125
"Rippers","2019-02-02","Ripper 34","2020-08-10","Silodyne Company","Advanced Communications",1350,573750,425
"Trenchers","2019-07-07","Trencher T36","2020-08-10","Wellspring, Inc.","Ohana Technologies",6000,2250000,375
"Rippers","2020-07-09","Ripper 27","2020-08-10","Red Studio Designs","Ohana Technologies",1000,400000,400
"Rippers","2019-04-15","Ripper 37","2020-08-10","Ohana Incorporated.","Ohana Technologies",2000,400000,200
"Specialized Attachments","2019-03-24","Sweeper S1000","2020-08-10","Acme Partners","Ohana Technologies",7500,1125000,150
"Specialized Attachments","2019-05-26","Backhoe Attachment R2","2020-08-10","Meridian Partners","Advanced Communications",19500,7312500,375
"Compactors","2020-10-08","Compactor 3500","2020-08-10","Integrity Systems","Advanced Communications",5750,718750,125
"Compactors","2020-06-03","Compactor 9500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",13000,2275000,175
"Brooms","2020-01-03","Utility Broom UB1000","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",4500,1800000,400
"Specialized Attachments","2019-01-19","Pulverizer P10","2020-08-10","Momentum Design","Ohana Technologies",4500,2025000,450
"Compactors","2019-08-25","Compactor 9000","2020-08-10","Red Studio Designs","Ohana Technologies",8100,3240000,400
"Specialized Attachments","2019-10-21","Hammer H700","2020-08-10","Acme Partners","Ohana Technologies",5750,2300000,400
"Brooms","2019-12-31","Pickup Broom PB200","2020-08-10","Integrity Systems","Advanced Communications",7500,750000,100
"Brooms","2020-11-18","Pickup Broom PB100","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",6900,862500,125
"Rippers","2020-08-23","Ripper 19","2020-08-10","Ohana Incorporated.","Ohana Technologies",800,120000,150
"Trenchers","2019-06-27","Trencher T60","2020-08-10","Silodyne Company","Advanced Communications",9000,4275000,475
"Specialized Attachments","2020-05-09","Pulverizer P20","2020-08-10","Momentum Design","Ohana Technologies",4750,2018750,425
"Trenchers","2020-02-21","Trencher T48","2020-08-10","Meridian Partners","Advanced Communications",6400,3200000,500
"Specialized Attachments","2020-03-03","Backhoe Attachment R1","2020-08-10","Tech Labs","Permadyne GmbH, LTD",20500,6662500,325
"Specialized Attachments","2020-12-26","Hammer H500","2020-08-10","Wellspring, Inc.","Ohana Technologies",4200,1260000,300
"Rippers","2019-09-20","Ripper 19","2020-08-10","Red Studio Designs","Ohana Technologies",800,40000,50
"Specialized Attachments","2020-09-21","Backhoe Attachment R1","2020-08-10","Acme Partners","Ohana Technologies",20500,7175000,350
"Brooms","2020-06-30","Pickup Broom PB100","2020-08-10","Wellspring, Inc.","Ohana Technologies",6900,690000,100
"Compactors","2019-10-31","Compactor 9500","2020-08-10","Ohana Incorporated.","Ohana Technologies",13000,4875000,375
"Specialized Attachments","2020-10-30","Sweeper S1000","2020-08-10","Integrity Systems","Advanced Communications",7500,937500,125
"Trenchers","2020-11-03","Trencher T48","2020-08-10","Momentum Design","Ohana Technologies",6400,320000,50
"Specialized Attachments","2020-08-17","Pulverizer P20","2020-08-10","Meridian Partners","Advanced Communications",4750,1187500,250
"Specialized Attachments","2020-05-14","Pulverizer P10","2020-08-10","Silodyne Company","Advanced Communications",4500,562500,125
"Compactors","2019-06-29","Compactor 3500","2020-08-10","Tech Labs","Permadyne GmbH, LTD",5750,2443750,425
"Specialized Attachments","2019-04-11","Hammer H700","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",5750,1006250,175
"Rippers","2019-02-10","Ripper 34","2020-08-10","Haven Enterprises","Permadyne GmbH, LTD",1350,101250,75
"Trenchers","2020-01-02","Trencher T60","2020-08-10","Integrity Systems","Advanced Communications",9000,3600000,400
"Trenchers","2019-03-23","Trencher T36","2020-08-10","Ohana Incorporated.","Ohana Technologies",6000,2850000,475
"Specialized Attachments","2019-07-06","Backhoe Attachment R2","2020-08-10","Silodyne Company","Advanced Communications",19500,4387500,225
"Brooms","2019-11-20","Pickup Broom PB200","2020-08-10","Meridian Partners","Advanced Communications",7500,2625000,350
"Rippers","2019-05-28","Ripper 27","2020-08-10","Tech Labs","Permadyne GmbH, LTD",1000,50000,50
"Brooms","2019-08-28","Utility Broom UB1000","2020-08-10","Momentum Design","Ohana Technologies",4500,787500,175
