"ccrz__SEOTitle__c","LastModifiedDate","ccrz__InventoryType__c","ccrz__Storefront__c","ccrz__Is_Subscription_Auto_Renewal__c","ccrz__HazardousFlag__c","ccrz__CoolerpakFlag__c","ccrz__Employment_Level__c","ccrz__Is_Subscription_Available__c","ccrz__SKU__c","Name","ccrz__ServiceFlag__c","ccrz__SEODescription__c","ccrz__ProductId__c","ProductCategory.Category.Name","IsDeleted","ccrz__ProductStatus__c","ccrz__StartDate__c","ccrz__ProductType__c","LastViewedDate","ccrz__DryiceFlag__c","ccrz__SEOKeywords__c","ccrz__Subscription_Disclaimer__c","ccrz__AvailabilityMessage__c","ccrz__AvailabilityMessageRT__c","ccrz__ShortDesc__c","ccrz__LongDescRT__c","CreatedDate","Id","ccrz__LongDesc__c","ccrz__OvernightFlag__c","ccrz__HazardousOutside48Flag__c","ccrz__EndDate__c","LastReferencedDate","ccrz__ReviewFlag__c","ccrz__ShippedIndividually__c","ccrz__TaxRateId__c","ccrz__Is_Subscription_Only__c","ccrz__RequiredItemDialogText__c","ccrz__UnitOfMeasure__c","RecordTypeId","ccrz__ShortDescRT__c","ccrz__AlternateName__c","ccrz__ParentProduct__c","ccrz__PortalSiteURL__c","ccrz__GroundFlag__c","ccrz__Industry__c","ccrz__Taxable__c","ProductCategory.Category.Id","SystemModstamp","ccrz__FilterData__c","ccrz__Available_Subscription_Frequencies__c","LastActivityDate","ccrz__ShipSeparately__c","ccrz__NumberOfReviews__c","ccrz__DryiceWeight__c","ccrz__Sequence__c","ccrz__ProductWeight__c","ccrz__Subscription_Frequency__c","ccrz__TotalRating__c","ccrz__Quantityperunit__c","ccrz__ShippingWeight__c","ccrz__LeadTime__c","ccrz__AverageRating__c","ccrz__Subscription_Duration__c"
"Women's Be Calm Tank","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2269100","Women's Be Calm Tank","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"Stand out in the studio wearing our eye-catching performance yoga tank top featuring an abstract burnout-houndstooth print. The wide-banded hem with ruched sides rests comfortably on the hips, extending past the top of low-riding yoga pants. Eco-conscious","2020-04-14T14:25:48.000Z","a8P3A0000008ZLjUAM","Stand out in the studio wearing our eye-catching performance yoga tank top featuring an abstract burnout-houndstooth print. The wide-banded hem with ruched sides rests comfortably on the hips, extending past the top of low-riding yoga pants. Eco-conscious","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2269100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Training|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Women's Eat My Dust Graphic Sport Tank","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2270100","Women's Eat My Dust Graphic Sport Tank","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"Record your personal best wearing our fully dialed high-impact tank. An integrated bra with modesty paneling creates a streamlined foundation to provide support while navigating uneven terrain. There&#39;s no need to readjust the fit midstride thanks to l","2020-04-14T14:25:48.000Z","a8P3A0000008ZLkUAM","Record your personal best wearing our fully dialed high-impact tank. An integrated bra with modesty paneling creates a streamlined foundation to provide support while navigating uneven terrain. There's no need to readjust the fit midstride thanks to light","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2270100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Running|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Women's Tadasana Vpr Printed Sport Tank","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2273100","Women's Tadasana Vpr Printed Sport Tank","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"The dynamic print of this supportive yoga tank top puts your strength and flexibility on full display. An integrated bra with modesty paneling allows you to push to handstand or arch into a deep backbend without adjusting the fit. Excess body heat generat","2020-04-14T14:25:48.000Z","a8P3A0000008ZLlUAM","The dynamic print of this supportive yoga tank top puts your strength and flexibility on full display. An integrated bra with modesty paneling allows you to push to handstand or arch into a deep backbend without adjusting the fit. Excess body heat generat","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2273100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Training|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Women's Reaxion Tank","2020-05-27T14:48:01.000Z","STANDARD","NTOFranchise","false","false","false",,"false","2274100","Women's Reaxion Tank","false",,,"Shirts And Sweaters","false","Released","2018-06-29","Product",,"false",,,,,,"An ultra-lightweight performance V-neck tank that&#39;s designed to provide maximum comfort as you achieve your training goals. The relaxed fit of this lightweight racerback tank won&#39;t chafe as you stretch into a side bend or pump your arms during an ","2020-04-14T14:25:48.000Z","a8P3A0000008ZLmUAM","An ultra-lightweight performance V-neck tank that's designed to provide maximum comfort as you achieve your training goals. The relaxed fit of this lightweight racerback tank won't chafe as you stretch into a side bend or pump your arms during an all-out ","false","false","2099-12-31",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=2274100"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JH2UAM","2020-05-27T14:48:01.000Z","Activity=Training|Gender=Womens|Subcategory=Shirts And Sweaters|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"YetiBar Blueberry Bison","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-yetibar-blueberry-bison-24","YetiBar Blueberry/Bison - Paleo, 2oz bar - 24 Pack (Case)","false",,,"YetiBar","false","Released","2019-03-27","Product",,"false",,,,,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a blueberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>","<p>Yetibar made from grass-fed bison, but with a blueberry flavor.  Yetibar products are based on the Paleo diet philosophy. Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed fo","2020-04-14T14:25:48.000Z","a8P3A0000008ZNuUAM","<p>Yetibar made from grass-fed bison, but with a blueberry flavor.  Yetibar products are based on the Paleo diet philosophy. Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed fo","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a blueberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-yetibar-blueberry-bison-24"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHPUA2","2020-05-27T14:48:01.000Z","Pack=24pk|Category=Energy Bars|Flavor=Blueberry|Type=YetiBar|Vegan=No|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"GoBrew French Roast Ground","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-blends-gobrew-coffee-ground-french-roast-24","GoBrew French Roast - Ground Coffee, 16 oz bag - 24 Pack (Case)","false",,,"Grounds","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine Blends GoBrew French Roast Ground Coffee in 16 oz recyclable bag. Great value 100% Arabic French Roast Dark Ground Coffee showcases a rich blend of Arabica beans that are dark roasted for a deep captivating flavor.</p>","<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation   leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","2020-04-14T14:25:48.000Z","a8P3A0000008ZNTUA2","<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation   leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine Blends GoBrew French Roast Ground Coffee in 16 oz recyclable bag. Great value 100% Arabic French Roast Dark Ground Coffee showcases a rich blend of Arabica beans that are dark roasted for a deep captivating flavor.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-blends-gobrew-coffee-ground-french-roast-24"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHKUA2","2020-05-27T14:48:01.000Z","Pack=24pk|Category=Coffee|Flavor=French Roast|Type=Grounds|Classification=Caffeinated|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"GoBrew French Roast Whole Bean","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-blends-gobrew-coffee-wholebean-french-roast-24","GoBrew French Roast - Whole Bean, 16 oz bag - 24 Pack (Case)","false",,,"Whole Bean","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine Blends GoBrew French Roast Whole Bean Coffee in 16 oz recyclable bag. Great value 100% Arabic French Roast Dark Ground Coffee showcases a rich blend of Arabica beans that are dark roasted for a deep captivating flavor.</p>","<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation   leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","2020-04-14T14:25:48.000Z","a8P3A0000008ZNUUA2","<p>Alpine Blends GoBrew is a unique combination of 100% Arabica coffee and Isomaltulose to boost focus, concentration, and fat oxidation   leading to better athletic performance.  Before or after your workouts, recharge your batteries with the intensely b","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine Blends GoBrew French Roast Whole Bean Coffee in 16 oz recyclable bag. Great value 100% Arabic French Roast Dark Ground Coffee showcases a rich blend of Arabica beans that are dark roasted for a deep captivating flavor.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-blends-gobrew-coffee-wholebean-french-roast-24"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHIUA2","2020-05-27T14:48:01.000Z","Pack=24pk|Category=Coffee|Flavor=French Roast|Type=Whole Bean|Classification=Caffeinated|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Post Tart Cherry","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-energy-drink-tart-cherry-post-6","Alpine Energy Drink - Tart Cherry - Post - 0.5L PET - 6 Pack","false",,,"Post","false","Released","2019-03-27","Product",,"false",,,,,"<p>A signature Alpine health and fitness beverage. This post-workout beverage with Tart Cherry flavor is designed to help athletes maximize recovery and gains. 0.5L PET</p>","<p>Alpine&#39;s Tart Cherry flavored post-workout energy drink designed to help athletes maximize recovery and gains. Contains key ingredients including Glutamine and electrolytes. Glutamine regulates the synthesis of proteins and activates a signaling pa","2020-04-14T14:25:48.000Z","a8P3A0000008ZNcUAM","<p>Alpine's Tart Cherry flavored post-workout energy drink designed to help athletes maximize recovery and gains. Contains key ingredients including Glutamine and electrolytes. Glutamine regulates the synthesis of proteins and activates a signaling pathwa","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>A signature Alpine health and fitness beverage. This post-workout beverage with Tart Cherry flavor is designed to help athletes maximize recovery and gains. 0.5L PET</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-energy-drink-tart-cherry-post-6"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHLUA2","2020-05-27T14:48:02.000Z","Pack=6pk|Category=Energy Drinks|Flavor=Tart Cherry|Type=Post|Classification=Caffeinated|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"YetiBar Tart Cherry Bison","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-yetibar-tart-cherry-bison-6","YetiBar Tart Cherry/Bison - Paleo, 2oz bar - 6 Pack","false",,,"YetiBar","false","Released","2019-03-27","Product",,"false",,,,,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a tart cherry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","2020-04-14T14:25:48.000Z","a8P3A0000008ZOhUAM","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a tart cherry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-yetibar-tart-cherry-bison-6"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHPUA2","2020-05-27T14:48:02.000Z","Pack=6pk|Category=Energy Bars|Flavor=Tart Cherry|Type=YetiBar|Vegan=No|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"YetiBar Tart Cherry Bison","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-yetibar-tart-cherry-bison-12","YetiBar Tart Cherry/Bison - Paleo, 2oz bar - 12 Pack","false",,,"YetiBar","false","Released","2019-03-27","Product",,"false",,,,,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a tart cherry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","2020-04-14T14:25:48.000Z","a8P3A0000008ZOiUAM","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a tart cherry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-yetibar-tart-cherry-bison-12"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHPUA2","2020-05-27T14:48:02.000Z","Pack=12pk|Category=Energy Bars|Flavor=Tart Cherry|Type=YetiBar|Vegan=No|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"YetiBar Cranberry Bison","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-yetibar-cranberry-bison-6","YetiBar Cranberry/Bison - Paleo, 2oz bar - 6 Pack","false",,,"YetiBar","false","Released","2019-03-27","Product",,"false",,,,,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a cranberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","2020-04-14T14:25:48.000Z","a8P3A0000008ZOjUAM","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a cranberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-yetibar-cranberry-bison-6"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHPUA2","2020-05-27T14:48:02.000Z","Pack=6pk|Category=Energy Bars|Flavor=Cranberry|Type=YetiBar|Vegan=No|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"YetiBar Cranberry Bison","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-yetibar-cranberry-bison-12","YetiBar Cranberry/Bison - Paleo, 2oz bar - 12 Pack","false",,,"YetiBar","false","Released","2019-03-27","Product",,"false",,,,,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a cranberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","2020-04-14T14:25:48.000Z","a8P3A0000008ZOkUAM","<p>Paleo is about balance and taking the best from our ancestors and mixing it with the best of today. Made with whole unprocessed foods, grass-fed bison, leafy greens, pesticide-free vegetables, nuts and fruits. A holistic approach to achieve a healthier","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>This Yeti is a bit wild, yet something to worship. Yetibar made from grass-fed bison, but with a cranberry flavor. Paleo philosophy - a healthier choice with a protein boost to aid in your recorvery regimen. Contains nuts, whole unprocessed foods.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-yetibar-cranberry-bison-12"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHPUA2","2020-05-27T14:48:02.000Z","Pack=12pk|Category=Energy Bars|Flavor=Cranberry|Type=YetiBar|Vegan=No|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Bigfoot Bar Cranberry Sunflower","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-bigfoot-cranberry-sunflower-12","BigfootBar Cranberry/Sunflower - Paleo, 2oz bar - 12 Pack","false",,,"Bigfoot Bar","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine's Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cranberry flavor, but is packed with powerful nutrition.  Contains sunflower seeds, natural fruit, and whole unprocessed foods.</p>","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity cranberry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made with sweet sunflower butter and is 100% plant based.</p>","2020-04-14T14:25:48.000Z","a8P3A0000008ZPOUA2","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity cranberry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made with sweet sunflower butter and is 100% plant based.</p>","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine&#39;s Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cranberry flavor, but is packed with powerful nutrition.  Contains sunflower seeds, natural fruit, and whole unprocessed foods.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-bigfoot-cranberry-sunflower-12"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHFUA2","2020-05-27T14:48:02.000Z","Pack=12pk|Category=Energy Bars|Flavor=Cranberry|Type=Bigfoot Bar|Vegan=Yes|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Bigfoot Bar Tart Cherry Pistacio","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-bigfoot-tart-cherry-pistacio-6","BigfootBar Tart Cherry/Pistacio - Paleo, 2oz bar - 6 Pack","false",,,"Bigfoot Bar","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine's Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains pistacio nuts, natural fruit, and whole unprocessed foods.</p>","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made from pistacio nuts, which are packed with protein and a source of health","2020-04-14T14:25:48.000Z","a8P3A0000008ZPPUA2","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made from pistacio nuts, which are packed with protein and a source of health","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine&#39;s Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains pistacio nuts, natural fruit, and whole unprocessed foods.</p",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-bigfoot-tart-cherry-pistacio-6"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHFUA2","2020-05-27T14:48:02.000Z","Pack=6pk|Category=Energy Bars|Flavor=Tart Cherry|Type=Bigfoot Bar|Vegan=Yes|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Bigfoot Bar Tart Cherry Pistacio","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-bigfoot-tart-cherry-pistacio-12","BigfootBar Tart Cherry/Pistacio - Paleo, 2oz bar - 12 Pack","false",,,"Bigfoot Bar","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine's Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains pistacio nuts, natural fruit, and whole unprocessed foods.</p>","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made from pistacio nuts, which are packed with protein and a source of health","2020-04-14T14:25:48.000Z","a8P3A0000008ZPQUA2","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made from pistacio nuts, which are packed with protein and a source of health","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine&#39;s Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains pistacio nuts, natural fruit, and whole unprocessed foods.</p",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-bigfoot-tart-cherry-pistacio-12"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHFUA2","2020-05-27T14:48:02.000Z","Pack=12pk|Category=Energy Bars|Flavor=Tart Cherry|Type=Bigfoot Bar|Vegan=Yes|",,,"false",0,0,0,1,0,0,1,1,1,0,0
"Bigfoot Bar Tart Cherry Sunflower","2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","alpine-nutrition-bigfoot-tart-cherry-sunflower-6","BigfootBar Tart Cherry/Sunflower - Paleo, 2oz bar - 6 Pack","false",,,"Bigfoot Bar","false","Released","2019-03-27","Product",,"false",,,,,"<p>Alpine's Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains nuts,  natural fruit, and whole unprocessed foods.</p>","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made with sweet sunflower butter and is 100% plant based.</p>","2020-04-14T14:25:48.000Z","a8P3A0000008ZPRUA2","<p>Bigfootbar is our vegetarian mystery bar that tastes light with a fruity tart cherry flavor, but is packed with powerful protein nutrition from sunflower seeds. Bigfootbar is made with sweet sunflower butter and is 100% plant based.</p>","false","false","2099-12-31",,"false","false",,"false",,"Each",,"<p>Alpine&#39;s Bigfootbar is no hoax. The energy bar that tastes light with a fruity tart cherry flavor, but is packed with powerful nutrition.  Paleo philosophy - a healthier choice. Contains nuts,  natural fruit, and whole unprocessed foods.</p>",,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=alpine-nutrition-bigfoot-tart-cherry-sunflower-6"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JHFUA2","2020-05-27T14:48:02.000Z","Pack=6pk|Category=Energy Bars|Flavor=Tart Cherry|Type=Bigfoot Bar|Vegan=Yes|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-002","During - 1L PET - Chai 4-4PK","false",,"P4-002","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-002",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZI9UAM",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-002"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Classification=Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=TRUE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-003","During - 1L PET - Tart Cherry 8-4PK","false",,"P4-003","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-003",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZIAUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-003"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=8-4pks|Classification=Non-Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=TRUE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
,"2020-05-27T14:48:01.000Z","STANDARD","AlpinePartner","false","false","false",,"false","P4-004","During - 1L PET - Green Tea 8-4PK","false",,"P4-004","Energy Drinks","false","In Creation","2017-04-02","Product",,"false","P4-004",,,,,,"2020-04-14T14:25:48.000Z","a8P3A0000008ZIBUA2",,"false","false","2100-07-03",,"false","false",,"false",,"Each",,,,,"<a href=""/apex/ccrz__ProductDetails?viewState=DetailView&amp;prev=errdlog&amp;sku=P4-004"" target=""_blank"">Product Detail View</a>","false",,"false","a7V3A0000004JGpUAM","2020-05-27T14:48:01.000Z","Pack=8-4pks|Classification=Caffeinated|Size=1 L|Carton=1L 4pk PET|Refrigerated=TRUE|",,,"false",0,0,0,1,0,0,1,1,1,0,0
