"ForecastCategory","CloseDate","Stage_IsAdvanced","CreatedDatePrev","Unique_Sort_Key","OpportunityId","ForecastCategoryPrev","StageIsWon","Deleted","ValidToDate","StageName","StageNamePrev","LastProcessedDate","CloseDatePrev","CustomFilter","StagePrevIsWon","OpportunityAccountId","CreatedDate","ValidFromDate","RecordID","StagePrevIsClosed","StageIsClosed","IsPulled","StagePrevSortOrder","IsLastUpdate","Amount_isUpdated","Stage_isUpdated","Amount","AmountPrev","Duration","IsPushed","CloseDate_isUpdated","StageSortOrder","Time_In_Current_Stage_Duration_Seconds"
"Pipeline","2010-12-28 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa1vjQAB","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2010-12-15 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa1vjQAB","","",0,0,0,0,0,11500,11500,0,1,1,0,604030
"Pipeline","2015-10-25 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa5axQAB","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2015-10-13 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa5axQAB","","",0,0,0,0,0,71500,71500,0,1,1,0,604030
"Pipeline","2014-08-27 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4LBQAZ","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-07-23 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4LBQAZ","","",0,0,0,0,0,71500,71500,0,1,1,0,604030
"Pipeline","2015-07-27 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4tuQAB","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2015-03-24 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4tuQAB","","",0,0,0,0,0,71500,71500,0,1,1,0,604030
"Pipeline","2014-07-22 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4BXQAZ","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-07-21 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4BXQAZ","","",0,0,0,0,0,71500,71500,0,1,1,0,604030
"Pipeline","2014-07-21 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa46iQAB","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-07-20 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa46iQAB","","",0,0,0,0,0,71500,71500,0,1,1,0,604030
"Pipeline","2017-05-15 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa6tSQAR","0066A000006852KQAQ","Pipeline",False,False,"2019-09-05 22:34:27","Qualification","Qualification","2019-10-07 14:44:53","2017-05-14 00:00:00",True,False,"0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa6tSQAR",False,False,0,1,0,0,0,71500,71500,46223296,1,1,1,604030
"Pipeline","2018-02-04 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzPyQAL","0066A000006852KQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2018-01-29 00:00:00",True,False,"0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzPyQAL",False,False,0,1,0,0,0,71500,71500,0,1,1,1,604030
"Pipeline","2017-12-13 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzEeQAL","0066A000006852KQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2017-11-20 00:00:00",True,False,"0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzEeQAL",False,False,0,1,0,0,0,71500,71500,0,1,1,1,604030
"Pipeline","2018-04-08 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzxtQAD","0066A000006852KQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2018-04-04 00:00:00",True,False,"0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzxtQAD",False,False,0,1,0,0,0,71500,71500,0,1,1,1,604030
"Pipeline","2008-11-14 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa0a5QAB","0066A000006852KQAQ","Forecast","",False,"2018-03-19 22:46:11","Prospecting","Negotiation/Review","2019-10-07 14:44:53","2008-08-14 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa0a5QAB","","",0,0,0,0,1,18000,18000,0,1,1,0,604030
"Pipeline","2008-08-14 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa0bpQAB","0066A000006852KQAQ","Forecast","",False,"2018-03-19 22:46:11","Prospecting","Negotiation/Review","2019-10-07 14:44:53","2008-08-14 00:00:00",True,"","0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa0bpQAB","","",0,0,0,0,1,11500,11500,0,0,0,0,604030
"Pipeline","2009-02-10 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa0jCQAR","0066A000006852KQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Qualification","2019-10-07 14:44:53","2008-08-14 00:00:00",True,False,"0016A00000LbUHYQA3","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa0jCQAR",False,"",0,1,0,0,1,11500,11500,0,1,1,0,604030
"Pipeline","2020-08-09 00:00:00",False,"2019-09-05 22:34:27","2019-08-27T23:58:10.000Z-0083s00000n2w8dAAA","0066A000006852LQAQ","Pipeline",False,False,"3000-01-15 00:00:00","Awareness","Awareness","2019-10-07 14:44:53","2020-08-04 00:00:00",True,False,"0016A00000LbUHzQAN","2019-09-10 23:58:10","2019-09-10 23:58:10","0083s00000n2w8dAAA",False,False,0,10,1,0,0,3000,3000,166980,1,1,10,604030
"Pipeline","2020-08-04 00:00:00",True,"2018-03-19 22:46:11","2019-08-22T22:34:27.000Z-0083s00000n2dVSAAY","0066A000006852LQAQ","BestCase",False,False,"2019-09-10 23:58:10","Awareness","Proposal/Quote","2019-10-07 14:44:53","2018-02-18 00:00:00",True,False,"0016A00000LbUHzQAN","2019-09-05 22:34:27","2019-09-05 22:34:27","0083s00000n2dVSAAY",False,False,0,4,0,0,1,3000,3000,437023,1,1,10,604030
"BestCase","2013-09-11 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa33PQAR","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2013-07-10 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa33PQAR","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2014-08-19 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3R7QAJ","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2014-06-16 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3R7QAJ","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2012-05-25 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa2iCQAR","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2012-05-01 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa2iCQAR","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2010-03-07 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa1LRQAZ","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Perception Analysis","Perception Analysis","2019-10-07 14:44:53","2010-02-06 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa1LRQAZ","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2011-02-27 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa1t6QAB","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Perception Analysis","Perception Analysis","2019-10-07 14:44:53","2011-02-01 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa1t6QAB","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2016-09-28 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa67kQAB","0066A000006852LQAQ","BestCase",False,False,"2018-03-19 22:46:11","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2016-09-24 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa67kQAB",False,False,0,4,0,0,0,3000,3000,0,1,1,4,604030
"BestCase","2017-10-11 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa6UnQAJ","0066A000006852LQAQ","BestCase",False,False,"2018-03-19 22:46:11","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2017-07-16 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa6UnQAJ",False,False,0,4,0,0,0,3000,3000,0,1,1,4,604030
"BestCase","2015-04-20 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa407QAB","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2015-04-09 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa407QAB","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2016-09-24 00:00:00",True,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa61jQAB","0066A000006852LQAQ","BestCase",False,False,"2018-03-19 22:46:11","Proposal/Quote","Proposal/Price Quote","2019-10-07 14:44:53","2016-09-12 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa61jQAB","",False,0,0,0,0,1,3000,3000,0,1,1,4,604030
"BestCase","2016-05-01 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4x5QAB","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2015-12-28 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4x5QAB","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2015-10-11 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4mtQAB","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2015-08-09 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4mtQAB","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2016-06-13 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa5NcQAJ","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2016-06-11 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa5NcQAJ","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2015-04-26 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa48AQAR","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Proposal/Price Quote","Proposal/Price Quote","2019-10-07 14:44:53","2015-04-25 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa48AQAR","","",0,0,0,0,0,3000,3000,0,1,1,0,604030
"BestCase","2018-07-29 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZz6ZQAT","0066A000006852LQAQ","BestCase",False,False,"2018-03-19 22:46:11","Proposal/Quote","Proposal/Quote","2019-10-07 14:44:53","2018-07-02 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZz6ZQAT",False,False,0,4,0,0,0,3000,3000,0,1,1,4,604030
"BestCase","2007-12-14 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa0fMQAR","0066A000006852LQAQ","BestCase","",False,"2018-03-19 22:46:11","Perception Analysis","Perception Analysis","2019-10-07 14:44:53","2007-12-14 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa0fMQAR","","",0,0,0,1,0,3000,900,0,0,0,0,604030
"Omitted","2020-08-09 00:00:00",False,"2019-09-05 22:34:27","2019-08-27T23:58:10.000Z-0083s00000n2w8eAAA","0066A000006852MQAQ","Omitted",False,False,"3000-01-15 00:00:00","Discover","Discover","2019-10-07 14:44:53","2020-08-04 00:00:00",True,False,"0016A00000LbUI4QAN","2019-09-10 23:58:10","2019-09-10 23:58:10","0083s00000n2w8eAAA",False,False,0,8,1,0,0,11000,11000,166980,1,1,8,604030
"Omitted","2020-08-04 00:00:00",True,"2018-03-19 22:46:11","2019-08-22T22:34:27.000Z-0083s00000n2dVTAAY","0066A000006852MQAQ","Pipeline",False,False,"2019-09-10 23:58:10","Discover","Qualification","2019-10-07 14:44:53","2018-02-18 00:00:00",True,False,"0016A00000LbUI4QAN","2019-09-05 22:34:27","2019-09-05 22:34:27","0083s00000n2dVTAAY",False,False,0,1,0,0,1,11000,11000,437023,1,1,8,604030
"Pipeline","2011-03-15 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa29TQAR","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2011-03-13 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa29TQAR","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2013-05-28 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa2jxQAB","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2012-05-25 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa2jxQAB","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2013-07-10 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa2wdQAB","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2013-07-01 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa2wdQAB","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2011-03-16 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa2DeQAJ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2011-03-15 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa2DeQAJ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2014-09-09 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3W6QAJ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-08-19 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3W6QAJ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2014-09-18 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3grQAB","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-09-10 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3grQAB","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2011-08-24 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa2UVQAZ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2011-08-07 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa2UVQAZ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2016-09-28 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa67vQAB","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2016-09-24 00:00:00",True,False,"0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa67vQAB",False,False,0,1,0,0,0,11000,11000,0,1,1,1,604030
"Pipeline","2016-07-30 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa5eJQAR","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2016-07-18 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa5eJQAR","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2015-04-27 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4DAQAZ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2015-04-26 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4DAQAZ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2016-06-11 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa5IOQAZ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2016-05-29 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa5IOQAZ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2016-06-18 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa5TCQAZ","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2016-06-13 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa5TCQAZ","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2016-09-24 00:00:00",True,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa61uQAB","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Prospecting","2019-10-07 14:44:53","2016-09-12 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa61uQAB","",False,0,0,0,0,1,11000,11000,0,1,1,1,604030
"Pipeline","2017-02-12 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa6DeQAJ","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2016-09-28 00:00:00",True,False,"0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa6DeQAJ",False,False,0,1,0,0,0,11000,11000,0,1,1,1,604030
"Pipeline","2015-10-11 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4n4QAB","0066A000006852MQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2015-08-09 00:00:00",True,"","0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4n4QAB","","",0,0,0,0,0,11000,11000,0,1,1,0,604030
"Pipeline","2019-01-08 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzvgQAD","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2019-01-06 00:00:00",True,False,"0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzvgQAD",False,False,0,1,0,0,0,11000,11000,0,1,1,1,604030
"Pipeline","2018-09-18 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzI0QAL","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2018-08-26 00:00:00",True,False,"0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzI0QAL",False,False,0,1,0,0,0,11000,11000,0,1,1,1,604030
"Pipeline","2018-11-10 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000QZzTOQA1","0066A000006852MQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2018-11-04 00:00:00",True,False,"0016A00000LbUI4QAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000QZzTOQA1",False,False,0,1,0,0,0,11000,11000,0,1,1,1,604030
"Pipeline","2014-01-02 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3ToQAJ","0066A000006852NQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2013-10-30 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3ToQAJ","","",0,0,0,0,0,55000,55000,0,1,1,0,604017
"Pipeline","2013-10-18 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3K9QAJ","0066A000006852NQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2013-04-03 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3K9QAJ","","",0,0,0,0,0,55000,55000,0,1,1,0,604017
"Pipeline","2013-01-28 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3AWQAZ","0066A000006852NQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2013-01-29 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3AWQAZ","","",1,0,0,0,0,55000,55000,0,0,1,0,604017
"Pipeline","2014-01-23 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa3YcQAJ","0066A000006852NQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-01-02 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa3YcQAJ","","",0,0,0,0,0,55000,55000,0,1,1,0,604017
"Pipeline","2016-02-12 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa69FQAR","0066A000006852NQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2016-02-12 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa69FQAR",False,False,0,1,0,1,0,-55500,-49000,0,0,0,1,604017
"Pipeline","2016-11-29 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa6NfQAJ","0066A000006852NQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2016-11-01 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa6NfQAJ",False,False,0,1,0,0,0,-55500,-55500,0,1,1,1,604017
"Pipeline","2017-06-29 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa6kIQAR","0066A000006852NQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2017-06-06 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa6kIQAR",False,False,0,1,0,0,0,-55500,-55500,0,1,1,1,604017
"Pipeline","2016-02-08 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa63LQAR","0066A000006852NQAQ","Pipeline",False,False,"2018-03-19 22:46:11","Qualification","Qualification","2019-10-07 14:44:53","2016-02-08 00:00:00",True,False,"0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa63LQAR",False,False,0,1,0,1,0,-36000,-29500,0,0,0,1,604017
"Pipeline","2014-11-05 00:00:00",False,"2018-03-19 22:46:11","2018-03-05T22:46:11.000Z-0086A00000Qa4TwQAJ","0066A000006852NQAQ","Pipeline","",False,"2018-03-19 22:46:11","Prospecting","Prospecting","2019-10-07 14:44:53","2014-10-16 00:00:00",True,"","0016A00000LbUHzQAN","2018-03-19 22:46:11","2018-03-19 22:46:11","0086A00000Qa4TwQAJ","","",0,0,0,0,0,55000,55000,0,1,1,0,604017
