"LOCATION","STATE","REGION","LOCATION_ID","corrected_locality","BROKER_ID","Sum_of_UN_2020_E","Min_of_INSIDE_X","Min_of_INSIDE_Y","Max_of_INSIDE_X","Max_of_INSIDE_Y","Avg_of_INSIDE_Y","Avg_of_INSIDE_X"
"Loving County","Texas","South West","LOC_ID_1759","GAVEN","BROKER_1229",95,-103.97,31.65,-103.32,32,31.81,-103.61
"Kinney County","Texas","South West","LOC_ID_1632","ELIMBAH","BROKER_1229",3734,-100.76,29.08,-100.11,29.62,29.29,-100.43
"San Augustine County","Texas","South West","LOC_ID_1448","TANAH MERAH","BROKER_1229",8632,-94.39,31.1,-93.98,31.65,31.41,-94.15
"Jack County","Texas","South West","LOC_ID_1428","FLOREY","BROKER_1229",9086,-98.42,33,-97.91,33.46,33.21,-98.16
"Burleson County","Texas","South West","LOC_ID_1194","CRAIGMORE","BROKER_1229",17448,-96.95,30.29,-96.31,30.7,30.46,-96.61
"Austin County","Texas","South West","LOC_ID_902","COOLUM BEACH","BROKER_1229",33264,-96.61,29.6,-96.02,30.09,29.85,-96.24
"Angelina County","Texas","South West","LOC_ID_523","ASPLEY","BROKER_1229",91247,-94.97,31.03,-94.17,31.49,31.29,-94.68
"Nueces County","Texas","South West","LOC_ID_192","AMBARVALE","BROKER_1229",358579,-97.94,27.55,-97.04,27.97,27.74,-97.47
"Hidalgo County","Texas","South West","LOC_ID_60","RESERVOIR","BROKER_1229",1028272,-109.04,26.04,-97.86,32.77,26.63,-98.87
"Shackelford County","Texas","South West","LOC_ID_1653","PITTSWORTH","BROKER_1370",3357,-99.61,32.51,-99.09,32.95,32.71,-99.33
"Castro County","Texas","South West","LOC_ID_1484","MARGARET RIVER","BROKER_1370",7720,-102.52,34.31,-101.99,34.74,34.52,-102.28
"Reeves County","Texas","South West","LOC_ID_1294","FALLS CREEK","BROKER_1370",14040,-104.1,30.77,-103.07,31.99,31.31,-103.63
"Upshur County","Texas","South West","LOC_ID_629","YEPPOON","BROKER_1370",66976,-95.15,32.53,-80.05,39.11,35.62,-88.04
"Brazos County","Texas","South West","LOC_ID_268","GLADESVILLE","BROKER_1370",241941,-96.56,30.33,-96.1,30.96,30.62,-96.33
"Kenedy County","Texas","South West","LOC_ID_1758","FLINDERS PARK","BROKER_1375",410,-97.98,26.59,-97.29,27.27,26.88,-97.75
"Schleicher County","Texas","South West","LOC_ID_1622","COOMINYA","BROKER_1375",3976,-100.95,30.7,-100.11,31.08,30.88,-100.45
"Archer County","Texas","South West","LOC_ID_1435","KIN KORA","BROKER_1375",8936,-98.95,33.39,-98.42,33.83,33.63,-98.68
"Brewster County","Texas","South West","LOC_ID_1419","COLLAROY PLATEAU","BROKER_1375",9333,-103.79,29.01,-102.37,30.64,29.98,-103.41
"Frio County","Texas","South West","LOC_ID_1189","BRAYBROOK","BROKER_1375",17713,-99.41,28.64,-98.8,29.09,28.89,-99.1
"Matagorda County","Texas","South West","LOC_ID_890","TEMPE","BROKER_1375",34770,-96.37,28.38,-95.51,29.21,28.87,-96
"Bastrop County","Texas","South West","LOC_ID_519","SHAILER PARK","BROKER_1375",92753,-97.63,29.79,-97.02,30.41,30.11,-97.28
"Brazoria County","Texas","South West","LOC_ID_179","GYMPIE","BROKER_1375",394006,-95.86,28.83,-95.05,29.59,29.24,-95.39
"Collin County","Texas","South West","LOC_ID_47","GLENMORE PARK","BROKER_1375",1209963,-96.84,32.98,-96.29,33.4,33.11,-96.68
"Sterling County","Texas","South West","LOC_ID_1740","BLAKEHURST","BROKER_1383",932,-101.26,31.55,-100.82,32.08,31.82,-101.05
"Hemphill County","Texas","South West","LOC_ID_1616","BOORAGOON","BROKER_1383",4208,-100.54,35.61,-100,36.05,35.82,-100.28
"Haskell County","Texas","South West","LOC_ID_1403","WEST TAMWORTH","BROKER_1383",9921,-101.08,32.95,-99.47,37.73,35.03,-100.23
"Bosque County","Texas","South West","LOC_ID_1163","MCMAHONS POINT","BROKER_1383",18778,-97.98,31.59,-97.29,32.19,31.89,-97.61
"Wharton County","Texas","South West","LOC_ID_829","MOSMAN PARK","BROKER_1383",40224,-96.62,28.96,-95.85,29.62,29.27,-96.17
"Wise County","Texas","South West","LOC_ID_478","NARARA","BROKER_1383",109559,-97.92,32.99,-82.3,37.18,34.76,-91.38
"Fort Bend County","Texas","South West","LOC_ID_68","ROBINA","BROKER_1383",939351,-96.07,29.27,-95.42,29.78,29.58,-95.7
"Bexar County","Texas","South West","LOC_ID_21","ORANGE","BROKER_1383",2049469,-98.8,29.11,-98.12,29.75,29.46,-98.51
"Foard County","Texas","South West","LOC_ID_1735","BENTLEY PARK","BROKER_1392",1100,-100.04,33.74,-99.47,34.22,33.98,-99.76
"Crosby County","Texas","South West","LOC_ID_1585","MOUNT WARRIGAL","BROKER_1392",5134,-101.56,33.39,-101.03,33.83,33.62,-101.33
"Live Oak County","Texas","South West","LOC_ID_1384","LEWISHAM","BROKER_1392",10644,-98.33,28.05,-97.81,28.78,28.33,-98.1
"DeWitt County","Texas","South West","LOC_ID_1140","SILVERDALE","BROKER_1392",19641,-97.74,28.83,-96.98,29.38,29.1,-97.32
"Hale County","Texas","South West","LOC_ID_749","FREMANTLE","BROKER_1392",48452,-102.08,32.48,-87.42,34.31,33.79,-98.62
"Gregg County","Texas","South West","LOC_ID_429","WEST PERTH","BROKER_1392",129306,-94.98,32.36,-94.58,32.65,32.48,-94.8
"Harris County","Texas","South West","LOC_ID_4","PORT MACQUARIE","BROKER_1392",4823736,-95.95,29.49,-84.68,32.87,29.85,-95.16
"Donley County","Texas","South West","LOC_ID_1639","HELENA VALLEY","BROKER_1443",3569,-101.08,34.74,-100.53,35.18,34.96,-100.82
"Fisher County","Texas","South West","LOC_ID_1633","FLINDERS VIEW","BROKER_1443",3639,-100.65,32.52,-100.14,32.96,32.75,-100.39
"Garza County","Texas","South West","LOC_ID_1459","BONOGIN","BROKER_1443",8351,-101.55,32.96,-101.03,33.39,33.17,-101.31
"Coleman County","Texas","South West","LOC_ID_1451","WAMURAN","BROKER_1443",8565,-99.71,31.42,-99.19,32.08,31.81,-99.44
"Falls County","Texas","South West","LOC_ID_1220","TEMORA","BROKER_1443",16913,-97.27,30.99,-96.59,31.51,31.25,-96.94
"Scurry County","Texas","South West","LOC_ID_1216","PARALOWIE","BROKER_1443",17013,-101.17,32.52,-100.65,32.96,32.71,-100.94
"Chambers County","Texas","South West","LOC_ID_577","EDGEWORTH","BROKER_1443",77219,-94.96,29.51,-85.13,33.1,31.41,-89.7
"Victoria County","Texas","South West","LOC_ID_535","WELLINGTON POINT","BROKER_1443",86986,-97.28,28.5,-96.65,29.09,28.78,-96.97
"Webb County","Texas","South West","LOC_ID_213","CARRAMAR","BROKER_1443",315081,-100.15,27.26,-98.79,28.2,27.56,-99.38
"Galveston County","Texas","South West","LOC_ID_203","MULLUMBIMBY","BROKER_1443",329438,-95.23,29.08,-94.37,29.59,29.38,-94.95
"Culberson County","Texas","South West","LOC_ID_1703","LAKELANDS","BROKER_1469",1909,-104.91,30.67,-104.02,32,31.31,-104.57
"Hartley County","Texas","South West","LOC_ID_1534","PAGEWOOD","BROKER_1469",6448,-103.04,35.62,-102.16,36.05,35.85,-102.55
"Blanco County","Texas","South West","LOC_ID_1328","FALCON","BROKER_1469",12693,-98.58,29.93,-98.13,30.5,30.22,-98.39
"Kerr County","Texas","South West","LOC_ID_698","LOGANHOLME","BROKER_1469",54853,-99.75,29.79,-98.91,30.29,30.04,-99.21
"Ector County","Texas","South West","LOC_ID_395","TAYLORS HILL","BROKER_1469",150788,-102.79,31.65,-102.28,32.08,31.86,-102.42
"Lipscomb County","Texas","South West","LOC_ID_1645","MONTROSE","BROKER_1472",3472,-100.54,36.05,-100,36.49,36.3,-100.27
"Presidio County","Texas","South West","LOC_ID_1468","COOKS HILL","BROKER_1472",8136,-104.91,29.28,-103.79,30.6,29.95,-104.21
"Comanche County","Texas","South West","LOC_ID_1253","MAREEBA","BROKER_1472",15546,-99.54,31.69,-98.16,37.38,33.83,-98.83
"Nacogdoches County","Texas","South West","LOC_ID_617","BUTLER","BROKER_1472",68363,-94.97,31.27,-94.3,31.84,31.64,-94.64
"McLennan County","Texas","South West","LOC_ID_255","KINGSGROVE","BROKER_1472",251227,-97.59,31.24,-96.8,31.85,31.54,-97.16
"Upton County","Texas","South West","LOC_ID_1657","ROPES CROSSING","BROKER_1479",3282,-102.31,31.08,-101.77,31.65,31.33,-102.08
"Goliad County","Texas","South West","LOC_ID_1499","WALCHA","BROKER_1479",7284,-97.76,28.4,-97.16,28.91,28.68,-97.4
"Karnes County","Texas","South West","LOC_ID_1299","KUNUNURRA","BROKER_1479",13995,-98.16,28.67,-97.59,29.21,28.88,-97.87
"Hood County","Texas","South West","LOC_ID_657","HARRINGTON PARK","BROKER_1479",62008,-98.06,32.24,-97.61,32.55,32.43,-97.79
"Taylor County","Texas","South West","LOC_ID_273","CARRARA","BROKER_1479",236909,-100.15,29.66,-79.89,45.38,35.21,-91.32
"Throckmorton County","Texas","South West","LOC_ID_1724","TURRELLA","BROKER_1655",1450,-99.47,32.95,-98.95,33.39,33.13,-99.2
"Briscoe County","Texas","South West","LOC_ID_1723","TRANMERE","BROKER_1655",1500,-101.47,34.31,-100.94,34.74,34.5,-101.25
"Carson County","Texas","South West","LOC_ID_1559","BUNDAMBA","BROKER_1655",5812,-101.62,35.18,-101.08,35.62,35.45,-101.31
"San Saba County","Texas","South West","LOC_ID_1552","ABERMAIN","BROKER_1655",6020,-99.09,30.92,-98.44,31.46,31.16,-98.8
"Zavala County","Texas","South West","LOC_ID_1366","BIRRONG","BROKER_1655",11397,-100.11,28.64,-99.41,29.09,28.85,-99.76
"Wilbarger County","Texas","South West","LOC_ID_1344","MILLER","BROKER_1655",12221,-99.47,33.83,-98.95,34.42,34.09,-99.24
"Burnet County","Texas","South West","LOC_ID_715","GREEN POINT","BROKER_1655",52233,-98.45,30.43,-97.83,31.03,30.71,-98.22
"Medina County","Texas","South West","LOC_ID_713","CORRIMAL","BROKER_1655",52416,-99.41,29.09,-98.8,29.68,29.3,-99.03
"Kaufman County","Texas","South West","LOC_ID_403","BALWYN NORTH","BROKER_1655",145238,-96.52,32.35,-96.07,32.84,32.62,-96.31
"Comal County","Texas","South West","LOC_ID_399","HAMPTON","BROKER_1655",146559,-98.64,29.59,-98,30.03,29.77,-98.23
"Hudspeth County","Texas","South West","LOC_ID_1643","LANDSBOROUGH","BROKER_1660",3498,-105.99,30.64,-104.9,32,31.49,-105.39
"McCulloch County","Texas","South West","LOC_ID_1465","CHIPPENDALE","BROKER_1660",8167,-99.6,30.94,-99.09,31.49,31.15,-99.33
"Zapata County","Texas","South West","LOC_ID_1246","GOLDEN BEACH","BROKER_1660",15824,-99.45,26.58,-98.95,27.3,26.95,-99.22
"Rusk County","Texas","South West","LOC_ID_602","SUCCESS","BROKER_1660",72259,-94.98,31.84,-90.67,45.63,37.64,-93.28
"Smith County","Texas","South West","LOC_ID_233","EARLWOOD","BROKER_1660",284160,-99.06,31.78,-85.78,40,33.93,-94.1
"Borden County","Texas","South West","LOC_ID_1753","EDWARDSTOWN","BROKER_1668",573,-101.69,32.52,-101.17,32.96,32.71,-101.42
"Sutton County","Texas","South West","LOC_ID_1619","CENTENARY HEIGHTS","BROKER_1668",4046,-100.96,30.28,-100.11,30.7,30.5,-100.6
"Runnels County","Texas","South West","LOC_ID_1416","CAULFIELD","BROKER_1668",9509,-100.23,31.57,-99.71,32.08,31.81,-99.99
"Eastland County","Texas","South West","LOC_ID_1177","TYABB","BROKER_1668",18314,-99.11,32.07,-98.47,32.51,32.35,-98.83
"Titus County","Texas","South West","LOC_ID_874","DUNLOP","BROKER_1668",36113,-95.12,32.99,-94.81,33.38,33.18,-94.97
"Bowie County","Texas","South West","LOC_ID_518","PEAKHURST","BROKER_1668",93201,-94.74,33.25,-94.04,33.71,33.44,-94.25
"Bell County","Texas","South West","LOC_ID_168","PYMBLE","BROKER_1668",419520,-97.91,30.75,-83.46,36.94,31.95,-95.38
"Travis County","Texas","South West","LOC_ID_45","GREENACRE","BROKER_1668",1255056,-98.15,30.03,-97.37,30.61,30.31,-97.75
"McMullen County","Texas","South West","LOC_ID_1752","EDITHVALE","BROKER_1672",597,-98.8,28.05,-98.33,28.64,28.35,-98.53
"Concho County","Texas","South West","LOC_ID_1618","BUNINYONG","BROKER_1672",4089,-100.11,31.08,-99.6,31.57,31.33,-99.89
"Dimmit County","Texas","South West","LOC_ID_1411","BERRY","BROKER_1672",9629,-100.11,28.19,-99.39,28.64,28.46,-99.76
"Young County","Texas","South West","LOC_ID_1166","MOUNT ISA","BROKER_1672",18699,-98.95,32.95,-98.42,33.39,33.2,-98.66
"Cooke County","Texas","South West","LOC_ID_836","TEWANTIN","BROKER_1672",39479,-97.48,33.41,-96.94,33.94,33.62,-97.17
"Hunt County","Texas","South West","LOC_ID_515","MIDLAND","BROKER_1672",93985,-96.29,32.83,-95.85,33.39,33.09,-96.09
"Cameron County","Texas","South West","LOC_ID_149","SOUTH WEST ROCKS","BROKER_1672",478614,-97.86,25.84,-97.14,26.4,26.08,-97.56
"El Paso County","Texas","South West","LOC_ID_29","PARRAMATTA","BROKER_1672",1643318,-106.64,31.39,-104.05,39.12,35.42,-105.51
"Dickens County","Texas","South West","LOC_ID_1692","GREENWITH","BROKER_1697",2166,-101.03,33.39,-100.51,33.83,33.59,-100.8
"Cochran County","Texas","South West","LOC_ID_1676","CANOWINDRA","BROKER_1697",2597,-103.05,33.38,-102.59,33.82,33.62,-102.77
"Refugio County","Texas","South West","LOC_ID_1520","KANWAL","BROKER_1697",6817,-97.52,28.07,-96.79,28.54,28.29,-97.21
"Winkler County","Texas","South West","LOC_ID_1513","DINGLEY VILLAGE","BROKER_1697",6907,-103.32,31.65,-102.79,32.08,31.86,-103.1
"Rains County","Texas","South West","LOC_ID_1327","ENFIELD","BROKER_1697",12700,-95.96,32.73,-95.64,32.97,32.88,-95.81
"Camp County","Texas","South West","LOC_ID_1321","BERSERKER","BROKER_1697",12977,-95.15,32.9,-94.72,33.06,32.99,-94.99
"Waller County","Texas","South West","LOC_ID_693","CAULFIELD SOUTH","BROKER_1697",55798,-96.18,29.72,-95.8,30.24,30.02,-95.99
"Van Zandt County","Texas","South West","LOC_ID_691","BULIMBA","BROKER_1697",55844,-96.07,32.35,-95.45,32.83,32.58,-95.81
"Liberty County","Texas","South West","LOC_ID_388","NARRE WARREN SOUTH","BROKER_1697",154800,-111.4,29.88,-81.11,48.99,33.24,-91.89
"Grayson County","Texas","South West","LOC_ID_361","TURRAMURRA","BROKER_1697",169255,-96.94,33.39,-80.84,37.62,34.66,-92.45
"Stonewall County","Texas","South West","LOC_ID_1728","WARRAWEE","BROKER_1883",1322,-100.51,32.96,-99.98,33.39,33.16,-100.21
"Lynn County","Texas","South West","LOC_ID_1579","KENWICK","BROKER_1883",5324,-102.07,32.96,-101.55,33.39,33.15,-101.8
"Ochiltree County","Texas","South West","LOC_ID_1368","BUNGENDORE","BROKER_1883",11294,-101.08,36.05,-100.54,36.49,36.34,-100.81
"Gonzales County","Texas","South West","LOC_ID_1122","ENOGGERA","BROKER_1883",20521,-97.85,29.11,-97.15,29.78,29.46,-97.49
"Atascosa County","Texas","South West","LOC_ID_727","DIAMOND CREEK","BROKER_1883",50816,-98.8,28.62,-98.1,29.24,28.94,-98.53
"Randall County","Texas","South West","LOC_ID_415","COLLAROY","BROKER_1883",135871,-102.16,34.74,-101.62,35.18,35.06,-101.89
"Reagan County","Texas","South West","LOC_ID_1656","RAINBOW BEACH","BROKER_1917",3288,-101.77,31.07,-101.26,31.65,31.35,-101.53
"Bailey County","Texas","South West","LOC_ID_1490","OAK PARK","BROKER_1917",7561,-103.04,33.82,-102.61,34.31,34.1,-102.78
"Pecos County","Texas","South West","LOC_ID_1296","GORDON PARK","BROKER_1917",14019,-103.56,30.06,-101.77,31.36,30.89,-102.73
"Fannin County","Texas","South West","LOC_ID_648","ASHCROFT","BROKER_1917",63454,-96.38,33.34,-84.09,34.98,34.09,-91.28
"Midland County","Texas","South West","LOC_ID_271","WINSTON HILLS","BROKER_1917",238790,-102.28,31.65,-84.16,43.82,36.45,-95.26
"Motley County","Texas","South West","LOC_ID_1738","BITTERN","BROKER_2053",1046,-101.04,33.83,-100.51,34.31,34.08,-100.79
"Glasscock County","Texas","South West","LOC_ID_1737","BERTRAM","BROKER_2053",1060,-101.77,31.65,-101.26,32.08,31.85,-101.54
"Kimble County","Texas","South West","LOC_ID_1603","TAREN POINT","BROKER_2053",4624,-100.11,30.28,-99.3,30.71,30.5,-99.75
"Crane County","Texas","South West","LOC_ID_1602","TAMARAMA","BROKER_2053",4641,-102.76,31.08,-102.3,31.65,31.45,-102.44
"Somervell County","Texas","South West","LOC_ID_1398","ULLADULLA","BROKER_2053",10129,-97.94,32.08,-97.61,32.31,32.22,-97.78
"Parmer County","Texas","South West","LOC_ID_1394","SOUTH GLADSTONE","BROKER_2053",10248,-103.04,34.31,-102.52,34.74,34.51,-102.78
"Lavaca County","Texas","South West","LOC_ID_1161","LANE COVE NORTH","BROKER_2053",18821,-97.22,29.06,-96.57,29.63,29.39,-97
"Deaf Smith County","Texas","South West","LOC_ID_1141","STANSBURY","BROKER_2053",19607,-103.04,34.74,-102.16,35.18,34.89,-102.48
"Jim Wells County","Texas","South West","LOC_ID_814","BANKSIA GROVE","BROKER_2053",41128,-98.23,27.26,-97.8,28.05,27.69,-98.08
"Erath County","Texas","South West","LOC_ID_801","IVANHOE","BROKER_2053",42293,-98.54,31.92,-97.86,32.51,32.22,-98.22
"Tom Green County","Texas","South West","LOC_ID_465","KEDRON","BROKER_2053",113357,-101.26,31.08,-100.11,31.7,31.43,-100.47
"Potter County","Texas","South West","LOC_ID_435","BRIGHTON EAST","BROKER_2053",127316,-102.16,35.18,-99.57,45.24,36.57,-101.58
"Denton County","Texas","South West","LOC_ID_63","BERWICK","BROKER_2053",984719,-97.39,32.98,-96.83,33.42,33.12,-97.03
"Williamson County","Texas","South West","LOC_ID_61","EPPING","BROKER_2053",1020009,-98.04,30.41,-86.6,37.86,33.69,-92.76
"Tarrant County","Texas","South West","LOC_ID_18","FAIRFIELD","BROKER_2053",2192270,-97.55,32.54,-97.03,32.99,32.76,-97.26
"Dallas County","Texas","South West","LOC_ID_12","QUAKERS HILL","BROKER_2053",2624866,-97.03,32.04,-86.82,41.86,33.39,-95.88
"Collingsworth County","Texas","South West","LOC_ID_1669","BELLMERE","BROKER_2130",2901,-100.53,34.74,-100,35.18,34.93,-100.24
"Swisher County","Texas","South West","LOC_ID_1500","WAROOKA","BROKER_2130",7278,-101.99,34.31,-101.47,34.74,34.5,-101.75
"Callahan County","Texas","South West","LOC_ID_1300","KYNETON","BROKER_2130",13875,-99.63,32.07,-99.11,32.51,32.33,-99.36
"San Patricio County","Texas","South West","LOC_ID_663","MENTONE","BROKER_2130",60745,-97.88,27.82,-97.13,28.17,27.98,-97.46
"Ellis County","Texas","South West","LOC_ID_281","DIANELLA","BROKER_2130",223806,-99.59,32.05,-96.43,39.13,34.79,-97.73
"Baylor County","Texas","South West","LOC_ID_1651","OLD TOONGABBIE","BROKER_2286",3372,-99.47,33.39,-98.95,33.83,33.59,-99.26
"La Salle County","Texas","South West","LOC_ID_1477","HARDEN","BROKER_2286",7877,-99.39,28.03,-98.8,28.64,28.33,-99.14
"Nolan County","Texas","South West","LOC_ID_1286","BUXTON","BROKER_2286",14413,-100.66,32.08,-100.14,32.52,32.38,-100.4
"Starr County","Texas","South West","LOC_ID_625","STAFFORD","BROKER_2286",67449,-99.16,26.24,-98.32,26.78,26.44,-98.77
"Hays County","Texas","South West","LOC_ID_264","WATERLOO","BROKER_2286",244806,-98.29,29.75,-97.71,30.35,29.99,-97.95
"Cottle County","Texas","South West","LOC_ID_1732","WILSONTON","BROKER_2287",1214,-100.51,33.83,-99.99,34.31,34.06,-100.27
"Jim Hogg County","Texas","South West","LOC_ID_1583","MEADOW SPRINGS","BROKER_2287",5200,-98.95,26.78,-98.41,27.35,27.13,-98.69
"Sabine County","Texas","South West","LOC_ID_1376","EATON","BROKER_2287",10982,-94.04,31.14,-93.61,31.59,31.32,-93.87
"Montague County","Texas","South West","LOC_ID_1136","NOLLAMARA","BROKER_2287",19755,-97.97,33.43,-97.48,33.97,33.65,-97.75
"Navarro County","Texas","South West","LOC_ID_742","TORONTO","BROKER_2287",49076,-96.88,31.8,-96.06,32.31,32.06,-96.46
"Wichita County","Texas","South West","LOC_ID_428","SOUTH MELBOURNE","BROKER_2287",129771,-101.56,33.83,-98.42,38.7,34.7,-99.07
"Coke County","Texas","South West","LOC_ID_1673","BUNDANOON","BROKER_2290",2831,-100.82,31.69,-100.23,32.08,31.91,-100.5
"Dallam County","Texas","South West","LOC_ID_1510","CHURCHILL","BROKER_2290",7012,-103.04,36.05,-102.16,36.49,36.19,-102.65
"Lamb County","Texas","South West","LOC_ID_1318","BANGOR","BROKER_2290",13091,-102.61,33.82,-102.08,34.31,34.05,-102.35
"Maverick County","Texas","South West","LOC_ID_665","MOE","BROKER_2290",60464,-100.66,28.19,-100.11,29.08,28.71,-100.37
"Guadalupe County","Texas","South West","LOC_ID_318","THORNLEIGH","BROKER_2290",193648,-105.31,29.37,-97.64,35.21,31.45,-100.41
"Armstrong County","Texas","South West","LOC_ID_1717","SALISBURY NORTH","BROKER_2314",1682,-101.62,34.74,-101.08,35.18,35.01,-101.35
"Childress County","Texas","South West","LOC_ID_1539","POINT CLARE","BROKER_2314",6355,-100.41,34.31,-99.99,34.74,34.48,-100.21
"Terry County","Texas","South West","LOC_ID_1342","MACKSVILLE","BROKER_2314",12308,-102.59,32.95,-102.07,33.38,33.18,-102.31
"Hill County","Texas","South West","LOC_ID_712","CALAMVALE","BROKER_2314",52452,-110.75,31.71,-96.72,48.99,40.13,-103.46
"Parker County","Texas","South West","LOC_ID_397","WILLETTON","BROKER_2314",150327,-98.06,32.55,-97.54,33,32.78,-97.76
"Uintah County","Utah","South West","LOC_ID_817","CASINO","BROKER_1139",40968,-110.03,39.46,-109.04,40.85,40.32,-109.51
"Beaver County","Utah","South West","LOC_ID_1506","BARRACK HEIGHTS","BROKER_1595",7120,-114.04,38.14,-112.35,38.57,38.32,-112.9
"Davis County","Utah","South West","LOC_ID_180","ANNANDALE","BROKER_1595",390430,-112.26,40.59,-92.17,41.15,40.97,-108.72
"Emery County","Utah","South West","LOC_ID_1380","HORSLEY","BROKER_1701",10745,-111.3,38.5,-110.01,39.7,39.12,-110.82
"Millard County","Utah","South West","LOC_ID_1343","MAGILL","BROKER_1701",12238,-114.04,38.57,-112.01,39.55,39.1,-112.72
"Utah County","Utah","South West","LOC_ID_100","NERANG","BROKER_1701",703092,-112.19,39.77,-110.85,40.55,40.21,-111.76
"Salt Lake County","Utah","South West","LOC_ID_52","BYRON BAY","BROKER_1701",1145854,-112.22,40.41,-111.56,40.91,40.64,-111.91
"Rich County","Utah","South West","LOC_ID_1679","CLONCURRY","BROKER_1781",2547,-111.51,41.14,-111.04,41.99,41.64,-111.26
"Weber County","Utah","South West","LOC_ID_247","BERALA","BROKER_1781",264200,-112.34,41.13,-111.42,41.42,41.23,-111.96
"Box Elder County","Utah","South West","LOC_ID_685","WESTLEIGH","BROKER_1814",56816,-114.04,41,-111.88,42,41.62,-112.43
"Juab County","Utah","South West","LOC_ID_1338","KURUNJANG","BROKER_1927",12373,-114.04,39.31,-111.58,39.98,39.7,-112.23
"Summit County","Utah","South West","LOC_ID_587","WARNBRO","BROKER_1946",75446,-111.62,39.36,-105.78,41.25,40.35,-109.28
"Piute County","Utah","South West","LOC_ID_1720","ST KILDA WEST","BROKER_2092",1638,-112.49,38.14,-111.76,38.51,38.34,-112.11
"Cache County","Utah","South West","LOC_ID_416","HIGHTON","BROKER_2092",134849,-112.12,41.37,-111.41,41.99,41.72,-111.81
"Daggett County","Utah","South West","LOC_ID_1733","BALLARAT EAST","BROKER_2187",1197,-110,40.66,-109.04,40.99,40.91,-109.53
"Iron County","Utah","South West","LOC_ID_534","TARRAGINDI","BROKER_2187",87167,-114.05,37.27,-88.11,46.57,41.06,-100.43
"Tooele County","Utah","South West","LOC_ID_561","URANGAN","BROKER_2267",80798,-114.04,39.9,-112.15,41,40.4,-112.64
"Duchesne County","Utah","South West","LOC_ID_1060","MILTON","BROKER_2289",23349,-110.9,39.8,-109.97,40.74,40.24,-110.33
"Carbon County","Utah","South West","LOC_ID_756","MOSS VALE","BROKER_2292",47761,-111.23,39.46,-106.07,45.63,42.09,-108.08
"Sanpete County","Utah","South West","LOC_ID_903","DONVALE","BROKER_858",33114,-112.01,39.03,-111.24,39.81,39.4,-111.58
"Wasatch County","Utah","South West","LOC_ID_881","ORMISTON","BROKER_858",35388,-111.61,39.9,-110.89,40.68,40.43,-111.3
"Rutland County","Vermont","North East","LOC_ID_677","COOMBABAH","BROKER_1065",58397,-73.4,43.29,-72.71,43.85,43.58,-73.05
"Chittenden County","Vermont","North East","LOC_ID_379","BELLA VISTA","BROKER_628",162367,-73.31,44.19,-72.82,44.71,44.47,-73.12
"Caledonia County","Vermont","North East","LOC_ID_915","NGUNNAWAL","BROKER_761",31994,-72.42,44.15,-71.84,44.76,44.44,-72.09
"Bennington County","Vermont","North East","LOC_ID_870","BROADMEADOWS","BROKER_882",36193,-73.28,42.74,-72.82,43.31,43.01,-73.11
"Grand Isle County","Vermont","North East","LOC_ID_1519","INVERLOCH","BROKER_926",6856,-73.36,44.57,-73.21,45.01,44.8,-73.29
"Lamoille County","Vermont","North East","LOC_ID_1025","RIVERHILLS","BROKER_938",25067,-72.92,44.4,-72.39,44.78,44.59,-72.65
"Addison County","Vermont","North East","LOC_ID_867","WINGHAM","BROKER_966",36629,-73.42,43.75,-72.75,44.3,44.03,-73.16
"Windsor County","Vermont","North East","LOC_ID_700","MEADOWBANK","BROKER_966",54709,-72.94,43.22,-72.2,43.93,43.55,-72.52
"Northumberland County","Virginia","South East","LOC_ID_1351","RINGWOOD EAST","BROKER_1447",12082,-76.63,37.68,-76.23,38.02,37.88,-76.38
"Hopewell city","Virginia","South East","LOC_ID_1089","GOODNA","BROKER_1447",22205,-77.33,37.25,-77.25,37.31,37.29,-77.3
"Isle of Wight County","Virginia","South East","LOC_ID_820","DANDENONG NORTH","BROKER_1447",40662,-76.92,36.64,-76.49,37.11,36.87,-76.7
"Lunenburg County","Virginia","South East","LOC_ID_1332","HEALESVILLE","BROKER_1543",12495,-78.49,36.78,-78,37.11,36.95,-78.22
"Staunton city","Virginia","South East","LOC_ID_1071","SEVILLE GROVE","BROKER_1543",22941,-79.11,38.12,-79.01,38.19,38.15,-79.07
"Shenandoah County","Virginia","South East","LOC_ID_744","WAVERLEY","BROKER_1543",48901,-78.84,38.61,-78.3,39.09,38.85,-78.55
"Poquoson city","Virginia","South East","LOC_ID_1336","JANNALI","BROKER_1549",12400,-76.41,37.1,-76.3,37.16,37.13,-76.38
"Fairfax city","Virginia","South East","LOC_ID_1073","WAMBERAL","BROKER_1549",22906,-77.33,38.83,-77.26,38.87,38.85,-77.3
"Charlottesville city","Virginia","South East","LOC_ID_783","INVERELL","BROKER_1549",44466,-78.52,38.01,-78.45,38.06,38.03,-78.48
"King and Queen County","Virginia","South East","LOC_ID_1507","BLACKWATER","BROKER_1603",7077,-77.18,37.46,-76.65,37.96,37.71,-76.91
"Charles City County","Virginia","South East","LOC_ID_1498","SOUTH FREMANTLE","BROKER_1603",7383,-77.26,37.24,-76.88,37.47,37.36,-77.08
"Bristol city","Virginia","South East","LOC_ID_1186","BEELIAR","BROKER_1603",17809,-82.24,36.59,-82.1,36.67,36.6,-82.17
