"City","STREET","Restaurant","INSPECTION_DATE","GRADE","June","Oct","Yearly_Sales","Apr","Feb","Dec","May","ZIPCODE","Aug","Food_Cost_Per_Month","Nov","Jan","CAMIS","July","Mar","Sep"
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/20","B",201497.09,517739.03,6162911.34,768335.5,514821.63,939973.25,341679.6,10065,272844.31,18049.69,301722.92,983483.89,41272814,491174.06,593856,235784.06
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/20","B",326240.4,700364.91,7997215.5,886408.22,972236.11,481767.19,836469.11,10065,532354.72,27088.7,618846.47,572159.17,41272814,355905.11,732060.15,982403.94
"BROOKLYN","BROADWAY","SUBWAY","2016/07/20",,550112.84,796873.97,7740516.89,842313.7,773727.02,259374.22,393144.2,11207,841364.1,16210.64,685029.14,589124.02,41449335,859994.13,726677.56,422781.99
"BROOKLYN","BROADWAY","SUBWAY","2016/07/20",,989394.87,419538.82,6242093.5,338268.13,999050.06,859340.05,401006.45,11207,298990.25,17162.89,243150.13,320951.35,41449335,336415.77,352029.3,683958.32
"QUEENS","BROADWAY","SUBWAY","2016/07/20","A",971869.75,295499.89,7689179.01,724920.66,358753.39,927648.08,851500.07,11106,331625.99,19699.17,593056.14,719438.79,50044008,892101.49,637263.54,385501.22
"STATEN ISLAND","FERRY TERMINAL DR","SUBWAY & CARVEL","2016/07/20","A",573173.52,369679.13,8197975.03,957800.59,688638.66,606496.04,507851.43,10301,468012.54,20323.96,755345.24,827803.34,50040819,792580.92,652453.99,998139.63
"BROOKLYN","BROADWAY","SUBWAY","2016/07/20",,933077.72,228506.13,7083289.51,482635.07,958395.67,534289.08,252879.42,11207,376459.97,20518.57,269672.85,652881.11,41449335,531082.62,897305.67,966104.2
"STATEN ISLAND","FERRY TERMINAL DR","SUBWAY & CARVEL","2016/07/20","A",698462.18,332335.67,7231973.33,682008.53,475301.26,681427.71,832673.54,10301,832141.48,21399.42,765083.6,309256.7,50040819,243071.06,903174.01,477037.59
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/20","B",808406.78,592252.73,7003387.53,418022.75,292245.18,938952.4,397548,10065,806868.73,24678.72,785139.84,653349.03,41272814,229330.31,568046.08,513225.7
"BROOKLYN","BROADWAY","SUBWAY","2016/07/20",,875432.09,947794.41,8863947.83,996399.25,790990.86,333505.13,201819.24,11207,875185.73,26356.67,570388.37,881984.01,41449335,944966.35,706934.65,738547.74
"BROOKLYN","BROADWAY","SUBWAY","2016/07/20",,874860.27,252715.95,6928779.91,948889.27,901811.44,469242.57,976124.68,11207,231784.38,25297.5,565256.7,238545.1,41449335,204104.3,542666.1,722779.15
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/20","B",589635.66,799049.72,8275652.14,524804.65,771555.57,594314.1,872344.92,10065,814577.97,28547.6,488237.34,458809.41,41272814,720411.72,694545.56,947365.52
"QUEENS","10TH AVE","SUBWAY","2016/07/20",,960695.1,958718,7740121.61,328920.09,774891.16,346287.37,490144.83,11357,897341.28,27568.98,443150.77,502536.16,50015790,998501.91,335499.02,703435.92
"QUEENS","10TH AVE","SUBWAY","2016/07/20",,355231.53,772075.02,6466635.63,270626.81,581344.47,242845.55,272013.35,11357,831270.19,22030.07,693634.64,999068.4,50015790,966438.89,237080.05,245006.73
"MANHATTAN","PARK AVE","SUBWAY","2018/07/20",,944322.73,713620.71,7482825.42,266368.26,816912.65,607493.2,612872.41,10035,281161.69,17348.64,370134.44,572899.15,50013182,842065.36,846683.76,608291.06
"MANHATTAN","PARK AVE","SUBWAY","2018/07/20",,559788.49,971791.63,6913929.5,942768.19,263202.33,459735.85,751923.57,10035,683732.2,15471.69,465799.45,252584.4,50013182,771426.18,221515.94,569661.27
"MANHATTAN","PARK AVE","SUBWAY","2018/07/20",,634087.36,811818.2,8110650.78,877716.38,517625.4,340712.29,349835.87,10035,553622.18,19972.09,716739.53,599605.74,50013182,860429.82,925242.71,923215.3
"MANHATTAN","W 17TH ST","SUBWAY","2015/07/21",,659576.16,237813.74,6594289.83,673914.31,888100.9,259198.88,607998.55,10011,418213.7,20608.19,709307.55,505338.58,50036964,518773.28,567351.23,548702.95
"MANHATTAN","W 17TH ST","SUBWAY","2015/07/21",,744665.37,359774.4,6446573.67,472245.74,763882.28,683507.84,286547.69,10011,393918.31,21701.94,760561.31,412557.21,50036964,524321.04,724627.52,319964.96
"MANHATTAN","W 17TH ST","SUBWAY","2015/07/21",,543530.23,718413.63,8346101.5,266265.45,475250.77,694305.68,892326.92,10011,832634.94,26804.69,998386.49,628474.97,50036964,944617.65,490703.71,861191.06
"MANHATTAN","W 17TH ST","SUBWAY","2015/07/21",,707073.84,700339.26,7627906.5,568134.72,640533.52,930320.29,453310.3,10011,646670.74,23876.91,779795.53,534163.34,50036964,900940.02,287856.15,478768.79
"BROOKLYN","UTICA AVE","SUBWAY","2016/07/21",,947356.66,299626.95,7181561.27,445350.39,735402.96,996588.78,803554.97,11213,265311.18,26495.98,941108.36,368581.03,50036372,263984.16,257877.56,856818.27
"BROOKLYN","UTICA AVE","SUBWAY","2016/07/21",,985635.1,740226.67,7375067.25,439558.11,895924.34,588539.81,584462.54,11213,318801.21,27698.39,706812.9,759128.15,50036372,311453.02,359809.42,684715.98
"BROOKLYN","UTICA AVE","SUBWAY","2016/07/21",,362893.4,636126.38,6408500.71,618409.57,664391.15,215150.71,722668.29,11213,858994.34,19342.63,205226.6,653198.79,50036372,674073.55,382188.27,415179.66
"BROOKLYN","UTICA AVE","SUBWAY","2016/07/21",,447652.16,949891.07,7210464.63,917739.27,598298.88,270995.7,354260.29,11213,218649.72,27088.24,911275.43,383849.17,50036372,996229.58,301369.84,860253.52
"QUEENS","LIBERTY AVE","SUBWAY","2017/07/21","A",392464.59,464894.32,7103294.38,210652.88,552899.55,879516.75,975422.15,11435,868159.47,15397.5,544230.85,526247.6,50017187,501695.96,386578.82,800531.44
"BROOKLYN","CHURCH AVENUE","SUBWAY","2016/07/22",,393929.47,501480.56,7151577.82,399873.01,843138.2,266583.79,595999.85,11203,907629.76,18108.71,845545.5,821848.11,41388853,684618.61,588361.84,302569.12
"QUEENS","JAMAICA AVENUE","SUBWAY","2016/07/22",,555034.9,788834.23,8087896.97,805048.8,996057.47,826679.06,299255.88,11418,851193.76,24583.04,727749.81,461843.25,41519649,593456.36,363047.27,819696.18
"QUEENS","JAMAICA AVENUE","SUBWAY","2016/07/22",,986679.64,809949.89,8369644.55,607110.69,923287.04,537584.07,780322.04,11418,543575.76,18466.25,592557.98,381752.91,41519649,979783.41,814781.47,412259.65
"QUEENS","21 STREET","SUBWAY","2016/07/22","A",605832.77,607224.16,6014608.75,387475.22,463802.63,550384.9,686432.88,11101,723955.72,17209.8,713167.39,265002.04,41686442,497748.6,256291.36,257291.08
"QUEENS","JAMAICA AVENUE","SUBWAY","2016/07/22","A",856722.94,539170.58,6982794.29,962461.4,449508.16,215095.09,717084.41,11435,466783.2,20292.98,688768.43,783638.63,40881793,443669.69,603071.78,256819.98
"QUEENS","FRESH POND ROAD","SUBWAY","2015/07/23",,358567.95,578335.73,9102726.86,636667.09,880243.22,936762.32,894462.94,11385,805706.31,25473.81,978580.57,978465.17,41400202,511964.96,812754.98,730215.62
"QUEENS","FRESH POND ROAD","SUBWAY","2015/07/23",,983722.2,355291.93,6713697.42,619099.97,319436.84,887053.32,316035.83,11385,267485.32,29729.35,826803.47,638080.08,41400202,366608.35,259469.33,874610.78
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/23",,899319.31,643898.41,6431801.93,396044.9,537948.7,318435.95,524465.47,11419,209578.91,20080.64,914136.85,588962.71,50002588,273834.47,498351.65,626824.6
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/23",,566823.75,223095.01,7005734.36,433923.39,672128.35,489869.29,735337.69,11419,392544.91,23581.88,412124.84,912041.59,50002588,897677.38,793342.98,476825.18
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/23",,814598.82,505156.12,7163506.81,918801.5,655929.47,317981.2,534768.87,11419,595996.04,16527.33,639405.22,520379.57,50002588,306607.68,612724.1,741158.22
"MANHATTAN","5 AVENUE","SUBWAY","2017/07/25",,895750.53,914698.06,9038462.35,732607.55,848906.67,797217.2,728210.96,10103,471569.63,28615.7,964187.55,601652.49,41478979,993319.6,830118.07,260224.04
"BRONX","EAST  167 STREET","SUBWAY","2017/07/25","A",337603.76,844971.43,6998652.65,495197.05,652826.09,737740.96,270668.7,10452,251677.28,18293.52,557300.96,741675.54,41291758,508087.07,773517.27,827386.54
"MANHATTAN","5 AVENUE","SUBWAY","2017/07/25",,507573.94,343104.84,6068724.26,344233.49,510392.68,461643.26,354464.02,10103,475823.06,23496.22,645740.1,396184.3,41478979,953824.59,643972.11,431767.87
"BRONX","EAST  167 STREET","SUBWAY","2017/07/25","A",853134.22,274678.98,8528127.99,672452.22,843640,827069.65,920369.15,10452,942777.37,16488.22,265526.9,834946.92,41291758,882189.68,447033.66,764309.24
"MANHATTAN","5 AVENUE","SUBWAY","2017/07/25",,440156.58,561950.95,7587135.72,556074.53,957164.13,915431.79,450270.14,10103,731174.21,24412.56,965453.63,416649.39,41478979,735713.91,643237.55,213858.91
"BROOKLYN","UNION AVENUE","SUBWAY","2018/07/25","A",215719.55,764033,7044765.15,614678.81,772277.67,368387.19,423096.13,11211,709966.83,18536.55,554666.9,792257.27,41719136,817535.35,648541.49,363604.96
"BROOKLYN","UNION AVENUE","SUBWAY","2018/07/25","A",502012.88,219841.9,6637402.53,212293.95,346314.14,653901.39,298618.53,11211,904485.65,25043.92,692701.77,432222.67,41719136,716755.79,787057.76,871196.1
"MANHATTAN","AVENUE OF AMERICAS","SUBWAY","2018/07/25","A",874620.25,276089.9,5962970.79,448414.16,593542.27,238045.44,883465.67,10019,644983.18,15919.04,712936.77,474171.81,41670967,293586.25,225839.62,297275.47
"MANHATTAN","COLUMBUS AVENUE","SUBWAY","2016/07/26","A",576408.83,238367.75,6011095.49,281225.78,431650.41,615100.63,298189.63,10025,322922.93,25936.59,433449.27,975459.39,41293886,722987.61,307454.79,807878.47
"MANHATTAN","MAIN STREET","SUBWAY","2016/07/26","A",868404.33,705436.84,8699627.8,667297.34,895648.86,423955.19,671964.24,10044,775853.27,28852.84,824704.53,999513.09,41004976,803765.67,293623.49,769460.95
"MANHATTAN","MAIN STREET","SUBWAY","2016/07/26","A",357498,354546.88,6494554.86,888096.16,386671.65,933822.79,739162.41,10044,721026.88,27523.93,540479.95,344669.93,41004976,236586.33,618746.02,373247.86
"MANHATTAN","COLUMBUS AVENUE","SUBWAY","2016/07/26","A",968190.01,609246.58,8385400.95,917194.27,832382.9,817216.37,288356.97,10025,301748.06,15847.32,915941.57,729666.64,41293886,276705.95,811858.87,916892.76
"QUEENS","LIBERTY AVE","SUBWAY","2017/07/26","A",853977.82,924925.53,7267959.54,281980.03,574006.09,977913.57,228547.39,11419,963900.03,27753.95,755248.27,472729.34,50002588,485509.85,241471.08,507750.54
"BROOKLYN","NOSTRAND AVE","SUBWAY","2018/07/26",,233611.62,598127.07,6733030.4,205641.41,228322.62,504297.96,998280.52,11225,775036.92,25832.66,520987.04,558518.23,50007655,833672.51,563072.73,713461.77
"BROOKLYN","NOSTRAND AVE","SUBWAY","2018/07/26",,999866.59,410273,8175129.21,540030.19,838013.93,719324.32,407966.62,11225,808011.89,16494.93,578929.43,642300.65,50007655,994296.02,989945.4,246171.17
"BROOKLYN","NOSTRAND AVE","SUBWAY","2018/07/26",,256633.89,457541.36,5532571.88,430020.53,449732.01,452617.54,215526.82,11225,365742.23,19325.12,223032.58,373027.04,50007655,488111.67,991674.34,828911.87
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/26",,511721.01,711885.43,8114530.36,725855.36,911035.99,857964.18,496033.73,11435,625449.53,24295.31,887404.76,342743.89,50017187,836348.85,585784.14,622303.49
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/26",,992696.52,550400.65,7706944.15,458822.19,985345.32,286698.47,836283.13,11435,392533.07,19648.93,304983.77,474376.97,50017187,565287.04,911632.54,947884.48
"QUEENS","COOPER AVE","SUBWAY #47857","2018/07/26","A",698707.07,954007.44,7733612.99,268384.04,411706.67,817267.09,940209.75,11385,708495.82,17848.93,524045.2,648011.67,50047922,453308.05,645260.63,664209.56
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/26",,782663.03,508511.52,8525090.01,606328.47,880214.01,507521.41,640896.44,11435,909994.04,27409.07,943180.45,281347.46,50017187,899828.06,650338.75,914266.37
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/26",,748054.46,999811.04,8883438.94,519534.69,785447.19,764592.82,918971.66,11435,423019.21,29867.24,618632.38,988067.3,50017187,925861.7,972886.76,218559.73
"QUEENS","LIBERTY AVE","SUBWAY","2018/07/26",,338102.95,329785.25,6459951.71,408586.77,370191.73,634749.93,581249.71,11435,247287.68,16912.38,632358.68,899545.36,50017187,792722.1,550765.9,674605.65
"STATEN ISLAND","AMBOY RD","SUBWAY","2017/07/27","A",428305.32,760585.48,8087446.85,862919.87,832746.01,432258.32,987723.04,10312,368815.54,23380.01,260174.65,950439.33,50032892,840087.88,813249.46,550141.95
"STATEN ISLAND","AMBOY RD","SUBWAY","2017/07/27","A",387648.35,373689.12,6370926.55,764110.42,671418.57,386479.12,384273.36,10312,888834.77,27267.9,370343.59,861698.85,50032892,374201.34,379159.15,529069.91
"MANHATTAN","5 AVENUE","DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY","2018/07/27","A",831077.5,814842.78,7324053.72,547726.44,256521.53,708518.83,815673.34,10001,771117.89,17561.36,386568.12,750645.53,41374594,880429.49,281333.02,279599.25
"MANHATTAN","3 AVENUE","SUBWAY","2018/07/27","A",886346.61,484387.57,7055406.95,467536.3,525846.41,527263.21,741542.68,10022,329983.03,25957.66,369542.91,614574.01,41656943,465709.21,761202.06,881472.95
"MANHATTAN","5 AVENUE","SUBWAY","2018/07/27",,243910.47,310939.64,6376102.2,895222.98,433099.61,351875.92,772708.16,10103,619238.88,23099.06,212927.93,596416.29,41478979,354817.89,626945.67,957998.76
"MANHATTAN","5 AVENUE","SUBWAY","2018/07/27",,507870.12,714630.84,6688543.92,256234.82,517524.34,218001.28,618600.64,10103,800031.89,28455.44,695286.95,808956.35,41478979,701816.71,635380.12,214209.86
"MANHATTAN","5 AVENUE","DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY","2018/07/27","A",647514.29,838550.15,8195538.29,630532.18,948062.06,231657.56,536882.66,10001,513397.02,29332.86,776337.52,625004.69,41374594,934534.26,696749.99,816315.91
"MANHATTAN","2ND AVE","SUBWAY","2015/07/28",,620683.54,610089.18,7780616.64,424227.05,861703.75,888128.18,790464.59,10017,883809.27,21421.28,594754.37,236176.87,50038716,416781.16,881525.13,572273.55
"MANHATTAN","PENN PLAZA","SUBWAY","2015/07/28",,957616.16,293071.7,7048900.64,425972.02,385791.41,723748.16,997364.63,10119,200550.36,15568.09,733928.62,568524.12,41081943,862004.28,374268.19,526060.99
"MANHATTAN","2ND AVE","SUBWAY","2015/07/28","A",652469.74,449175.98,7214606.73,623957.45,432324.37,644455.66,396277.1,10017,532382.21,27114.14,564086.82,504996.55,50038716,767427.13,774958.84,872094.88
"MANHATTAN","2ND AVE","SUBWAY","2015/07/28","A",863239.82,751706.81,7938179.51,411648.5,672602.18,669090.63,380103.61,10017,360927.29,17924.71,929552.23,752713.59,50038716,443630.07,941787.72,761177.06
"MANHATTAN","JOHN ST","SUBWAY, CARVEL","2015/07/28",,600164.23,280826.34,7172562.83,737303.24,838828.34,756606.7,728043.69,10038,301158.65,23598.64,548290.31,878637.91,50002228,485264.99,513911.35,503527.08
"MANHATTAN","2ND AVE","SUBWAY","2015/07/28",,470204.03,769118.16,7914524.32,933828.44,761455.06,486622.04,938313.75,10017,544795.36,21495.05,733822.09,490965.67,50038716,586849.69,491036.45,707513.58
"MANHATTAN","2ND AVE","SUBWAY","2015/07/28","A",721032.55,973255.95,6933903.44,306351.3,213248.05,297517.98,749917.14,10017,207907.62,23728.22,962733.57,903697.96,50038716,883915.75,498829.29,215496.28
"MANHATTAN","PENN PLAZA","SUBWAY","2015/07/28",,842283.1,246844.9,7303088.46,632747.84,688924.71,755242.92,451812.72,10119,828868.28,24541.17,991400.99,820884.21,41081943,207127.37,363022.57,473928.85
"MANHATTAN","PENN PLAZA","SUBWAY","2015/07/28",,406859.19,740231.78,8663817.23,891014.65,885000.03,885983.48,323914.98,10119,714200.14,16002.37,412837.68,896794.06,41081943,668173.91,977697.07,861110.26
"MANHATTAN","JOHN ST","SUBWAY, CARVEL","2015/07/28",,546061.99,570992.27,7090732.36,667381.58,447526.96,779034.32,893082.79,10038,343356.57,16560.54,760000.12,652265.08,50002228,476896.02,542590.7,411543.96
"MANHATTAN","LEXINGTON AVENUE","SUBWAY","2016/07/28","A",686422.13,823654.48,7434236.58,631089.63,367918.32,461093.74,901137.97,10028,394929.47,26580.43,806149.16,696473.3,41591116,297815.41,637405.94,730147.03
"MANHATTAN","LEXINGTON AVENUE","SUBWAY","2016/07/28","A",280964.2,361377.3,7067914.35,628319.29,824890.53,851987.75,666396.53,10028,621008.61,23205.26,710591.2,653142.33,41591116,526913.47,411277.72,531045.42
"MANHATTAN","5 AVENUE","DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY","2017/07/28","A",807807.6,472215.44,8723802.09,911816.33,989327.24,567728.3,564779.13,10001,938332.72,21137.77,643890.63,869635.56,41374594,742871.85,567009.77,648387.52
"MANHATTAN","AVENUE OF AMERICAS","SUBWAY","2017/07/28","A",435180.67,522027.28,7817355.68,798151.4,325991.75,861242.71,855545.15,10019,618805.37,27664.75,716956.09,469390.06,41670967,708434.55,720362.62,785268.03
"MANHATTAN","5 AVENUE","DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY","2017/07/28","A",346121.21,978609.07,6461709.3,492047.56,374960.71,249907.61,894278.53,10001,250694.8,26045.82,662328.1,896156.03,41374594,217388.13,639034.69,460182.86
"MANHATTAN","AVENUE OF AMERICAS","SUBWAY","2017/07/28","A",773723.77,717728.33,7551269.7,554227.99,381913.23,727272.49,648748.69,10019,497371.76,21947.91,800564.04,649981.76,41670967,579312.91,618227.8,602196.93
"MANHATTAN","5 AVENUE","DUNKIN' DONUTS, BASKIN ROBBINS, SUBWAY","2017/07/28","A",917591.6,255335.48,8105114.09,705100.68,565631.06,375929.55,633346.07,10001,875601.21,23266.78,846958.06,976506.61,41374594,230600.74,812726.07,909786.96
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/29",,645938.42,944475.27,7821374.43,517104.55,804134.04,213921.88,846781,10028,701322.93,20583.58,345507.82,539010.24,41272820,721687.79,708436.59,833053.9
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/29",,649815.58,364497.2,7190947.63,774282.94,728717.95,649807.4,412746.17,10028,282451.83,18332.15,217780.02,916392.76,41272820,696469.82,749269.54,748716.42
"BROOKLYN","MYRTLE AVE","SUBWAY SANDWICHES","2016/07/29",,413312.71,815138.01,7570358.08,948757.04,528662.91,715449.74,285384.31,11237,542733.34,15565.99,624445.05,942161.07,50052435,351185.96,785564.04,617563.9
"BROOKLYN","MYRTLE AVE","SUBWAY SANDWICHES","2016/07/29",,781565.56,368769.33,7879061.04,930436.43,402816.72,220570.89,602118.11,11237,870338.02,20171.26,986435.27,452108.34,50052435,995366.13,821732.22,446804.02
"MANHATTAN","1 AVENUE","SUBWAY","2016/07/29",,330504.16,488516.31,6667113.3,619272.91,416377.06,707835.43,688055.75,10028,344108.68,15731.81,735648.91,680321.31,41272820,953805.56,368237.28,334429.94
"QUEENS","126TH ST","SUBWAY","2017/07/03",,357703.61,277267.88,7730957.92,494063.53,816418.32,869197.99,995346.05,11415,801806.43,29182.78,900055.41,969036.17,50011242,441095.6,556320.05,252646.88
"QUEENS","KISSENA BOULEVARD","SUBWAY","2017/07/03",,255728.43,295552.31,6107379.6,565269.39,828387.41,292610.1,695843.37,11367,349585.9,28521.11,671218.42,480346.83,40827907,897183.86,498775.04,276878.54
"QUEENS","126TH ST","SUBWAY","2017/07/03",,740350.78,241652.98,7655660.67,812299.3,534152.5,296279.74,907649.1,11415,680518.82,15575.56,839516.31,329517.17,50011242,947010.35,346661.18,980052.44
"QUEENS","126TH ST","SUBWAY","2017/07/03",,208454.67,227420.84,7646722.61,987520.06,601284.8,528775.33,473081.61,11415,978984.18,26100.55,550997.41,515552.44,50011242,822775.98,815296.25,936579.04
"QUEENS","126TH ST","SUBWAY","2017/07/03",,524175.35,602076.72,7673092.45,617700.37,844425.96,551757.25,886310.31,11415,706106.48,24375.42,513629.61,302999.25,50011242,610691.27,770563.14,742656.74
"QUEENS","KISSENA BOULEVARD","SUBWAY","2017/07/03",,613133.95,635457.48,8196546.7,969582.42,407307.45,525570.08,742950.54,11367,936435.05,29733.08,323511.78,379693.01,40827907,919368.76,852943.16,890593.02
"QUEENS","126TH ST","SUBWAY","2017/07/03",,248550.4,286740.54,5093352.77,313237.57,821919.12,876108.48,659749.61,11415,480961.7,27816.86,369130.65,241356.52,50011242,257880.05,312075.46,225642.67
"QUEENS","BEACH 20TH ST","SUBWAY","2018/07/03","A",524679.36,214531.23,6347711.26,275114.65,225425.08,577391.32,693696.58,11691,997510.97,24092.45,200714.47,726110.97,50017642,930515.43,633291.18,348730.02
"BROOKLYN","MYRTLE AVE","SUBWAY SANDWICHES","2018/07/03","A",354880.37,274298.6,5702459.28,243203.88,588657.14,738115.58,210936.72,11237,509002.38,25349.68,422573.39,648502.57,50052435,325259.73,749862.02,637166.9
"BROOKLYN","WYCKOFF AVE","SUBWAY","2018/07/03","B",221262.35,265768.39,7461762.17,730651.05,885806.83,585086.54,999833.23,11237,331400.02,27089.46,406775.13,991459.35,50050498,626427.89,467273.64,950017.75
"BROOKLYN","WYCKOFF AVE","SUBWAY","2018/07/03","B",655112.09,352865.46,6987111.92,374497.98,546335.27,759108.86,202386.23,11237,794685.48,17594.16,897609.65,548277.13,50050498,674396.73,792450.27,389386.77
"BROOKLYN","MYRTLE AVE","SUBWAY SANDWICHES","2018/07/03","A",319709.14,774482.91,5655858.75,587332.28,642842.9,653265.14,225412.27,11237,316167.01,16643.88,414759.8,276651.54,50052435,918122.18,236642.47,290471.11
"QUEENS","BEACH 20TH ST","SUBWAY","2018/07/03","A",416736.62,267886.25,6983839.13,684532.68,483565.99,556921.52,508849.94,11691,972442.19,24390.01,739528.66,526465.67,50017642,423417.87,867960.45,535531.29
"QUEENS","JACKSON AVE","SUBWAY","2016/07/30",,868590,439226.23,7743459.94,829197.71,301285.64,986466.43,222812.07,11101,918436.72,23243.28,205494.34,616141.3,50042171,832160.87,872405.24,651243.39
"QUEENS","JACKSON AVE","SUBWAY","2016/07/30",,511888.31,434383.8,6798935.64,391035.59,516601.38,575521.77,818188.95,11101,510472.75,20633.38,798073.93,281112.95,50042171,516351.56,815193.42,630111.23
"QUEENS","JACKSON AVE","SUBWAY","2016/07/30",,209185.36,231248.81,4850638.53,208176.11,536930.66,217633.83,388535.68,11101,251593.69,22285.71,525399.4,500925.22,50042171,602591.39,780278.58,398139.8
"QUEENS","JACKSON AVE","SUBWAY","2016/07/30",,946836.43,382157.66,8582751.48,578924.24,997966.99,794973.82,594510.56,11101,757099.84,15260.11,563856.52,943520.76,50042171,795128.54,686068.29,541707.83
"MANHATTAN","E 52ND ST","SUBWAY","2018/07/30","A",477768.67,547760.05,6979283.9,681813.36,865121.31,404191.39,358596.59,10022,962392.86,17680.94,519104.87,323422.84,50013349,996000.27,398743.01,444368.68
"STATEN ISLAND","RICHMOND AVENUE","SUBWAY","2018/07/30","A",872586.66,879951.46,8591573.04,725982.9,981407.24,939861.85,499746.42,10314,753070.05,29255.43,924836.66,260957.81,41417857,511175.21,412514.89,829481.89
"STATEN ISLAND","RICHMOND AVENUE","SUBWAY","2018/07/30","A",591379.73,557053.01,8166499.78,214309.96,909835.13,423662.55,801150.16,10314,913659.35,29618.17,269702.51,775048.21,41417857,951325.22,795776.71,963597.24
"STATEN ISLAND","RICHMOND AVENUE","SUBWAY","2018/07/30","A",252249.89,242356.22,6819850.56,998162.15,522088.82,993939.34,327882.45,10314,771916.18,18451.53,328873.83,583247.79,41417857,496194.99,572064.83,730874.07
"MANHATTAN","E 52ND ST","SUBWAY","2018/07/30","A",460368.16,291876,6702795.07,832647.82,976420.41,461124.19,330252.64,10022,290332.45,29978.19,399405.6,795100.42,50013349,871221.89,435501.75,558543.74
"BRONX","E FORDHAM RD","SUBWAY","2015/07/31",,853113.09,317597.58,6553353.4,678167.17,675538.14,334643.7,672975.2,10458,500843.89,16639.03,388873.05,584981.58,50008665,543083.77,266816.75,736719.48
"BRONX","E FORDHAM RD","SUBWAY","2015/07/31",,865556.48,869326.79,6914770.33,789132.1,240635.57,306583.89,336283.02,10458,867766.95,27947.04,216592.5,223324.85,50008665,542406.29,753871.94,903289.95
"BRONX","E FORDHAM RD","SUBWAY","2015/07/31",,352258.49,318275.03,7045373.45,887674.35,584398.23,281929.87,758626.04,10458,773280.52,28992,986406.38,293238.33,50008665,206304.02,992682.75,610299.44
"QUEENS","UNION TPKE","SUBWAY","2018/07/31","A",609570.37,270471.83,7157194.12,921636.95,876496.64,207113.65,933149.75,11004,267410.61,17227.89,775617.31,681071.11,50012652,543222.52,518830.49,552602.89
"QUEENS","UNION TPKE","SUBWAY","2018/07/31","A",946544.66,804268.33,8566531.12,349039.1,615132.21,953707.66,443778.14,11004,642392.43,20347.96,890285.55,980658.51,50012652,684948.49,918935.14,336840.9
"MANHATTAN","MALCOLM X BOULEVARD","SUBWAY","2018/07/31","A",534344.44,308384.22,8316653.36,741841.77,680709.77,721272.05,692759.88,10027,856642.36,24941.35,666319.82,939406.95,41718356,969167.87,555811.05,649993.18
"MANHATTAN","MALCOLM X BOULEVARD","SUBWAY","2018/07/31","A",635062.64,936573.27,7270945.4,325231.24,237285.59,983027.02,888241.3,10027,890221.16,16154.39,430190.13,571202.27,41718356,593879.38,202468.15,577563.25
"STATEN ISLAND","AMBOY RD","SUBWAY","2018/07/31","A",831018.48,890743.17,6674857.95,909147.77,524033.41,293822.93,256242.17,10312,415732.76,21309.12,654980.24,671569.14,50032892,297264.49,215310.58,714992.81
"MANHATTAN","VANDERBILT AVE","SUBWAY","2017/07/05","B",343864.35,609501.6,6360187.75,901535.15,455127.84,806020.68,365810.62,10017,639595.36,23670.3,270627.68,278486.66,50045945,555223.81,440559.73,693834.27
"BROOKLYN","LINDEN BOULEVARD","SUBWAY","2017/07/05",,508178.79,633733.47,6747926.71,477696.17,347342.8,926650.17,875148.62,11207,316602.27,19593.95,249276.03,713825.22,41138026,568835.23,498389.93,632248.01
"BROOKLYN","LINDEN BOULEVARD","SUBWAY","2017/07/05",,614312.9,308645.79,5676842.93,960065.37,285066.82,443252.06,231009.22,11207,629984.68,22914.22,772378.62,350948.38,41138026,298825.51,508463.04,273890.54
"MANHATTAN","1 AVENUE","SUBWAY","2017/07/05","A",737434.33,906763.75,7302661.84,977069.17,509757.63,521659.18,912115.32,10065,333818.21,19946.03,872562.15,548872.11,41272814,576196.47,202897.92,203515.6
"MANHATTAN","1 AVENUE","SUBWAY","2017/07/05",,752605.64,368017.33,7388912.18,484223.6,455274.41,446901.11,614095.61,10065,539414.68,15089.12,801253.38,432042.44,41272814,940026.77,723089.52,831967.69
"MANHATTAN","1 AVENUE","SUBWAY","2017/07/05","A",728519.35,687893.05,8158169.87,569290.94,813600.99,922578.9,326503.06,10065,451680.18,16689.23,736321.53,799138.82,41272814,971178.9,561406.19,590057.96
