"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2034-08-09","Scope 2","Fleet Vehicles",10,250000,50000,,10,150000,,250000,300,100000,100000,15,200000,200,100000,0,,200000
"2027-03-20","Scope 3","Private Jet",,100000,150000,150000,,250000,,150000,150,150000,200000,0,50000,150,200000,150000,,150000
"2025-06-23","Scope 2","Private Jet",0,200000,,200000,40,100000,,0,250,200000,0,25,,150,250000,200000,,50000
"2040-08-02","Scope 1","Data Center",30,50000,250000,100000,30,250000,,,200,150000,50000,,0,250,0,100000,,
"2024-07-03","Scope 2","Commercial Building",15,150000,200000,100000,,150000,,,50,0,200000,0,50000,150,,100000,,100000
"2030-11-18","Scope 3","Scope 3 End-Life Treatment of Sold Product",,50000,0,200000,0,50000,,200000,100,50000,,15,250000,150,50000,0,,0
"2031-08-26","Scope 1","Private Jet",20,250000,,250000,10,0,,50000,350,100000,150000,,150000,200,250000,,,150000
"2030-12-30","Scope 3","Scope 3 Employee Commuting",0,200000,250000,0,40,,,250000,300,250000,100000,10,100000,200,150000,50000,,200000
"2033-08-19","Scope 1","Data Center",10,100000,50000,,50,200000,,0,150,200000,0,30,,200,0,150000,,50000
"2039-02-04","Scope 2","Fleet Vehicles",30,150000,100000,100000,20,100000,,150000,200,,250000,25,200000,250,200000,200000,,250000
"2023-01-07","Scope 2","Commercial Building",20,150000,150000,100000,10,,,100000,250,100000,50000,20,0,150,100000,100000,,250000
"2021-10-09","Scope 3","Scope 3 Purchased Goods Services",,150000,250000,50000,,,70,150000,50,,,0,,300,,250000,150000,
"2029-06-15","Scope 1","Data Center",0,50000,150000,150000,0,0,,200000,250,250000,,15,200000,150,100000,100000,,50000
"2035-09-05","Scope 1","Fleet Vehicles",15,100000,200000,100000,50,50000,,100000,200,50000,150000,20,250000,200,200000,100000,,200000
"2032-05-28","Scope 2","Private Jet",10,250000,,250000,,150000,,,350,,100000,25,100000,150,0,0,,150000
"2025-07-29","Scope 3","Scope 3 Upstream Leased Assets",30,200000,50000,,30,200000,,0,300,150000,200000,,150000,150,150000,50000,,0
"2026-07-25","Scope 1","Data Center",,50000,0,200000,20,100000,,250000,150,0,0,30,,150,50000,150000,,100000
"2036-02-03","Scope 3","Scope 3 Downstream Transportation Distribution",30,100000,100000,50000,40,250000,,50000,100,200000,250000,10,50000,250,250000,250000,,
"2027-06-16","Scope 2","Fleet Vehicles",20,200000,200000,150000,40,200000,,200000,200,,250000,15,0,150,,,,200000
"2037-08-24","Scope 1","Commercial Building",15,250000,100000,0,50,50000,,50000,300,250000,150000,20,,200,150000,200000,,100000
"2019-10-26","Scope 2","Private Jet",0,150000,150000,200000,,,20,150000,350,,,,,100,200000,250000,250000,
"2022-04-21","Scope 3","Scope 3 Waste Generated in Operations",10,100000,50000,0,10,0,50,,250,0,,25,150000,150,250000,100000,,250000
"2024-09-06","Scope 3","Data Center",0,250000,0,100000,30,,,0,50,50000,50000,0,50000,150,0,200000,,0
"2034-04-11","Scope 2","Private Jet",30,50000,,250000,,250000,,100000,150,100000,100000,30,250000,200,50000,50000,,50000
"2020-10-10","Scope 1","Data Center",15,200000,250000,,,,,250000,100,,,10,,250,100000,0,200000,
"2038-10-09","Scope 1","Fleet Vehicles",20,150000,250000,150000,0,150000,,250000,200,200000,0,,100000,200,150000,50000,,
"2040-11-19","Scope 3","Scope 3 Downstream Leased Assets",10,100000,100000,50000,20,100000,,0,150,150000,200000,10,200000,250,200000,150000,,150000
"2028-06-18","Scope 2","Commercial Building",,150000,0,100000,20,100000,,50000,50,100000,100000,30,100000,150,,50000,,200000
"2039-04-20","Scope 1","Data Center",,50000,50000,100000,40,150000,,100000,350,200000,150000,25,,200,100000,,,
"2032-06-17","Scope 2","Fleet Vehicles",0,150000,,,30,250000,,,100,,0,20,200000,200,0,0,,0
"2020-11-16","Scope 3","Scope 3 Use of Sold Products",10,200000,150000,200000,,,90,150000,300,,,15,,350,50000,150000,100000,
"2031-07-14","Scope 1","Private Jet",30,250000,200000,250000,,,,200000,250,50000,,0,150000,150,250000,200000,,150000
"2029-01-02","Scope 3","Scope 3 Franchising",20,50000,150000,50000,0,50000,,50000,200,0,200000,0,50000,150,200000,,,100000
"2040-07-14","Scope 2","Commercial Building",15,200000,0,150000,50,0,,100000,50,150000,250000,,0,250,0,0,,250000
"2027-08-02","Scope 2","Private Jet",,200000,250000,150000,10,200000,,150000,250,250000,50000,25,250000,150,50000,50000,,50000
"2028-10-24","Scope 3","Scope 3 Capital Goods",15,150000,100000,0,0,0,,0,150,,50000,10,250000,150,100000,100000,,250000
"2036-06-13","Scope 1","Fleet Vehicles",20,100000,50000,200000,,250000,,,100,100000,200000,20,,200,,100000,,200000
"2033-12-25","Scope 1","Commercial Building",0,250000,,250000,40,200000,,200000,300,150000,250000,15,200000,200,150000,250000,,150000
"2022-11-24","Scope 2","Data Center",30,200000,200000,0,30,150000,30,250000,350,200000,0,30,0,150,250000,250000,0,50000
"2035-02-08","Scope 3","Scope 3 Investments",10,150000,250000,,20,,,150000,50,0,100000,30,100000,200,,50000,,
"2026-12-27","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,150000,50000,50,50000,,0,200,50000,,25,50000,150,150000,100000,,100000
"2019-08-06","Scope 1","Private Jet",,100000,,150000,,,,100000,300,,,10,,100,50000,200000,250000,
"2034-07-05","Scope 2","Data Center",15,50000,100000,100000,10,100000,,200000,100,250000,150000,15,150000,200,250000,,,0
"2038-08-27","Scope 3","Commercial Building",0,150000,0,200000,40,50000,,250000,250,50000,200000,,150000,250,200000,150000,,50000
"2024-01-22","Scope 1","Fleet Vehicles",10,50000,200000,0,30,200000,,50000,350,,,0,250000,150,100000,100000,,
"2025-10-15","Scope 2","Commercial Building",20,200000,50000,100000,,150000,,,150,150000,250000,20,0,200,0,150000,,0
"2023-09-14","Scope 3","Scope 3 End-Life Treatment of Sold Product",20,200000,50000,100000,0,0,,50000,350,200000,100000,30,,150,,0,,250000
"2037-06-21","Scope 2","Commercial Building",10,200000,150000,150000,50,250000,,200000,200,100000,150000,0,100000,200,0,0,,150000
"2021-06-28","Scope 1","Fleet Vehicles",30,100000,,50000,,,20,150000,150,,,10,,300,250000,,200000,
"2030-01-07","Scope 3","Scope 3 Employee Commuting",,250000,200000,250000,10,100000,,100000,100,250000,0,25,200000,150,200000,150000,,200000
"2024-01-15","Scope 1","Data Center",0,200000,250000,150000,20,,,,250,0,50000,,50000,150,100000,,,100000
"2026-01-30","Scope 2","Private Jet",15,150000,100000,,50,200000,,0,300,150000,100000,15,50000,150,150000,0,,150000
"2020-09-25","Scope 3","Scope 3 Business Travel",30,50000,0,200000,,,70,250000,50,,,20,,200,50000,100000,100000,
"2037-10-06","Scope 2","Data Center",20,100000,250000,250000,0,250000,,200000,350,250000,250000,0,200000,250,250000,200000,,100000
"2029-01-20","Scope 1","Commercial Building",0,250000,0,150000,,0,,100000,150,50000,150000,25,0,200,100000,250000,,200000
"2030-05-03","Scope 2","Private Jet",15,200000,150000,,20,150000,,0,100,200000,0,15,150000,150,50000,50000,,50000
"2027-09-06","Scope 1","Fleet Vehicles",10,250000,200000,50000,40,,,50000,250,100000,,20,100000,200,150000,150000,,0
"2035-01-24","Scope 3","Scope 3 Processing Sold Products",,50000,50000,0,10,100000,,,300,,50000,,,200,200000,50000,,250000
"2025-10-08","Scope 2","Commercial Building",15,150000,100000,150000,30,50000,,150000,200,0,200000,30,250000,150,0,150000,,
"2040-07-30","Scope 1","Private Jet",0,150000,,100000,30,100000,,250000,50,,200000,10,250000,200,,200000,,200000
"2038-02-19","Scope 3","Scope 3 Upstream Transportation Distribution",30,100000,100000,,0,250000,,150000,300,200000,100000,,,200,250000,150000,,100000
"2032-04-12","Scope 3","Private Jet",,100000,,200000,50,150000,,100000,200,100000,50000,0,50000,200,,,,0
"2036-12-07","Scope 2","Data Center",20,50000,250000,0,,50000,,250000,350,0,150000,25,200000,200,0,0,,
"2019-03-04","Scope 1","Fleet Vehicles",10,150000,200000,50000,,,50,0,50,,,10,,250,200000,,0,
"2034-05-30","Scope 3","Fleet Vehicles",10,200000,150000,100000,20,200000,,,100,50000,0,20,100000,200,150000,100000,,50000
"2033-01-14","Scope 2","Data Center",15,250000,50000,250000,10,0,,50000,150,250000,,30,0,150,50000,250000,,250000
"2023-04-17","Scope 1","Private Jet",30,100000,0,150000,40,,,200000,250,150000,250000,15,150000,150,100000,150000,,150000
"2021-06-29","Scope 3","Scope 3 Uncategorized Emissions",20,200000,150000,100000,,,30,150000,300,,,25,,300,200000,50000,50000,
"2028-10-19","Scope 2","Commercial Building",,200000,50000,150000,20,250000,,,50,0,50000,0,0,150,100000,100000,,250000
"2031-07-21","Scope 1","Fleet Vehicles",0,250000,250000,150000,0,0,,50000,250,250000,,15,,150,,150000,,100000
"2022-01-31","Scope 3","Private Jet",15,150000,0,,40,150000,90,0,350,,200000,,150000,150,250000,,,150000
"2039-10-03","Scope 2","Data Center",20,50000,,250000,,,,250000,100,200000,0,10,50000,250,0,250000,,0
"2036-09-12","Scope 1","Commercial Building",10,100000,100000,50000,50,50000,,200000,200,50000,150000,20,250000,200,50000,100000,,
"2039-05-15","Scope 3","Fleet Vehicles",,250000,200000,0,10,100000,,100000,150,150000,100000,30,100000,200,150000,200000,,50000
"2040-02-05","Scope 1","Private Jet",30,50000,100000,200000,30,200000,,150000,50,100000,250000,15,200000,250,100000,0,,200000
"2024-04-06","Scope 2","Fleet Vehicles",0,150000,50000,150000,,250000,,,250,150000,50000,25,250000,150,0,,,
"2029-02-18","Scope 2","Commercial Building",30,150000,150000,100000,40,50000,,250000,100,,100000,10,0,150,250000,100000,,50000
"2038-05-26","Scope 1","Private Jet",15,200000,250000,,50,150000,,200000,200,200000,250000,20,200000,250,50000,100000,,200000
"2023-06-27","Scope 3","Scope 3 Upstream Transportation Distribution",,50000,0,200000,10,0,,0,150,0,0,,50000,150,150000,200000,,250000
"2031-12-24","Scope 2","Data Center",0,150000,,250000,0,,,50000,350,250000,,30,,200,200000,50000,,150000
"2022-10-23","Scope 1","Fleet Vehicles",20,250000,200000,100000,20,100000,0,100000,300,100000,150000,0,100000,100,,150000,150000,100000
"2035-06-17","Scope 3","Scope 3 Processing Sold Products",10,100000,50000,0,30,200000,,0,200,50000,200000,20,150000,200,,250000,,0
"2033-08-18","Scope 3","Scope 3 Upstream Leased Assets",20,200000,250000,50000,20,150000,,50000,100,,150000,15,50000,200,0,150000,,100000
"2034-08-27","Scope 1","Data Center",15,250000,,,10,100000,,100000,300,100000,,0,100000,200,100000,0,,
"2026-01-30","Scope 2","Commercial Building",,150000,0,150000,40,0,,250000,150,0,250000,25,0,150,50000,100000,,150000
"2025-10-22","Scope 2","Private Jet",10,150000,100000,50000,0,,,,250,250000,200000,30,,150,200000,50000,,0
"2028-04-14","Scope 1","Fleet Vehicles",0,50000,150000,200000,,250000,,200000,50,200000,0,,200000,150,150000,150000,,50000
"2021-07-16","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,100000,200000,0,,,20,150000,350,,,10,,350,250000,250000,100000,
"2027-09-25","Scope 3","Scope 3 Use of Sold Products",,200000,150000,150000,50,200000,,50000,50,150000,50000,,150000,150,,,,250000
"2032-02-04","Scope 2","Commercial Building",0,200000,0,100000,30,50000,,0,350,50000,100000,0,250000,150,250000,0,,200000
"2019-04-27","Scope 1","Data Center",20,250000,,100000,,,0,,200,,,20,,200,150000,100000,0,
"2030-01-20","Scope 3","Scope 3 Employee Commuting",30,200000,250000,250000,50,,,150000,100,150000,250000,25,250000,200,100000,0,,
"2037-09-08","Scope 1","Private Jet",10,100000,200000,100000,10,100000,,100000,250,250000,100000,15,50000,200,50000,200000,,50000
"2020-09-21","Scope 2","Fleet Vehicles",15,150000,100000,250000,,,70,200000,150,,,10,,250,200000,150000,250000,
"2021-11-21","Scope 3","Scope 3 Downstream Leased Assets",0,50000,50000,200000,,,90,250000,300,,,30,,250,0,200000,150000,
"2024-01-11","Scope 2","Private Jet",20,250000,0,,20,250000,,,50,200000,0,,200000,200,,50000,,150000
"2028-10-06","Scope 1","Commercial Building",30,100000,100000,50000,30,150000,,250000,150,,50000,20,,150,0,,,100000
"2027-04-03","Scope 1","Data Center",10,200000,200000,150000,,200000,,150000,200,50000,200000,30,150000,150,250000,250000,,250000
"2020-10-01","Scope 3","Scope 3 Uncategorized Emissions",,150000,250000,0,,,,0,350,,,25,,350,50000,0,,
"2040-11-02","Scope 2","Fleet Vehicles",15,50000,50000,250000,0,50000,,200000,250,0,150000,0,0,250,200000,100000,,0
"2031-10-03","Scope 3","Data Center",0,250000,,50000,40,0,,100000,100,100000,,10,100000,200,100000,150000,,200000
"2034-11-02","Scope 1","Commercial Building",15,200000,150000,200000,10,0,,50000,300,0,,15,0,200,150000,50000,,
"2022-09-11","Scope 2","Fleet Vehicles",10,100000,150000,,30,100000,30,0,200,,250000,30,,300,,250000,200000,50000
"2023-07-20","Scope 2","Private Jet",,150000,50000,0,0,50000,,100000,50,100000,100000,20,150000,150,50000,150000,,200000
"2026-07-19","Scope 1","Data Center",20,50000,100000,150000,50,250000,,250000,350,150000,50000,,100000,150,200000,200000,,0
"2033-11-12","Scope 3","Scope 3 Downstream Transportation Distribution",30,150000,,100000,40,,,200000,250,50000,150000,15,50000,200,250000,0,,250000
"2030-11-06","Scope 3","Commercial Building",0,100000,0,50000,20,150000,,,150,250000,0,25,200000,150,100000,100000,,100000
"2035-07-07","Scope 1","Private Jet",10,200000,250000,150000,,200000,,50000,300,200000,200000,0,250000,250,150000,,,150000
"2032-04-26","Scope 2","Fleet Vehicles",30,50000,200000,,30,250000,,150000,100,200000,100000,10,150000,150,0,150000,,100000
"2037-02-07","Scope 1","Data Center",15,250000,,200000,40,0,,150000,350,150000,200000,30,250000,200,0,200000,,0
"2019-08-28","Scope 3","Scope 3 Waste Generated in Operations",20,50000,150000,0,,,50,100000,100,,,20,,200,50000,0,50000,
"2038-06-09","Scope 2","Commercial Building",,200000,250000,150000,50,50000,,200000,150,100000,250000,0,200000,200,150000,0,,50000
"2039-08-25","Scope 2","Private Jet",0,150000,100000,100000,20,100000,,,250,250000,50000,25,100000,250,250000,50000,,
"2036-08-24","Scope 1","Commercial Building",30,200000,200000,250000,0,150000,,250000,200,50000,150000,15,0,200,100000,250000,,200000
"2025-05-17","Scope 3","Scope 3 Capital Goods",,250000,0,0,,200000,,0,50,0,,,,150,,100000,,150000
"2029-08-23","Scope 2","Fleet Vehicles",15,100000,50000,250000,10,,,50000,300,,0,10,50000,150,200000,,,250000
"2037-03-26","Scope 1","Data Center",20,100000,0,150000,30,200000,,150000,250,150000,50000,20,100000,200,,50000,,150000
"2033-10-07","Scope 3","Scope 3 Purchased Goods Services",10,50000,250000,50000,20,100000,,,50,0,150000,25,0,200,50000,150000,,200000
"2029-06-18","Scope 3","Scope 3 Investments",0,200000,50000,,,250000,,50000,150,200000,100000,10,250000,200,100000,0,,0
"2025-08-25","Scope 2","Data Center",10,150000,150000,200000,40,50000,,0,100,250000,200000,15,,150,0,100000,,
"2027-04-27","Scope 1","Commercial Building",30,250000,,100000,0,,,100000,300,,0,0,150000,200,250000,200000,,50000
"2030-06-01","Scope 2","Fleet Vehicles",20,200000,100000,,10,0,,250000,350,100000,250000,30,200000,150,200000,250000,,250000
"2040-01-04","Scope 1","Private Jet",15,250000,200000,150000,50,150000,,200000,200,50000,,,50000,250,150000,,,100000
"2031-03-31","Scope 3","Scope 3 Franchising",,100000,,100000,0,50000,,50000,50,200000,0,25,50000,200,0,50000,,200000
"2032-03-21","Scope 2","Commercial Building",15,150000,200000,150000,,200000,,100000,100,,150000,0,150000,150,200000,0,,150000
"2036-05-08","Scope 1","Private Jet",20,50000,100000,0,40,100000,,0,150,0,100000,20,200000,200,50000,150000,,
"2021-09-06","Scope 3","Scope 3 Fuel and Energy-Related Activity",,150000,0,50000,,,20,,350,,,,,150,250000,0,100000,
"2039-08-19","Scope 1","Fleet Vehicles",30,100000,250000,250000,30,,,250000,250,100000,250000,10,,200,100000,100000,,0
"2026-08-16","Scope 3","Scope 3 Business Travel",0,200000,50000,200000,20,250000,,200000,300,50000,50000,30,0,150,,250000,,250000
"2038-07-31","Scope 2","Data Center",10,50000,150000,50000,50,0,,150000,200,150000,,15,100000,200,150000,200000,,50000
"2024-08-01","Scope 3","Scope 3 Waste Generated in Operations",,250000,200000,150000,10,150000,,,250,250000,200000,0,250000,150,50000,,,100000
"2022-02-23","Scope 1","Commercial Building",30,150000,50000,,10,,30,0,300,0,100000,25,250000,100,250000,100000,50000,50000
"2028-02-02","Scope 2","Private Jet",10,250000,250000,0,30,100000,,100000,200,250000,,20,,150,100000,50000,,100000
"2034-01-08","Scope 1","Fleet Vehicles",15,200000,100000,200000,50,50000,,150000,150,100000,0,,150000,200,,150000,,
"2020-02-21","Scope 2","Data Center",20,100000,0,250000,,,0,200000,350,,,15,,100,0,200000,200000,
"2035-11-25","Scope 3","Scope 3 Capital Goods",0,50000,150000,100000,0,250000,,250000,50,200000,50000,10,100000,200,150000,150000,,250000
"2023-01-07","Scope 3","Data Center",20,150000,,250000,40,200000,,50000,100,150000,200000,30,50000,150,200000,0,,150000
"2019-04-08","Scope 1","Data Center",10,50000,50000,0,,,50,150000,200,,,0,,350,0,,150000,
"2031-07-08","Scope 2","Private Jet",0,250000,100000,150000,20,150000,,200000,100,,150000,30,200000,200,,250000,,200000
"2029-08-15","Scope 3","Scope 3 Upstream Transportation Distribution",,150000,250000,,,0,,250000,50,50000,250000,15,0,150,250000,100000,,0
"2034-08-17","Scope 1","Fleet Vehicles",30,200000,,200000,50,250000,,100000,350,50000,250000,,100000,150,200000,100000,,150000
"2024-06-30","Scope 2","Commercial Building",15,150000,200000,100000,20,0,,,300,250000,0,10,200000,150,50000,100000,,50000
"2032-04-16","Scope 3","Scope 3 Employee Commuting",20,100000,0,100000,,,,50000,150,150000,,20,50000,150,150000,,,200000
"2023-07-03","Scope 1","Data Center",15,100000,150000,50000,10,50000,,0,250,0,150000,25,0,150,100000,200000,,100000
"2039-06-27","Scope 2","Commercial Building",,200000,100000,150000,0,100000,,150000,150,100000,50000,20,150000,250,0,0,,250000
"2019-09-18","Scope 2","Private Jet",10,150000,0,250000,,,70,,350,,,30,,300,150000,150000,250000,
"2025-02-08","Scope 1","Fleet Vehicles",30,200000,150000,100000,30,200000,,250000,300,,200000,15,,150,,150000,,0
"2030-01-30","Scope 3","Fleet Vehicles",0,250000,200000,0,40,150000,,0,100,200000,100000,,250000,200,50000,250000,,
"2027-08-13","Scope 3","Scope 3 Processing Sold Products",10,50000,50000,50000,0,,,100000,200,,150000,0,150000,150,200000,0,,
"2036-07-09","Scope 2","Private Jet",,100000,250000,150000,30,50000,,50000,50,0,250000,10,,200,250000,100000,,0
"2021-10-31","Scope 1","Data Center",15,50000,,200000,,,90,200000,250,,,25,,250,100000,50000,,
"2035-05-28","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,100000,,,250000,,150000,50,100000,200000,,0,200,250000,0,,100000
"2033-11-20","Scope 1","Commercial Building",0,150000,50000,150000,50,150000,,50000,300,150000,0,25,200000,150,150000,250000,,250000
"2037-08-24","Scope 2","Fleet Vehicles",20,200000,,0,20,100000,,0,200,250000,100000,30,250000,250,,150000,,150000
"2020-06-28","Scope 2","Private Jet",,250000,200000,250000,,,,,150,,,20,,200,0,200000,0,
"2028-08-19","Scope 1","Data Center",20,150000,0,,40,0,,200000,250,200000,50000,0,100000,150,50000,100000,,50000
"2022-07-13","Scope 3","Commercial Building",10,200000,150000,200000,10,200000,90,100000,100,50000,,15,50000,150,100000,,200000,200000
"2038-09-19","Scope 1","Fleet Vehicles",0,100000,250000,50000,10,100000,,250000,350,100000,150000,10,100000,250,200000,100000,,150000
"2026-08-17","Scope 2","Commercial Building",15,200000,,100000,50,150000,,,50,200000,250000,20,150000,150,0,100000,,200000
"2040-08-29","Scope 3","Scope 3 Downstream Transportation Distribution",30,50000,150000,100000,,,,100000,350,,50000,30,50000,200,50000,50000,,50000
"2025-09-12","Scope 1","Private Jet",30,150000,100000,50000,40,0,,0,300,150000,,15,250000,200,150000,,,
"2040-06-03","Scope 2","Data Center",10,250000,0,0,0,250000,,200000,150,0,100000,,0,250,100000,150000,,0
"2028-11-05","Scope 3","Scope 3 Upstream Leased Assets",15,50000,250000,250000,20,50000,,50000,250,250000,0,10,200000,150,200000,250000,,100000
"2033-10-13","Scope 1","Commercial Building",20,100000,50000,200000,30,200000,,150000,200,50000,200000,0,,200,250000,50000,,250000
"2030-01-02","Scope 2","Fleet Vehicles",0,200000,200000,150000,0,100000,,250000,100,100000,150000,25,0,150,,200000,,
"2029-12-24","Scope 3","Scope 3 Franchising",,100000,,,20,250000,,200000,100,0,250000,15,50000,150,250000,0,,100000
"2024-04-12","Scope 1","Private Jet",10,50000,50000,100000,10,200000,,0,200,250000,100000,20,150000,150,150000,100000,,150000
"2022-03-11","Scope 2","Fleet Vehicles",0,200000,100000,250000,30,,50,150000,300,,,30,,100,50000,250000,0,250000
"2027-03-14","Scope 3","Scope 3 Purchased Goods Services",,150000,250000,150000,,150000,,,150,200000,0,25,200000,200,100000,50000,,50000
"2036-11-21","Scope 3","Scope 3 Uncategorized Emissions",20,250000,150000,200000,50,50000,,100000,350,50000,50000,0,100000,250,0,150000,,0
"2035-08-10","Scope 2","Data Center",30,200000,0,,40,0,,250000,50,150000,200000,10,250000,200,,200000,,200000
"2023-03-21","Scope 1","Commercial Building",15,250000,200000,100000,,250000,,50000,250,150000,150000,,,150,200000,,,
"2037-06-14","Scope 3","Scope 3 Use of Sold Products",10,150000,150000,50000,20,50000,,,50,,200000,,250000,200,100000,100000,,100000
"2032-10-25","Scope 1","Private Jet",15,50000,100000,0,0,,,250000,250,250000,100000,0,50000,200,0,0,,50000
"2026-12-15","Scope 2","Commercial Building",,150000,250000,100000,30,150000,,50000,350,200000,0,15,200000,150,,100000,,200000
"2039-09-22","Scope 1","Fleet Vehicles",0,100000,50000,250000,10,0,,100000,100,100000,250000,25,150000,250,250000,50000,,250000
"2038-09-12","Scope 2","Data Center",20,100000,0,200000,50,200000,,200000,200,0,50000,30,0,200,200000,,,0
"2020-11-24","Scope 3","Scope 3 Downstream Leased Assets",30,200000,,150000,,,30,0,300,,,20,,150,50000,200000,50000,
"2019-12-21","Scope 3","Scope 3 End-Life Treatment of Sold Product",,50000,200000,,,,,150000,150,,,10,,250,150000,100000,150000,
"2031-12-13","Scope 1","Commercial Building",0,250000,200000,50000,40,100000,,150000,100,50000,,25,100000,150,0,150000,,150000
"2021-10-07","Scope 2","Data Center",15,150000,150000,100000,,,70,0,350,,,0,,200,200000,0,,
"2034-09-20","Scope 2","Private Jet",30,50000,250000,0,50,,,200000,150,250000,50000,15,250000,200,50000,250000,,0
"2033-11-02","Scope 3","Scope 3 Investments",10,100000,50000,100000,40,0,,50000,300,,150000,10,0,200,250000,50000,,
"2020-11-07","Scope 1","Fleet Vehicles",20,150000,100000,50000,,,20,250000,50,,,,,350,100000,,250000,
"2034-02-05","Scope 1","Data Center",0,200000,,150000,10,200000,,,200,0,0,30,200000,200,,250000,,50000
"2026-01-03","Scope 2","Commercial Building",30,150000,0,150000,0,150000,,100000,250,100000,100000,20,50000,150,150000,100000,,100000
"2040-08-14","Scope 3","Private Jet",15,250000,0,0,20,50000,,250000,150,200000,,0,,250,250000,0,,150000
"2037-05-05","Scope 2","Fleet Vehicles",,100000,50000,200000,,100000,,0,200,50000,200000,20,150000,200,0,150000,,250000
"2022-06-27","Scope 1","Private Jet",20,150000,100000,250000,30,250000,0,,350,150000,250000,25,100000,300,100000,,100000,200000
"2023-07-26","Scope 3","Scope 3 Business Travel",10,200000,,,20,200000,,100000,100,100000,200000,10,150000,150,,50000,,250000
"2024-07-30","Scope 3","Data Center",10,250000,150000,250000,,150000,,50000,250,150000,0,30,0,150,150000,100000,,50000
"2032-02-05","Scope 1","Commercial Building",30,50000,250000,0,40,0,,150000,50,,250000,15,200000,200,200000,200000,,
"2025-10-19","Scope 2","Private Jet",15,100000,200000,100000,10,250000,,200000,300,0,100000,,100000,150,50000,100000,,150000
"2029-12-25","Scope 2","Data Center",,200000,150000,200000,0,100000,,50000,300,250000,50000,0,50000,150,50000,200000,,200000
"2027-02-27","Scope 3","Scope 3 Purchased Goods Services",20,150000,250000,,50,50000,,0,150,200000,,15,250000,150,150000,150000,,0
"2031-02-21","Scope 1","Fleet Vehicles",0,250000,0,150000,30,,,200000,100,50000,150000,20,,150,100000,150000,,100000
"2035-09-17","Scope 3","Scope 3 Downstream Transportation Distribution",10,50000,100000,50000,50,250000,,150000,50,50000,150000,25,,200,,50000,,50000
"2036-08-10","Scope 1","Data Center",0,150000,50000,0,20,200000,,,250,150000,200000,10,250000,200,250000,250000,,150000
"2028-05-09","Scope 2","Commercial Building",,200000,200000,100000,0,0,,250000,200,,50000,30,50000,150,200000,100000,,250000
"2021-05-02","Scope 2","Private Jet",15,50000,,250000,,,70,100000,350,,,,,200,0,0,150000,
"2039-11-09","Scope 1","Fleet Vehicles",30,100000,100000,150000,40,150000,,200000,300,0,0,30,100000,200,250000,100000,,100000
"2038-11-10","Scope 3","Commercial Building",20,200000,250000,,10,100000,,,200,100000,,15,0,250,150000,,,200000
"2019-01-19","Scope 3","Scope 3 Use of Sold Products",30,250000,50000,50000,,,90,150000,150,,,10,,350,,200000,50000,
"2030-12-24","Scope 1","Commercial Building",20,100000,,200000,30,50000,,250000,250,250000,250000,,150000,200,100000,250000,,0
"2034-01-25","Scope 2","Data Center",,200000,200000,100000,,,,50000,50,200000,100000,25,200000,200,0,50000,,
"2023-10-12","Scope 2","Private Jet",0,250000,0,,,0,,100000,100,,,20,,150,50000,,,
"2024-10-31","Scope 3","Scope 3 Investments",15,50000,150000,200000,40,150000,,0,350,0,100000,0,150000,150,200000,0,,0
"2029-04-01","Scope 1","Data Center",10,150000,0,100000,30,200000,,100000,300,150000,50000,30,200000,150,100000,100000,,250000
"2027-07-18","Scope 3","Private Jet",0,200000,250000,150000,20,,,250000,100,50000,200000,20,50000,150,150000,150000,,100000
"2030-12-22","Scope 1","Commercial Building",30,150000,50000,0,10,100000,,200000,150,100000,250000,0,100000,150,250000,100000,,200000
"2038-08-23","Scope 2","Fleet Vehicles",15,100000,100000,50000,0,250000,,,200,250000,0,10,0,200,,150000,,50000
"2019-04-04","Scope 2","Private Jet",20,50000,,250000,,,0,0,350,,,,,250,0,50000,250000,
"2026-07-06","Scope 1","Data Center",10,250000,150000,50000,50,50000,,50000,50,200000,150000,25,250000,150,50000,200000,,150000
"2031-05-22","Scope 3","Fleet Vehicles",,100000,200000,100000,10,,,150000,250,,150000,15,100000,200,200000,,,150000
"2022-11-21","Scope 3","Scope 3 Processing Sold Products",0,150000,200000,0,40,150000,30,,250,200000,200000,15,,150,200000,250000,100000,0
"2037-06-29","Scope 2","Private Jet",10,200000,150000,250000,30,250000,,50000,150,100000,50000,20,150000,200,0,0,,
"2032-05-30","Scope 1","Commercial Building",30,50000,0,,50,50000,,150000,200,150000,250000,30,50000,150,50000,250000,,100000
