Account.CUSTOM2,Account.CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ActivityDate,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,ActivityType,Account_COUNTRY,Account_POSTAL_CODE,Account_CUSTOMER,Week,Account_CUSTOM1,Activities,Account_LAT,Account_LONG,Offset,ExpertHours
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/12/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,9/1/16,GIANT,11,39.20683,-94.576,5356800,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/11/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,8/1/16,GIANT,1,39.20683,-94.576,8035200,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/11/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,8/1/16,GIANT,12,39.20683,-94.576,8035200,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/10/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,7/1/16,GIANT,2,39.20683,-94.576,10713600,19
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/10/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,7/1/16,GIANT,12,39.20683,-94.576,10713600,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/09/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,6/1/16,GIANT,3,39.20683,-94.576,13305600,10
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/09/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,6/1/16,GIANT,3,39.20683,-94.576,13305600,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/08/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,5/1/16,GIANT,1,39.20683,-94.576,15984000,11
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/08/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,5/1/16,GIANT,5,39.20683,-94.576,15984000,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/07/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,4/1/16,GIANT,2,39.20683,-94.576,18576000,4
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/07/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,4/1/16,GIANT,3,39.20683,-94.576,18576000,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/06/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,3/1/16,GIANT,5,39.20683,-94.576,21254400,20
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/06/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,3/1/16,GIANT,3,39.20683,-94.576,21254400,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,28/05/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,2/1/16,GIANT,0,39.20683,-94.576,23760000,4
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,28/05/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,2/1/16,GIANT,3,39.20683,-94.576,23760000,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/04/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,1/1/16,GIANT,1,39.20683,-94.576,26438400,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/04/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,1/1/16,GIANT,8,39.20683,-94.576,26438400,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/03/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,12/1/15,GIANT,7,39.20683,-94.576,29116800,9
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,27/03/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,12/1/15,GIANT,0,39.20683,-94.576,29116800,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,25/02/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,11/1/15,GIANT,3,39.20683,-94.576,31708800,20
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,25/02/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,11/1/15,GIANT,1,39.20683,-94.576,31708800,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,25/01/2019,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,10/1/15,GIANT,7,39.20683,-94.576,34387200,10
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,25/01/2019,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,10/1/15,GIANT,5,39.20683,-94.576,34387200,0
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/12/2018,A0188,Huge Store - Kansas City,Central,Email/Phone,United States,13041,Huge Store,9/1/15,GIANT,3,39.20683,-94.576,36979200,4
Negative Growth over 20%,GIANT QTY NO P4/P2,Fred Dials,Kansas City,MO,26/12/2018,A0188,Huge Store - Kansas City,Central,Visit,United States,13041,Huge Store,9/1/15,GIANT,9,39.20683,-94.576,36979200,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/02/2020,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,11/1/16,SMALL,2,35.30698,-81.6078,86400,4
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/02/2020,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,11/1/16,SMALL,12,35.30698,-81.6078,86400,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/01/2020,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,10/1/16,SMALL,5,35.30698,-81.6078,2764800,3
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/01/2020,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,10/1/16,SMALL,4,35.30698,-81.6078,2764800,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/12/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,9/1/16,SMALL,4,35.30698,-81.6078,5356800,1
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/12/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,9/1/16,SMALL,8,35.30698,-81.6078,5356800,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/11/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,8/1/16,SMALL,6,35.30698,-81.6078,8035200,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/11/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,8/1/16,SMALL,4,35.30698,-81.6078,8035200,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/10/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,7/1/16,SMALL,6,35.30698,-81.6078,10713600,14
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/10/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,7/1/16,SMALL,2,35.30698,-81.6078,10713600,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/09/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,6/1/16,SMALL,1,35.30698,-81.6078,13305600,17
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/09/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,6/1/16,SMALL,4,35.30698,-81.6078,13305600,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/08/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,5/1/16,SMALL,1,35.30698,-81.6078,15984000,1
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/08/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,5/1/16,SMALL,2,35.30698,-81.6078,15984000,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/07/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,4/1/16,SMALL,7,35.30698,-81.6078,18576000,20
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/07/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,4/1/16,SMALL,0,35.30698,-81.6078,18576000,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/06/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,3/1/16,SMALL,6,35.30698,-81.6078,21254400,17
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/06/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,3/1/16,SMALL,8,35.30698,-81.6078,21254400,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,28/05/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,2/1/16,SMALL,4,35.30698,-81.6078,23760000,8
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,28/05/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,2/1/16,SMALL,1,35.30698,-81.6078,23760000,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/04/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,1/1/16,SMALL,2,35.30698,-81.6078,26438400,14
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/04/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,1/1/16,SMALL,1,35.30698,-81.6078,26438400,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/03/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,12/1/15,SMALL,2,35.30698,-81.6078,29116800,16
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,27/03/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,12/1/15,SMALL,7,35.30698,-81.6078,29116800,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,25/02/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,11/1/15,SMALL,3,35.30698,-81.6078,31708800,16
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,25/02/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,11/1/15,SMALL,8,35.30698,-81.6078,31708800,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,25/01/2019,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,10/1/15,SMALL,6,35.30698,-81.6078,34387200,1
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,25/01/2019,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,10/1/15,SMALL,9,35.30698,-81.6078,34387200,0
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/12/2018,A0189,Better Buy - Shelby,East,Email/Phone,United States,13042,Better Buy,9/1/15,SMALL,5,35.30698,-81.6078,36979200,14
0 to -10% Negative Growth,"NO P4, POPULAR",Mathew Harmer,Shelby,NC,26/12/2018,A0189,Better Buy - Shelby,East,Visit,United States,13042,Better Buy,9/1/15,SMALL,4,35.30698,-81.6078,36979200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/02/2020,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,11/1/16,LARGE CHAIN,4,25.80946,-80.1943,86400,6
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/02/2020,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,11/1/16,LARGE CHAIN,10,25.80946,-80.1943,86400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/02/2020,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,11/1/16,LARGE CHAIN,3,25.80946,-80.1943,86400,6
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/02/2020,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,11/1/16,LARGE CHAIN,2,25.80946,-80.1943,86400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/01/2020,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,10/1/16,LARGE CHAIN,5,25.80946,-80.1943,2764800,3
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/01/2020,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,10/1/16,LARGE CHAIN,0,25.80946,-80.1943,2764800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/01/2020,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,10/1/16,LARGE CHAIN,0,25.80946,-80.1943,2764800,19
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/01/2020,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,10/1/16,LARGE CHAIN,2,25.80946,-80.1943,2764800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/12/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,9/1/16,LARGE CHAIN,7,25.80946,-80.1943,5356800,3
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/12/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,9/1/16,LARGE CHAIN,4,25.80946,-80.1943,5356800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/12/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,9/1/16,LARGE CHAIN,5,25.80946,-80.1943,5356800,7
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/12/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,9/1/16,LARGE CHAIN,1,25.80946,-80.1943,5356800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/11/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,8/1/16,LARGE CHAIN,0,25.80946,-80.1943,8035200,8
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/11/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,8/1/16,LARGE CHAIN,3,25.80946,-80.1943,8035200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/11/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,8/1/16,LARGE CHAIN,4,25.80946,-80.1943,8035200,1
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/11/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,8/1/16,LARGE CHAIN,8,25.80946,-80.1943,8035200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/10/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,7/1/16,LARGE CHAIN,4,25.80946,-80.1943,10713600,9
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/10/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,7/1/16,LARGE CHAIN,9,25.80946,-80.1943,10713600,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/10/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,7/1/16,LARGE CHAIN,7,25.80946,-80.1943,10713600,11
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/10/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,7/1/16,LARGE CHAIN,8,25.80946,-80.1943,10713600,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/09/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,6/1/16,LARGE CHAIN,2,25.80946,-80.1943,13305600,13
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/09/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,6/1/16,LARGE CHAIN,9,25.80946,-80.1943,13305600,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/09/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,6/1/16,LARGE CHAIN,3,25.80946,-80.1943,13305600,4
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/09/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,6/1/16,LARGE CHAIN,7,25.80946,-80.1943,13305600,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/08/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,5/1/16,LARGE CHAIN,6,25.80946,-80.1943,15984000,9
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/08/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,5/1/16,LARGE CHAIN,0,25.80946,-80.1943,15984000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/08/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,5/1/16,LARGE CHAIN,2,25.80946,-80.1943,15984000,8
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/08/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,5/1/16,LARGE CHAIN,1,25.80946,-80.1943,15984000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/07/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,4/1/16,LARGE CHAIN,1,25.80946,-80.1943,18576000,12
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/07/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,4/1/16,LARGE CHAIN,7,25.80946,-80.1943,18576000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/07/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,4/1/16,LARGE CHAIN,1,25.80946,-80.1943,18576000,5
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/07/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,4/1/16,LARGE CHAIN,5,25.80946,-80.1943,18576000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/06/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,3/1/16,LARGE CHAIN,3,25.80946,-80.1943,21254400,11
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/06/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,3/1/16,LARGE CHAIN,7,25.80946,-80.1943,21254400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/06/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,3/1/16,LARGE CHAIN,3,25.80946,-80.1943,21254400,17
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/06/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,3/1/16,LARGE CHAIN,5,25.80946,-80.1943,21254400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,28/05/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,2/1/16,LARGE CHAIN,2,25.80946,-80.1943,23760000,14
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,28/05/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,2/1/16,LARGE CHAIN,2,25.80946,-80.1943,23760000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,28/05/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,2/1/16,LARGE CHAIN,3,25.80946,-80.1943,23760000,10
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,28/05/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,2/1/16,LARGE CHAIN,9,25.80946,-80.1943,23760000,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/04/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,1/1/16,LARGE CHAIN,0,25.80946,-80.1943,26438400,4
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/04/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,1/1/16,LARGE CHAIN,7,25.80946,-80.1943,26438400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/04/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,1/1/16,LARGE CHAIN,7,25.80946,-80.1943,26438400,11
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/04/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,1/1/16,LARGE CHAIN,2,25.80946,-80.1943,26438400,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/03/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,12/1/15,LARGE CHAIN,4,25.80946,-80.1943,29116800,3
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/03/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,12/1/15,LARGE CHAIN,12,25.80946,-80.1943,29116800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/03/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,12/1/15,LARGE CHAIN,4,25.80946,-80.1943,29116800,7
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,27/03/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,12/1/15,LARGE CHAIN,8,25.80946,-80.1943,29116800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/02/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,11/1/15,LARGE CHAIN,2,25.80946,-80.1943,31708800,15
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/02/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,11/1/15,LARGE CHAIN,6,25.80946,-80.1943,31708800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/02/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,11/1/15,LARGE CHAIN,3,25.80946,-80.1943,31708800,4
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/02/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,11/1/15,LARGE CHAIN,8,25.80946,-80.1943,31708800,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/01/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,10/1/15,LARGE CHAIN,6,25.80946,-80.1943,34387200,12
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/01/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,10/1/15,LARGE CHAIN,8,25.80946,-80.1943,34387200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/01/2019,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,10/1/15,LARGE CHAIN,0,25.80946,-80.1943,34387200,1
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,25/01/2019,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,10/1/15,LARGE CHAIN,10,25.80946,-80.1943,34387200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/12/2018,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,9/1/15,LARGE CHAIN,4,25.80946,-80.1943,36979200,1
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/12/2018,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,9/1/15,LARGE CHAIN,5,25.80946,-80.1943,36979200,0
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/12/2018,A0191,Rondel Store - Miami Central,East,Email/Phone,United States,33127,Rondel,9/1/15,LARGE CHAIN,2,25.80946,-80.1943,36979200,6
Negative Growth over 20%,PRIME ONLY NO P4,Sal Lobaugh,Miami,FL,26/12/2018,A0191,Rondel Store - Miami Central,East,Visit,United States,33127,Rondel,9/1/15,LARGE CHAIN,7,25.80946,-80.1943,36979200,0
Negative Growth over 20%,LOW MIX,Fred Dials,Bixby,OK,26/02/2020,A0102,Sure Store - Tulsa,Central,Email/Phone,United States,74101,Sure Store,11/1/16,SMALL,4,35.86845,-95.8278,86400,14
Negative Growth over 20%,LOW MIX,Fred Dials,Bixby,OK,26/02/2020,A0102,Sure Store - Tulsa,Central,Visit,United States,74101,Sure Store,11/1/16,SMALL,12,35.86845,-95.8278,86400,0
Negative Growth over 20%,LOW MIX,Fred Dials,Bixby,OK,26/01/2020,A0102,Sure Store - Tulsa,Central,Email/Phone,United States,74101,Sure Store,10/1/16,SMALL,1,35.86845,-95.8278,2764800,17
Negative Growth over 20%,LOW MIX,Fred Dials,Bixby,OK,26/01/2020,A0102,Sure Store - Tulsa,Central,Visit,United States,74101,Sure Store,10/1/16,SMALL,1,35.86845,-95.8278,2764800,0
