"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Cranberry/Pistachio","2022-05-22","Permadyne GmbH, LTD","2021-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-05-22","Pending Approval","2021-04-19","2021-05-09","Tech Labs-Sweeper S1000-Jan-20-2020-01-28-2020-02-07","Jan","Yes","Tech Labs-Sweeper S1000-Jan-20","Expired","Account.054","2021-09-27","Small Business","2021-05-03","2021-06-15","2021-05-11","Apr-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,16622,402,123000,2.99,2.99,429,500,395,554
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2022-05-11","Permadyne GmbH, LTD","2021-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-05-11","Upcoming Renewal","2020-04-08","2021-05-04","Tech Labs-Trencher T48-Apr-21-2020-10-19-2020-11-03","Oct","Yes","Tech Labs-Trencher T48-Apr-21","Expired","Account.054","2021-09-27","Small Business","2021-05-03","2021-06-08","2020-04-18","Apr-21","ReadyFitness Gyms",2,0,2,92,0,9.98,0,2,14506,402,123000,4.99,4.99,429,427,395,484
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2021-03-25","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-25","Upcoming Renewal","2020-04-01","2020-03-11","Tech Labs-Trencher T48-Sep-21-2021-08-13-2021-09-02","Aug2","Yes","Tech Labs-Trencher T48-Sep-21","Active","Account.054","2021-09-27","Small Business","2020-03-04","2020-04-11","2020-04-20","Feb-20","ReadyFitness Gyms",2,0,2,92,0,9.98,0,2,12740,402,123000,4.99,4.99,430,427,396,425
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Pistachio","2022-08-16","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-16","Approved","2021-08-31","2021-08-12","Tech Labs-Pickup Broom PB100-Jul-20-2020-07-28-2020-08-20","Jul","Yes","Tech Labs-Pickup Broom PB100-Jul-20","Expired","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-07","2021-09-13","Jul-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,15358,402,123000,2.99,2.99,430,460,396,512
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2022-11-17","Permadyne GmbH, LTD","2021-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-11-17","Approved","2021-09-09","2021-11-08","Tech Labs-Ripper 27-Jul-21-2021-07-29-2021-08-15","Jul2","Yes","Tech Labs-Ripper 27-Jul-21","Active","Account.054","2021-09-27","Small Business","2021-11-02","2021-12-02","2021-10-08","Oct-21","ReadyFitness Gyms",10,0,10,92,0,20.5,0,2,10934,402,123000,2.05,2.05,431,333,396,364
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2021-07-12","Permadyne GmbH, LTD","2020-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-12","Upcoming Renewal","2020-07-31","2020-07-03","Tech Labs-Pulverizer P10-Sep-20-2020-07-06-2020-07-30","Jul","Yes","Tech Labs-Pulverizer P10-Sep-20","Active","Account.054","2021-09-27","Small Business","2020-07-03","2020-08-03","2020-08-17","Jun-20","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,12994,402,123000,4.99,4.99,431,450,396,433
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Green Tea","2022-12-07","Permadyne GmbH, LTD","2022-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-12-07","Pending Approval","2021-10-02","2021-12-10","Tech Labs-Hammer H500-Sep-20-2020-08-29-2020-09-11","Aug","Yes","Tech Labs-Hammer H500-Sep-20","Active","Account.054","2021-09-27","Small Business","2021-12-03","2022-01-06","2021-10-25","Nov-21","ReadyFitness Gyms",3,0,3,92,0,6.15,0,2,14011,402,123000,2.05,2.05,431,420,397,467
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2022-07-15","Permadyne GmbH, LTD","2021-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-07-15","Upcoming Renewal","2021-03-30","2021-07-10","Tech Labs-Ripper 27-Jul-20-2020-02-10-2020-03-06","Feb","Yes","Tech Labs-Ripper 27-Jul-20","Active","Account.054","2021-09-27","Small Business","2021-07-03","2021-08-13","2021-04-22","Jun-21","ReadyFitness Gyms",10,0,10,92,0,20.5,0,2,9651,402,123000,2.05,2.05,431,333,397,322
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Pistachio","2021-11-08","Permadyne GmbH, LTD","2020-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-11-08","Upcoming Renewal","2020-06-01","2020-11-07","Tech Labs-Compactor 9500-Jun-20-2020-06-17-2020-07-03","Jun","Yes","Tech Labs-Compactor 9500-Jun-20","Expired","Account.054","2021-09-27","Small Business","2020-11-02","2020-12-03","2020-06-28","Oct-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,27122,402,123000,2.99,2.99,431,867,397,904
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Green Tea","2022-12-20","Permadyne GmbH, LTD","2022-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-12-20","Pending Approval","2021-11-11","2021-12-12","Tech Labs-Hammer H500-Jan-20-2020-01-29-2020-02-18","Jan","Yes","Tech Labs-Hammer H500-Jan-20","Active","Account.054","2021-09-27","Small Business","2021-12-03","2022-01-16","2021-11-28","Nov-21","ReadyFitness Gyms",3,0,3,92,0,6.15,0,2,13025,402,123000,2.05,2.05,432,420,397,434
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Mixed Berry","2021-06-26","Permadyne GmbH, LTD","2020-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-06-26","Upcoming Renewal","2020-06-17","2020-06-10","Tech Labs-Ripper 34-Jun-21-2021-06-30-2021-07-12","Jun2","Yes","Tech Labs-Ripper 34-Jun-21","Expired","Account.054","2021-09-27","Small Business","2020-06-02","2020-07-05","2020-07-02","May-20","ReadyFitness Gyms",7,0,7,92,0,20.93,0,2,10373,402,123000,2.99,2.99,432,315,398,346
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-08-02","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-02","Approved","2021-08-23","2021-08-12","Tech Labs-Pulverizer P10-Nov-21-2021-08-20-2021-09-18","Aug2","Yes","Tech Labs-Pulverizer P10-Nov-21","Expired","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-06","2021-09-20","Jul-21","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,14413,402,123000,4.99,4.99,432,450,398,480
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Apple Vegan","2021-09-09","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-09","Pending Approval","2020-06-28","2020-09-05","Tech Labs-Pickup Broom PB200-Nov-21-2021-09-08-2021-09-26","Sep2","Yes","Tech Labs-Pickup Broom PB200-Nov-21","Active","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-02","2020-07-23","Aug-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,14840,402,123000,2.99,2.99,432,500,398,495
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2022-09-30","Permadyne GmbH, LTD","2021-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-09-30","Approved","2021-08-22","2021-09-12","Tech Labs-Ripper 27-Feb-21-2020-07-17-2020-08-08","Jul","Yes","Tech Labs-Ripper 27-Feb-21","Expired","Account.054","2021-09-27","Small Business","2021-09-02","2021-10-14","2021-09-06","Aug-21","ReadyFitness Gyms",10,0,10,92,0,20.5,0,2,11193,402,123000,2.05,2.05,432,333,398,373
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-02-24","Permadyne GmbH, LTD","2021-03-04","ReadyFitness Gyms Sales Agreement","Transportation","2022-02-24","Upcoming Renewal","2020-11-28","2021-02-09","Tech Labs-Ripper 37-Jun-21-2021-06-26-2021-07-17","Jun2","Yes","Tech Labs-Ripper 37-Jun-21","Active","Account.054","2021-09-27","Small Business","2021-02-02","2021-03-13","2020-12-20","Jan-21","ReadyFitness Gyms",5,0,5,92,0,24.95,0,2,10890,402,123000,4.99,4.99,433,333,398,363
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Blueberry/Bison Paleo","2022-10-05","Permadyne GmbH, LTD","2021-11-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-10-05","Upcoming Renewal","2021-10-28","2021-10-05","Tech Labs-Utility Broom UB1000-Apr-20-2020-02-20-2020-03-10","Feb","Yes","Tech Labs-Utility Broom UB1000-Apr-20","Active","Account.054","2021-09-27","Small Business","2021-10-03","2021-11-16","2021-11-22","Sep-21","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,12858,402,123000,4.99,4.99,433,450,398,429
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2021-07-23","Permadyne GmbH, LTD","2020-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-23","Upcoming Renewal","2020-07-13","2020-07-04","Tech Labs-Backhoe Attachment R1-Jul-21-2021-07-30-2021-08-12","Jul2","Yes","Tech Labs-Backhoe Attachment R1-Jul-21","Active","Account.054","2021-09-27","Small Business","2020-07-03","2020-08-13","2020-07-28","Jun-20","ReadyFitness Gyms",1,0,1,92,0,2.99,0,2,19858,402,123000,2.99,2.99,433,650,398,662
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry High Protein","2022-08-22","Permadyne GmbH, LTD","2021-09-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-08-22","Approved","2021-06-21","2021-08-07","Tech Labs-Compactor 9000-Jan-20-2020-01-26-2020-02-16","Jan","Yes","Tech Labs-Compactor 9000-Jan-20","Expired","Account.054","2021-09-27","Small Business","2021-08-02","2021-09-06","2021-07-01","Jul-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,18261,402,123000,2.99,2.99,434,540,399,609
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Cranberry/Sunflower","2021-06-15","Permadyne GmbH, LTD","2020-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-06-15","Approved","2020-04-12","2020-06-06","Tech Labs-Trencher T36-Apr-21-2021-04-30-2021-05-30","Apr2","Yes","Tech Labs-Trencher T36-Apr-21","Active","Account.054","2021-09-27","Small Business","2020-06-02","2020-07-15","2020-04-30","May-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,14063,402,123000,2.99,2.99,434,400,399,469
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry High Protein","2021-12-06","Permadyne GmbH, LTD","2021-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-12-06","Approved","2020-11-08","2020-12-11","Tech Labs-Compactor 9000-Nov-21-2021-10-08-2021-10-21","Oct2","Yes","Tech Labs-Compactor 9000-Nov-21","Active","Account.054","2021-09-27","Small Business","2020-12-03","2021-01-06","2020-11-20","Nov-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,16906,402,123000,2.99,2.99,434,540,400,564
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Tart Cherry","2021-09-28","Permadyne GmbH, LTD","2020-10-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-09-28","Upcoming Renewal","2020-08-30","2020-09-02","Tech Labs-Backhoe Attachment R2-Nov-20-2020-11-15-2020-11-26","Nov","Yes","Tech Labs-Backhoe Attachment R2-Nov-20","Expired","Account.054","2021-09-27","Small Business","2020-09-02","2020-10-16","2020-09-10","Aug-20","ReadyFitness Gyms",1,0,1,92,0,2.05,0,2,23124,402,123000,2.05,2.05,435,683,400,771
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Tart Cherry","2022-04-18","Permadyne GmbH, LTD","2021-05-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-04-18","Upcoming Renewal","2021-04-13","2020-04-06","Tech Labs-Backhoe Attachment R2-Feb-20-2020-02-27-2020-03-20","Feb","Yes","Tech Labs-Backhoe Attachment R2-Feb-20","Active","Account.054","2021-09-27","Small Business","2020-04-02","2021-05-12","2021-05-12","Mar-20","ReadyFitness Gyms",1,0,1,92,0,2.05,0,2,23466,402,123000,2.05,2.05,435,683,400,782
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Cranberry/Pistachio","2021-11-06","Permadyne GmbH, LTD","2020-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-11-06","Upcoming Renewal","2020-10-16","2020-11-11","Tech Labs-Sweeper S1000-Aug-20-2020-07-01-2020-07-29","Jul","Yes","Tech Labs-Sweeper S1000-Aug-20","Active","Account.054","2021-09-27","Small Business","2020-11-02","2020-12-03","2020-11-01","Oct-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,17710,402,123000,2.99,2.99,435,500,400,590
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Sunflower","2021-03-26","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-26","Approved","2020-03-29","2020-03-08","Tech Labs-Hammer H700-Sep-21-2021-09-29-2021-10-25","Sep2","Yes","Tech Labs-Hammer H700-Sep-21","Expired","Account.054","2021-09-27","Small Business","2020-03-04","2020-04-04","2020-04-11","Feb-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,18154,402,123000,2.99,2.99,435,575,400,605
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Mixed Berry","2021-05-06","Permadyne GmbH, LTD","2020-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-05-06","Upcoming Renewal","2020-06-01","2020-05-12","Tech Labs-Ripper 34-Oct-20-2020-10-30-2020-11-09","Oct","Yes","Tech Labs-Ripper 34-Oct-20","Active","Account.054","2021-09-27","Small Business","2020-05-03","2020-06-02","2020-06-16","Apr-20","ReadyFitness Gyms",7,0,7,92,0,20.93,0,2,10427,402,123000,2.99,2.99,435,315,400,348
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2021-05-15","Permadyne GmbH, LTD","2020-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-05-15","Upcoming Renewal","2020-04-11","2020-05-05","Tech Labs-Ripper 27-Oct-21-2021-10-05-2021-10-17","Oct2","Yes","Tech Labs-Ripper 27-Oct-21","Active","Account.054","2021-09-27","Small Business","2020-05-03","2020-06-09","2020-05-07","Apr-20","ReadyFitness Gyms",10,0,10,92,0,20.5,0,2,11119,402,123000,2.05,2.05,435,333,400,371
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry Vegan","2022-10-18","Permadyne GmbH, LTD","2021-11-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-10-18","Upcoming Renewal","2021-09-02","2021-10-13","Tech Labs-Backhoe Attachment R1-Dec-21-2021-08-18-2021-09-17","Aug2","Yes","Tech Labs-Backhoe Attachment R1-Dec-21","Active","Account.054","2021-09-27","Small Business","2021-10-03","2021-11-09","2021-10-02","Sep-21","ReadyFitness Gyms",1,0,1,92,0,2.99,0,2,20702,402,123000,2.99,2.99,436,650,401,690
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Tart Cherry","2021-11-26","Permadyne GmbH, LTD","2020-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-11-26","Approved","2020-10-09","2020-11-12","Tech Labs-Backhoe Attachment R2-Jul-20-2020-07-26-2020-08-23","Jul","Yes","Tech Labs-Backhoe Attachment R2-Jul-20","Expired","Account.054","2021-09-27","Small Business","2020-11-02","2020-12-14","2020-10-31","Oct-20","ReadyFitness Gyms",1,0,1,92,0,2.05,0,2,20290,402,123000,2.05,2.05,436,683,401,676
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Sunflower","2021-02-22","Permadyne GmbH, LTD","2020-03-03","ReadyFitness Gyms Sales Agreement","Transportation","2021-02-22","Pending Approval","2020-02-20","2020-02-07","Tech Labs-Compactor 3500-Feb-21-2020-08-01-2020-08-22","Aug","Yes","Tech Labs-Compactor 3500-Feb-21","Active","Account.054","2021-09-27","Small Business","2020-02-02","2020-03-08","2020-03-13","Jan-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,17002,402,123000,2.99,2.99,436,575,401,567
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Cranberry High Protein","2023-01-20","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-20","Pending Approval","2021-11-26","2022-01-07","Tech Labs-Compactor 9000-Dec-21-2021-11-27-2021-12-20","Nov2","Yes","Tech Labs-Compactor 9000-Dec-21","Active","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-12","2021-12-25","Dec-21","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,15432,535,123000,2.99,2.99,571,540,525,514
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-05-05","Permadyne GmbH, LTD","2021-06-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-05-05","Approved","2020-06-15","2021-05-06","Tech Labs-Pulverizer P10-Oct-20-2020-04-30-2020-05-27","Apr","Yes","Tech Labs-Pulverizer P10-Oct-20","Expired","Account.054","2021-09-27","Small Business","2021-05-03","2021-06-12","2020-07-13","Apr-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,18183,535,123000,4.99,4.99,572,600,526,606
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Cranberry/Sunflower","2023-01-17","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-01-17","Pending Approval","2021-09-19","2022-01-09","Tech Labs-Trencher T36-Mar-20-2020-11-26-2020-12-12","Nov","Yes","Tech Labs-Trencher T36-Mar-20","Expired","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-16","2021-10-19","Dec-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,20761,535,123000,2.99,2.99,573,600,527,692
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Sunflower","2021-03-10","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-10","Upcoming Renewal","2020-03-24","2020-03-08","Tech Labs-Compactor 3500-Apr-21-2021-04-30-2021-05-15","Apr2","Yes","Tech Labs-Compactor 3500-Apr-21","Active","Account.054","2021-09-27","Small Business","2020-03-04","2020-04-03","2020-04-13","Feb-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,17353,535,123000,2.99,2.99,573,575,527,578
"GoBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Pistachio","2021-12-20","Permadyne GmbH, LTD","2021-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-12-20","Upcoming Renewal","2020-11-25","2020-12-03","Tech Labs-Compactor 9500-May-21-2020-08-04-2020-09-02","Aug","Yes","Tech Labs-Compactor 9500-May-21","Active","Account.054","2021-09-27","Small Business","2020-12-03","2021-01-09","2020-12-12","Nov-20","ReadyFitness Gyms",2,0,2,92,0,5.98,0,2,28981,535,123000,2.99,2.99,573,867,528,966
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Tart Cherry","2022-11-29","Permadyne GmbH, LTD","2021-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-11-29","Upcoming Renewal","2021-08-29","2021-11-12","Tech Labs-Backhoe Attachment R2-Mar-20-2021-02-23-2021-03-11","Feb2","Yes","Tech Labs-Backhoe Attachment R2-Mar-20","Expired","Account.054","2021-09-27","Small Business","2021-11-02","2021-12-11","2021-09-19","Oct-21","ReadyFitness Gyms",2,0,2,92,0,4.1,0,2,42285,535,123000,2.05,2.05,574,1367,528,1410
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2022-02-02","Permadyne GmbH, LTD","2021-03-04","ReadyFitness Gyms Sales Agreement","Transportation","2022-02-02","Pending Approval","2020-12-15","2021-02-12","Tech Labs-Trencher T48-Aug-20-2020-06-02-2020-06-20","Jun","Yes","Tech Labs-Trencher T48-Aug-20","Expired","Account.054","2021-09-27","Small Business","2021-02-02","2021-03-15","2020-12-29","Jan-21","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,21902,535,123000,4.99,4.99,576,640,529,730
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-02-01","Permadyne GmbH, LTD","2021-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2022-02-01","Pending Approval","2020-12-08","2021-01-06","Tech Labs-Pulverizer P10-Jul-21-2021-05-30-2021-06-18","May2","Yes","Tech Labs-Pulverizer P10-Jul-21","Active","Account.054","2021-09-27","Small Business","2021-01-02","2021-02-07","2020-12-20","Dec-20","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,18680,535,123000,4.99,4.99,576,600,530,623
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Tart Cherry/Chicken Paleo","2021-03-05","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-05","Pending Approval","2020-02-27","2020-03-08","Tech Labs-Ripper 37-Dec-21-2021-11-14-2021-12-06","Nov2","Yes","Tech Labs-Ripper 37-Dec-21","Expired","Account.054","2021-09-27","Small Business","2020-03-04","2020-03-31","2020-03-28","Feb-20","ReadyFitness Gyms",7,0,7,92,0,34.93,0,2,13527,535,123000,4.99,4.99,576,467,530,451
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Apple Vegan","2022-11-14","Permadyne GmbH, LTD","2021-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2022-11-14","Approved","2021-10-15","2021-11-08","Tech Labs-Pickup Broom PB200-Oct-21-2021-05-26-2021-06-25","May2","Yes","Tech Labs-Pickup Broom PB200-Oct-21","Expired","Account.054","2021-09-27","Small Business","2021-11-02","2021-12-08","2021-11-08","Oct-21","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,22868,535,123000,2.99,2.99,577,750,531,762
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Tart Cherry/Sunflower","2021-07-23","Permadyne GmbH, LTD","2020-08-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-23","Upcoming Renewal","2020-06-01","2020-07-13","Tech Labs-Hammer H700-Dec-21-2021-12-18-2021-12-28","Dec2","Yes","Tech Labs-Hammer H700-Dec-21","Expired","Account.054","2021-09-27","Small Business","2020-07-03","2020-08-14","2020-06-17","Jun-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,20339,535,123000,2.99,2.99,577,575,531,678
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","GoBar Mixed Berry","2021-11-29","Permadyne GmbH, LTD","2020-12-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-11-29","Approved","2020-11-26","2020-11-02","Tech Labs-Ripper 34-Dec-21-2021-07-19-2021-08-08","Jul2","Yes","Tech Labs-Ripper 34-Dec-21","Expired","Account.054","2021-09-27","Small Business","2020-11-02","2020-12-16","2020-12-25","Oct-20","ReadyFitness Gyms",10,0,10,92,0,29.9,0,2,14287,535,123000,2.99,2.99,578,450,532,476
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2021-03-21","Permadyne GmbH, LTD","2020-03-31","ReadyFitness Gyms Sales Agreement","Transportation","2021-03-21","Upcoming Renewal","2020-03-27","2020-03-05","Tech Labs-Trencher T48-Jan-21-2021-01-27-2021-02-18","Jan2","Yes","Tech Labs-Trencher T48-Jan-21","Active","Account.054","2021-09-27","Small Business","2020-03-04","2020-04-13","2020-04-21","Feb-20","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,18663,535,123000,4.99,4.99,578,640,532,622
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Chicken Paleo","2021-07-01","Permadyne GmbH, LTD","2020-07-02","ReadyFitness Gyms Sales Agreement","Transportation","2021-07-01","Pending Approval","2020-06-01","2020-06-08","Tech Labs-Trencher T48-May-21-2020-07-24-2020-08-13","Jul","Yes","Tech Labs-Trencher T48-May-21","Active","Account.054","2021-09-27","Small Business","2020-06-02","2020-07-13","2020-06-15","May-20","ReadyFitness Gyms",3,0,3,92,0,14.97,0,2,19126,535,123000,4.99,4.99,578,640,532,638
"Alpine Energy","Krystal Sanchez","0015e00000HchH5AAJ","YetiBar Cranberry/Bison Paleo","2022-03-02","Permadyne GmbH, LTD","2021-03-04","ReadyFitness Gyms Sales Agreement","Transportation","2022-03-02","Upcoming Renewal","2021-02-27","2021-02-11","Tech Labs-Pulverizer P10-Feb-21-2021-02-17-2021-03-14","Feb2","Yes","Tech Labs-Pulverizer P10-Feb-21","Active","Account.054","2021-09-27","Small Business","2021-02-02","2021-03-16","2021-03-16","Jan-21","ReadyFitness Gyms",4,0,4,92,0,19.96,0,2,21188,535,123000,4.99,4.99,578,600,532,706
"BigfootBar","Krystal Sanchez","0015e00000HchH5AAJ","Alpine Energy Drink - Chai","2023-02-01","Permadyne GmbH, LTD","2022-02-01","ReadyFitness Gyms Sales Agreement","Transportation","2023-02-01","Approved","2021-08-20","2022-01-03","Tech Labs-Ripper 27-Aug-21-2021-08-02-2021-08-27","Aug2","Yes","Tech Labs-Ripper 27-Aug-21","Active","Account.054","2021-09-27","Small Business","2022-01-02","2022-02-01","2021-09-09","Dec-21","ReadyFitness Gyms",13,0,12,92,0,24.6,0,2,12709,535,123000,2.05,2.05,579,433,533,424
"YetiBar","Krystal Sanchez","0015e00000HchH5AAJ","BigfootBar Blueberry/Pistachio","2021-12-04","Permadyne GmbH, LTD","2021-01-01","ReadyFitness Gyms Sales Agreement","Transportation","2021-12-04","Approved","2020-09-08","2020-12-03","Tech Labs-Pickup Broom PB100-Jun-20-2020-06-29-2020-07-16","Jun","Yes","Tech Labs-Pickup Broom PB100-Jun-20","Active","Account.054","2021-09-27","Small Business","2020-12-03","2021-01-04","2020-10-01","Nov-20","ReadyFitness Gyms",3,0,3,92,0,8.97,0,2,24155,535,123000,2.99,2.99,580,690,533,805
