"Driver_Development","Account_ID","Fleet","Parent_Parent_AccountParents","Color","Parent_BillingCountry","Parent_Id","Service","Date","Segment","Design","Year","Model","Country","Stage","Account_Name","Parent_AccountName","Engine","Revenue","CSAT"
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Brussels","2018.00","NOH1500","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",35000,9
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","MTK1000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",35000,7
"TRUE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","NOH1500","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",25000,7
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2019-10-01 00:00:00","Construction","Oslo","2018.00","WES6000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",20000,8
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Red","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2019-10-01 00:00:00","Construction","Stockholm","2018.00","WES6000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",10000,5
"FALSE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","Fleet Management","2019-10-01 00:00:00","Construction","Helsinki","2018.00","SYL6800","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",30000,8
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","KIM4000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",25000,9
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Brussels","2018.00","KIM4000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",55000,7
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Oslo","2018.00","KIM4000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",20000,7
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Oslo","2018.00","SYL6800","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Electric",20000,7
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","WES6000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",30000,7
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Brussels","2018.00","KIM4000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",55000,7
"TRUE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","NOH1500","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",25000,7
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Red","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","WES6000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",35000,7
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","MTK1000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",25000,7
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-10-01 00:00:00","Construction","Brussels","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",20000,8
"TRUE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2019-10-01 00:00:00","Construction","Copenhagen","2018.00","KIM4000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",25000,5
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",35000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","SYL6800","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",45000,9
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","Red","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Oslo","2018.00","WES6000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",30000,7
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-10-01 00:00:00","Logistics","Stockholm","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",40000,9
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","Fleet Management","2019-10-01 00:00:00","Construction","Oslo","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",25000,8
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","NOH1500","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",50000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-10-01 00:00:00","Logistics","Stockholm","2018.00","NOH1500","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",40000,9
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Red","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2019-10-01 00:00:00","Construction","Amsterdam","2018.00","SYL6800","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",25000,8
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2019-10-01 00:00:00","Construction","Stockholm","2018.00","KIM4000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",35000,8
"TRUE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","White","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","MTK1000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",25000,9
"TRUE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",25000,9
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",20000,7
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","White","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-10-01 00:00:00","Logistics","Brussels","2018.00","SYL6800","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",25000,9
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","KIM4000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Combustion",30000,7
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","SYL6800","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",45000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",25000,9
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-10-01 00:00:00","Logistics","Stockholm","2018.00","MTK1000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",20000,9
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Brussels","2018.00","KIM4000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",20000,7
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Blue","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2019-10-01 00:00:00","Construction","Oslo","2018.00","KIM4000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",35000,8
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","NOH1500","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",35000,7
"FALSE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","Fleet Management","2019-10-01 00:00:00","Construction","Helsinki","2018.00","BAY2000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",40000,8
"FALSE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",20000,7
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","Silver","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","MTK1000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Hybrid",10000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-10-01 00:00:00","Logistics","Amsterdam","2018.00","SYL6800","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",55000,9
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Red","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-10-01 00:00:00","Logistics","Copenhagen","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",35000,7
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-10-01 00:00:00","Logistics","Oslo","2018.00","KIM4000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",35000,7
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Black","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Helsinki","2018.00","BAY2000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",10000,5
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Amsterdam","2018.00","WES6000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",40000,7
"FALSE","0011U000009j7aFQAQ","Small","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-11-01 00:00:00","Construction","Copenhagen","2018.00","SYL6800","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Electric",25000,8
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Stockholm","2018.00","NOH1500","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",20000,5
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Black","Germany","0011U000009j7aFQAQ","5y Maintenance Service","2019-11-01 00:00:00","Construction","Copenhagen","2018.00","BAY2000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",25000,8
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Red","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","KIM4000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Electric",35000,9
"TRUE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Red","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Stockholm","2018.00","SYL6800","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",40000,5
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2019-11-01 00:00:00","Construction","Oslo","2018.00","SYL6800","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",55000,5
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",50000,9
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","Fleet Management","2019-11-01 00:00:00","Construction","Brussels","2018.00","SYL6800","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",30000,5
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Amsterdam","2018.00","NOH1500","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",40000,5
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",30000,9
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Blue","Sweden","0011U000009j7b4QAA","5y Maintenance Service","2019-11-01 00:00:00","Construction","Stockholm","2018.00","NOH1500","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",45000,5
"TRUE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Oslo","2018.00","WES6000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Hybrid",10000,7
"FALSE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","NOH1500","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",30000,7
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","WES6000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",40000,7
"FALSE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",20000,7
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",25000,7
"FALSE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-11-01 00:00:00","Construction","Oslo","2018.00","MTK1000","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Hybrid",60000,8
"FALSE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","White","Sweden","0011U000009j7b4QAA","Fleet Management","2019-11-01 00:00:00","Construction","Brussels","2018.00","KIM4000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",40000,5
"TRUE","0011U000009j7aGQAQ","Small","0011U000009j7aGQAQ","Black","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","MTK1000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",35000,7
"FALSE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Oslo","2018.00","BAY2000","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Combustion",35000,5
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Brussels","2018.00","WES6000","Belgium","Closed Lost","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",40000,7
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Oslo","2018.00","KIM4000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",20000,7
"TRUE","0011U000009j7aGQAQ","Large","0011U000009j7aGQAQ","White","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","SYL6800","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Hybrid",25000,7
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","5y Maintenance Service","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","SYL6800","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Hybrid",30000,7
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-11-01 00:00:00","Construction","Stockholm","2018.00","NOH1500","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",40000,8
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","Fleet Management","2019-11-01 00:00:00","Construction","Oslo","2018.00","WES6000","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Electric",20000,8
"TRUE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Black","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","KIM4000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Combustion",25000,7
"TRUE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Oslo","2018.00","KIM4000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Combustion",20000,7
"TRUE","0011U000009j7aFQAQ","Large","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-11-01 00:00:00","Construction","Helsinki","2018.00","NOH1500","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Electric",50000,8
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","5y Maintenance Service","2019-11-01 00:00:00","Logistics","Oslo","2018.00","BAY2000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Combustion",35000,7
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Blue","Belgium","0011U000009j7aGQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",50000,7
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Copenhagen","2018.00","KIM4000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",30000,9
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Silver","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Brussels","2018.00","MTK1000","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Hybrid",25000,7
"TRUE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Oslo","2018.00","SYL6800","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",35000,9
"TRUE","0011U000009j7aGQAQ","Medium","0011U000009j7aGQAQ","Silver","Belgium","0011U000009j7aGQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Brussels","2018.00","WES6000","Belgium","Closed Won","Advanced Transportation Belgium","Advanced Transportation Belgium","Electric",45000,7
"FALSE","0011U000009j7aHQAQ","Medium","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Oslo","2018.00","NOH1500","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",20000,7
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Extended Warranty ","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","KIM4000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Combustion",20000,9
"FALSE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","Blue","Netherlands","0011U000009j7aHQAQ","Fleet Management","2019-11-01 00:00:00","Logistics","Oslo","2018.00","SYL6800","Netherlands","Closed Lost","Advanced Transportation","Advanced Transportation","Electric",40000,7
"TRUE","0011U000009j7aHQAQ","Large","0011U000009j7aHQAQ","White","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","SYL6800","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",30000,7
"FALSE","0011U000009j7b0QAA","Medium","0011U000009j7aHQAQ","Silver","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Copenhagen","2018.00","BAY2000","Denmark","Closed Lost","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",50000,9
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","White","Germany","0011U000009j7aFQAQ","5y Extended Warranty","2019-11-01 00:00:00","Construction","Oslo","2018.00","SYL6800","Germany","Closed Won","Advanced Transportation Germany","Advanced Transportation Germany","Electric",55000,8
"FALSE","0011U000009j7b4QAA","Medium","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","Fleet Management","2019-11-01 00:00:00","Construction","Oslo","2018.00","MTK1000","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Electric",50000,5
"FALSE","0011U000009j7aHQAQ","Small","0011U000009j7aHQAQ","Red","Netherlands","0011U000009j7aHQAQ","5y Extended Warranty","2019-11-01 00:00:00","Logistics","Stockholm","2018.00","WES6000","Netherlands","Closed Won","Advanced Transportation","Advanced Transportation","Electric",45000,7
"FALSE","0011U000009j7b0QAA","Large","0011U000009j7aHQAQ","Blue","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Helsinki","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",55000,9
"TRUE","0011U000009j7aFQAQ","Medium","0011U000009j7aFQAQ","Silver","Germany","0011U000009j7aFQAQ","Fleet Management","2019-11-01 00:00:00","Construction","Brussels","2018.00","SYL6800","Germany","Closed Lost","Advanced Transportation Germany","Advanced Transportation Germany","Combustion",25000,8
"TRUE","0011U000009j7b0QAA","Small","0011U000009j7aHQAQ","Black","Denmark","0011U000009j7b0QAA","3y Maintenance Service","2019-11-01 00:00:00","Logistics","Brussels","2018.00","BAY2000","Denmark","Closed Won","Advanced Transportation Denmark","Advanced Transportation Denmark","Hybrid",15000,9
"TRUE","0011U000009j7b4QAA","Large","0011U000009j7aHQAQ","Red","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Copenhagen","2018.00","NOH1500","Sweden","Closed Won","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",45000,5
"TRUE","0011U000009j7b4QAA","Small","0011U000009j7aHQAQ","Silver","Sweden","0011U000009j7b4QAA","3y Extended Warranty ","2019-11-01 00:00:00","Construction","Amsterdam","2018.00","NOH1500","Sweden","Closed Lost","Advanced Transportation Sweden","Advanced Transportation Sweden","Hybrid",40000,5
