"Quarter","Status","Category","Record_ID","Customer_Name","Customer","Approved","Objectives","Category_Name","End_Date","Category_Cluster","Promo","Selected","Start_Date","of_Days","Breakeven_Uplift","RoI","Total_Promo_Sales","Total_Cannibalised_Sales","Total_Promo_Volume","Incremental_Volume","Total_Cannibalised_Volume"
"Q3","Approved","a1324000000BgxGAAS","a1I24000000qLTiEAM","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","BCS_C&DC Alternatives","2015/10/19","Baking Cooking & Spreading","P-000000177","true","2015/09/14",35,36,50,59690,-14922.5,127000,50800,-31750
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLUWEA2","Schlecker","0012400000FKJcNAAX","true","Drive Weight of Purchase","Breakfast","2015/10/19","Foods","P-000000227","true","2015/09/21",28,23,41,109620,-37270.8,189000,73710,-64260
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLR5EAM","Schlecker","0012400000FKJcNAAX","true","Grow Market Share","Breakfast","2015/10/20","Foods","P-000000014","true","2015/09/22",28,45,28,80580,-24174,158000,41080,-47400
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLTkEAM","Superunie Sligro","0012400000FKJdLAAX","true","Drive Penetration","M&HDW","2015/10/20","Home Care","P-000000179","true","2015/10/06",14,8,35,52060,-18221,137000,39730,-47950
"Q3","Approved","a1324000000BgxbAAC","a1I24000000qLTqEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Volume","Skin Cleansing","2015/10/20","Personal Care","P-000000185","true","2015/09/15",35,12,24,63000,-11970,140000,39200,-26600
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLWbEAM","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","Hair Care","2015/10/20","Personal Care","P-000000356","true","2015/09/22",28,21,6,102960,-27799.2,264000,95040,-71280
"Q3","Approved","a1324000000BgxMAAS","a1I24000000qLQaEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Market Share and maximise Gross Profit","Deo","2015/10/21","Personal Care","P-000000001","true","2015/09/21",30,14,45,1250000,-62500,250000,75000,-12500
"Q3","Draft","a1324000000BgxMAAS","a1I24000000qLQpEAM","Albert Heijn BV","0012400000EHCqiAAH","false","Drive Trial","Deo","2015/10/21","Personal Care","P-000000002","true","2015/09/21",30,14,45,1250000,-62500,250000,75000,-12500
"Q3","Approved","a1324000000BgxVAAS","a1I24000000qLToEAM","Superunie Coop","0012400000FKJcmAAH","true","Grow Market Share","Meat","2015/10/22","Foods","P-000000183","true","2015/09/17",35,31,48,59220,-6514.2,141000,39480,-15510
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLWwEAM","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Breakfast","2015/10/22","Foods","P-000000377","true","2015/09/17",35,17,11,51300,-15903,95000,24700,-29450
"Q4","Approved","a1324000000BgxUAAS","a1I24000000qLSsEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","Mealsolutions","2015/10/23","Foods","P-000000125","true","2015/10/09",14,22,51,110440,-27610,251000,97890,-62750
"Q3","Approved","a1324000000BgxMAAS","a1I24000000qLXBEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Penetration","Deo","2015/10/23","Personal Care","P-000000392","true","2015/09/25",28,40,21,48160,-9632,112000,38080,-22400
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLUJEA2","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","Breakfast","2015/10/23","Foods","P-000000214","true","2015/09/18",35,29,16,81400,-30118,220000,79200,-81400
"Q4","Approved","a1324000000BgxLAAS","a1I24000000qLUlEAM","Metro/Makro","0012400000FKJb5AAH","true","Maximise Gross Profit","Cleaners","2015/10/23","Home Care","P-000000242","true","2015/10/02",21,8,34,60480,-8467.2,144000,46080,-20160
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLRtEAM","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","BCS_Breakfast","2015/10/24","Baking Cooking & Spreading","P-000000064","true","2015/10/10",14,26,51,40180,-14866.6,98000,36260,-36260
"Q3","Approved","a1324000000BgxJAAS","a1I24000000qLSlEAM","Variety Discount","0012400000FKJdVAAX","true","Drive Penetration","Breakfast","2015/10/24","Foods","P-000000118","true","2015/09/26",28,9,10,131450,-26290,239000,59750,-47800
"Q3","Approved","a1324000000BgxcAAC","a1I24000000qLUTEA2","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","Soup","2015/10/24","Foods","P-000000224","true","2015/09/26",28,36,53,86520,-15573.6,206000,78280,-37080
"Q4","Approved","a1324000000BgxOAAS","a1I24000000qLXTEA2","SU Detail Consult","0012400000FKJcXAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/10/24","Home Care","P-000000410","true","2015/10/03",21,39,18,85800,-30030,143000,55770,-50050
"Q3","Approved","a1324000000BgxFAAS","a1I24000000qLRvEAM","Superunie Coop","0012400000FKJcmAAH","true","Drive Penetration","BCS_Breakfast","2015/10/25","Baking Cooking & Spreading","P-000000066","true","2015/09/27",28,33,54,121890,-13407.9,239000,66920,-26290
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLTQEA2","Deli XL","0012400000EHCqlAAH","true","Maximise Gross Profit","M&HDW","2015/10/25","Home Care","P-000000159","true","2015/09/27",28,37,15,84630,-25389,217000,82460,-65100
"Q3","Approved","a1324000000BgxQAAS","a1I24000000qLTgEAM","Others export","0012400000FKJbPAAX","true","Drive Frequency","Hair Care","2015/10/25","Personal Care","P-000000175","true","2015/09/27",28,23,51,89540,-20594.2,242000,67760,-55660
"Q3","Approved","a1324000000BgxKAAS","a1I24000000qLUHEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Maximise Gross Profit","CCA","2015/10/26","Foods","P-000000212","true","2015/09/21",35,30,43,104940,-22037.4,198000,77220,-41580
"Q3","Approved","a1324000000BgxTAAS","a1I24000000qLSrEAM","Others NL FS","0012400000FKJc8AAH","true","Drive Trial","M&HDW","2015/10/27","Home Care","P-000000124","true","2015/09/29",28,16,39,116510,-17476.5,191000,76400,-28650
"Q4","Approved","a1324000000BgxZAAS","a1I24000000qLUuEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","Ready to Drink","2015/10/27","Refreshment","P-000000251","true","2015/10/13",14,30,6,93530,-30864.9,199000,55720,-65670
"Q4","Approved","a1324000000BgxGAAS","a1I24000000qLSvEAM","Etos","0012400000FKJalAAH","true","Drive Frequency","BCS_C&DC Alternatives","2015/10/29","Baking Cooking & Spreading","P-000000128","true","2015/10/08",21,24,6,90000,-32400,180000,57600,-64800
"Q4","Approved","a1324000000BgxMAAS","a1I24000000qLXWEA2","Schlecker","0012400000FKJcNAAX","true","Grow Market Share","Deo","2015/10/30","Personal Care","P-000000413","true","2015/10/09",21,14,38,111860,-24609.2,238000,85680,-52360
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLR7EAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Weight of Purchase","BCS_Breakfast","2015/10/31","Baking Cooking & Spreading","P-000000016","true","2015/10/17",14,41,51,72680,-12355.6,158000,56880,-26860
"Q4","Approved","a1324000000BgxXAAS","a1I24000000qLROEA2","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","Oriental","2015/10/31","Foods","P-000000033","true","2015/10/10",21,10,34,73600,-26496,184000,62560,-66240
"Q4","Approved","a1324000000BgxSAAS","a1I24000000qLQvEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Grow Market Share","Leaf Tea","2015/10/31","Refreshment","P-000000004","true","2015/10/03",28,22,35,73440,-26438.4,153000,53550,-55080
"Q4","Approved","a1324000000BgxMAAS","a1I24000000qLS8EAM","Deli XL","0012400000EHCqlAAH","true","Maximise Gross Profit","Deo","2015/11/02","Personal Care","P-000000079","true","2015/10/05",28,41,45,107500,-31175,215000,86000,-62350
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLTpEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Weight of Purchase","BCS_Breakfast","2015/11/02","Baking Cooking & Spreading","P-000000184","true","2015/10/05",28,31,25,76830,-27658.8,197000,68950,-70920
"Q3","Approved","a1324000000BgxKAAS","a1I24000000qLR8EAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Penetration","CCA","2015/11/03","Foods","P-000000017","true","2015/09/29",35,43,37,121000,-37510,242000,72600,-75020
"Q4","Approved","a1324000000BgxcAAC","a1I24000000qLSxEAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","Soup","2015/11/03","Foods","P-000000130","true","2015/10/20",14,10,19,48300,-8211,105000,39900,-17850
"Q4","Approved","a1324000000BgxdAAC","a1I24000000qLW0EAM","Others export","0012400000FKJbPAAX","true","Drive Frequency","Vitality Shots","2015/11/04","Baking Cooking & Spreading","P-000000319","true","2015/10/07",28,31,25,118260,-24834.6,219000,61320,-45990
"Q4","Approved","a1324000000BgxHAAS","a1I24000000qLUsEAM","Superunie Coop","0012400000FKJcmAAH","true","Maximise Gross Profit","BCS_Dressings","2015/11/04","Baking Cooking & Spreading","P-000000249","true","2015/10/21",14,31,11,50040,-11008.8,139000,50040,-30580
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLSSEA2","Bijeen Jumbo","0012400000EHCqmAAH","true","Grow Market Share","M&HDW","2015/11/05","Home Care","P-000000099","true","2015/10/01",35,35,24,47600,-14756,119000,39270,-36890
"Q4","Approved","a1324000000BgxHAAS","a1I24000000qLSYEA2","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","BCS_Dressings","2015/11/05","Baking Cooking & Spreading","P-000000105","true","2015/10/15",21,33,24,64780,-7125.8,158000,58460,-17380
"Q4","Approved","a1324000000BgxcAAC","a1I24000000qLWdEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","Soup","2015/11/05","Foods","P-000000358","true","2015/10/01",35,35,13,63960,-12792,156000,40560,-31200
"Q4","Approved","a1324000000BgxRAAS","a1I24000000qLVAEA2","Superunie Sligro","0012400000FKJdLAAX","true","Grow Market Share","Ice Cream","2015/11/05","Refreshment","P-000000267","true","2015/10/08",28,37,51,48510,-16493.4,99000,28710,-33660
"Q4","Approved","a1324000000BgxRAAS","a1I24000000qLTlEAM","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Frequency","Ice Cream","2015/11/06","Refreshment","P-000000180","true","2015/10/09",28,31,13,122400,-20808,204000,71400,-34680
"Q4","Approved","a1324000000BgxLAAS","a1I24000000qLRbEAM","Superunie Sligro","0012400000FKJdLAAX","true","Drive Volume","Cleaners","2015/11/07","Home Care","P-000000046","true","2015/10/17",21,26,8,103730,-25932.5,253000,73370,-63250
"Q4","Approved","a1324000000BgxdAAC","a1I24000000qLU2EAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Volume","Vitality Shots","2015/11/07","Baking Cooking & Spreading","P-000000197","true","2015/10/10",28,43,32,54570,-11459.7,107000,28890,-22470
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLVPEA2","AS Watson","0012400000EHCqsAAH","true","Drive Frequency","BCS_Breakfast","2015/11/07","Baking Cooking & Spreading","P-000000282","true","2015/10/17",21,19,20,39360,-14169.6,82000,28700,-29520
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLVnEAM","Deli XL","0012400000EHCqlAAH","true","Maximise Gross Profit","M&HDW","2015/11/07","Home Care","P-000000306","true","2015/10/10",28,14,51,98560,-28582.4,224000,82880,-64960
"Q4","Approved","a1324000000BgxHAAS","a1I24000000qLRJEA2","AS Watson","0012400000EHCqsAAH","true","Drive Weight of Purchase","BCS_Dressings","2015/11/08","Baking Cooking & Spreading","P-000000028","true","2015/10/18",21,26,6,52800,-8448,120000,40800,-19200
"Q4","Approved","a1324000000BgxJAAS","a1I24000000qLX9EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Breakfast","2015/11/08","Foods","P-000000390","true","2015/10/18",21,17,27,55000,-19250,125000,46250,-43750
"Q4","Approved","a1324000000BgxQAAS","a1I24000000qLUFEA2","Schlecker","0012400000FKJcNAAX","true","Drive Volume","Hair Care","2015/11/08","Personal Care","P-000000210","true","2015/10/25",14,20,6,49200,-5904,120000,37200,-14400
"Q4","Approved","a1324000000BgxUAAS","a1I24000000qLRBEA2","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Mealsolutions","2015/11/09","Foods","P-000000020","true","2015/10/05",35,11,22,74400,-22320,155000,52700,-46500
"Q4","Approved","a1324000000BgxUAAS","a1I24000000qLQuEAM","Deli XL","0012400000EHCqlAAH","true","Drive Penetration","Mealsolutions","2015/11/09","Foods","P-000000003","true","2015/10/12",28,8,28,49300,-17255,85000,22950,-29750
"Q4","Approved","a1324000000BgxWAAS","a1I24000000qLX2EAM","Superunie Cluster","0012400000FKJchAAH","true","Drive Frequency","Oral","2015/11/09","Personal Care","P-000000383","true","2015/10/12",28,39,12,123490,-46926.2,233000,86210,-88540
"Q4","Approved","a1324000000BgxOAAS","a1I24000000qLRlEAM","Others DI online","0012400000FKJbFAAX","true","Grow Market Share","Fabric Cleaning","2015/11/10","Home Care","P-000000056","true","2015/10/27",14,25,12,56170,-7302.1,137000,54800,-17810
"Q4","Approved","a1324000000BgxJAAS","a1I24000000qLX7EAM","SU Detail Consult","0012400000FKJcXAAX","true","Grow Market Share","Breakfast","2015/11/10","Foods","P-000000388","true","2015/10/13",28,15,51,59400,-14256,108000,37800,-25920
"Q4","Approved","a1324000000BgxSAAS","a1I24000000qLXAEA2","Etos","0012400000FKJalAAH","true","Grow Market Share","Leaf Tea","2015/11/10","Refreshment","P-000000391","true","2015/10/06",35,38,52,121920,-23164.8,254000,81280,-48260
"Q4","Approved","a1324000000BgxdAAC","a1I24000000qLWVEA2","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","Vitality Shots","2015/11/11","Baking Cooking & Spreading","P-000000350","true","2015/10/14",28,39,27,137470,-32992.8,233000,76890,-55920
"Q4","Approved","a1324000000BgxWAAS","a1I24000000qLUiEAM","Etos","0012400000FKJalAAH","true","Maximise Gross Profit","Oral","2015/11/11","Personal Care","P-000000239","true","2015/10/21",21,13,49,96720,-35786.4,248000,81840,-91760
"Q4","Approved","a1324000000BgxaAAC","a1I24000000qLV8EAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Maximise Gross Profit","Skin Care","2015/11/11","Personal Care","P-000000265","true","2015/10/14",28,8,17,52020,-12484.8,102000,38760,-24480
"Q4","Approved","a1324000000BgxOAAS","a1I24000000qLWGEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Grow Market Share","Fabric Cleaning","2015/11/12","Home Care","P-000000335","true","2015/10/29",14,21,34,72500,-17400,145000,47850,-34800
"Q4","Approved","a1324000000BgxMAAS","a1I24000000qLXGEA2","Metro/Makro","0012400000FKJb5AAH","true","Maximise Gross Profit","Deo","2015/11/12","Personal Care","P-000000397","true","2015/10/29",14,44,25,37720,-4903.6,92000,33120,-11960
"Q4","Approved","a1324000000BgxcAAC","a1I24000000qLTbEAM","Variety Discount","0012400000FKJdVAAX","true","Maximise Gross Profit","Soup","2015/11/13","Foods","P-000000170","true","2015/10/09",35,40,19,90780,-13617,178000,46280,-26700
"Q4","Approved","a1324000000BgxSAAS","a1I24000000qLUVEA2","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","Leaf Tea","2015/11/13","Refreshment","P-000000226","true","2015/10/23",21,18,16,88060,-30821,238000,80920,-83300
"Q4","Approved","a1324000000BgxZAAS","a1I24000000qLU7EAM","Others NL FS","0012400000FKJc8AAH","true","Drive Trial","Ready to Drink","2015/11/14","Refreshment","P-000000202","true","2015/10/31",14,29,6,82140,-23820.6,222000,88800,-64380
"Q4","Approved","a1324000000BgxGAAS","a1I24000000qLQwEAM","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","BCS_C&DC Alternatives","2015/11/15","Baking Cooking & Spreading","P-000000005","true","2015/10/18",28,42,30,93280,-23320,176000,61600,-44000
"Q4","Approved","a1324000000BgxRAAS","a1I24000000qLW5EAM","Variety Discount","0012400000FKJdVAAX","true","Drive Penetration","Ice Cream","2015/11/15","Refreshment","P-000000324","true","2015/10/25",21,39,25,64390,-9658.5,137000,42470,-20550
"Q4","Approved","a1324000000BgxIAAS","a1I24000000qLXMEA2","Superunie Sligro","0012400000FKJdLAAX","true","Maximise Gross Profit","BCS_Margarines","2015/11/15","Baking Cooking & Spreading","P-000000403","true","2015/11/01",14,19,35,112750,-41717.5,205000,67650,-75850
"Q4","Approved","a1324000000BgxVAAS","a1I24000000qLRxEAM","SU Detail Consult","0012400000FKJcXAAX","true","Drive Volume","Meat","2015/11/16","Foods","P-000000068","true","2015/10/26",21,39,38,124320,-31080,222000,55500,-55500
"Q4","Approved","a1324000000BgxaAAC","a1I24000000qLUgEAM","Metro/Makro","0012400000FKJb5AAH","true","Maximise Gross Profit","Skin Care","2015/11/16","Personal Care","P-000000237","true","2015/10/19",28,39,23,67640,-8116.8,178000,46280,-21360
"Q4","Approved","a1324000000BgxcAAC","a1I24000000qLXNEA2","Variety Discount","0012400000FKJdVAAX","true","Grow Market Share","Soup","2015/11/16","Foods","P-000000404","true","2015/10/26",21,32,34,81620,-22853.6,154000,53900,-43120
"Q4","Approved","a1324000000BgxZAAS","a1I24000000qLRpEAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Maximise Gross Profit","Ready to Drink","2015/11/17","Refreshment","P-000000060","true","2015/10/13",35,13,10,49410,-13340.7,81000,20250,-21870
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLS1EAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","M&HDW","2015/11/17","Home Care","P-000000072","true","2015/10/27",21,8,33,37350,-3735,83000,26560,-8300
"Q4","Approved","a1324000000BgxbAAC","a1I24000000qLSKEA2","Others export","0012400000FKJbPAAX","true","Maximise Gross Profit","Skin Cleansing","2015/11/17","Personal Care","P-000000091","true","2015/10/13",35,35,26,116230,-25570.6,197000,70920,-43340
"Q4","Approved","a1324000000BgxSAAS","a1I24000000qLSoEAM","AS Watson","0012400000EHCqsAAH","true","Drive Weight of Purchase","Leaf Tea","2015/11/17","Refreshment","P-000000121","true","2015/11/03",14,39,10,43200,-12096,80000,28000,-22400
"Q4","Approved","a1324000000BgxZAAS","a1I24000000qLW4EAM","Superunie Cluster","0012400000FKJchAAH","true","Grow Market Share","Ready to Drink","2015/11/17","Refreshment","P-000000323","true","2015/10/13",35,45,35,69520,-8342.4,158000,56880,-18960
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLWUEA2","Superunie Cluster","0012400000FKJchAAH","true","Drive Volume","M&HDW","2015/11/17","Home Care","P-000000349","true","2015/11/03",14,8,51,82990,-13278.4,193000,75270,-30880
"Q4","Approved","a1324000000BgxYAAS","a1I24000000qLU9EAM","Superunie Coop","0012400000FKJcmAAH","true","Drive Penetration","Other Frozen Food","2015/11/17","Refreshment","P-000000204","true","2015/10/13",35,42,34,100650,-10065,183000,60390,-18300
"Q4","Approved","a1324000000BgxUAAS","a1I24000000qLT9EAM","Bijeen Jumbo","0012400000EHCqmAAH","true","Drive Frequency","Mealsolutions","2015/11/18","Foods","P-000000142","true","2015/11/04",14,19,48,143920,-44615.2,257000,95090,-79670
"Q4","Approved","a1324000000BgxJAAS","a1I24000000qLTaEAM","Etos","0012400000FKJalAAH","true","Maximise Gross Profit","Breakfast","2015/11/18","Foods","P-000000169","true","2015/10/21",28,43,16,45360,-15876,81000,28350,-28350
"Q4","Approved","a1324000000BgxYAAS","a1I24000000qLWeEAM","Superunie PlusRetail","0012400000FKJd6AAH","true","Maximise Gross Profit","Other Frozen Food","2015/11/18","Refreshment","P-000000359","true","2015/10/21",28,25,11,99360,-37756.8,216000,60480,-82080
"Q4","Approved","a1324000000BgxQAAS","a1I24000000qLTXEA2","Others DI online","0012400000FKJbFAAX","true","Drive Frequency","Hair Care","2015/11/19","Personal Care","P-000000166","true","2015/10/15",35,38,27,95200,-15232,238000,66640,-38080
"Q4","Approved","a1324000000BgxOAAS","a1I24000000qLV2EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Fabric Cleaning","2015/11/21","Home Care","P-000000259","true","2015/10/31",21,11,13,111630,-39070.5,183000,65880,-64050
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLTVEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Penetration","M&HDW","2015/11/22","Home Care","P-000000164","true","2015/10/18",35,17,47,113960,-11396,259000,90650,-25900
"Q4","Approved","a1324000000BgxZAAS","a1I24000000qLX4EAM","Variety Discount","0012400000FKJdVAAX","true","Drive Trial","Ready to Drink","2015/11/23","Refreshment","P-000000385","true","2015/10/26",28,31,48,37400,-10472,85000,31450,-23800
"Q4","Approved","a1324000000BgxTAAS","a1I24000000qLVYEA2","Superunie PlusRetail","0012400000FKJd6AAH","true","Drive Frequency","M&HDW","2015/11/24","Home Care","P-000000291","true","2015/10/27",28,20,30,72540,-15233.4,186000,57660,-39060
"Q4","Approved","a1324000000BgxVAAS","a1I24000000qLXXEA2","Variety Discount","0012400000FKJdVAAX","true","Grow Market Share","Meat","2015/11/24","Foods","P-000000414","true","2015/10/20",35,31,7,105050,-13656.5,191000,68760,-24830
"Q4","Approved","a1324000000BgxWAAS","a1I24000000qLTREA2","Superunie Cluster","0012400000FKJchAAH","true","Drive Trial","Oral","2015/11/25","Personal Care","P-000000160","true","2015/11/04",21,15,17,120960,-45964.8,224000,64960,-85120
"Q4","Approved","a1324000000BgxVAAS","a1I24000000qLUNEA2","Others export","0012400000FKJbPAAX","true","Drive Volume","Meat","2015/11/25","Foods","P-000000218","true","2015/10/21",35,32,6,53580,-9108.6,114000,33060,-19380
"Q4","Approved","a1324000000BgxOAAS","a1I24000000qLTrEAM","Deli XL","0012400000EHCqlAAH","true","Drive Penetration","Fabric Cleaning","2015/11/26","Home Care","P-000000186","true","2015/10/29",28,43,35,56430,-15236.1,99000,25740,-26730
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLW2EAM","Superunie Cluster","0012400000FKJchAAH","true","Maximise Gross Profit","BCS_Breakfast","2015/11/26","Baking Cooking & Spreading","P-000000321","true","2015/10/22",35,26,11,62700,-11286,110000,35200,-19800
"Q4","Approved","a1324000000BgxRAAS","a1I24000000qLRVEA2","Others NL FS","0012400000FKJc8AAH","true","Maximise Gross Profit","Ice Cream","2015/11/27","Refreshment","P-000000040","true","2015/10/23",35,33,44,39690,-8334.9,81000,20250,-17010
"Q4","Approved","a1324000000BgxFAAS","a1I24000000qLVMEA2","Deli XL","0012400000EHCqlAAH","true","Grow Market Share","BCS_Breakfast","2015/11/30","Baking Cooking & Spreading","P-000000279","true","2015/11/02",28,31,45,148400,-46004,265000,79500,-82150
"Q4","Approved","a1324000000BgxIAAS","a1I24000000qLUxEAM","Schlecker","0012400000FKJcNAAX","true","Maximise Gross Profit","BCS_Margarines","2015/11/30","Baking Cooking & Spreading","P-000000254","true","2015/10/26",35,23,22,112840,-40622.4,217000,54250,-78120
"Q4","Approved","a1324000000BgxRAAS","a1I24000000qLVDEA2","Others NL FS","0012400000FKJc8AAH","true","Drive Weight of Purchase","Ice Cream","2015/11/30","Refreshment","P-000000270","true","2015/11/02",28,9,12,70380,-21817.8,153000,39780,-47430
"Q4","Approved","a1324000000BgxPAAS","a1I24000000qLSeEAM","Deli XL","0012400000EHCqlAAH","true","Drive Weight of Purchase","Fabric Conditioner","2015/12/01","Home Care","P-000000111","true","2015/11/03",28,20,35,107500,-27950,250000,95000,-65000
"Q4","Approved","a1324000000BgxXAAS","a1I24000000qLS6EAM","Others DI online","0012400000FKJbFAAX","true","Maximise Gross Profit","Oriental","2015/12/02","Foods","P-000000077","true","2015/10/28",35,25,46,109000,-14170,218000,54500,-28340
"Q4","Approved","a1324000000BgxIAAS","a1I24000000qLXKEA2","Albert Heijn BV","0012400000EHCqiAAH","true","Drive Weight of Purchase","BCS_Margarines","2015/12/02","Baking Cooking & Spreading","P-000000401","true","2015/11/04",28,11,54,82360,-31296.8,142000,49700,-53960
"Q4","Approved","a1324000000BgxUAAS","a1I24000000qLUQEA2","Superunie Sligro","0012400000FKJdLAAX","true","Drive Weight of Purchase","Mealsolutions","2015/12/02","Foods","P-000000221","true","2015/10/28",35,23,53,56000,-7840,140000,50400,-19600
"Q4","Approved","a1324000000BgxbAAC","a1I24000000qLUREA2","Others NL FS","0012400000FKJc8AAH","true","Grow Market Share","Skin Cleansing","2015/12/03","Personal Care","P-000000222","true","2015/10/29",35,19,50,58220,-17466,142000,49700,-42600
