"LastModifiedDate","Category_Cluster__c","LastReferencedDate","Category_Name__c","End_Date__c","Customer_Name__c","Customer__c","Name","Category_c_Cluster__c","Approved__c","Start_Date__c","IsDeleted","Objectives__c","Quarter__c","Category_c_Name","Selected__c","LastViewedDate","CurrencyIsoCode","SystemModstamp","Customer_c_Name","Category__c","CreatedDate","LastActivityDate","Id","Promo_Name__c","Status__c","Total_Cannibalised_Volume__c","Incremental_Volume__c","Total_Cannibalised_Sales__c","Promo_vs_Cannibalised_Sales__c","RoI__c","Total_Promo_Sales__c","Total_Promo_Volume__c","Promo_vs_Cannibalised_Volume__c","Breakeven__c","of_Days__c"
"2016/08/04","Health",,"Supplements - Daily","2015/09/10","Others DI online","0015800000GgZGZAA3","Others DI online: BCS_Breakfast - Aug 2015","Health","true","2015/08/13","false","Grow Market Share","Q3","Supplements - Daily","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7TAAS","2016/08/04",,"a1I58000001vtDnEAI","Others DI online: Supplements - Daily - Aug 2015","Approved",-44020,46860,-19600.29,69,51,63226.74,142000,69,14,28
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/06/14","Schlecker","0015800000GgZGhAAN","Schlecker: Other Frozen Food - May 2015","Food - Snacks","true","2015/05/10","false","Drive Weight of Purchase","Q2","Bulk Packs","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtDpEAI","Schlecker: Bulk Packs - May 2015","Approved",-63510,61320,-25033.32,71,24,86321.8,219000,71,7,35
"2016/08/04","Food - Snacks",,"Individual Packs","2015/07/27","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Ice Cream - Jun 2015","Food - Snacks","true","2015/06/29","false","Grow Market Share","Q2","Individual Packs","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtDsEAI","Tesco: Individual Packs - Jun 2015","Approved",-29920,65450,-13103.75,84,28,81898.41,187000,84,29,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/07/01","Others NL FS","0015800000GgZGfAAN","Others NL FS: CCA - May 2015","Beauty - Skin Care","true","2015/05/27","false","Drive Penetration","Q2","Protection","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtDtEAI","Others NL FS: Protection - May 2015","Approved",-93960,96570,-34978.07,64,37,97161.29,261000,64,39,35
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/09/24","AS Watson","0015800000GgZGTAA3","AS Watson: Leaf Tea - Aug 2015","Food - Snacks","true","2015/08/20","false","Maximise Gross Profit","Q3","Portioned Multipacks","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtDwEAI","AS Watson: Portioned Multipacks - Aug 2015","Approved",-81600,88800,-30376.86,66,32,89343.72,240000,66,41,35
"2016/08/04","Food - Ingredients",,"Baking","2015/10/02","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Hair Care - Aug 2015","Food - Ingredients","true","2015/08/28","false","Grow Market Share","Q3","Baking","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtDyEAI","Superunie Cluster: Baking - Aug 2015","Approved",-43290,44460,-12639.51,63,40,34160.83,117000,63,14,35
"2016/08/04","Drink",,"Water - Home","2015/11/11","Variety Discount","0015800000GgZGbAAN","Variety Discount: Vitality Shots - Oct 2015","Drink","true","2015/10/14","false","Maximise Gross Profit","Q4","Water - Home","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtE0EAI","Variety Discount: Water - Home - Oct 2015","Approved",-55920,76890,-24082.51,76,27,100343.8,233000,76,39,28
"2016/08/04","Food - Ingredients",,"Baking","2015/10/04","Others DI online","0015800000GgZGZAA3","Others DI online: Hair Care - Sep 2015","Food - Ingredients","true","2015/09/20","false","Drive Trial","Q3","Baking","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtE2EAI","Others DI online: Baking - Sep 2015","Approved",-33670,25480,-9584.96,63,48,25905.3,91000,63,14,14
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/06/03","Deli XL","0015800000GgZGVAA3","Deli XL: Breakfast - May 2015","Beauty - Skin Care","true","2015/05/06","false","Drive Trial","Q2","Moisturiser","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtE3EAI","Deli XL: Moisturiser - May 2015","Approved",-88160,81200,-30244.89,62,24,79591.82,232000,62,38,28
"2016/08/04","Food - Ingredients",,"Baking","2015/10/20","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Hair Care - Sep 2015","Food - Ingredients","true","2015/09/22","false","Maximise Gross Profit","Q3","Baking","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7PAAS","2016/08/04",,"a1I58000001vtE5EAI","SU Detail Consult: Baking - Sep 2015","Approved",-71280,95040,-20291.53,73,6,75153.83,264000,73,21,28
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/11/18","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Other Frozen Food - Oct 2015","Food - Snacks","true","2015/10/21","false","Maximise Gross Profit","Q4","Bulk Packs","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtE8EAI","Superunie PlusRetail: Bulk Packs - Oct 2015","Approved",-82080,60480,-27559.91,62,11,72526.08,216000,62,25,28
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/07/07","Deli XL","0015800000GgZGVAA3","Deli XL: Other Frozen Food - Jun 2015","Food - Snacks","true","2015/06/02","false","Drive Trial","Q2","Bulk Packs","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtE9EAI","Deli XL: Bulk Packs - Jun 2015","Approved",-26290,78870,-7484.07,89,19,68036.99,239000,89,17,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/07/19","AS Watson","0015800000GgZGTAA3","AS Watson: Fabric Cleaning - Jul 2015","Beauty - Hair Care","true","2015/07/05","false","Grow Market Share","Q3","Oil","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtEAEAY","AS Watson: Oil - Jul 2015","Approved",-19800,33660,-6359.17,80,31,31795.85,99000,80,10,14
"2016/08/04","Health",,"Supplements - Powder","2015/08/19","Schlecker","0015800000GgZGhAAN","Schlecker: BCS_C&DC Alternatives - Jul 2015","Health","true","2015/07/22","false","Maximise Gross Profit","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtEEEAY","Schlecker: Supplements - Powder - Jul 2015","Approved",-17780,46990,-5840.19,86,54,41715.63,127000,86,20,28
"2016/08/04","Beauty - Skin Care",,"Protection","2015/06/10","Others NL FS","0015800000GgZGfAAN","Others NL FS: CCA - May 2015","Beauty - Skin Care","true","2015/05/13","false","Drive Frequency","Q2","Protection","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7bAAC","2016/08/04",,"a1I58000001vtEFEAY","Others NL FS: Protection - May 2015","Approved",-60030,55890,-23661.63,71,47,81591.84,207000,71,14,28
"2016/08/04","Drink",,"Water - Clear","2015/06/30","Others NL FS","0015800000GgZGfAAN","Others NL FS: Skin Cleansing - Jun 2015","Drink","true","2015/06/09","false","Maximise Gross Profit","Q2","Water - Clear","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtELEAY","Others NL FS: Water - Clear - Jun 2015","Approved",-14410,47160,-3996.96,89,42,36336.03,131000,89,21,21
"2016/08/04","Health",,"Supplements - Powder","2015/07/24","Others NL FS","0015800000GgZGfAAN","Others NL FS: BCS_C&DC Alternatives - Jul 2015","Health","true","2015/07/03","false","Maximise Gross Profit","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtEMEAY","Others NL FS: Supplements - Powder - Jul 2015","Approved",-32470,61120,-9480.36,83,25,55766.83,191000,83,21,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/10/22","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Breakfast - Sep 2015","Beauty - Skin Care","true","2015/09/17","false","Grow Market Share","Q3","Moisturiser","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtEQEAY","SU Detail Consult: Moisturiser - Sep 2015","Approved",-29450,24700,-11608.11,69,11,37445.53,95000,69,17,35
"2016/08/04","Health",,"Supplements - Powder","2015/07/18","Variety Discount","0015800000GgZGbAAN","Variety Discount: BCS_C&DC Alternatives - Jul 2015","Health","true","2015/07/04","false","Maximise Gross Profit","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Variety Discount","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtESEAY","Variety Discount: Supplements - Powder - Jul 2015","Approved",-37250,47680,-15770.19,75,8,63080.75,149000,75,9,14
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/05/25","AS Watson","0015800000GgZGTAA3","AS Watson: Leaf Tea - May 2015","Food - Snacks","true","2015/05/04","false","Maximise Gross Profit","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtETEAY","AS Watson: Portioned Multipacks - May 2015","Approved",-48480,70700,-17339.69,76,33,72248.7,202000,76,37,21
"2016/08/04","Drink",,"Water - Clear","2015/06/09","Etos","0015800000GgZGYAA3","Etos: Skin Cleansing - May 2015","Drink","true","2015/05/26","false","Grow Market Share","Q2","Water - Clear","true",,"EUR","2016/08/04","Etos","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtEXEAY","Etos: Water - Clear - May 2015","Approved",-64800,57600,-21757.82,64,46,60438.4,180000,64,13,14
"2016/08/04","Food - Snacks",,"Individual Packs","2015/08/29","Others NL FS","0015800000GgZGfAAN","Others NL FS: Ice Cream - Aug 2015","Food - Snacks","true","2015/08/08","false","Drive Weight of Purchase","Q3","Individual Packs","true",,"EUR","2016/08/04","Others NL FS","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtEZEAY","Others NL FS: Individual Packs - Aug 2015","Approved",-37530,44480,-15066.9,73,32,55803.33,139000,73,19,21
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/06/06","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Leaf Tea - May 2015","Food - Snacks","true","2015/05/16","false","Maximise Gross Profit","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtEaEAI","Bijeen Jumbo: Portioned Multipacks - May 2015","Approved",-30240,32760,-12360.97,64,47,34336.02,84000,64,31,21
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/11/10","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Breakfast - Oct 2015","Beauty - Skin Care","true","2015/10/13","false","Grow Market Share","Q4","Moisturiser","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtEbEAI","SU Detail Consult: Moisturiser - Oct 2015","Approved",-25920,37800,-10405.92,76,51,43357.98,108000,76,15,28
"2016/08/04","Beauty - Hair Care",,"Oil","2015/10/10","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Fabric Cleaning - Sep 2015","Beauty - Hair Care","true","2015/09/26","false","Drive Frequency","Q3","Oil","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtEcEAI","Superunie PlusRetail: Oil - Sep 2015","Approved",-21760,42160,-9688.83,84,41,60555.19,136000,84,15,14
"2016/08/04","Beauty - Skin Care",,"Moisturiser","2015/11/08","Others DI online","0015800000GgZGZAA3","Others DI online: Breakfast - Oct 2015","Beauty - Skin Care","true","2015/10/18","false","Maximise Gross Profit","Q4","Moisturiser","true",,"EUR","2016/08/04","Others DI online","a1358000000Ag7ZAAS","2016/08/04",,"a1I58000001vtEdEAI","Others DI online: Moisturiser - Oct 2015","Approved",-43750,46250,-14051.2,65,27,40146.28,125000,65,17,21
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/11/10","Etos","0015800000GgZGYAA3","Etos: Leaf Tea - Oct 2015","Food - Snacks","true","2015/10/06","false","Grow Market Share","Q4","Portioned Multipacks","true",,"EUR","2016/08/04","Etos","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtEeEAI","Etos: Portioned Multipacks - Oct 2015","Approved",-48260,81280,-16908.74,81,52,88993.35,254000,81,38,35
"2016/08/04","Food - Snacks",,"Individual Packs","2015/07/12","Schlecker","0015800000GgZGhAAN","Schlecker: Ice Cream - Jun 2015","Food - Snacks","true","2015/06/07","false","Grow Market Share","Q2","Individual Packs","true",,"EUR","2016/08/04","Schlecker","a1358000000Ag7UAAS","2016/08/04",,"a1I58000001vtEhEAI","Schlecker: Individual Packs - Jun 2015","Approved",-77550,72850,-28869.19,67,35,87482.39,235000,67,36,35
"2016/08/04","Drink",,"Water - Clear","2015/06/03","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Skin Cleansing - Apr 2015","Drink","true","2015/04/29","false","Grow Market Share","Q2","Water - Clear","true",,"EUR","2016/08/04","Bijeen Jumbo","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtEiEAI","Bijeen Jumbo: Water - Clear - Apr 2015","Approved",-25300,35200,-9048.97,77,28,39343.35,110000,77,24,35
"2016/08/04","Drink",,"Water - Clear","2015/07/11","Deli XL","0015800000GgZGVAA3","Deli XL: Skin Cleansing - Jun 2015","Drink","true","2015/06/06","false","Drive Volume","Q2","Water - Clear","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtEjEAI","Deli XL: Water - Clear - Jun 2015","Approved",-84360,57000,-33867.4,63,21,91533.51,228000,63,39,35
"2016/08/04","Drink",,"Water - Home","2015/07/17","Others export","0015800000GgZGWAA3","Others export: Vitality Shots - Jul 2015","Drink","true","2015/07/03","false","Drive Volume","Q3","Water - Home","true",,"EUR","2016/08/04","Others export","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtEmEAI","Others export: Water - Home - Jul 2015","Approved",-54600,84000,-18332.98,74,20,70511.46,210000,74,26,14
"2016/08/04","Beauty - Hair Care",,"Shampoo","2015/08/14","Deli XL","0015800000GgZGVAA3","Deli XL: Cleaners - Jul 2015","Beauty - Hair Care","true","2015/07/24","false","Grow Market Share","Q3","Shampoo","true",,"EUR","2016/08/04","Deli XL","a1358000000Ag7QAAS","2016/08/04",,"a1I58000001vtEnEAI","Deli XL: Shampoo - Jul 2015","Approved",-50700,49010,-14062.88,70,22,46876.25,169000,70,41,21
"2016/08/04","Drink",,"Water - Home","2015/10/17","Etos","0015800000GgZGYAA3","Etos: Vitality Shots - Sep 2015","Drink","true","2015/09/12","false","Grow Market Share","Q3","Water - Home","true",,"EUR","2016/08/04","Etos","a1358000000Ag7fAAC","2016/08/04",,"a1I58000001vtEuEAI","Etos: Water - Home - Sep 2015","Approved",-31960,50760,-8864.88,83,26,52146.37,188000,83,34,35
"2016/08/04","Health",,"Supplements - Powder","2015/09/27","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_C&DC Alternatives - Sep 2015","Health","true","2015/09/13","false","Grow Market Share","Q3","Supplements - Powder","true",,"EUR","2016/08/04","Tesco","a1358000000Ag7aAAC","2016/08/04",,"a1I58000001vtEvEAI","Tesco: Supplements - Powder - Sep 2015","Approved",-47250,51030,-20693.58,75,35,82774.33,189000,75,40,14
"2016/08/04","Drink",,"Water - Clear","2015/08/27","AS Watson","0015800000GgZGTAA3","AS Watson: Skin Cleansing - Jul 2015","Drink","true","2015/07/23","false","Drive Volume","Q3","Water - Clear","true",,"EUR","2016/08/04","AS Watson","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtEwEAI","AS Watson: Water - Clear - Jul 2015","Approved",-78050,82510,-20509.64,65,10,58598.97,223000,65,29,35
"2016/08/04","Beauty - Hair Care",,"Oil","2015/10/24","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Fabric Cleaning - Oct 2015","Beauty - Hair Care","true","2015/10/03","false","Maximise Gross Profit","Q4","Oil","true",,"EUR","2016/08/04","SU Detail Consult","a1358000000Ag7XAAS","2016/08/04",,"a1I58000001vtExEAI","SU Detail Consult: Oil - Oct 2015","Approved",-50050,55770,-21919.87,65,18,62628.19,143000,65,39,21
"2016/08/04","Drink",,"Water - Clear","2015/09/08","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: Skin Cleansing - Aug 2015","Drink","true","2015/08/25","false","Drive Volume","Q3","Water - Clear","true",,"EUR","2016/08/04","Superunie PlusRetail","a1358000000Ag7RAAS","2016/08/04",,"a1I58000001vtEzEAI","Superunie PlusRetail: Water - Clear - Aug 2015","Approved",-13650,32550,-4583.25,87,14,35255.73,105000,87,23,14
"2016/08/04","Food - Snacks",,"Portioned Multipacks","2015/07/14","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Leaf Tea - Jun 2015","Food - Snacks","true","2015/06/30","false","Maximise Gross Profit","Q2","Portioned Multipacks","true",,"EUR","2016/08/04","Superunie Cluster","a1358000000Ag7YAAS","2016/08/04",,"a1I58000001vtF3EAI","Superunie Cluster: Portioned Multipacks - Jun 2015","Approved",-55650,52470,-22341.4,65,49,63832.58,159000,65,8,14
"2016/08/04","Food - Snacks",,"Bulk Packs","2015/09/06","Etos","0015800000GgZGYAA3","Etos: Other Frozen Food - Aug 2015","Food - Snacks","true","2015/08/02","false","Drive Trial","Q3","Bulk Packs","true",,"EUR","2016/08/04","Etos","a1358000000Ag7hAAC","2016/08/04",,"a1I58000001vtF5EAI","Etos: Bulk Packs - Aug 2015","Approved",-45870,51430,-20089.2,67,24,60876.36,139000,67,10,35
"2016/08/15",,,,"2015/11/08","AS Watson","0015800000GgZGTAA3","AS Watson: BCS_Dressings - Oct 2015",,"true","2015/10/18","false","Drive Weight of Purchase","Q4",,"true",,"EUR","2016/08/15","AS Watson",,"2016/08/04",,"a1I58000001vt8rEAA","AS Watson:  - Oct 2015","Approved",-19200,40800,-6166.47,84,6,38540.43,120000,84,26,21
"2016/08/15",,,,"2015/08/01","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: BCS_Dressings - Jul 2015",,"true","2015/07/04","false","Maximise Gross Profit","Q3",,"true",,"EUR","2016/08/15","SU Detail Consult",,"2016/08/04",,"a1I58000001vtA4EAI","SU Detail Consult:  - Jul 2015","Approved",-27170,88920,-9519.49,89,11,86540.78,247000,89,27,28
"2016/08/15",,,,"2015/11/05","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: BCS_Dressings - Oct 2015",,"true","2015/10/15","false","Maximise Gross Profit","Q4",,"true",,"EUR","2016/08/15","Superunie Cluster",,"2016/08/04",,"a1I58000001vtA5EAI","Superunie Cluster:  - Oct 2015","Approved",-17380,58460,-5201.35,89,24,47285.02,158000,89,33,21
"2016/08/15",,,,"2015/08/20","Morissons","0015800000GgZGXAA3","Metro/Makro: BCS_Dressings - Jul 2015",,"true","2015/07/30","false","Drive Penetration","Q3",,"true",,"EUR","2016/08/15","Morissons",,"2016/08/04",,"a1I58000001vtAoEAI","Morissons:  - Jul 2015","Approved",-31680,68640,-8555.97,82,28,47533.19,176000,82,41,21
"2016/08/15",,,,"2015/11/04","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: BCS_Dressings - Oct 2015",,"true","2015/10/21","false","Maximise Gross Profit","Q4",,"true",,"EUR","2016/08/15","Superunie Coop",,"2016/08/04",,"a1I58000001vtCNEAY","Superunie Coop:  - Oct 2015","Approved",-30580,50040,-8035.68,78,11,36525.81,139000,78,31,14
"2016/08/15",,,,"2015/08/06","AS Watson","0015800000GgZGTAA3","AS Watson: BCS_Dressings - Jul 2015",,"true","2015/07/02","false","Drive Trial","Q3",,"true",,"EUR","2016/08/15","AS Watson",,"2016/08/04",,"a1I58000001vtDQEAY","AS Watson:  - Jul 2015","Approved",-15120,36540,-6290.85,88,49,52423.74,126000,88,15,35
"2016/08/15",,,,"2015/07/12","Best Buy","0015800000GgZGgAAN","Superunie Sligro: BCS_Dressings - Jun 2015",,"true","2015/06/14","false","Grow Market Share","Q2",,"true",,"EUR","2016/08/15","Best Buy",,"2016/08/04",,"a1I58000001vtDREAY","Best Buy:  - Jun 2015","Approved",-46800,48750,-18788.46,76,21,78285.24,195000,76,44,28
"2016/08/15",,,,"2015/09/07","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_Dressings - Aug 2015",,"true","2015/08/10","false","Drive Penetration","Q3",,"true",,"EUR","2016/08/15","Tesco",,"2016/08/04",,"a1I58000001vtDbEAI","Tesco:  - Aug 2015","Approved",-70080,78840,-30180.66,68,47,94314.56,219000,68,38,28
"2016/08/15",,,,"2015/05/15","Etos","0015800000GgZGYAA3","Etos: BCS_Dressings - May 2015",,"true","2015/05/01","false","Grow Market Share","Q2",,"true",,"EUR","2016/08/15","Etos",,"2016/08/04",,"a1I58000001vtE1EAI","Etos:  - May 2015","Approved",-77120,96400,-24205.72,68,51,75642.89,241000,68,16,14
"2016/08/15",,,,"2015/08/31","Deli XL","0015800000GgZGVAA3","Deli XL: BCS_Dressings - Aug 2015",,"true","2015/08/03","false","Grow Market Share","Q3",,"true",,"EUR","2016/08/15","Deli XL",,"2016/08/04",,"a1I58000001vtECEAY","Deli XL:  - Aug 2015","Approved",-16440,42470,-4320.03,88,19,36000.26,137000,88,14,28
"2016/08/15",,,,"2015/08/26","Superunie PlusRetail","0015800000GgZGeAAN","Superunie PlusRetail: BCS_Dressings - Jul 2015",,"true","2015/07/22","false","Maximise Gross Profit","Q3",,"true",,"EUR","2016/08/15","Superunie PlusRetail",,"2016/08/04",,"a1I58000001vtEHEAY","Superunie PlusRetail:  - Jul 2015","Approved",-43400,40600,-19324.23,69,46,62336.22,140000,69,31,35
"2016/08/15",,,,"2015/06/05","Morissons","0015800000GgZGXAA3","Metro/Makro: BCS_Dressings - May 2015",,"true","2015/05/08","false","Drive Volume","Q2",,"true",,"EUR","2016/08/15","Morissons",,"2016/08/04",,"a1I58000001vtEyEAI","Morissons:  - May 2015","Approved",-89080,89080,-24708.5,66,49,72672.06,262000,66,8,28
"2016/08/15",,,,"2015/07/27","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: BCS_Dressings - Jul 2015",,"true","2015/07/06","false","Drive Weight of Purchase","Q3",,"true",,"EUR","2016/08/15","Superunie Cluster",,"2016/08/04",,"a1I58000001vtF4EAI","Superunie Cluster:  - Jul 2015","Approved",-57750,78540,-18969.12,75,24,75876.47,231000,75,43,21
"2016/08/15",,,,"2015/09/06","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_Margarines - Aug 2015",,"true","2015/08/23","false","Grow Market Share","Q3",,"true",,"EUR","2016/08/15","Tesco",,"2016/08/04",,"a1I58000001vt9AEAQ","Tesco:  - Aug 2015","Approved",-14080,27280,-3802.66,84,45,23766.6,88000,84,20,14
"2016/08/15",,,,"2015/07/19","AS Watson","0015800000GgZGTAA3","AS Watson: BCS_Margarines - Jun 2015",,"true","2015/06/28","false","Grow Market Share","Q2",,"true",,"EUR","2016/08/15","AS Watson",,"2016/08/04",,"a1I58000001vtASEAY","AS Watson:  - Jun 2015","Approved",-38610,39780,-12118.56,67,7,36722.9,117000,67,36,21
"2016/08/15",,,,"2015/10/01","Superunie Coop","0015800000GgZGaAAN","Superunie Coop: BCS_Margarines - Sep 2015",,"true","2015/09/17","false","Maximise Gross Profit","Q3",,"true",,"EUR","2016/08/15","Superunie Coop",,"2016/08/04",,"a1I58000001vtBzEAI","Superunie Coop:  - Sep 2015","Approved",-10120,27600,-2807.03,89,44,25518.43,92000,89,17,14
"2016/08/15",,,,"2015/06/05","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: BCS_Margarines - May 2015",,"true","2015/05/01","false","Drive Volume","Q2",,"true",,"EUR","2016/08/15","Superunie Cluster",,"2016/08/04",,"a1I58000001vtC3EAI","Superunie Cluster:  - May 2015","Approved",-32200,28520,-8461.38,65,31,24175.36,92000,65,45,35
"2016/08/15",,,,"2015/11/30","Schlecker","0015800000GgZGhAAN","Schlecker: BCS_Margarines - Oct 2015",,"true","2015/10/26","false","Maximise Gross Profit","Q4",,"true",,"EUR","2016/08/15","Schlecker",,"2016/08/04",,"a1I58000001vtCSEAY","Schlecker:  - Oct 2015","Approved",-78120,54250,-29651.6,64,22,82365.56,217000,64,23,35
"2016/08/15",,,,"2015/10/09","Others DI online","0015800000GgZGZAA3","Others DI online: BCS_Margarines - Sep 2015",,"true","2015/09/25","false","Drive Penetration","Q3",,"true",,"EUR","2016/08/15","Others DI online",,"2016/08/04",,"a1I58000001vtDqEAI","Others DI online:  - Sep 2015","Approved",-23040,65280,-9249.7,88,7,77080.85,192000,88,13,14
"2016/08/15",,,,"2015/12/02","Tesco","0015800000GgZGRAA3","Albert Heijn BV: BCS_Margarines - Nov 2015",,"true","2015/11/04","false","Drive Weight of Purchase","Q4",,"true",,"EUR","2016/08/16","Tesco",,"2016/08/04",,"a1I58000001vtEoEAI","Tesco:  - Nov 2015","Approved",-53960,49700,-22844.55,62,54,60117.23,142000,62,11,28
"2016/08/15",,,,"2015/11/15","Best Buy","0015800000GgZGgAAN","Superunie Sligro: BCS_Margarines - Nov 2015",,"true","2015/11/01","false","Maximise Gross Profit","Q4",,"true",,"EUR","2016/08/15","Best Buy",,"2016/08/04",,"a1I58000001vtEqEAI","Best Buy:  - Nov 2015","Approved",-75850,67650,-30450.95,63,35,82299.87,205000,63,19,14
"2016/08/15",,,,"2015/06/24","Tesco","0015800000GgZGRAA3","Albert Heijn BV: Dressings - Jun 2015",,"true","2015/06/03","false","Maximise Gross Profit","Q2",,"true",,"EUR","2016/08/15","Tesco",,"2016/08/04",,"a1I58000001vt8OEAQ","Tesco:  - Jun 2015","Approved",-30680,29500,-13660.54,74,52,52540.53,118000,74,37,21
"2016/08/15",,,,"2015/05/06","Bijeen Jumbo","0015800000GgZGUAA3","Bijeen Jumbo: Dressings - Apr 2015",,"true","2015/04/22","false","Drive Frequency","Q2",,"true",,"EUR","2016/08/15","Bijeen Jumbo",,"2016/08/04",,"a1I58000001vt9TEAQ","Bijeen Jumbo:  - Apr 2015","Approved",-53970,82240,-18121.45,79,37,86292.6,257000,79,19,14
"2016/08/15",,,,"2015/10/11","Superunie Cluster","0015800000GgZGdAAN","Superunie Cluster: Dressings - Sep 2015",,"true","2015/09/13","false","Drive Weight of Purchase","Q3",,"true",,"EUR","2016/08/15","Superunie Cluster",,"2016/08/04",,"a1I58000001vt9iEAA","Superunie Cluster:  - Sep 2015","Approved",-59840,66880,-20965.99,66,51,61664.68,176000,66,40,28
"2016/08/15",,,,"2015/10/13","SU Detail Consult","0015800000GgZGcAAN","SU Detail Consult: Dressings - Sep 2015",,"true","2015/09/08","false","Grow Market Share","Q3",,"true",,"EUR","2016/08/15","SU Detail Consult",,"2016/08/04",,"a1I58000001vtA3EAI","SU Detail Consult:  - Sep 2015","Approved",-84480,95040,-32065.64,68,29,100205.11,264000,68,43,35
