"Case_Id","LeadingCause","CaseNumber","Variance"
"500B0000002uCLsIAM","Origin is Chat and Field_Service__c is false",1866,-0.8109999999999999
"500B0000002uCLsIAM","of other factors",1866,-4.477
"500B0000002uCLtIAM","of other factors",1867,0.33299999999999996
"500B0000002uCLuIAM","of other factors",1868,0.8809999999999999
"500B0000002uCLuIAM","from the baseline",1868,80.39
"500B0000002uCLxIAM","from the baseline",1871,80.39
"500B0000002uCLyIAM","Field_Service__c is false",1872,-0.8320000000000001
"500B0000002uCLzIAM","from the baseline",1873,80.39
"500B0000002uCM3IAM","Origin is Chat and Field_Service__c is false",1877,-0.8109999999999999
"500B0000002uCM5IAM","Field_Service__c is false",1879,-0.8320000000000001
"500B0000002uCM5IAM","Origin is Chat and Field_Service__c is false",1879,-0.8109999999999999
"500B0000002uCM6IAM","Product_Family_KB__c is Computers and Priority is High",1880,-1.341
"500B0000002uCM6IAM","from the baseline",1880,80.39
"500B0000002uCOeIAM","from the baseline",2038,80.39
"500B0000002uCOhIAM","Origin is Chat and Field_Service__c is true",2041,0.8079999999999999
"500B0000002uCOiIAM","Origin is Chat and Reason is Documentation",2042,0.938
"500B0000002uCOlIAM","from the baseline",2045,80.39
"500B0000002uCOnIAM","Product_Family_KB__c is TVs and Type_of_Support__c is Platinum",2047,-0.818
"500B0000002uCOnIAM","Origin is Chat and Field_Service__c is false",2047,-0.8109999999999999
"500B0000002uCOoIAM","Field_Service__c is false",2048,-0.8320000000000001
"500B0000002uCOsIAM","from the baseline",2052,80.39
"500B0000002uCOtIAM","Product_Family_KB__c is Cameras",2053,1.02
"500B0000002uCOzIAM","Field_Service__c is true",2059,0.883
"500B0000002uCOzIAM","of other factors",2059,-2.502
"500B0000002uCQpIAM","Product_Family_KB__c is Tablets",2173,0.815
"500B0000002uCQqIAM","from the baseline",2174,80.39
"500B0000002uCQrIAM","Product_Family_KB__c is Video Games and Status is Closed",2175,-1.025
"500B0000002uCQrIAM","Product_Family_KB__c is Video Games",2175,-1.016
"500B0000002uCQuIAM","Product_Family_KB__c is Video Games",2178,-1.016
"500B0000002uCQuIAM","from the baseline",2178,80.39
"500B0000002uCQvIAM","of other factors",2179,-3.002
"500B0000002uCR0IAM","of other factors",2184,-0.265
"500B0000002uCR2IAM","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",2186,-0.9059999999999999
"500B0000002uCR2IAM","from the baseline",2186,80.39
"500B0000002uCR4IAM","Field_Service__c is true",2188,0.883
"500B0000002uCR5IAM","from the baseline",2189,80.39
"500B0000002uCR7IAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2191,1.035
"500B0000002uCR8IAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2192,1.035
"500B0000002uCR8IAM","of other factors",2192,-2.04
"500B0000002uCRBIA2","Product_Family_KB__c is DVD Players and Priority is High",2195,-1.712
"500B0000002uCRCIA2","Origin is Chat and Field_Service__c is false",2196,-0.8109999999999999
"500B0000002uCRCIA2","from the baseline",2196,80.39
"500B0000002uCRGIA2","Product_Family_KB__c is Cameras and Priority is High",2200,1.077
"500B0000002uCRHIA2","Product_Family_KB__c is Cameras",2201,1.02
"500B0000002uCRHIA2","of other factors",2201,-1.975
"500B0000002uCRIIA2","Product_Family_KB__c is Tablets",2202,0.815
"500B0000002uCRJIA2","Field_Service__c is false",2203,-0.8320000000000001
"500B0000002uCRJIA2","from the baseline",2203,80.39
"500B0000002uCROIA2","from the baseline",2208,80.39
"500B0000002uCRQIA2","Product_Family_KB__c is Cables",2210,-0.92
"500B0000002uCRQIA2","Field_Service__c is false",2210,-0.8320000000000001
"500B0000002uCRQIA2","of other factors",2210,-1.281
"500B0000002uCRQIA2","from the baseline",2210,80.39
"500B0000002uCRRIA2","Product_Family_KB__c is Cables",2211,-0.92
"500B0000002uCRUIA2","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2214,1.035
"500B0000002uCRXIA2","Product_Family_KB__c is Headphones and Priority is High",2217,1.834
"500B0000002uCRZIA2","from the baseline",2219,80.39
"500B0000002uCRaIAM","Field_Service__c is false",2220,-0.8320000000000001
"500B0000002uCRcIAM","Origin is Chat and Field_Service__c is false",2222,-0.8109999999999999
"500B0000002uCRcIAM","from the baseline",2222,80.39
"500B0000002uCReIAM","Product_Family_KB__c is Video Games and MilestoneStatus__c is Closed - Compliant",2224,-0.9059999999999999
"500B0000002uCRfIAM","of other factors",2225,-2.454
"500B0000002uCRhIAM","from the baseline",2227,80.39
"500B0000002uCRjIAM","from the baseline",2229,80.39
"500B0000002uCRkIAM","Origin is Chat and Field_Service__c is false",2230,-0.8109999999999999
"500B0000002uCRkIAM","of other factors",2230,0.613
"500B0000002uCRoIAM","Product_Family_KB__c is DVD Players and Priority is Medium",2234,1.945
"500B0000002uCRqIAM","of other factors",2236,0.613
"500B0000002uCRsIAM","Origin is Chat and Field_Service__c is true",2238,0.8079999999999999
"500B0000002uCRuIAM","Product_Family_KB__c is Tablets and Priority is Medium",2240,-1.4809999999999999
"500B0000002uCRvIAM","Field_Service__c is false",2241,-0.8320000000000001
"500B0000002uCRwIAM","Origin is Chat and Field_Service__c is false",2242,-0.8109999999999999
"500B0000002uCRwIAM","from the baseline",2242,80.39
"500B0000002uCRzIAM","Field_Service__c is false",2245,-0.8320000000000001
"500B0000002uCS0IAM","Product_Family_KB__c is Video Games",2246,-1.016
"500B0000002uCS0IAM","of other factors",2246,-5.332999999999999
"500B0000002uCS1IAM","Product_Family_KB__c is Cables",2247,-0.92
"500B0000002uCS2IAM","Field_Service__c is false",2248,-0.8320000000000001
"500B0000002uCS5IAM","Origin is Chat and Field_Service__c is true",2251,0.8079999999999999
"500B0000002uCS6IAM","Field_Service__c is false",2252,-0.8320000000000001
"500B0000002uCS8IAM","Field_Service__c is false",2254,-0.8320000000000001
"500B0000002uCS9IAM","from the baseline",2255,80.39
"500B0000002uCSBIA2","Product_Family_KB__c is Cameras and Priority is Low",2257,-1.129
"500B0000002uCSBIA2","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2257,1.035
"500B0000002uCSDIA2","Origin is Chat and Field_Service__c is false",2259,-0.8109999999999999
"500B0000002uCSFIA2","from the baseline",2261,80.39
"500B0000002uCT1IAM","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Silver",2309,0.6559999999999999
"500B0000002uCT5IAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2313,0.826
"500B0000002uCT6IAM","of other factors",2314,-1.3659999999999999
"500B0000002uCT7IAM","Origin is Chat and Field_Service__c is false",2315,-0.8109999999999999
"500B0000002uCT9IAM","of other factors",2317,-1.3630000000000002
"500B0000002uCTAIA2","of other factors",2318,-3.852
"500B0000002uCTBIA2","Product_Family_KB__c is Headphones and Priority is Medium",2319,-1.083
"500B0000002uCTDIA2","Origin is Chat and Field_Service__c is false",2321,-0.8109999999999999
"500B0000002uCTEIA2","Product_Family_KB__c is Video Games and Status is Closed",2322,-1.025
"500B0000002uCTGIA2","Product_Family_KB__c is Video Games and Status is Closed",2324,-1.025
"500B0000002uCTGIA2","from the baseline",2324,80.39
"500B0000002uCTKIA2","Product_Family_KB__c is Video Games and Status is Closed",2328,-1.025
"500B0000002uCTKIA2","of other factors",2328,-5.191
"500B0000002uCTLIA2","Field_Service__c is true",2329,0.883
"500B0000002uCTMIA2","of other factors",2330,0.027999999999999997
"500B0000002uCTNIA2","Product_Family_KB__c is Cables",2331,-0.92
"500B0000002uCTNIA2","Origin is Chat and Field_Service__c is true",2331,0.8079999999999999
"500B0000002uCTNIA2","from the baseline",2331,80.39
"500B0000002uCSHIA2","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2263,0.826
"500B0000002uCSHIA2","of other factors",2263,-1.7519999999999998
"500B0000002uCSIIA2","Origin is Chat and Field_Service__c is true",2264,0.8079999999999999
"500B0000002uCSJIA2","Product_Family_KB__c is Video Games",2265,-1.016
"500B0000002uCSJIA2","from the baseline",2265,80.39
"500B0000002uCSKIA2","Product_Family_KB__c is Video Games and Status is Closed",2266,-1.025
"500B0000002uCSKIA2","Product_Family_KB__c is Video Games",2266,-1.016
"500B0000002uCSLIA2","Origin is Chat and Field_Service__c is false",2267,-0.8109999999999999
"500B0000002uCSLIA2","of other factors",2267,-1.095
"500B0000002uCSLIA2","from the baseline",2267,80.39
"500B0000002uCSPIA2","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Silver",2271,0.6559999999999999
"500B0000002uCSRIA2","from the baseline",2273,80.39
"500B0000002uCSTIA2","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2275,1.035
"500B0000002uCSWIA2","Product_Family_KB__c is Headphones and Priority is High",2278,1.834
"500B0000002uCSYIA2","of other factors",2280,0.20199999999999999
"500B0000002uCSZIA2","of other factors",2281,-1.084
"500B0000002uCSbIAM","Product_Family_KB__c is Cables",2283,-0.92
"500B0000002uCSbIAM","from the baseline",2283,80.39
"500B0000002uCScIAM","of other factors",2284,3.128
"500B0000002uCTPIA2","Product_Family_KB__c is Headphones and Priority is Medium",2333,-1.083
"500B0000002uCTRIA2","Origin is Chat and Field_Service__c is false",2335,-0.8109999999999999
"500B0000002uCTRIA2","of other factors",2335,-4.159
"500B0000002uCTVIA2","Product_Family_KB__c is Video Games and Status is Closed",2339,-1.025
"500B0000002uCTVIA2","Product_Family_KB__c is Video Games",2339,-1.016
"500B0000002uCTXIA2","from the baseline",2341,80.39
"500B0000002uCTbIAM","of other factors",2345,-0.685
"500B0000002uCTcIAM","Product_Family_KB__c is Cameras",2346,1.02
"500B0000002uCTcIAM","of other factors",2346,-2.815
"500B0000002uCThIAM","of other factors",2351,-1.9180000000000001
"500B0000002uCThIAM","from the baseline",2351,80.39
"500B0000002uCTiIAM","of other factors",2352,-0.797
"500B0000002uCTjIAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2353,1.035
"500B0000002uCXeIAM","Field_Service__c is false",2596,-0.8320000000000001
"500B0000002uCXeIAM","of other factors",2596,-4.228
"500B0000002uCXfIAM","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2597,0.9620000000000001
"500B0000002uCXhIAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2599,0.826
"500B0000002uCXkIAM","from the baseline",2602,80.39
"500B0000002uCXlIAM","Product_Family_KB__c is Cameras",2603,1.02
"500B0000002uCXlIAM","of other factors",2603,-3.74
"500B0000002uCXmIAM","from the baseline",2604,80.39
"500B0000002uCXoIAM","Product_Family_KB__c is Cables",2606,-0.92
"500B0000002uCXpIAM","Field_Service__c is false",2607,-0.8320000000000001
"500B0000002uCXpIAM","from the baseline",2607,80.39
"500B0000002uCXsIAM","Product_Family_KB__c is Computers and Priority is Medium",2610,-0.838
"500B0000002uCXsIAM","Field_Service__c is false",2610,-0.8320000000000001
"500B0000002uCXuIAM","Product_Family_KB__c is Headphones and Priority is High",2612,1.834
"500B0000002uCXuIAM","from the baseline",2612,80.39
"500B0000002uCTlIAM","Product_Family_KB__c is Headphones and Priority is High",2355,1.834
"500B0000002uCTlIAM","of other factors",2355,-2.332
"500B0000002uCTmIAM","from the baseline",2356,80.39
"500B0000002uCToIAM","Origin is Chat and Field_Service__c is false",2358,-0.8109999999999999
"500B0000002uCToIAM","of other factors",2358,-2.6889999999999996
"500B0000002uCTsIAM","Product_Family_KB__c is Headphones and Priority is High",2362,1.834
"500B0000002uCTsIAM","Origin is Chat and Field_Service__c is true",2362,0.8079999999999999
"500B0000002uCTwIAM","from the baseline",2366,80.39
"500B0000002uCSeIAM","Product_Family_KB__c is Cameras and Priority is High",2286,1.077
"500B0000002uCSgIAM","from the baseline",2288,80.39
"500B0000002uCSiIAM","Origin is Chat and Field_Service__c is false",2290,-0.8109999999999999
"500B0000002uCSsIAM","Product_Family_KB__c is DVD Players and Priority is High",2300,-1.712
"500B0000002uCStIAM","Origin is Chat and Field_Service__c is false",2301,-0.8109999999999999
"500B0000002uCSuIAM","of other factors",2302,-0.359
"500B0000002uCSwIAM","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",2304,-1.121
"500B0000002uCT0IAM","from the baseline",2308,80.39
"500B0000002uCWAIA2","Field_Service__c is true",2504,0.883
"500B0000002uCWBIA2","Field_Service__c is false",2505,-0.8320000000000001
"500B0000002uCWBIA2","Origin is Chat and Field_Service__c is false",2505,-0.8109999999999999
"500B0000002uCWCIA2","Product_Family_KB__c is Cameras",2506,1.02
"500B0000002uCWFIA2","Field_Service__c is true",2509,0.883
"500B0000002uCWFIA2","Origin is Chat and Field_Service__c is true",2509,0.8079999999999999
"500B0000002uCWHIA2","Field_Service__c is false",2511,-0.8320000000000001
"500B0000002uCWHIA2","Origin is Chat and Field_Service__c is false",2511,-0.8109999999999999
"500B0000002uCWIIA2","of other factors",2512,-2.381
"500B0000002uCWJIA2","from the baseline",2513,80.39
"500B0000002uCWMIA2","of other factors",2516,0.9179999999999999
"500B0000002uCYtIAM","Origin is Chat and Field_Service__c is false",2673,-0.8109999999999999
"500B0000002uCYvIAM","Product_Family_KB__c is Headphones and Priority is Low",2675,-1.012
"500B0000002uCYwIAM","Product_Family_KB__c is Cameras and Priority is Low",2676,-1.129
"500B0000002uCYwIAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2676,1.035
"500B0000002uCZ0IAM","of other factors",2680,-4.453
"500B0000002uCZ1IAM","Product_Family_KB__c is Video Games",2681,-1.016
"500B0000002uCZ1IAM","from the baseline",2681,80.39
"500B0000002uCZ2IAM","from the baseline",2682,80.39
"500B0000002uCZ4IAM","Field_Service__c is false",2684,-0.8320000000000001
"500B0000002uCZ4IAM","from the baseline",2684,80.39
"500B0000002uCZ6IAM","of other factors",2686,-1.341
"500B0000002uCZ6IAM","from the baseline",2686,80.39
"500B0000002uCZ9IAM","Product_Family_KB__c is Video Games and Status is Closed",2689,-1.025
"500B0000002uCZAIA2","of other factors",2690,-5.422000000000001
"500B0000002uCZAIA2","from the baseline",2690,80.39
"500B0000002uCZCIA2","Field_Service__c is false",2692,-0.8320000000000001
"500B0000002uCZCIA2","of other factors",2692,-0.963
"500B0000002uCZDIA2","of other factors",2693,-2.4730000000000003
"500B0000002uCTyIAM","Product_Family_KB__c is Video Games and Status is Closed",2368,-1.025
"500B0000002uCU2IAM","Product_Family_KB__c is DVD Players and Priority is High",2372,-1.712
"500B0000002uCU2IAM","Field_Service__c is false",2372,-0.8320000000000001
"500B0000002uCU5IAM","Product_Family_KB__c is Headphones and Priority is High",2375,1.834
"500B0000002uCU9IAM","Field_Service__c is true",2379,0.883
"500B0000002uCUAIA2","from the baseline",2380,80.39
"500B0000002uCUBIA2","Origin is Chat and Reason is Documentation",2381,0.938
"500B0000002uCUBIA2","of other factors",2381,-4.461
"500B0000002uCUDIA2","Product_Family_KB__c is Cables",2383,-0.92
"500B0000002uCUFIA2","Field_Service__c is false",2385,-0.8320000000000001
"500B0000002uCUGIA2","Product_Family_KB__c is Cameras",2386,1.02
"500B0000002uCUHIA2","Field_Service__c is false",2387,-0.8320000000000001
"500B0000002uCUIIA2","Product_Family_KB__c is Cameras and Priority is Medium",2388,1.097
"500B0000002uCWXIA2","of other factors",2527,-4.086
"500B0000002uCWYIA2","Origin is Chat and Offer_Voucher__c is false",2528,-0.634
"500B0000002uCWYIA2","of other factors",2528,-4.086
"500B0000002uCWZIA2","Product_Family_KB__c is Home Audio and Priority is High",2529,1.474
"500B0000002uCWZIA2","of other factors",2529,-2.3409999999999997
"500B0000002uCWaIAM","Origin is Chat and Field_Service__c is false",2530,-0.8109999999999999
"500B0000002uCWeIAM","Field_Service__c is false",2534,-0.8320000000000001
"500B0000002uCWfIAM","Product_Family_KB__c is Video Games",2535,-1.016
"500B0000002uCWfIAM","of other factors",2535,-5.6129999999999995
"500B0000002uCWgIAM","of other factors",2536,-2.255
"500B0000002uCWkIAM","Product_Family_KB__c is Video Games",2540,-1.016
"500B0000002uCWkIAM","of other factors",2540,0.2
"500B0000002uCWnIAM","Field_Service__c is false",2543,-0.8320000000000001
"500B0000002uCWnIAM","from the baseline",2543,80.39
"500B0000002uCWpIAM","Origin is Chat and Field_Service__c is true",2545,0.8079999999999999
"500B0000002uCWqIAM","from the baseline",2546,80.39
"500B0000002uCXwIAM","Origin is Chat and Field_Service__c is false",2614,-0.8109999999999999
"500B0000002uCXyIAM","of other factors",2616,-1.931
"500B0000002uCXzIAM","Field_Service__c is false",2617,-0.8320000000000001
"500B0000002uCY3IAM","Product_Family_KB__c is Cables",2621,-0.92
"500B0000002uCY4IAM","Origin is Chat and Field_Service__c is false",2622,-0.8109999999999999
"500B0000002uCY7IAM","Product_Family_KB__c is Computers and Priority is Medium",2625,-0.838
"500B0000002uCULIA2","from the baseline",2391,80.39
"500B0000002uCUMIA2","from the baseline",2392,80.39
"500B0000002uCUNIA2","Product_Family_KB__c is Cables",2393,-0.92
"500B0000002uCUNIA2","Field_Service__c is false",2393,-0.8320000000000001
"500B0000002uCUOIA2","from the baseline",2394,80.39
"500B0000002uCUQIA2","Product_Family_KB__c is Cameras and Priority is Medium",2396,1.097
"500B0000002uCUQIA2","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2396,1.035
"500B0000002uCURIA2","Origin is Chat and Reason is Documentation",2397,0.938
"500B0000002uCURIA2","Origin is Chat and Field_Service__c is false",2397,-0.8109999999999999
"500B0000002uCUSIA2","Product_Family_KB__c is Headphones and Priority is High",2398,1.834
"500B0000002uCUTIA2","from the baseline",2399,80.39
"500B0000002uCUUIA2","Field_Service__c is false",2400,-0.8320000000000001
"500B0000002uCUXIA2","from the baseline",2403,80.39
"500B0000002uCUZIA2","Field_Service__c is true",2405,0.883
"500B0000002uCUbIAM","from the baseline",2407,80.39
"500B0000002uCUfIAM","Origin is Chat and Field_Service__c is false",2411,-0.8109999999999999
"500B0000002uCWtIAM","from the baseline",2549,80.39
"500B0000002uCWyIAM","Field_Service__c is false",2554,-0.8320000000000001
"500B0000002uCWyIAM","of other factors",2554,-1.423
"500B0000002uCX1IAM","Field_Service__c is false",2557,-0.8320000000000001
"500B0000002uCX1IAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2557,0.826
"500B0000002uCX1IAM","of other factors",2557,-1.578
"500B0000002uCX2IAM","Origin is Chat and Field_Service__c is false",2558,-0.8109999999999999
"500B0000002uCX2IAM","from the baseline",2558,80.39
"500B0000002uCX3IAM","Origin is Chat and Field_Service__c is false",2559,-0.8109999999999999
"500B0000002uCX4IAM","Product_Family_KB__c is Cameras and Priority is Medium",2560,1.097
"500B0000002uCX6IAM","from the baseline",2562,80.39
"500B0000002uCX7IAM","Field_Service__c is false",2563,-0.8320000000000001
"500B0000002uCX7IAM","of other factors",2563,-1.423
"500B0000002uCXAIA2","from the baseline",2566,80.39
"500B0000002uCXBIA2","of other factors",2567,-3.333
"500B0000002uCXDIA2","Origin is Chat and Field_Service__c is false",2569,-0.8109999999999999
"500B0000002uCUiIAM","Origin is Chat and Field_Service__c is true",2414,0.8079999999999999
"500B0000002uCUiIAM","of other factors",2414,-0.165
"500B0000002uCUkIAM","from the baseline",2416,80.39
"500B0000002uCUmIAM","Product_Family_KB__c is Home Audio and Priority is Medium",2418,-1.392
"500B0000002uCUnIAM","from the baseline",2419,80.39
"500B0000002uCUoIAM","Origin is Chat and Field_Service__c is false",2420,-0.8109999999999999
"500B0000002uCUoIAM","from the baseline",2420,80.39
"500B0000002uCUsIAM","Product_Family_KB__c is Tablets and Priority is Medium",2424,-1.4809999999999999
"500B0000002uCUsIAM","Field_Service__c is false",2424,-0.8320000000000001
"500B0000002uCUuIAM","of other factors",2426,-3.827
"500B0000002uCUxIAM","from the baseline",2429,80.39
"500B0000002uCUyIAM","Product_Family_KB__c is Cameras",2430,1.02
"500B0000002uCUzIAM","Product_Family_KB__c is Computers and Priority is High",2431,-1.341
"500B0000002uCV0IAM","Origin is Chat and Reason is Documentation",2432,0.938
"500B0000002uCV3IAM","of other factors",2435,-0.47100000000000003
"500B0000002uCXFIA2","Origin is Chat and Field_Service__c is false",2571,-0.8109999999999999
"500B0000002uCXIIA2","of other factors",2574,-2.275
"500B0000002uCXQIA2","Product_Family_KB__c is Home Audio and Priority is Medium",2582,-1.392
"500B0000002uCXQIA2","of other factors",2582,-1.337
"500B0000002uCXQIA2","from the baseline",2582,80.39
"500B0000002uCXVIA2","Product_Family_KB__c is Cables",2587,-0.92
"500B0000002uCXWIA2","Product_Family_KB__c is Cables and Offer_Voucher__c is false",2588,-1.063
"500B0000002uCXXIA2","from the baseline",2589,80.39
"500B0000002uCXYIA2","Product_Family_KB__c is Cameras",2590,1.02
"500B0000002uCXbIAM","Product_Family_KB__c is Cables and Offer_Voucher__c is false",2593,-1.063
"500B0000002uCZGIA2","Field_Service__c is true",2696,0.883
"500B0000002uCZHIA2","Field_Service__c is true",2697,0.883
"500B0000002uCZHIA2","Origin is Chat and Field_Service__c is true",2697,0.8079999999999999
"500B0000002uCZJIA2","Product_Family_KB__c is Tablets",2699,0.815
"500B0000002uCZJIA2","of other factors",2699,0.669
"500B0000002uCZKIA2","from the baseline",2700,80.39
"500B0000002uCZNIA2","of other factors",2703,-0.722
"500B0000002uCZPIA2","Origin is Chat and Field_Service__c is false",2705,-0.8109999999999999
"500B0000002uCZQIA2","from the baseline",2706,80.39
"500B0000002uCZRIA2","Product_Family_KB__c is Tablets and Priority is Medium",2707,-1.4809999999999999
"500B0000002uCZRIA2","of other factors",2707,-0.1
"500B0000002uCZSIA2","from the baseline",2708,80.39
"500B0000002uCZWIA2","Field_Service__c is true",2712,0.883
"500B0000002uCZXIA2","from the baseline",2713,80.39
"500B0000002uCZYIA2","from the baseline",2714,80.39
"500B0000002uCV7IAM","of other factors",2439,-3.668
"500B0000002uCVCIA2","from the baseline",2444,80.39
"500B0000002uCVEIA2","Origin is Chat and Field_Service__c is false",2446,-0.8109999999999999
"500B0000002uCVFIA2","Field_Service__c is true",2447,0.883
"500B0000002uCVFIA2","of other factors",2447,-2.329
"500B0000002uCVFIA2","from the baseline",2447,80.39
"500B0000002uCVGIA2","Product_Family_KB__c is Home Audio and Priority is Medium",2448,-1.392
"500B0000002uCM8IAM","Product_Family_KB__c is Cables and Offer_Voucher__c is false",1882,-1.063
"500B0000002uCM8IAM","Product_Family_KB__c is Cables",1882,-0.92
"500B0000002uCM9IAM","Product_Family_KB__c is Home Audio and Priority is Medium",1883,-1.392
"500B0000002uCMBIA2","Field_Service__c is true",1885,0.883
"500B0000002uCMEIA2","Product_Family_KB__c is Computers and Priority is High",1888,-1.341
"500B0000002uCMEIA2","Field_Service__c is true",1888,0.883
"500B0000002uCMEIA2","Origin is Chat and Field_Service__c is true",1888,0.8079999999999999
"500B0000002uCMFIA2","Product_Family_KB__c is Cables and Offer_Voucher__c is false",1889,-1.063
"500B0000002uCMHIA2","of other factors",1891,-1.755
"500B0000002uCMIIA2","of other factors",1892,-3.09
"500B0000002uCMJIA2","Origin is Chat and Field_Service__c is false",1893,-0.8109999999999999
"500B0000002uCMLIA2","from the baseline",1895,80.39
"500B0000002uCMMIA2","Product_Family_KB__c is Computers and Priority is Medium",1896,-0.838
"500B0000002uCMMIA2","Field_Service__c is false",1896,-0.8320000000000001
"500B0000002uCMNIA2","Product_Family_KB__c is Headphones and Priority is High",1897,1.834
"500B0000002uCY9IAM","Field_Service__c is false",2627,-0.8320000000000001
"500B0000002uCYBIA2","Product_Family_KB__c is Cameras",2629,1.02
"500B0000002uCYCIA2","from the baseline",2630,80.39
"500B0000002uCYEIA2","of other factors",2632,-0.172
"500B0000002uCYFIA2","Product_Family_KB__c is Home Audio and Type_of_Support__c is Platinum",2633,0.9620000000000001
"500B0000002uCYHIA2","Field_Service__c is false",2635,-0.8320000000000001
"500B0000002uCYHIA2","of other factors",2635,0.55
"500B0000002uCYMIA2","Origin is Chat and Field_Service__c is false",2640,-0.8109999999999999
"500B0000002uCYOIA2","from the baseline",2642,80.39
"500B0000002uCYQIA2","Origin is Chat and Field_Service__c is false",2644,-0.8109999999999999
"500B0000002uCYUIA2","Field_Service__c is false",2648,-0.8320000000000001
"500B0000002uCYUIA2","from the baseline",2648,80.39
"500B0000002uCYVIA2","Product_Family_KB__c is DVD Players and Priority is High",2649,-1.712
"500B0000002uCVOIA2","Origin is Chat and Field_Service__c is false",2456,-0.8109999999999999
"500B0000002uCVOIA2","of other factors",2456,0.932
"500B0000002uCVPIA2","from the baseline",2457,80.39
"500B0000002uCVWIA2","Field_Service__c is false",2464,-0.8320000000000001
"500B0000002uCVWIA2","of other factors",2464,-4.626
"500B0000002uCVXIA2","Field_Service__c is true",2465,0.883
"500B0000002uCVaIAM","Product_Family_KB__c is Tablets and Priority is Medium",2468,-1.4809999999999999
"500B0000002uCVaIAM","of other factors",2468,-1.255
"500B0000002uCVbIAM","Product_Family_KB__c is DVD Players and Priority is Low",2469,-0.693
"500B0000002uCVeIAM","Product_Family_KB__c is Cables",2472,-0.92
"500B0000002uCVeIAM","from the baseline",2472,80.39
"500B0000002uCVgIAM","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",2474,1.035
"500B0000002uCViIAM","Field_Service__c is false",2476,-0.8320000000000001
"500B0000002uCVkIAM","of other factors",2478,1.7009999999999998
"500B0000002uCYWIA2","Field_Service__c is false",2650,-0.8320000000000001
"500B0000002uCYYIA2","from the baseline",2652,80.39
"500B0000002uCYcIAM","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",2656,-1.121
"500B0000002uCYeIAM","of other factors",2658,-1.298
"500B0000002uCYfIAM","Product_Family_KB__c is Headphones and Priority is High",2659,1.834
"500B0000002uCYfIAM","of other factors",2659,-2.545
"500B0000002uCYgIAM","of other factors",2660,-2.545
"500B0000002uCYhIAM","Product_Family_KB__c is Cables and Offer_Voucher__c is false",2661,-1.063
"500B0000002uCYjIAM","Origin is Chat and Field_Service__c is false",2663,-0.8109999999999999
"500B0000002uCYjIAM","from the baseline",2663,80.39
"500B0000002uCYmIAM","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",2666,0.826
"500B0000002uCYmIAM","Product_Family_KB__c is Tablets",2666,0.815
"500B0000002uCYmIAM","of other factors",2666,-2.4019999999999997
"500B0000002uCYnIAM","Origin is Chat and Field_Service__c is false",2667,-0.8109999999999999
"500B0000002uCYsIAM","from the baseline",2672,80.39
"500B0000002uCVlIAM","of other factors",2479,-2.394
"500B0000002uCVnIAM","of other factors",2481,-1.146
"500B0000002uCVoIAM","Product_Family_KB__c is Video Games",2482,-1.016
"500B0000002uCVrIAM","of other factors",2485,-3.8089999999999997
"500B0000002uCVsIAM","Origin is Chat and Field_Service__c is false",2486,-0.8109999999999999
"500B0000002uCVtIAM","Product_Family_KB__c is Cameras and Priority is High",2487,1.077
"500B0000002uCVwIAM","of other factors",2490,1.5419999999999998
"500B0000002uCVxIAM","Field_Service__c is false",2491,-0.8320000000000001
"500B0000002uCVyIAM","of other factors",2492,-2.736
"500B0000002uCW0IAM","Product_Family_KB__c is DVD Players and Priority is High",2494,-1.712
"500B0000002uCW3IAM","Origin is Chat and Field_Service__c is false",2497,-0.8109999999999999
"500B0000002uCW4IAM","Origin is Chat and Product_Family_KB__c is Home Audio",2498,-0.6709999999999999
"500B0000002uCW4IAM","from the baseline",2498,80.39
"500B0000002uCLOIA2","of other factors",1836,-1.6640000000000001
"500B0000002uCLOIA2","from the baseline",1836,80.39
"500B0000002uCMWIA2","from the baseline",1906,80.39
"500B0000002uCMYIA2","Origin is Chat and Field_Service__c is false",1908,-0.8109999999999999
"500B0000002uCMbIAM","Field_Service__c is false",1911,-0.8320000000000001
"500B0000002uCMeIAM","of other factors",1914,-2.17
"500B0000002uCMfIAM","from the baseline",1915,80.39
"500B0000002uCMmIAM","of other factors",1922,-1.472
