"ArticleVersion.IsVisibleInApp","ArticleVersion.DataCategory.DataCategoryGroupName","ArticleVersion.IsVisibleInPrm","LastPublishedDate","ArticleVersion.DataCategory.DataCategoryName","CreatedById","ArticleNumber","ArticleVersion.CreatedDate","ArticleVersion.IsVisibleInCsp","ChannelList","ViewStat.Channel","IsDraft","ArticleVersion.IsVisibleInPkb","ArticleVersion.OwnerId","User.Name","ArticleVersion.VersionNumber","ArticleVersion.Id","VoteStat.Channel","ArticleVersion.IsLatestVersion","ArticleVersion.CreatedById","ArticleVersion.Title","FirstPublishedDate","CreatedDate","ArticleVersion.PublishStatus","Id","LastModifiedById","VoteStat.NormalizedScore","ViewStat.ViewCount","ViewStat.NormalizedScore","CaseAssociationCount"
"true",,"true","2020-01-19T16:54:32.000Z",,"005B0000003JK1iIAG","134","2020-01-12T16:54:32.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZlZMAU","App","true","005B0000003JK1iIAG","Industrial","2020-01-17T16:54:32.000Z","2020-01-12T16:54:32.000Z","Online","a4CB00000000Em9MAE","005B0000003JK1iIAG",3.798,9,5.585,1
,,,"2020-03-05T17:43:55.000Z",,"005B0000003JK1iIAG","135",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-03-04T17:43:55.000Z","2020-02-27T17:43:55.000Z",,"a4CB00000000EmAMAU","005B0000003JK1iIAG",5.147,88,5.755,5
,,,"2020-02-01T18:17:50.000Z",,"005B0000003JK1iIAG","136",,,,"App","true",,,,,,"App",,,,"2020-01-24T18:17:50.000Z","2020-01-20T18:17:50.000Z",,"a4CB00000000EmBMAU","005B0000003JK1iIAG",6.094,40,3.098,1
"true",,"true","2020-02-03T17:17:31.000Z",,"005B0000003JK1iIAG","313","2020-01-22T17:17:31.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZoSMAU","App","true","005B0000003JK1iIAG","Computers","2020-01-25T17:17:31.000Z","2020-01-22T17:17:31.000Z","Online","a4CB00000000Ep2MAE","005B0000003JK1iIAG",1.082,76,1.589,2
,,,"2020-03-07T19:03:27.000Z",,"005B0000003JK1iIAG","314",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2020-03-06T19:03:27.000Z","2020-03-05T19:03:27.000Z",,"a4CB00000000Ep3MAE","005B0000003JK1iIAG",9.95,26,2.489,4
"true",,"true","2020-03-15T20:01:48.000Z",,"005B0000003JK1iIAG","315","2020-02-29T20:01:48.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZoUMAU","Mobile Site","true","005B0000003JK1iIAG","Electronics","2020-03-09T20:01:48.000Z","2020-02-29T20:01:48.000Z","Online","a4CB00000000Ep4MAE","005B0000003JK1iIAG",2.455,49,1.924,4
,,,"2020-02-02T17:47:22.000Z",,"005B0000003JK1iIAG","316",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-01-29T17:47:22.000Z","2020-01-26T17:47:22.000Z",,"a4CB00000000Ep5MAE","005B0000003JK1iIAG",2.742,79,2.997,2
"true",,"true","2020-02-19T22:10:06.000Z",,"005B0000003JK1iIAG","317","2020-02-14T22:10:06.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZoWMAU","Desktop Site","true","005B0000003JK1iIAG","Music","2020-02-16T22:10:06.000Z","2020-02-14T22:10:06.000Z","Online","a4CB00000000Ep6MAE","005B0000003JK1iIAG",6.29,94,5.589,4
"true",,"true","2020-02-19T19:48:33.000Z",,"005B0000003JK1iIAG","318","2020-02-08T19:48:33.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZoXMAU","App","true","005B0000003JK1iIAG","Shoes","2020-02-10T19:48:33.000Z","2020-02-08T19:48:33.000Z","Online","a4CB00000000Ep7MAE","005B0000003JK1iIAG",5.12,98,1.081,5
,,,"2020-03-04T23:45:06.000Z",,"005B0000003JK1iIAG","319",,,,"App","true",,,,,,"Mobile Site",,,,"2020-02-25T23:45:06.000Z","2020-02-19T23:45:06.000Z",,"a4CB00000000Ep8MAE","005B0000003JK1iIAG",2.669,72,4.299,3
"true",,"true","2020-02-29T22:08:57.000Z",,"005B0000003JK1iIAG","320","2020-02-15T22:08:57.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZoZMAU","App","true","005B0000003JK1iIAG","Outdoors","2020-02-20T22:08:57.000Z","2020-02-15T22:08:57.000Z","Online","a4CB00000000Ep9MAE","005B0000003JK1iIAG",1.651,40,5.684,4
,,,"2020-02-07T00:48:53.000Z",,"005B0000003JK1iIAG","321",,,,"App","true",,,,,,"Mobile Site",,,,"2020-01-29T00:48:53.000Z","2020-01-23T00:48:53.000Z",,"a4CB00000000EpAMAU","005B0000003JK1iIAG",4.563,53,1.971,5
,,,"2020-02-16T17:16:31.000Z",,"005B0000003JK1iIAG","322",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-09T17:16:31.000Z","2020-02-03T17:16:31.000Z",,"a4CB00000000EpBMAU","005B0000003JK1iIAG",9.347,81,7.522,5
"true",,"true","2020-03-18T18:50:20.000Z",,"005B0000003JK1iIAG","323","2020-03-07T18:50:20.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZocMAE","Desktop Site","true","005B0000003JK1iIAG","Books","2020-03-14T18:50:20.000Z","2020-03-07T18:50:20.000Z","Online","a4CB00000000EpCMAU","005B0000003JK1iIAG",9.075,80,5.847,2
,,,"2020-03-10T16:16:35.000Z",,"005B0000003JK1iIAG","324",,,,"Desktop Site","true",,,,,,"App",,,,"2020-03-06T16:16:35.000Z","2020-03-05T16:16:35.000Z",,"a4CB00000000EpDMAU","005B0000003JK1iIAG",5.876,92,1.963,3
,,,"2020-01-17T20:21:24.000Z",,"005B0000003JK1iIAG","325",,,,"App","true",,,,,,"Mobile Site",,,,"2020-01-15T20:21:24.000Z","2020-01-08T20:21:24.000Z",,"a4CB00000000EpEMAU","005B0000003JK1iIAG",2.132,95,1.579,2
,,,"2020-02-16T22:25:34.000Z",,"005B0000003JK1iIAG","326",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-11T22:25:34.000Z","2020-02-06T22:25:34.000Z",,"a4CB00000000EpFMAU","005B0000003JK1iIAG",7.744,79,1.089,4
,,,"2020-01-29T00:42:47.000Z",,"005B0000003JK1iIAG","327",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-01-22T00:42:47.000Z","2020-01-15T00:42:47.000Z",,"a4CB00000000EpGMAU","005B0000003JK1iIAG",9.623,33,9.889,1
,,,"2020-03-11T16:52:24.000Z",,"005B0000003JK1iIAG","328",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-03-07T16:52:24.000Z","2020-03-03T16:52:24.000Z",,"a4CB00000000EpHMAU","005B0000003JK1iIAG",8.551,68,3.799,5
,,,"2020-01-30T18:36:09.000Z",,"005B0000003JK1iIAG","329",,,,"App","true",,,,,,"Desktop Site",,,,"2020-01-25T18:36:09.000Z","2020-01-22T18:36:09.000Z",,"a4CB00000000EpIMAU","005B0000003JK1iIAG",7.937,12,5.743,3
,,,"2020-03-10T23:02:57.000Z",,"005B0000003JK1iIAG","330",,,,"Mobile Site","true",,,,,,"App",,,,"2020-03-06T23:02:57.000Z","2020-03-02T23:02:57.000Z",,"a4CB00000000EpJMAU","005B0000003JK1iIAG",9.425,27,6.879,1
,,,"2020-02-16T00:32:22.000Z",,"005B0000003JK1iIAG","331",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2020-02-08T00:32:22.000Z","2020-02-06T00:32:22.000Z",,"a4CB00000000EpKMAU","005B0000003JK1iIAG",5.913,33,9.34,2
"true",,"true","2020-01-20T21:09:10.000Z",,"005B0000003JK1iIAG","332","2020-01-08T21:09:10.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZolMAE","App","true","005B0000003JK1iIAG","Home","2020-01-13T21:09:10.000Z","2020-01-08T21:09:10.000Z","Online","a4CB00000000EpLMAU","005B0000003JK1iIAG",2.967,39,5.987,1
"true",,"true","2020-02-25T21:35:44.000Z",,"005B0000003JK1iIAG","333","2020-02-14T21:35:44.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZomMAE","App","true","005B0000003JK1iIAG","Clothing","2020-02-22T21:35:44.000Z","2020-02-14T21:35:44.000Z","Online","a4CB00000000EpMMAU","005B0000003JK1iIAG",4.956,24,3.276,1
,,,"2020-01-26T22:11:12.000Z",,"005B0000003JK1iIAG","334",,,,"Desktop Site","true",,,,,,"App",,,,"2020-01-24T22:11:12.000Z","2020-01-23T22:11:12.000Z",,"a4CB00000000EpNMAU","005B0000003JK1iIAG",9.967,11,3.383,1
"true",,"true","2020-02-28T22:57:09.000Z",,"005B0000003JK1iIAG","335","2020-02-22T22:57:09.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZooMAE","Mobile Site","true","005B0000003JK1iIAG","Music","2020-02-26T22:57:09.000Z","2020-02-22T22:57:09.000Z","Online","a4CB00000000EpOMAU","005B0000003JK1iIAG",3.161,18,8.697,5
"true",,"true","2020-01-29T00:21:55.000Z",,"005B0000003JK1iIAG","336","2020-01-11T00:21:55.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZopMAE","Desktop Site","true","005B0000003JK1iIAG","Clothing","2020-01-20T00:21:55.000Z","2020-01-11T00:21:55.000Z","Online","a4CB00000000EpPMAU","005B0000003JK1iIAG",8.527,46,4.979,3
,,,"2020-02-25T19:05:09.000Z",,"005B0000003JK1iIAG","337",,,,"Mobile Site","true",,,,,,"Desktop Site",,,,"2020-02-21T19:05:09.000Z","2020-02-20T19:05:09.000Z",,"a4CB00000000EpQMAU","005B0000003JK1iIAG",1.653,54,8.463,4
"true",,"true","2020-03-02T16:56:58.000Z",,"005B0000003JK1iIAG","338","2020-02-25T16:56:58.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZorMAE","Mobile Site","true","005B0000003JK1iIAG","Movies","2020-02-29T16:56:58.000Z","2020-02-25T16:56:58.000Z","Online","a4CB00000000EpRMAU","005B0000003JK1iIAG",2.456,45,4.62,5
"true",,"true","2020-01-26T21:12:29.000Z",,"005B0000003JK1iIAG","339","2020-01-16T21:12:29.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZosMAE","Mobile Site","true","005B0000003JK1iIAG","Tools","2020-01-21T21:12:29.000Z","2020-01-16T21:12:29.000Z","Online","a4CB00000000EpSMAU","005B0000003JK1iIAG",6.13,63,4.462,2
"true",,"true","2020-01-31T18:10:52.000Z",,"005B0000003JK1iIAG","340","2020-01-27T18:10:52.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZotMAE","App","true","005B0000003JK1iIAG","Health","2020-01-30T18:10:52.000Z","2020-01-27T18:10:52.000Z","Online","a4CB00000000EpTMAU","005B0000003JK1iIAG",8.831,68,7.113,2
"true",,"true","2020-02-21T18:00:39.000Z",,"005B0000003JK1iIAG","341","2020-02-14T18:00:39.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZouMAE","Mobile Site","true","005B0000003JK1iIAG","Jewelery","2020-02-16T18:00:39.000Z","2020-02-14T18:00:39.000Z","Online","a4CB00000000EpUMAU","005B0000003JK1iIAG",3.366,34,5.264,5
,,,"2020-02-20T17:24:19.000Z",,"005B0000003JK1iIAG","342",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-19T17:24:19.000Z","2020-02-15T17:24:19.000Z",,"a4CB00000000EpVMAU","005B0000003JK1iIAG",1.216,14,6.492,1
,,,"2020-01-30T00:22:50.000Z",,"005B0000003JK1iIAG","743",,,,"App","true",,,,,,"Mobile Site",,,,"2020-01-26T00:22:50.000Z","2020-01-17T00:22:50.000Z",,"a4CB00000000EvyMAE","005B0000003JK1iIAG",6.791,25,7.473,1
,,,"2020-02-10T18:31:14.000Z",,"005B0000003JK1iIAG","744",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-07T18:31:14.000Z","2020-01-29T18:31:14.000Z",,"a4CB00000000EvzMAE","005B0000003JK1iIAG",1.194,9,1.185,3
"true",,"true","2020-01-26T22:44:06.000Z",,"005B0000003JK1iIAG","745","2020-01-16T22:44:06.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvQMAU","Desktop Site","true","005B0000003JK1iIAG","Tools","2020-01-17T22:44:06.000Z","2020-01-16T22:44:06.000Z","Online","a4CB00000000Ew0MAE","005B0000003JK1iIAG",8.649,65,6.328,2
,,,"2020-02-10T20:19:27.000Z",,"005B0000003JK1iIAG","746",,,,"Desktop Site","true",,,,,,"App",,,,"2020-02-06T20:19:27.000Z","2020-02-04T20:19:27.000Z",,"a4CB00000000Ew1MAE","005B0000003JK1iIAG",4.435,24,5.283,3
"true",,"true","2020-02-13T17:37:59.000Z",,"005B0000003JK1iIAG","747","2020-02-05T17:37:59.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvSMAU","Desktop Site","true","005B0000003JK1iIAG","Toys","2020-02-08T17:37:59.000Z","2020-02-05T17:37:59.000Z","Online","a4CB00000000Ew2MAE","005B0000003JK1iIAG",6.417,78,9.66,1
"true",,"true","2020-03-16T16:09:43.000Z",,"005B0000003JK1iIAG","748","2020-03-05T16:09:43.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvTMAU","Mobile Site","true","005B0000003JK1iIAG","Industrial","2020-03-08T16:09:43.000Z","2020-03-05T16:09:43.000Z","Online","a4CB00000000Ew3MAE","005B0000003JK1iIAG",5.895,29,8.689,3
"true",,"true","2020-02-27T16:07:01.000Z",,"005B0000003JK1iIAG","749","2020-02-11T16:07:01.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvUMAU","App","true","005B0000003JK1iIAG","Beauty","2020-02-18T16:07:01.000Z","2020-02-11T16:07:01.000Z","Online","a4CB00000000Ew4MAE","005B0000003JK1iIAG",5.554,21,9.368,2
"true",,"true","2020-02-01T22:45:36.000Z",,"005B0000003JK1iIAG","750","2020-01-17T22:45:36.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvVMAU","Desktop Site","true","005B0000003JK1iIAG","Kids","2020-01-25T22:45:36.000Z","2020-01-17T22:45:36.000Z","Online","a4CB00000000Ew5MAE","005B0000003JK1iIAG",6.738,19,3.279,4
,,,"2020-03-07T22:43:59.000Z",,"005B0000003JK1iIAG","751",,,,"Mobile Site","true",,,,,,"App",,,,"2020-03-06T22:43:59.000Z","2020-02-27T22:43:59.000Z",,"a4CB00000000Ew6MAE","005B0000003JK1iIAG",4.326,86,4.464,3
"true",,"true","2020-02-11T00:07:49.000Z",,"005B0000003JK1iIAG","752","2020-02-05T00:07:49.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvXMAU","Desktop Site","true","005B0000003JK1iIAG","Movies","2020-02-07T00:07:49.000Z","2020-02-05T00:07:49.000Z","Online","a4CB00000000Ew7MAE","005B0000003JK1iIAG",6.721,6,8.634,4
,,,"2020-02-13T21:01:58.000Z",,"005B0000003JK1iIAG","753",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-02-10T21:01:58.000Z","2020-02-04T21:01:58.000Z",,"a4CB00000000Ew8MAE","005B0000003JK1iIAG",3.209,74,9.783,4
,,,"2020-02-16T23:10:49.000Z",,"005B0000003JK1iIAG","754",,,,"Mobile Site","true",,,,,,"App",,,,"2020-02-13T23:10:49.000Z","2020-02-07T23:10:49.000Z",,"a4CB00000000Ew9MAE","005B0000003JK1iIAG",1.258,64,8.097,2
,,,"2020-01-28T22:52:35.000Z",,"005B0000003JK1iIAG","755",,,,"Desktop Site","true",,,,,,"App",,,,"2020-01-20T22:52:35.000Z","2020-01-12T22:52:35.000Z",,"a4CB00000000EwAMAU","005B0000003JK1iIAG",4.147,44,6.707,5
,,,"2020-02-27T16:57:23.000Z",,"005B0000003JK1iIAG","756",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2020-02-24T16:57:23.000Z","2020-02-23T16:57:23.000Z",,"a4CB00000000EwBMAU","005B0000003JK1iIAG",6.235,63,9.637,4
"true",,"true","2020-03-03T18:42:24.000Z",,"005B0000003JK1iIAG","757","2020-02-22T18:42:24.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aZvcMAE","App","true","005B0000003JK1iIAG","Grocery","2020-02-23T18:42:24.000Z","2020-02-22T18:42:24.000Z","Online","a4CB00000000EwCMAU","005B0000003JK1iIAG",7.321,73,5.194,2
,,,"2019-03-30T17:17:56.000Z",,"005B0000003JK1iIAG","1069",,,,"App","true",,,,,,"Mobile Site",,,,"2019-03-27T17:17:56.000Z","2019-03-23T17:17:56.000Z",,"a4CB00000000F1EMAU","005B0000003JK1iIAG",2.925,9,7.24,4
,,,"2019-02-13T17:53:57.000Z",,"005B0000003JK1iIAG","1070",,,,"Desktop Site","true",,,,,,"App",,,,"2019-02-08T17:53:57.000Z","2019-02-01T17:53:57.000Z",,"a4CB00000000F1FMAU","005B0000003JK1iIAG",4.353,8,6.691,2
,,,"2019-03-25T23:31:56.000Z",,"005B0000003JK1iIAG","1071",,,,"App","true",,,,,,"Mobile Site",,,,"2019-03-16T23:31:56.000Z","2019-03-07T23:31:56.000Z",,"a4CB00000000F1GMAU","005B0000003JK1iIAG",6.484,59,1.445,2
"true",,"true","2019-02-17T23:24:18.000Z",,"005B0000003JK1iIAG","1072","2019-02-04T23:24:18.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0hMAA","Mobile Site","true","005B0000003JK1iIAG","Clothing","2019-02-11T23:24:18.000Z","2019-02-04T23:24:18.000Z","Online","a4CB00000000F1HMAU","005B0000003JK1iIAG",6.064,87,4.288,2
"true",,"true","2019-02-24T23:48:10.000Z",,"005B0000003JK1iIAG","1073","2019-02-20T23:48:10.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0iMAA","Desktop Site","true","005B0000003JK1iIAG","Industrial","2019-02-21T23:48:10.000Z","2019-02-20T23:48:10.000Z","Online","a4CB00000000F1IMAU","005B0000003JK1iIAG",3.415,24,5.944,3
"true",,"true","2019-04-11T19:08:32.000Z",,"005B0000003JK1iIAG","1074","2019-03-30T18:08:32.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0jMAA","App","true","005B0000003JK1iIAG","Industrial","2019-04-06T19:08:32.000Z","2019-03-30T18:08:32.000Z","Online","a4CB00000000F1JMAU","005B0000003JK1iIAG",8.059,32,3.335,5
,,,"2019-04-09T01:25:41.000Z",,"005B0000003JK1iIAG","1075",,,,"App","true",,,,,,"App",,,,"2019-04-04T01:25:41.000Z","2019-03-31T00:25:41.000Z",,"a4CB00000000F1KMAU","005B0000003JK1iIAG",4.9,26,7.363,5
"true",,"true","2019-02-28T20:24:04.000Z",,"005B0000003JK1iIAG","1076","2019-02-19T20:24:04.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0lMAA","Desktop Site","true","005B0000003JK1iIAG","Books","2019-02-24T20:24:04.000Z","2019-02-19T20:24:04.000Z","Online","a4CB00000000F1LMAU","005B0000003JK1iIAG",5.64,4,6.252,1
"true",,"true","2019-04-09T22:18:02.000Z",,"005B0000003JK1iIAG","1077","2019-03-30T21:18:02.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0mMAA","Mobile Site","true","005B0000003JK1iIAG","Books","2019-04-04T22:18:02.000Z","2019-03-30T21:18:02.000Z","Online","a4CB00000000F1MMAU","005B0000003JK1iIAG",1.808,94,2.023,3
"true",,"true","2019-03-15T20:03:03.000Z",,"005B0000003JK1iIAG","1078","2019-03-10T20:03:03.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0nMAA","Mobile Site","true","005B0000003JK1iIAG","Toys","2019-03-13T20:03:03.000Z","2019-03-10T20:03:03.000Z","Online","a4CB00000000F1NMAU","005B0000003JK1iIAG",2.13,48,7.857,4
"true",,"true","2019-02-22T22:54:43.000Z",,"005B0000003JK1iIAG","1079","2019-02-18T22:54:43.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0oMAA","App","true","005B0000003JK1iIAG","Tools","2019-02-21T22:54:43.000Z","2019-02-18T22:54:43.000Z","Online","a4CB00000000F1OMAU","005B0000003JK1iIAG",3.951,81,1.333,1
,,,"2019-03-30T21:59:35.000Z",,"005B0000003JK1iIAG","1080",,,,"Desktop Site","true",,,,,,"Desktop Site",,,,"2019-03-24T21:59:35.000Z","2019-03-23T21:59:35.000Z",,"a4CB00000000F1PMAU","005B0000003JK1iIAG",1.878,59,9.438,1
"true",,"true","2019-03-28T21:43:09.000Z",,"005B0000003JK1iIAG","1081","2019-03-26T21:43:09.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0qMAA","Desktop Site","true","005B0000003JK1iIAG","Shoes","2019-03-27T21:43:09.000Z","2019-03-26T21:43:09.000Z","Online","a4CB00000000F1QMAU","005B0000003JK1iIAG",6.694,73,9.001,5
"true",,"true","2019-03-17T21:29:14.000Z",,"005B0000003JK1iIAG","1082","2019-03-09T21:29:14.000Z","true","Internal;Parter;Customer;Public","Mobile Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0rMAA","Mobile Site","true","005B0000003JK1iIAG","Garden","2019-03-14T21:29:14.000Z","2019-03-09T21:29:14.000Z","Online","a4CB00000000F1RMAU","005B0000003JK1iIAG",2.412,29,4.745,3
,,,"2019-02-24T22:25:02.000Z",,"005B0000003JK1iIAG","1083",,,,"Mobile Site","true",,,,,,"Mobile Site",,,,"2019-02-15T22:25:02.000Z","2019-02-06T22:25:02.000Z",,"a4CB00000000F1SMAU","005B0000003JK1iIAG",9.557,82,9.915,1
"true",,"true","2019-03-20T19:47:54.000Z",,"005B0000003JK1iIAG","1084","2019-03-04T19:47:54.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0tMAA","App","true","005B0000003JK1iIAG","Music","2019-03-13T19:47:54.000Z","2019-03-04T19:47:54.000Z","Online","a4CB00000000F1TMAU","005B0000003JK1iIAG",4.03,14,2.547,5
"true",,"true","2019-04-05T18:26:20.000Z",,"005B0000003JK1iIAG","1085","2019-03-22T17:26:20.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0uMAA","App","true","005B0000003JK1iIAG","Industrial","2019-03-29T17:26:20.000Z","2019-03-22T17:26:20.000Z","Online","a4CB00000000F1UMAU","005B0000003JK1iIAG",2.761,44,6.602,5
,,,"2019-02-19T20:04:51.000Z",,"005B0000003JK1iIAG","1086",,,,"App","true",,,,,,"Desktop Site",,,,"2019-02-13T20:04:51.000Z","2019-02-04T20:04:51.000Z",,"a4CB00000000F1VMAU","005B0000003JK1iIAG",9.012,18,7.821,4
,,,"2019-02-11T16:06:39.000Z",,"005B0000003JK1iIAG","1087",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2019-02-07T16:06:39.000Z","2019-02-04T16:06:39.000Z",,"a4CB00000000F1WMAU","005B0000003JK1iIAG",7.63,7,7.161,4
,,,"2019-03-03T19:44:48.000Z",,"005B0000003JK1iIAG","1088",,,,"App","true",,,,,,"Mobile Site",,,,"2019-02-22T19:44:48.000Z","2019-02-14T19:44:48.000Z",,"a4CB00000000F1XMAU","005B0000003JK1iIAG",9.694,69,2.437,2
"true",,"true","2019-04-01T16:03:59.000Z",,"005B0000003JK1iIAG","1089","2019-03-21T16:03:59.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0yMAA","Desktop Site","true","005B0000003JK1iIAG","Jewelery","2019-03-26T16:03:59.000Z","2019-03-21T16:03:59.000Z","Online","a4CB00000000F1YMAU","005B0000003JK1iIAG",6.48,73,9.572,4
"true",,"true","2019-03-07T20:56:14.000Z",,"005B0000003JK1iIAG","1090","2019-03-03T20:56:14.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa0zMAA","Desktop Site","true","005B0000003JK1iIAG","Tools","2019-03-06T20:56:14.000Z","2019-03-03T20:56:14.000Z","Online","a4CB00000000F1ZMAU","005B0000003JK1iIAG",3.182,8,2.532,2
"true",,"true","2019-02-18T17:21:11.000Z",,"005B0000003JK1iIAG","1091","2019-02-07T17:21:11.000Z","true","Internal;Parter;Customer;Public","Desktop Site","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa10MAA","Desktop Site","true","005B0000003JK1iIAG","Movies","2019-02-10T17:21:11.000Z","2019-02-07T17:21:11.000Z","Online","a4CB00000000F1aMAE","005B0000003JK1iIAG",7.403,17,6.794,3
,,,"2019-03-05T19:41:10.000Z",,"005B0000003JK1iIAG","1092",,,,"Desktop Site","true",,,,,,"Mobile Site",,,,"2019-02-24T19:41:10.000Z","2019-02-15T19:41:10.000Z",,"a4CB00000000F1bMAE","005B0000003JK1iIAG",5.882,61,9.349,3
"true",,"true","2019-04-01T21:47:18.000Z",,"005B0000003JK1iIAG","1093","2019-03-18T21:47:18.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa12MAA","Desktop Site","true","005B0000003JK1iIAG","Music","2019-03-27T21:47:18.000Z","2019-03-18T21:47:18.000Z","Online","a4CB00000000F1cMAE","005B0000003JK1iIAG",3.033,21,1.34,4
,,,"2019-02-09T00:49:15.000Z",,"005B0000003JK1iIAG","1094",,,,"Mobile Site","true",,,,,,"App",,,,"2019-02-07T00:49:15.000Z","2019-01-31T00:49:15.000Z",,"a4CB00000000F1dMAE","005B0000003JK1iIAG",6.829,17,1.999,1
"true",,"true","2019-02-15T21:00:56.000Z",,"005B0000003JK1iIAG","1095","2019-02-08T21:00:56.000Z","true","Internal;Parter;Customer;Public","App","false","true","005B0000003JK1iIAG",,"1.0","a4DB0000001aa14MAA","Desktop Site","true","005B0000003JK1iIAG","Health","2019-02-13T21:00:56.000Z","2019-02-08T21:00:56.000Z","Online","a4CB00000000F1eMAE","005B0000003JK1iIAG",2.716,81,8.812,3
