External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c,analyticsdemo_batch_id__c
W_Account.8421,Roband Corp,W_Sales_User.11,3972,431291000,Marketing Event,Mid-Market,Technology,81761 Burgess Ports,North Maryport,NE,USA,1915,Subsidiary,Warm,2019-02-27T00:00:00Z,2019102290000005573
W_Account.8423,Calkins Media Incorporated,W_Sales_User.11,1635,372496000,Inbound Call,Mid-Market,Electronics,445 Hardin Pike,Adamville,ND,USA,1944,Private,Warm,2018-06-05T00:00:00Z,2019102290000005573
W_Account.8429,InGame Media,W_Sales_User.2,1350,213406000,Community,Mid-Market,Shipping,941 Elizabeth Course,Franciscotown,OR,USA,1902,Subsidiary,Hot,2018-07-22T00:00:00Z,2019102290000005573
W_Account.8432,Allegheny Ludlum-Vandergrift,W_Sales_User.10,4965,188020000,Partner,Mid-Market,Manufacturing,970 Penny Fields,East Caseyton,IN,USA,1936,Private,Warm,2019-01-21T00:00:00Z,2019102290000005573
W_Account.8433,Catalina Marketing Corporation,W_Sales_User.6,4447,452711000,Referral,Mid-Market,Not For Profit,603 Sarah Mountains,Brittanymouth,AK,USA,1966,Private,Warm,2019-07-12T00:00:00Z,2019102290000005573
W_Account.8435,Nevada Credico Inc,W_Sales_User.8,3078,202715000,Data.com,Mid-Market,Electronics,710 Brianna Terrace,East Carlosberg,KS,USA,1909,Private,Warm,2018-11-21T00:00:00Z,2019102290000005573
W_Account.8438,Bay State Milling Company,W_Sales_User.11,3386,388577000,Partner,Mid-Market,Not For Profit,32869 John Gateway,Potterborough,MO,USA,1930,Public,Hot,2019-08-07T00:00:00Z,2019102290000005573
W_Account.8444,Pivia,W_Sales_User.17,3972,302144000,Social Media,Mid-Market,Retail,169 French Pine,Christopherton,KY,USA,1989,Subsidiary,Hot,2019-05-03T00:00:00Z,2019102290000005573
W_Account.8447,Digitek Computer Products,W_Sales_User.9,3084,162639000,Social Media,Mid-Market,Healthcare & Life Sciences,55597 Robert Ports,East Davidtown,PA,USA,1894,Subsidiary,Warm,2019-01-07T00:00:00Z,2019102290000005573
W_Account.8450,Affidia Systems,W_Sales_User.15,1048,236662000,Website,Mid-Market,Entertainment,2871 Brooks Loop,Angelaville,NH,USA,1907,Private,Warm,2018-09-28T00:00:00Z,2019102290000005573
W_Account.8452,Thai Summit America Corp,W_Sales_User.9,1341,393897000,Social Media,Mid-Market,Environmental,57777 James Bridge,Port Sergioville,AR,USA,2003,Private,Hot,2018-05-26T00:00:00Z,2019102290000005573
W_Account.8456,Cambio Group,W_Sales_User.11,1164,417719000,Cold Call,Mid-Market,Transportation,44079 White Manors,Josefurt,NJ,USA,1906,Private,Hot,2017-11-15T00:00:00Z,2019102290000005573
W_Account.8462,Democracy Data & Communication,W_Sales_User.11,4771,478382000,Community,Mid-Market,Media,586 Stokes Place,East Melissa,AR,USA,1903,Other,Warm,2018-07-31T00:00:00Z,2019102290000005573
W_Account.8463,Cellotape,W_Sales_User.16,2613,203497000,Social Media,Mid-Market,Entertainment,5627 Hannah Cliffs,North Jeffreyfort,MS,USA,1897,Private,Cool,2018-06-25T00:00:00Z,2019102290000005573
W_Account.8469,Georgia World Congress Center Authority,W_Sales_User.15,4687,225006000,Partner,Mid-Market,Other,734 Lauren Walks,Port Peterburgh,GA,USA,1971,Private,Hot,2017-12-16T00:00:00Z,2019102290000005573
W_Account.8473,Trinsic Communications,W_Sales_User.12,2018,467463000,Social Media,Mid-Market,Agriculture,900 Brad Tunnel,West Stephenchester,ME,USA,1920,Private,Hot,2018-06-21T00:00:00Z,2019102290000005573
W_Account.8474,Global Distribution Strategies,W_Sales_User.13,2917,263000000,Inbound Call,Mid-Market,Hospitality,3930 Hamilton Isle,Adamsbury,NC,USA,1985,Public,Hot,2018-12-29T00:00:00Z,2019102290000005573
W_Account.8477,Agility Logistics Corp.,W_Sales_User.16,4078,323420000,Marketing Event,Mid-Market,Energy,62474 Donna Points,Lake Alexis,NH,USA,1889,Other,Hot,2019-02-22T00:00:00Z,2019102290000005573
W_Account.8479,iVenturi,W_Sales_User.10,3019,168239000,Referral,Mid-Market,Banking,7258 Elizabeth Burgs,Kimberlyfort,PA,USA,1947,Private,Warm,2018-10-24T00:00:00Z,2019102290000005573
W_Account.8481,SendOrder.com,W_Sales_User.8,1250,168150000,Data.com,Mid-Market,Consulting,46440 Frederick Island,Lake Dominiqueside,LA,USA,1895,Private,Hot,2018-09-24T00:00:00Z,2019102290000005573
W_Account.8483,Compras Express   Inc,W_Sales_User.9,1463,84728000,Marketing Event,Mid-Market,Retail,065 Jacob Lodge,Port Alexandra,PA,USA,1978,Private,Cool,2018-10-31T00:00:00Z,2019102290000005573
W_Account.8486,Smith-Midland Corporation,W_Sales_User.13,1032,493220000,Data.com,Mid-Market,Financial Services,56543 Short Ville,Martinezfurt,VT,USA,1969,Private,Hot,2018-08-01T00:00:00Z,2019102290000005573
W_Account.8490,comScore,W_Sales_User.9,3597,474595000,Inbound Call,Mid-Market,Shipping,59239 Murillo Wells,South Jessicaport,NY,USA,1970,Private,Warm,2018-05-14T00:00:00Z,2019102290000005573
W_Account.8492,Yorkshire Global Restaurants,W_Sales_User.16,1669,315857000,Cold Call,Mid-Market,Hospitality,882 Valdez Wells,Taylorshire,MD,USA,2008,Private,Hot,2019-07-01T00:00:00Z,2019102290000005573
W_Account.8495,BidMgr.com,W_Sales_User.13,3015,418775000,Website,Mid-Market,Retail,57990 Payne Estate,Michaelbury,VT,USA,2002,Other,Cool,2018-10-28T00:00:00Z,2019102290000005573
W_Account.8496,Workspeed Management,W_Sales_User.9,4266,440907000,Marketing Event,Mid-Market,Insurance,998 Walton Extension,Kimchester,NJ,USA,1881,Public,Hot,2018-04-13T00:00:00Z,2019102290000005573
W_Account.8499,IMG Media Group,W_Sales_User.17,3610,324832000,Marketing Event,Mid-Market,Healthcare & Life Sciences,2240 Joseph River,West Bradleyside,CT,USA,1971,Other,Warm,2018-09-02T00:00:00Z,2019102290000005573
W_Account.8500,Laptop Lane,W_Sales_User.17,3363,492812000,Referral,Mid-Market,Manufacturing,0564 Gina Street,Jenniferport,SC,USA,1880,Public,Cool,2018-04-06T00:00:00Z,2019102290000005573
W_Account.8501,Kalamazoo Grill Company,W_Sales_User.9,2927,182522000,Data.com,Mid-Market,Technology,76058 William Mill,Gallegosside,LA,USA,1979,Public,Cool,2018-04-07T00:00:00Z,2019102290000005573
W_Account.8505,eMaven,W_Sales_User.11,1285,244595000,Partner,Mid-Market,Telecommunications,27331 Lisa Light,West Joshua,NJ,USA,1937,Private,Warm,2018-02-05T00:00:00Z,2019102290000005573
W_Account.8511,Sabre Flight Explorer,W_Sales_User.2,3562,412284000,Data.com,Mid-Market,Machinery,06346 Jodi Mission,North Joseph,AK,USA,1933,Private,Cool,2019-06-17T00:00:00Z,2019102290000005573
W_Account.8512,I.C.Stars,W_Sales_User.3,1003,74765000,Data.com,Mid-Market,Manufacturing,931 John Meadows,South Melvin,CA,USA,1961,Private,Hot,2018-10-27T00:00:00Z,2019102290000005573
W_Account.8514,Career Rewards Inc,W_Sales_User.13,4915,213681000,Data.com,Mid-Market,Other,99584 Michelle Islands,Garciaborough,VA,USA,2002,Other,Cool,2019-01-06T00:00:00Z,2019102290000005573
W_Account.8515,Oc̩ Production Printing Systems,W_Sales_User.9,4024,163234000,Referral,Mid-Market,Biotechnology,542 Tanya Trace,Marissaberg,OK,USA,2004,Public,Cool,2019-06-09T00:00:00Z,2019102290000005573
W_Account.8520,Etectonics,W_Sales_User.14,2211,251022000,Community,Mid-Market,Financial Services,78830 Trujillo Parkway,Noahstad,FL,USA,1895,Private,Hot,2019-01-19T00:00:00Z,2019102290000005573
W_Account.8521,Papyrus,W_Sales_User.7,3882,102354000,Cold Call,Mid-Market,Recreation,47061 Bonilla Well,Meltonborough,NJ,USA,1926,Other,Hot,2019-05-30T00:00:00Z,2019102290000005573
W_Account.8525,Inphomatch Inc,W_Sales_User.10,1508,117604000,Website,Mid-Market,Hospitality,094 Smith Oval,West Ashleyville,PA,USA,1977,Private,Hot,2018-11-19T00:00:00Z,2019102290000005573
W_Account.8528,Metapath Software Internationl,W_Sales_User.12,1773,148452000,Website,Mid-Market,Agriculture,687 Kenneth Shoal,Paulberg,TN,USA,1991,Public,Warm,2018-06-23T00:00:00Z,2019102290000005573
W_Account.8529,Mim Forms,W_Sales_User.10,22592,467651000,Social Media,Mid-Market,Media,6733 Nancy Dam,East Jenniferport,MI,USA,1938,Other,Warm,2019-01-30T00:00:00Z,2019102290000005573
W_Account.8530,Peace-It-Together,W_Sales_User.1,10425,393599000,Social Media,Mid-Market,Apparel,25903 Michelle Radial,Romanside,CA,USA,1957,Public,Warm,2018-01-20T00:00:00Z,2019102290000005573
W_Account.8535,Dstm,W_Sales_User.7,14552,90316000,Data.com,Mid-Market,Consulting,0828 Frederick Underpass,South Steven,IL,USA,2006,Private,Warm,2018-11-05T00:00:00Z,2019102290000005573
W_Account.8536,Home Account Network Inc,W_Sales_User.6,8612,310563000,Marketing Event,Mid-Market,Food & Beverage,379 Leah Pass,Robertville,UT,USA,1966,Private,Warm,2018-09-02T00:00:00Z,2019102290000005573
W_Account.8537,Mariner,W_Sales_User.7,20011,275856000,Referral,Mid-Market,Recreation,2424 Austin Circles,North Josephfurt,IL,USA,1925,Public,Cool,2018-08-25T00:00:00Z,2019102290000005573
W_Account.8540,L&W Supply Corp,W_Sales_User.2,15476,175322000,Data.com,Mid-Market,Chemicals,26240 Nguyen Mews,West Calvinville,HI,USA,1987,Public,Warm,2017-11-07T00:00:00Z,2019102290000005573
W_Account.8542,Acuative,W_Sales_User.6,12024,109025000,Social Media,Mid-Market,Not For Profit,69071 Chen Ridge,West Brooke,MT,USA,1910,Private,Cool,2018-04-04T00:00:00Z,2019102290000005573
W_Account.8543,Tristar Gas Marketing Company,W_Sales_User.3,15386,471945000,Marketing Event,Mid-Market,Shipping,690 Daniel Station,Port Brandon,HI,USA,1978,Private,Warm,2019-06-11T00:00:00Z,2019102290000005573
W_Account.8546,Wenner Media,W_Sales_User.10,12560,406486000,Cold Call,Mid-Market,Chemicals,407 Bentley Fords,North Peggy,IA,USA,1968,Private,Hot,2018-09-29T00:00:00Z,2019102290000005573
W_Account.8547,Media Service Inc,W_Sales_User.7,15685,319682000,Partner,Mid-Market,Communications,8292 Kelly Skyway,Josephport,SD,USA,1925,Public,Hot,2018-01-26T00:00:00Z,2019102290000005573
W_Account.8550,Netrom,W_Sales_User.5,14781,56738000,Partner,Mid-Market,Consulting,06246 Clark Village,West Alexandra,OR,USA,1950,Other,Hot,2019-05-22T00:00:00Z,2019102290000005573
W_Account.8552,ieWild Inc,W_Sales_User.7,20499,378891000,Website,Mid-Market,Retail,7944 Christopher Valley,Kristinmouth,SD,USA,1889,Public,Warm,2017-11-02T00:00:00Z,2019102290000005573
W_Account.8554,Syngeren,W_Sales_User.1,11801,55868000,Inbound Call,Mid-Market,Other,7087 Hoffman Valleys,South Daniel,WA,USA,1906,Other,Cool,2017-10-22T00:00:00Z,2019102290000005573
W_Account.8562,TamTam,W_Sales_User.10,5437,369140000,Data.com,Mid-Market,Telecommunications,5481 Jeremiah Mission,Kevinmouth,WI,USA,1962,Private,Warm,2019-03-27T00:00:00Z,2019102290000005573
W_Account.8563,Via Marketing & Design,W_Sales_User.9,14562,260089000,Social Media,Mid-Market,Banking,111 Zoe Valley,New Steven,NE,USA,1911,Private,Warm,2018-02-15T00:00:00Z,2019102290000005573
W_Account.8564,Rapid Performance Systems,W_Sales_User.11,16568,217246000,Referral,Mid-Market,Food & Beverage,701 Allen Lake,East Alexandriafort,IN,USA,1923,Other,Warm,2018-04-03T00:00:00Z,2019102290000005573
W_Account.8567,Native Minds,W_Sales_User.14,9732,214371000,Inbound Call,Mid-Market,Telecommunications,372 Thompson Turnpike,North Amber,ME,USA,1947,Other,Warm,2019-03-27T00:00:00Z,2019102290000005573
W_Account.8568,PolyFuel,W_Sales_User.14,8564,129552000,Partner,Mid-Market,Energy,8267 Walker Turnpike,Wilsonside,CT,USA,1923,Private,Hot,2018-09-03T00:00:00Z,2019102290000005573
W_Account.8569,Flight Systems,W_Sales_User.14,21491,58322000,Community,Mid-Market,Retail,5549 Baker Isle,Port Meghanshire,NC,USA,1891,Private,Hot,2019-06-08T00:00:00Z,2019102290000005573
W_Account.8572,Concord Industries Inc,W_Sales_User.14,23374,273958000,Social Media,Mid-Market,Environmental,0047 Johnson Cove,West Chad,VT,USA,1926,Public,Hot,2018-03-20T00:00:00Z,2019102290000005573
W_Account.8574,Step 9 Software Corp.,W_Sales_User.7,16844,328964000,Community,Mid-Market,Insurance,5983 Baker Locks,Meyersmouth,NY,USA,1883,Subsidiary,Cool,2018-09-01T00:00:00Z,2019102290000005573
W_Account.8577,The Designory Inc,W_Sales_User.7,23631,258065000,Inbound Call,Mid-Market,Financial Services,949 Kimberly Viaduct,Lopezmouth,NY,USA,1988,Other,Hot,2017-12-21T00:00:00Z,2019102290000005573
W_Account.8582,Hiab USA,W_Sales_User.8,10393,392285000,Referral,Mid-Market,Retail,8975 Rivera Island,Christopherton,NY,USA,1884,Private,Warm,2018-05-27T00:00:00Z,2019102290000005573
W_Account.8584,PPL Telcom,W_Sales_User.11,21619,286556000,Website,Mid-Market,Utilities,933 Taylor Vista,East Christopherberg,PA,USA,1985,Other,Cool,2019-05-27T00:00:00Z,2019102290000005573
W_Account.8590,Terex Corporation,W_Sales_User.15,24478,481903000,Social Media,Mid-Market,Machinery,946 Rebecca Via,West Diamondton,DE,USA,2006,Private,Hot,2018-02-28T00:00:00Z,2019102290000005573
W_Account.8594,Fisher Diagnostic Technologies,W_Sales_User.15,5147,92937000,Data.com,Mid-Market,Engineering,73303 Jessica Stream,Lake Christina,VA,USA,1930,Private,Cool,2018-10-04T00:00:00Z,2019102290000005573
W_Account.8600,Cumulus9,W_Sales_User.12,12741,275241000,Marketing Event,Mid-Market,Communications,43208 Austin Brook,North Donald,CT,USA,1958,Private,Cool,2018-02-07T00:00:00Z,2019102290000005573
W_Account.8601,InStore Audio Network,W_Sales_User.9,7799,284357000,Marketing Event,Mid-Market,Environmental,153 Andrea Green,Port Alexandria,NJ,USA,1915,Private,Hot,2019-04-24T00:00:00Z,2019102290000005573
W_Account.8602,CAINE & WEINER COMPANY,W_Sales_User.9,20318,443740000,Cold Call,Mid-Market,Food & Beverage,469 Patricia Creek,East Rebeccaville,PA,USA,1958,Other,Cool,2019-03-18T00:00:00Z,2019102290000005573
W_Account.8603,Eqtima Corp,W_Sales_User.10,16879,235024000,Cold Call,Mid-Market,Other,324 Tyler Shoal,South Robert,NY,USA,1912,Other,Cool,2018-10-29T00:00:00Z,2019102290000005573
W_Account.8604,PCB Systems Division,W_Sales_User.10,5972,445861000,Data.com,Mid-Market,Environmental,59232 Kelsey Estates,North Chelseaborough,AR,USA,1968,Public,Cool,2019-05-28T00:00:00Z,2019102290000005573
W_Account.8609,ColdCypress,W_Sales_User.5,9437,395581000,Referral,Mid-Market,Biotechnology,459 Johnson Hills,Port Erin,WA,USA,1922,Private,Cool,2019-01-30T00:00:00Z,2019102290000005573
W_Account.8616,InterPacket Networks,W_Sales_User.8,20890,281909000,Social Media,Mid-Market,Banking,237 Weber Centers,Vasquezton,MN,USA,1984,Public,Hot,2017-12-17T00:00:00Z,2019102290000005573
W_Account.8618,Concept Enterprises,W_Sales_User.3,5092,370657000,Social Media,Mid-Market,Recreation,961 Thomas River,Robinview,CA,USA,1902,Private,Hot,2018-09-29T00:00:00Z,2019102290000005573
W_Account.8619,Computer Market Source,W_Sales_User.12,6100,389455000,Community,Mid-Market,Energy,25512 Rocha Lane,Russellberg,VA,USA,1949,Private,Warm,2018-06-24T00:00:00Z,2019102290000005573
W_Account.8623,Morgan   Foods,W_Sales_User.8,41491,207708000,Referral,Mid-Market,Banking,74152 Bryan Dale,Larryfurt,OH,USA,1999,Private,Warm,2018-04-22T00:00:00Z,2019102290000005573
W_Account.8625,System Resources Corp,W_Sales_User.5,129041,261594000,Data.com,Mid-Market,Shipping,42897 Madison Key,Mayview,UT,USA,1926,Private,Hot,2018-05-29T00:00:00Z,2019102290000005573
W_Account.8628,KW International,W_Sales_User.4,146704,438263000,Marketing Event,Mid-Market,Government,4910 Michael Hills,Robinsontown,HI,USA,1989,Private,Hot,2018-09-21T00:00:00Z,2019102290000005573
W_Account.8629,Dynamic System Solutions,W_Sales_User.7,124931,113769000,Partner,Mid-Market,Transportation,090 Gonzales Valley,New Jennifershire,ND,USA,1989,Other,Warm,2018-12-15T00:00:00Z,2019102290000005573
W_Account.8634,Bext,W_Sales_User.10,100112,164175000,Inbound Call,Mid-Market,Entertainment,7540 Nancy Fields,Jasonland,OH,USA,1990,Subsidiary,Hot,2019-06-30T00:00:00Z,2019102290000005573
W_Account.8641,Innovation X,W_Sales_User.10,80620,146271000,Inbound Call,Mid-Market,Media,96351 Ortiz Fields,Port Laura,WI,USA,1937,Other,Cool,2018-04-16T00:00:00Z,2019102290000005573
W_Account.8650,IDEXX Computer Systems,W_Sales_User.16,35122,421983000,Data.com,Mid-Market,Banking,66809 Travis Roads,East Brandi,RI,USA,1921,Private,Warm,2017-11-03T00:00:00Z,2019102290000005573
W_Account.8651,Windsor Capital Group Hotels,W_Sales_User.11,108379,168060000,Cold Call,Mid-Market,Biotechnology,609 White Valley,Sparksbury,AR,USA,1911,Private,Cool,2018-08-09T00:00:00Z,2019102290000005573
W_Account.8656,CIT Equipment Financing,W_Sales_User.7,119074,356419000,Cold Call,Mid-Market,Electronics,67762 Michelle Fords,New Catherinemouth,LA,USA,1950,Other,Cool,2018-12-30T00:00:00Z,2019102290000005573
W_Account.8661,El Paso Production Company,W_Sales_User.17,119190,78532000,Data.com,Mid-Market,Construction,68840 Hughes Manors,South Christineshire,NH,USA,1986,Private,Hot,2018-04-20T00:00:00Z,2019102290000005573
W_Account.8662,Roeing Corp.,W_Sales_User.12,31788,443781000,Referral,Mid-Market,Insurance,8368 Jonathan Inlet,Schmidthaven,AL,USA,1996,Private,Warm,2018-11-04T00:00:00Z,2019102290000005573
W_Account.8668,Advenix,W_Sales_User.17,99688,214256000,Social Media,Mid-Market,Media,82648 Mcfarland Crossroad,Port Kari,CT,USA,1968,Private,Warm,2019-04-24T00:00:00Z,2019102290000005573
W_Account.8674,Toray Plastics,W_Sales_User.11,124961,451429000,Cold Call,Mid-Market,Apparel,2751 Elliott Loop,Williamtown,OK,USA,1898,Private,Cool,2018-10-28T00:00:00Z,2019102290000005573
W_Account.8677,Gladstone,W_Sales_User.4,146521,339136000,Social Media,Mid-Market,Media,610 Green Canyon,North Brandy,OR,USA,1881,Other,Hot,2018-05-22T00:00:00Z,2019102290000005573
W_Account.8683,Commercial Metals Company,W_Sales_User.7,166,1765535000,Website,Enterprise,Biotechnology,54492 Martinez Manor,North Andrew,MI,USA,1908,Private,Hot,2018-04-23T00:00:00Z,2019102290000005573
W_Account.8684,Unitec Computer Stores Inc,W_Sales_User.5,209,1573034000,Marketing Event,Enterprise,Education,1991 Keith Spurs,Dawsonfort,AK,USA,1961,Subsidiary,Hot,2019-06-30T00:00:00Z,2019102290000005573
W_Account.8685,agility management partners,W_Sales_User.8,18,1436704000,Inbound Call,Enterprise,Media,5769 Chavez Road,Underwoodberg,MO,USA,1965,Public,Hot,2018-02-15T00:00:00Z,2019102290000005573
W_Account.8690,SIDS Alliance of Northern California,W_Sales_User.8,224,1970539000,Social Media,Enterprise,Healthcare & Life Sciences,470 Katelyn Mission,Ericaburgh,KS,USA,1954,Public,Cool,2019-07-06T00:00:00Z,2019102290000005573
W_Account.8693,Searchlight,W_Sales_User.4,168,1469821000,Social Media,Enterprise,Engineering,49914 Hernandez Islands,West Rachel,CA,USA,1882,Other,Cool,2018-12-04T00:00:00Z,2019102290000005573
W_Account.8710,T G Missouri Corp,W_Sales_User.5,146,1337239000,Cold Call,Enterprise,Telecommunications,5075 Reid Neck,North Neilbury,NV,USA,1896,Private,Hot,2018-03-18T00:00:00Z,2019102290000005573
W_Account.8711,Cardiac Science,W_Sales_User.4,48,1853735000,Referral,Enterprise,Media,96163 Renee Island,East Ericmouth,UT,USA,1998,Private,Hot,2018-08-27T00:00:00Z,2019102290000005573
W_Account.8718,Byington Development Group,W_Sales_User.6,36,567503000,Website,Enterprise,Insurance,2321 Amy Path,Roberttown,WA,USA,2000,Private,Cool,2017-12-06T00:00:00Z,2019102290000005573
W_Account.8720,Marketmakers Group,W_Sales_User.9,40,1997030000,Partner,Enterprise,Not For Profit,070 Taylor Junction,North Desiree,MN,USA,1915,Other,Cool,2019-07-24T00:00:00Z,2019102290000005573
W_Account.8721,Journyx,W_Sales_User.6,249,1096223000,Website,Enterprise,Transportation,334 Cooper Trafficway,Herreramouth,AZ,USA,1975,Subsidiary,Hot,2019-03-22T00:00:00Z,2019102290000005573
W_Account.8722,Novitex Enterprise Solutions,W_Sales_User.1,71,780247000,Cold Call,Enterprise,Energy,165 Anita Prairie,New Victoriastad,HI,USA,1959,Other,Hot,2019-06-11T00:00:00Z,2019102290000005573
W_Account.8723,Marketing On Call,W_Sales_User.10,115,1231864000,Community,Enterprise,Shipping,19376 Aguirre Plain,Andersonstad,MO,USA,1965,Private,Hot,2018-12-04T00:00:00Z,2019102290000005573
W_Account.8725,Management Technologies,W_Sales_User.5,198,1408479000,Data.com,Enterprise,Government,0146 Manuel Manor,Nicoleview,NV,USA,1984,Private,Hot,2017-10-31T00:00:00Z,2019102290000005573
W_Account.8727,NextRev,W_Sales_User.4,161,575432000,Data.com,Enterprise,Entertainment,164 Richard Underpass,Lake Nicole,OR,USA,1971,Other,Cool,2017-11-23T00:00:00Z,2019102290000005573
W_Account.8728,Canon USA Org 2.,W_Sales_User.10,197,1863638000,Data.com,Enterprise,Manufacturing,1621 Lawrence Ferry,Moraleschester,SD,USA,1943,Private,Cool,2018-09-18T00:00:00Z,2019102290000005573
W_Account.8730,Paramark,W_Sales_User.1,213,1863969000,Referral,Enterprise,Food & Beverage,75891 Nunez Hill,Janebury,HI,USA,1987,Other,Hot,2018-04-20T00:00:00Z,2019102290000005573
W_Account.8733,Salestrax,W_Sales_User.1,219,1983185000,Website,Enterprise,Technology,936 Russell Crescent,Stephenchester,OR,USA,1941,Other,Hot,2018-10-27T00:00:00Z,2019102290000005573
W_Account.8734,Texas Farm & Ranch Magazine,W_Sales_User.3,111,653528000,Community,Enterprise,Agriculture,118 Robbins Drive,New Melissa,OR,USA,1986,Subsidiary,Warm,2019-04-12T00:00:00Z,2019102290000005573
W_Account.8736,Paracer,W_Sales_User.10,37,597930000,Partner,Enterprise,Biotechnology,27854 Terri Oval,Lake Mollyberg,IN,USA,1939,Private,Warm,2019-08-08T00:00:00Z,2019102290000005573
W_Account.8739,Xcelerate Corp.,W_Sales_User.9,67,906074000,Social Media,Enterprise,Communications,658 Daniel Loaf,Port Thomashaven,WI,USA,2009,Private,Warm,2018-06-02T00:00:00Z,2019102290000005573
W_Account.8740,New Energy Associates,W_Sales_User.11,32,1870084000,Referral,Enterprise,Electronics,4678 White Way,Kathrynton,IA,USA,1889,Private,Hot,2018-11-29T00:00:00Z,2019102290000005573
W_Account.8741,Outsourcingcom Inc,W_Sales_User.7,37,559357000,Inbound Call,Enterprise,Electronics,627 Roy Circles,North Samuel,MN,USA,1983,Other,Hot,2018-04-07T00:00:00Z,2019102290000005573
W_Account.8746,Revere Inc,W_Sales_User.6,249,1812490000,Inbound Call,Enterprise,Shipping,43799 Melissa Union,West Michaelchester,AK,USA,1883,Other,Warm,2019-05-18T00:00:00Z,2019102290000005573
W_Account.8748,Nco Financial Investigative,W_Sales_User.2,137,1730787000,Data.com,Enterprise,Hospitality,893 Scott Meadow,Port Nicole,HI,USA,1917,Subsidiary,Cool,2018-09-18T00:00:00Z,2019102290000005573
W_Account.8749,Campus America,W_Sales_User.9,120,1714791000,Social Media,Enterprise,Energy,434 Evans Forges,Port Jenniferview,IN,USA,1887,Private,Warm,2019-09-01T00:00:00Z,2019102290000005573
W_Account.8750,Loco Bloco,W_Sales_User.3,23,1420835000,Social Media,Enterprise,Construction,42349 Grant Radial,East Patriciafurt,OR,USA,1933,Private,Warm,2019-08-04T00:00:00Z,2019102290000005573
W_Account.8752,Pump Systems Inc,W_Sales_User.7,59,1004898000,Data.com,Enterprise,Electronics,0842 Stephanie Curve,Melissafort,IL,USA,1903,Other,Cool,2018-06-28T00:00:00Z,2019102290000005573
W_Account.8758,Webservasia,W_Sales_User.15,180,904415000,Marketing Event,Enterprise,Machinery,51053 Jeanette Mission,Port Lauraborough,SC,USA,1917,Other,Warm,2018-01-23T00:00:00Z,2019102290000005573
W_Account.8760,McLaren Consultants,W_Sales_User.7,5,1418494000,Community,Enterprise,Engineering,3695 Jennifer Curve,Lindsayton,AR,USA,1901,Other,Cool,2018-07-24T00:00:00Z,2019102290000005573
W_Account.8769,Maritz Incentives,W_Sales_User.13,27,668370000,Community,Enterprise,Healthcare & Life Sciences,0526 Morrow Mountain,Jessicatown,MS,USA,1919,Other,Warm,2018-07-21T00:00:00Z,2019102290000005573
W_Account.8772,NeuroMetrix,W_Sales_User.15,207,639913000,Community,Enterprise,Not For Profit,29643 Barnes Mountain,Williamsburgh,NH,USA,1901,Subsidiary,Cool,2019-02-21T00:00:00Z,2019102290000005573
W_Account.8774,Skarlet Media Inc,W_Sales_User.10,196,1281080000,Partner,Enterprise,Technology,1769 Shannon Junction,West Rebecca,OK,USA,1937,Private,Hot,2018-08-18T00:00:00Z,2019102290000005573
W_Account.8777,RocketHorse,W_Sales_User.10,69,840349000,Inbound Call,Enterprise,Healthcare & Life Sciences,97503 Matthew Neck,Reyeshaven,AR,USA,1911,Private,Cool,2018-05-19T00:00:00Z,2019102290000005573
W_Account.8778,Acsis,W_Sales_User.9,5,761231000,Inbound Call,Enterprise,Banking,6902 Kimberly Lock,Mossbury,NJ,USA,1923,Private,Hot,2018-01-05T00:00:00Z,2019102290000005573
W_Account.8781,Zeeo Interactive Inc,W_Sales_User.13,110,721140000,Marketing Event,Enterprise,Shipping,80031 Sampson Park,East Lindsaybury,VA,USA,1893,Private,Warm,2019-04-11T00:00:00Z,2019102290000005573
W_Account.8785,Teledyne Instruments dba Oil & Gas,W_Sales_User.9,93,713352000,Data.com,Enterprise,Machinery,8627 Thomas Road,Longfort,OK,USA,1912,Private,Cool,2019-04-16T00:00:00Z,2019102290000005573
W_Account.8786,Chapter 2 e  services,W_Sales_User.14,26,1156667000,Data.com,Enterprise,Recreation,07063 Jones Wall,North Danielmouth,AL,USA,1987,Public,Hot,2018-10-02T00:00:00Z,2019102290000005573
W_Account.8788,iParty Corp.,W_Sales_User.12,162,1665001000,Social Media,Enterprise,Shipping,7021 Evans Wells,Catherineview,MA,USA,1919,Private,Cool,2017-11-11T00:00:00Z,2019102290000005573
W_Account.8797,Hikanoo,W_Sales_User.5,127,1151575000,Social Media,Enterprise,Agriculture,8365 Miller Groves,Higginsstad,WA,USA,1892,Private,Cool,2017-12-27T00:00:00Z,2019102290000005573
W_Account.8798,Internet HIGHWAY,W_Sales_User.2,34,1877728000,Referral,Enterprise,Chemicals,42157 Murray Lake,Marchaven,MT,USA,1925,Public,Cool,2019-04-16T00:00:00Z,2019102290000005573
W_Account.8801,RF Micro Devices,W_Sales_User.7,56,1550948000,Social Media,Enterprise,Healthcare & Life Sciences,6048 Snow Trace,Port Taylor,TX,USA,1888,Other,Warm,2018-08-23T00:00:00Z,2019102290000005573
