External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,LastActivityDate__c,Origin,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,Offer_Voucher__c,Send_FieldService__c,IsEscalated,MilestoneStatus__c,analyticsdemo_batch_id__c
W_Case.3881,W_Services_User.13,W_Account.2716,W_Services_Contact.2716,2019-11-22 11:10:58,2019-11-22 11:10:58,2019-11-22,Phone,Tier 2,Cell Phones,Medium,Compliant,Documentation,Free,75.769035536,Closed,true,0,East CSR,405,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3883,W_Services_User.14,W_Account.2716,W_Services_Contact.2716,2020-01-07 13:05:50,2020-03-07 13:05:50,2020-01-10,Phone,Tier 2,Computers,Medium,Violation,Item Damaged,Silver,76.020304568,Waiting on Customer,false,60,East CSR,299,false,false,false,Open - Violation,20200113100000003249
W_Case.3884,W_Services_User.17,W_Account.2716,W_Services_Contact.2716,2019-12-20 09:17:24,2019-12-20 09:17:24,2019-12-20,Phone,Tier 1,DVD Players,High,Compliant,Item Damaged,Silver,71.385786801,Closed,true,0,East CSR,377,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3885,W_Services_User.17,W_Account.2716,W_Services_Contact.2716,2019-12-31 11:57:37,2019-12-31 11:57:37,2019-12-31,Phone,Tier 1,DVD Players,High,Compliant,Late Delivery,Silver,69.431472084,Closed,true,0,East CSR,366,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3886,W_Services_User.9,W_Account.2716,W_Services_Contact.2716,2019-12-18 13:00:33,2019-12-18 13:00:33,2019-12-18,Phone,Tier 2,DVD Players,Medium,Violation,Hardware Question,Silver,74.482233502,Closed,true,0,Central CSR,379,false,false,false,Closed - Violation,20200113100000003249
W_Case.3887,W_Services_User.7,W_Account.2717,W_Services_Contact.2717,2019-12-09 10:20:42,2020-02-07 10:20:42,2020-01-07,Phone,Tier 2,Headphones,Low,Violation,Item Damaged,Free,73.934771573,Attention,false,60,Central CSR,328,false,false,false,Open - Violation,20200113100000003249
W_Case.3888,W_Services_User.17,W_Account.2718,W_Services_Contact.2718,2019-12-21 11:17:19,2019-12-21 11:17:19,2019-12-21,Phone,Tier 1,Home Audio,Medium,Violation,Documentation,Free,71.42639593800001,Closed,true,0,East CSR,376,false,true,true,Closed - Violation,20200113100000003249
W_Case.3891,W_Services_User.8,W_Account.2722,W_Services_Contact.2722,2019-12-09 15:34:43,2019-12-09 15:34:43,2019-12-09,Phone,Tier 1,TVs,High,Violation,Documentation,Silver,72.131979696,Closed,true,0,Central CSR,388,false,false,true,Closed - Violation,20200113100000003249
W_Case.3892,W_Services_User.15,W_Account.2724,W_Services_Contact.2724,2019-11-19 17:47:21,2019-11-19 17:47:21,2019-11-19,Phone,Tier 2,Video Games,Low,Violation,Unknown Failure,Free,70.262690358,Closed,true,0,East CSR,408,true,false,false,Closed - Violation,20200113100000003249
W_Case.3893,W_Services_User.5,W_Account.2725,W_Services_Contact.2725,2019-11-24 11:43:43,2019-11-24 11:43:43,2019-11-24,Phone,Tier 1,Cables,High,Violation,Hardware Question,Silver,66.737055837,Closed,true,0,West CSR,403,true,true,true,Closed - Violation,20200113100000003249
W_Case.3894,W_Services_User.5,W_Account.2725,W_Services_Contact.2725,2019-12-12 11:35:53,2019-12-12 11:35:53,2019-12-12,Phone,Tier 1,Cables,High,Compliant,Hardware Question,Silver,68.826395941,Closed,true,0,West CSR,385,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3895,W_Services_User.9,W_Account.2726,W_Services_Contact.2726,2019-12-09 17:43:18,2019-12-09 17:43:18,2019-12-09,Phone,Tier 2,Cables,Medium,Compliant,Late Delivery,Silver,70.635532996,Closed,true,0,Central CSR,388,false,true,false,Closed - Compliant,20200113100000003249
W_Case.3896,W_Services_User.5,W_Account.2726,W_Services_Contact.2726,2019-12-06 17:36:47,2020-04-04 17:36:47,2020-01-02,Phone,Tier 2,Cables,Medium,Violation,Item Damaged,Silver,70.80406091500001,Working,false,120,West CSR,271,true,false,false,Open - Violation,20200113100000003249
W_Case.3898,W_Services_User.13,W_Account.2727,W_Services_Contact.2727,2019-12-05 17:46:19,2019-12-05 17:46:19,2019-12-05,Phone,Tier 2,Cameras,Medium,Compliant,Unknown Failure,Free,78.154822333,Closed,true,0,East CSR,392,false,true,false,Closed - Compliant,20200113100000003249
W_Case.3899,W_Services_User.8,W_Account.2728,W_Services_Contact.2728,2019-11-23 09:58:31,2020-01-22 09:58:31,2019-12-18,Phone,Tier 2,Cameras,Low,Violation,Item Damaged,Free,78.27030457199999,New,false,60,Central CSR,344,false,false,false,Open - Violation,20200113100000003249
W_Case.3902,W_Services_User.2,W_Account.2731,W_Services_Contact.2731,2019-11-17 14:51:36,2019-11-17 14:51:36,2019-11-17,Phone,Tier 3,Computers,Low,Violation,Unknown Failure,Silver,77.13705584,Closed,true,0,West CSR,410,false,false,false,Closed - Violation,20200113100000003249
W_Case.3903,W_Services_User.1,W_Account.2731,W_Services_Contact.2731,2019-12-14 15:43:21,2019-12-14 15:43:21,2019-12-14,Phone,Tier 1,DVD Players,High,Violation,Hardware Question,Silver,71.203045683,Closed,true,0,West CSR,383,false,false,true,Closed - Violation,20200113100000003249
W_Case.3904,W_Services_User.14,W_Account.2733,W_Services_Contact.2733,2020-01-05 17:16:50,2020-01-05 17:16:50,2020-01-05,Phone,Tier 1,Headphones,High,Violation,Hardware Question,Free,72.38248730999999,Closed,true,0,East CSR,361,false,false,true,Closed - Violation,20200113100000003249
W_Case.3907,W_Services_User.3,W_Account.2735,W_Services_Contact.2735,2019-12-28 11:26:06,2020-02-26 11:26:06,2020-01-11,Phone,Tier 2,Home Audio,Low,Violation,Late Delivery,Free,75.208121828,Working,false,60,West CSR,309,false,true,false,Open - Violation,20200113100000003249
W_Case.3909,W_Services_User.1,W_Account.2736,W_Services_Contact.2736,2019-12-26 09:37:00,2019-12-26 09:37:00,2019-12-26,Phone,Tier 1,Tablets,High,Violation,Documentation,Basic,73.668781725,Closed,true,0,West CSR,371,false,false,true,Closed - Violation,20200113100000003249
W_Case.3910,W_Services_User.2,W_Account.2736,W_Services_Contact.2736,2019-12-12 14:29:21,2019-12-12 14:29:21,2019-12-12,Phone,Tier 2,Tablets,Medium,Compliant,Item Damaged,Basic,76.477157363,Closed,true,0,West CSR,385,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3913,W_Services_User.1,W_Account.2738,W_Services_Contact.2738,2019-11-23 16:22:48,2019-11-23 16:22:48,2019-11-23,Phone,Tier 1,Video Games,High,Violation,Unknown Failure,Free,66.165609136,Closed,true,0,West CSR,404,true,true,true,Closed - Violation,20200113100000003249
W_Case.3914,W_Services_User.9,W_Account.2738,W_Services_Contact.2738,2019-11-30 09:57:35,2019-11-30 09:57:35,2019-11-30,Phone,Tier 1,Video Games,High,Compliant,Documentation,Free,68.354060917,Closed,true,0,Central CSR,397,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3915,W_Services_User.17,W_Account.2738,W_Services_Contact.2738,2019-11-24 10:05:25,2019-11-24 10:05:25,2019-11-24,Phone,Tier 2,Video Games,Medium,Violation,Late Delivery,Free,72.028553301,Closed,true,0,East CSR,403,false,false,false,Closed - Violation,20200113100000003249
W_Case.3916,W_Services_User.6,W_Account.2739,W_Services_Contact.2739,2019-12-05 14:31:46,2019-12-05 14:31:46,2019-12-05,Phone,Tier 2,Video Games,Low,Violation,Hardware Question,Free,70.222715738,Closed,true,0,Central CSR,392,true,false,false,Closed - Violation,20200113100000003249
W_Case.3917,W_Services_User.11,W_Account.2739,W_Services_Contact.2739,2019-12-01 11:56:57,2020-02-11 11:56:57,2019-12-25,Phone,Tier 3,Video Games,Low,Violation,Item Damaged,Free,70.285532996,On Hold,false,72,Central CSR,324,true,false,false,Open - Violation,20200113100000003249
W_Case.3919,W_Services_User.13,W_Account.2742,W_Services_Contact.2742,2019-12-05 16:38:38,2019-12-05 16:38:38,2019-12-05,Phone,Tier 1,Cell Phones,High,Compliant,Unknown Failure,Basic,72.98477157299999,Closed,true,0,East CSR,392,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3920,W_Services_User.3,W_Account.2744,W_Services_Contact.2744,2019-12-14 12:31:57,2020-02-12 12:31:57,2019-12-15,Phone,Tier 3,Computers,Low,Violation,Documentation,Basic,78.351522842,Response Received,false,60,West CSR,323,false,false,false,Open - Violation,20200113100000003249
W_Case.3921,W_Services_User.9,W_Account.2744,W_Services_Contact.2744,2019-12-21 10:54:16,2019-12-21 10:54:16,2019-12-21,Phone,Tier 1,DVD Players,High,Violation,Documentation,Basic,71.265862941,Closed,true,0,Central CSR,376,false,false,true,Closed - Violation,20200113100000003249
W_Case.3922,W_Services_User.16,W_Account.2744,W_Services_Contact.2744,2019-12-03 09:33:22,2019-12-03 09:33:22,2019-12-03,Phone,Tier 2,DVD Players,Medium,Violation,Unknown Failure,Basic,74.51840101799999,Closed,true,0,East CSR,394,false,false,false,Closed - Violation,20200113100000003249
W_Case.3923,W_Services_User.13,W_Account.2744,W_Services_Contact.2744,2019-12-24 11:21:07,2020-02-22 11:21:07,2020-01-08,Phone,Tier 2,DVD Players,Medium,Violation,Hardware Question,Basic,75.211294415,New,false,60,East CSR,313,false,false,false,Open - Violation,20200113100000003249
W_Case.3924,W_Services_User.13,W_Account.2744,W_Services_Contact.2744,2020-01-03 16:50:54,2020-01-03 16:50:54,2020-01-03,Phone,Tier 1,Headphones,High,Compliant,Documentation,Free,72.854187819,Closed,true,0,East CSR,363,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3926,W_Services_User.17,W_Account.2745,W_Services_Contact.2745,2020-01-05 11:23:02,2020-01-05 11:23:02,2020-01-05,Phone,Tier 2,Headphones,Medium,Violation,Unknown Failure,Free,72.911421322,Closed,true,0,East CSR,361,false,false,false,Closed - Violation,20200113100000003249
W_Case.3927,W_Services_User.9,W_Account.2746,W_Services_Contact.2746,2020-01-01 13:57:45,2020-01-01 13:57:45,2020-01-01,Phone,Tier 2,Home Audio,Low,Compliant,Documentation,Free,77.984771576,Closed,true,0,Central CSR,365,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3928,W_Services_User.13,W_Account.2746,W_Services_Contact.2746,2019-12-26 15:57:15,2019-12-26 15:57:15,2019-12-26,Phone,Tier 1,Tablets,High,Compliant,Documentation,Basic,75.845177667,Closed,true,0,East CSR,371,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3929,W_Services_User.11,W_Account.2746,W_Services_Contact.2746,2020-01-09 14:46:28,2020-04-02 14:46:28,2020-01-11,Phone,Tier 1,Tablets,High,Violation,Late Delivery,Basic,76.77791878400001,Waiting on Customer,false,84,Central CSR,273,false,false,true,Open - Violation,20200113100000003249
W_Case.3930,W_Services_User.5,W_Account.2746,W_Services_Contact.2746,2019-11-24 15:13:53,2019-11-24 15:13:53,2019-11-24,Phone,Tier 1,Tablets,High,Violation,Documentation,Basic,76.404822333,Closed,true,0,West CSR,403,false,false,true,Closed - Violation,20200113100000003249
W_Case.3932,W_Services_User.14,W_Account.2746,W_Services_Contact.2746,2019-12-18 09:22:42,2019-12-18 09:22:42,2019-12-18,Phone,Tier 2,TVs,Low,Compliant,Unknown Failure,Silver,75.654822332,Closed,true,0,East CSR,379,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3933,W_Services_User.17,W_Account.2747,W_Services_Contact.2747,2019-11-28 09:10:30,2019-11-28 09:10:30,2019-11-28,Phone,Tier 2,Video Games,Low,Violation,Documentation,Silver,70.19796954099999,Closed,true,0,East CSR,399,true,false,false,Closed - Violation,20200113100000003249
W_Case.3935,W_Services_User.15,W_Account.2748,W_Services_Contact.2748,2019-12-02 16:09:48,2019-12-02 16:09:48,2019-12-02,Phone,Tier 2,Cables,Medium,Violation,Late Delivery,Silver,68.909644673,Closed,true,0,East CSR,395,true,true,false,Closed - Violation,20200113100000003249
W_Case.3936,W_Services_User.5,W_Account.2748,W_Services_Contact.2748,2019-11-26 15:16:44,2019-11-26 15:16:44,2019-11-26,Phone,Tier 3,Cables,Low,Violation,Item Damaged,Silver,71.049746194,Closed,true,0,West CSR,401,true,false,false,Closed - Violation,20200113100000003249
W_Case.3937,W_Services_User.17,W_Account.2749,W_Services_Contact.2749,2020-01-11 11:32:12,2020-01-11 11:32:12,2020-01-11,Phone,Tier 1,Cameras,Medium,Violation,Late Delivery,Platinum,76.21319797000001,Closed,true,0,East CSR,355,false,false,true,Closed - Violation,20200113100000003249
W_Case.3938,W_Services_User.6,W_Account.2750,W_Services_Contact.2750,2020-01-09 09:11:54,2020-01-09 09:11:54,2020-01-09,Phone,Tier 1,Computers,High,Compliant,Item Damaged,Basic,74.104060912,Closed,true,0,Central CSR,357,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3939,W_Services_User.5,W_Account.2751,W_Services_Contact.2751,2019-11-28 10:35:08,2019-11-28 10:35:08,2019-11-28,Phone,Tier 2,Computers,Low,Violation,Documentation,Basic,77.328680205,Closed,true,0,West CSR,399,false,true,false,Closed - Violation,20200113100000003249
W_Case.3940,W_Services_User.12,W_Account.2754,W_Services_Contact.2754,2020-01-11 10:03:31,2020-04-04 10:03:31,2020-01-11,Phone,Tier 1,Headphones,High,Violation,Item Damaged,Free,72.46243655,Escalated,false,84,East CSR,271,false,false,true,Open - Violation,20200113100000003249
W_Case.3942,W_Services_User.13,W_Account.2756,W_Services_Contact.2756,2019-12-08 16:10:19,2020-02-18 16:10:19,2019-12-28,Phone,Tier 3,Home Audio,Low,Violation,Hardware Question,Free,77.390862946,Working,false,72,East CSR,317,false,false,false,Open - Violation,20200113100000003249
W_Case.3943,W_Services_User.12,W_Account.2758,W_Services_Contact.2758,2019-12-15 17:50:40,2019-12-15 17:50:40,2019-12-15,Phone,Tier 1,TVs,High,Compliant,Documentation,Silver,72.23350253699999,Closed,true,0,East CSR,382,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3944,W_Services_User.12,W_Account.2759,W_Services_Contact.2759,2020-01-01 15:05:05,2020-01-01 15:05:05,2020-01-01,Phone,Tier 1,Video Games,High,Violation,Hardware Question,Silver,68.030456853,Closed,true,0,East CSR,365,true,false,true,Closed - Violation,20200113100000003249
W_Case.3945,W_Services_User.6,W_Account.2759,W_Services_Contact.2759,2020-01-09 11:27:42,2020-01-09 11:27:42,2020-01-09,Phone,Tier 1,Video Games,High,Violation,Late Delivery,Silver,68.116751271,Closed,true,0,Central CSR,357,true,false,true,Closed - Violation,20200113100000003249
W_Case.3946,W_Services_User.14,W_Account.2759,W_Services_Contact.2759,2019-11-17 11:05:40,2020-01-16 11:05:40,2019-11-28,Phone,Tier 2,Video Games,Medium,Violation,Documentation,Silver,68.02538071200001,Warning,false,60,East CSR,350,true,true,false,Open - Violation,20200113100000003249
W_Case.3947,W_Services_User.13,W_Account.2759,W_Services_Contact.2759,2019-11-22 13:28:40,2019-11-22 13:28:40,2019-11-22,Phone,Tier 1,Cables,High,Violation,Late Delivery,Silver,68.594923861,Closed,true,0,East CSR,405,true,false,true,Closed - Violation,20200113100000003249
W_Case.3948,W_Services_User.15,W_Account.2760,W_Services_Contact.2760,2019-12-24 11:20:32,2020-03-05 11:20:32,2019-12-28,Phone,Tier 1,Cables,High,Violation,Late Delivery,Silver,68.838578678,On Hold,false,72,East CSR,301,true,false,true,Open - Violation,20200113100000003249
W_Case.3949,W_Services_User.14,W_Account.2761,W_Services_Contact.2761,2019-11-14 16:09:26,2019-11-14 16:09:26,2019-11-14,Phone,Tier 1,Cameras,High,Compliant,Late Delivery,Platinum,76.977157357,Closed,true,0,East CSR,413,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3950,W_Services_User.17,W_Account.2762,W_Services_Contact.2762,2019-12-13 13:04:03,2019-12-13 13:04:03,2019-12-13,Phone,Tier 1,Cameras,High,Compliant,Documentation,Platinum,75.80203045799999,Closed,true,0,East CSR,384,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3953,W_Services_User.15,W_Account.2764,W_Services_Contact.2764,2019-11-26 14:25:02,2019-11-26 14:25:02,2019-11-26,Phone,Tier 2,Cell Phones,Medium,Violation,Late Delivery,Basic,73.073604058,Closed,true,0,East CSR,401,false,true,false,Closed - Violation,20200113100000003249
W_Case.3954,W_Services_User.1,W_Account.2764,W_Services_Contact.2764,2020-01-04 10:12:58,2020-01-04 10:12:58,2020-01-04,Phone,Tier 2,Cell Phones,Low,Compliant,Late Delivery,Basic,75.020304567,Closed,true,0,West CSR,362,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3955,W_Services_User.5,W_Account.2764,W_Services_Contact.2764,2019-12-21 11:47:33,2019-12-21 11:47:33,2019-12-21,Phone,Tier 1,Computers,High,Compliant,Hardware Question,Basic,71.713197971,Closed,true,0,West CSR,376,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3957,W_Services_User.2,W_Account.2765,W_Services_Contact.2765,2019-12-26 10:10:11,2019-12-26 10:10:11,2019-12-26,Phone,Tier 2,Computers,Medium,Compliant,Documentation,Basic,76.885786801,Closed,true,0,West CSR,371,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3958,W_Services_User.2,W_Account.2765,W_Services_Contact.2765,2020-01-11 14:04:33,2020-03-11 14:04:33,2020-01-11,Phone,Tier 2,Computers,Low,Violation,Hardware Question,Basic,76.351522842,New,false,60,West CSR,295,false,true,false,Open - Violation,20200113100000003249
W_Case.3960,W_Services_User.8,W_Account.2765,W_Services_Contact.2765,2019-12-09 11:04:31,2019-12-09 11:04:31,2019-12-09,Phone,Tier 1,DVD Players,High,Compliant,Documentation,Basic,71.439086292,Closed,true,0,Central CSR,388,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3961,W_Services_User.13,W_Account.2766,W_Services_Contact.2766,2020-01-06 11:40:27,2020-01-06 11:40:27,2020-01-06,Phone,Tier 1,DVD Players,Medium,Compliant,Item Damaged,Basic,73.104695433,Closed,true,0,East CSR,360,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3963,W_Services_User.11,W_Account.2767,W_Services_Contact.2767,2019-12-21 13:52:42,2019-12-21 13:52:42,2019-12-21,Phone,Tier 2,DVD Players,Low,Compliant,Documentation,Basic,71.87880710499999,Closed,true,0,Central CSR,376,false,true,false,Closed - Compliant,20200113100000003249
W_Case.3964,W_Services_User.14,W_Account.2767,W_Services_Contact.2767,2019-11-18 16:48:44,2019-11-18 16:48:44,2019-11-18,Phone,Tier 1,Headphones,High,Compliant,Item Damaged,Free,73.221954316,Closed,true,0,East CSR,409,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3965,W_Services_User.17,W_Account.2769,W_Services_Contact.2769,2019-12-15 16:21:03,2020-02-13 16:21:03,2020-01-07,Phone,Tier 2,Home Audio,Medium,Violation,Item Damaged,Free,72.832487308,Working,false,60,East CSR,322,false,true,false,Open - Violation,20200113100000003249
W_Case.3966,W_Services_User.12,W_Account.2769,W_Services_Contact.2769,2019-12-26 09:40:28,2019-12-26 09:40:28,2019-12-26,Phone,Tier 2,Home Audio,Medium,Violation,Documentation,Free,76.29441624500001,Closed,true,0,East CSR,371,false,false,false,Closed - Violation,20200113100000003249
W_Case.3967,W_Services_User.8,W_Account.2769,W_Services_Contact.2769,2019-11-21 13:43:59,2019-11-21 13:43:59,2019-11-21,Phone,Tier 2,TVs,Medium,Violation,Item Damaged,Silver,73.319796954,Closed,true,0,Central CSR,406,false,false,false,Closed - Violation,20200113100000003249
W_Case.3968,W_Services_User.3,W_Account.2770,W_Services_Contact.2770,2019-12-28 16:05:10,2019-12-28 16:05:10,2019-12-28,Phone,Tier 2,TVs,Medium,Violation,Documentation,Silver,74.335025378,Closed,true,0,West CSR,369,false,false,false,Closed - Violation,20200113100000003249
W_Case.3970,W_Services_User.2,W_Account.2770,W_Services_Contact.2770,2019-12-19 09:49:08,2019-12-19 09:49:08,2019-12-19,Phone,Tier 3,TVs,Low,Violation,Late Delivery,Silver,74.23350253699999,Closed,true,0,West CSR,378,false,false,false,Closed - Violation,20200113100000003249
W_Case.3972,W_Services_User.5,W_Account.2772,W_Services_Contact.2772,2020-01-05 11:02:31,2020-01-05 11:02:31,2020-01-05,Phone,Tier 1,Cameras,High,Violation,Item Damaged,Platinum,78.131979695,Closed,true,0,West CSR,361,false,false,true,Closed - Violation,20200113100000003249
W_Case.3974,W_Services_User.4,W_Account.2773,W_Services_Contact.2773,2019-11-22 15:04:18,2019-11-22 15:04:18,2019-11-22,Phone,Tier 2,Cameras,Medium,Violation,Hardware Question,Platinum,79.081218277,Closed,true,0,West CSR,405,false,false,false,Closed - Violation,20200113100000003249
W_Case.3975,W_Services_User.3,W_Account.2774,W_Services_Contact.2774,2019-11-29 14:38:42,2019-11-29 14:38:42,2019-11-29,Phone,Tier 1,Cell Phones,Medium,Compliant,Documentation,Basic,71.908629445,Closed,true,0,West CSR,398,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3977,W_Services_User.3,W_Account.2776,W_Services_Contact.2776,2020-01-05 10:23:56,2020-01-05 10:23:56,2020-01-05,Phone,Tier 1,Computers,High,Violation,Unknown Failure,Basic,71.42005076000001,Closed,true,0,West CSR,361,false,true,true,Closed - Violation,20200113100000003249
W_Case.3978,W_Services_User.5,W_Account.2776,W_Services_Contact.2776,2019-12-30 14:42:55,2019-12-30 14:42:55,2019-12-30,Phone,Tier 1,Computers,High,Violation,Item Damaged,Basic,71.810913708,Closed,true,0,West CSR,367,false,true,true,Closed - Violation,20200113100000003249
W_Case.3979,W_Services_User.4,W_Account.2778,W_Services_Contact.2778,2019-12-22 17:54:35,2019-12-22 17:54:35,2019-12-22,Phone,Tier 1,DVD Players,High,Compliant,Hardware Question,Basic,71.505710661,Closed,true,0,West CSR,375,false,false,true,Closed - Compliant,20200113100000003249
W_Case.3980,W_Services_User.16,W_Account.2780,W_Services_Contact.2780,2019-11-16 13:31:37,2020-02-08 13:31:37,2019-12-22,Phone,Tier 2,Headphones,Medium,Violation,Unknown Failure,Free,72.951395942,Waiting on Customer,false,84,East CSR,327,false,false,false,Open - Violation,20200113100000003249
W_Case.3981,W_Services_User.7,W_Account.2782,W_Services_Contact.2782,2019-12-22 11:05:24,2020-02-20 11:05:24,2020-01-08,Phone,Tier 2,Home Audio,Low,Violation,Hardware Question,Free,75.390862946,Waiting on Customer,false,60,Central CSR,315,false,true,false,Open - Violation,20200113100000003249
W_Case.3982,W_Services_User.13,W_Account.2783,W_Services_Contact.2783,2020-01-02 16:56:19,2020-01-02 16:56:19,2020-01-02,Phone,Tier 1,Tablets,High,Violation,Unknown Failure,Basic,73.036802029,Closed,true,0,East CSR,364,false,true,true,Closed - Violation,20200113100000003249
W_Case.3983,W_Services_User.17,W_Account.2783,W_Services_Contact.2783,2019-11-27 09:07:12,2020-03-02 09:07:12,2019-12-21,Phone,Tier 2,Tablets,Medium,Violation,Documentation,Basic,74.16624365499999,On Hold,false,96,East CSR,304,false,true,false,Open - Violation,20200113100000003249
W_Case.3984,W_Services_User.4,W_Account.2784,W_Services_Contact.2784,2020-01-04 11:18:03,2020-01-04 11:18:03,2020-01-04,Phone,Tier 1,Video Games,High,Compliant,Item Damaged,Silver,68.182741118,Closed,true,0,West CSR,362,true,false,true,Closed - Compliant,20200113100000003249
W_Case.3985,W_Services_User.4,W_Account.2784,W_Services_Contact.2784,2019-12-09 13:52:04,2019-12-09 13:52:04,2019-12-09,Phone,Tier 2,Video Games,Low,Compliant,Hardware Question,Silver,70.263959388,Closed,true,0,West CSR,388,true,false,false,Closed - Compliant,20200113100000003249
W_Case.3986,W_Services_User.1,W_Account.2785,W_Services_Contact.2785,2019-11-25 14:02:43,2019-11-25 14:02:43,2019-11-25,Phone,Tier 2,Cables,Low,Compliant,Hardware Question,Silver,71.07005075800001,Closed,true,0,West CSR,402,true,false,false,Closed - Compliant,20200113100000003249
W_Case.3987,W_Services_User.1,W_Account.2786,W_Services_Contact.2786,2020-01-09 13:10:42,2020-01-09 13:10:42,2020-01-09,Phone,Tier 3,Cameras,Low,Compliant,Item Damaged,Platinum,75.276649749,Closed,true,0,West CSR,357,false,true,false,Closed - Compliant,20200113100000003249
W_Case.3989,W_Services_User.16,W_Account.2788,W_Services_Contact.2788,2020-01-08 15:11:16,2020-01-08 15:11:16,2020-01-08,Phone,Tier 2,Computers,Medium,Compliant,Item Damaged,Basic,75.32233502300001,Closed,true,0,East CSR,358,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3990,W_Services_User.6,W_Account.2788,W_Services_Contact.2788,2020-01-11 14:28:16,2020-01-11 14:28:16,2020-01-11,Phone,Tier 2,Computers,Medium,Compliant,Unknown Failure,Basic,76.397208123,Closed,true,0,Central CSR,355,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3991,W_Services_User.8,W_Account.2789,W_Services_Contact.2789,2019-12-20 11:05:56,2019-12-20 11:05:56,2019-12-20,Phone,Tier 3,Computers,Low,Violation,Item Damaged,Basic,76.84010151999999,Closed,true,0,Central CSR,377,false,true,false,Closed - Violation,20200113100000003249
W_Case.3993,W_Services_User.11,W_Account.2789,W_Services_Contact.2789,2019-11-28 13:22:10,2019-11-28 13:22:10,2019-11-28,Phone,Tier 2,DVD Players,Medium,Compliant,Unknown Failure,Basic,74.851522842,Closed,true,0,Central CSR,399,false,false,false,Closed - Compliant,20200113100000003249
W_Case.3995,W_Services_User.5,W_Account.2791,W_Services_Contact.2791,2019-12-19 15:09:08,2020-01-24 15:09:08,2020-01-02,Phone,Tier 1,Home Audio,High,Compliant,Documentation,Free,76.167512687,Working,false,36,West CSR,342,false,false,true,Open - Compliant,20200113100000003249
W_Case.3996,W_Services_User.14,W_Account.2791,W_Services_Contact.2791,2020-01-12 09:39:24,2020-01-12 09:39:24,2020-01-12,Phone,Tier 1,Home Audio,Medium,Compliant,Item Damaged,Free,71.883248733,Closed,true,0,East CSR,354,false,true,true,Closed - Compliant,20200113100000003249
W_Case.3998,W_Services_User.5,W_Account.2793,W_Services_Contact.2793,2019-12-07 15:27:55,2020-02-05 15:27:55,2019-12-27,Phone,Tier 1,Tablets,High,Violation,Item Damaged,Basic,73.91751269,Escalated,false,60,West CSR,330,false,false,true,Open - Violation,20200113100000003249
W_Case.3999,W_Services_User.12,W_Account.2793,W_Services_Contact.2793,2019-12-13 10:14:42,2019-12-25 10:14:42,2019-12-20,Phone,Tier 2,Tablets,Medium,Compliant,Hardware Question,Basic,76.352791877,Closed,false,12,East CSR,372,false,false,false,Closed - Compliant,20200113100000003249
W_Case.4001,W_Services_User.9,W_Account.2794,W_Services_Contact.2794,2019-12-13 13:35:43,2019-12-13 13:35:43,2019-12-13,Phone,Tier 1,TVs,High,Compliant,Documentation,Silver,73.045685279,Closed,true,0,Central CSR,384,false,false,true,Closed - Compliant,20200113100000003249
W_Case.4002,W_Services_User.15,W_Account.2796,W_Services_Contact.2796,2019-12-08 16:29:42,2019-12-08 16:29:42,2019-12-08,Phone,Tier 2,Video Games,Medium,Compliant,Hardware Question,Silver,72.233502535,Closed,true,0,East CSR,389,false,false,false,Closed - Compliant,20200113100000003249
W_Case.4003,W_Services_User.10,W_Account.2797,W_Services_Contact.2797,2019-12-14 09:21:18,2019-12-14 09:21:18,2019-12-14,Phone,Tier 1,Cables,High,Violation,Hardware Question,Silver,68.72893401,Closed,true,0,Central CSR,383,true,false,true,Closed - Violation,20200113100000003249
