"SBQQ__Contract__c.BillingCountry","SBQQ__SubscriptionStartDate__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Name","SBQQ__BillingType__c","DaysToExpirationBucket","SBQQ__Contract__c.AccountId.Name","SBQQ__Contract__c.SBQQ__AmendmentRenewalBehavior__c","SBQQ__ProductName__c","SBQQ__CreditProductId__c","Quote.SBQQ__Renewal__c","SBQQ__SubscriptionEndDate__c","IsDeleted","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsWon","SBQQ__ChargeType__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__Contract__c.CustomerSignedDate","Id","Quote.SBQQ__RenewedSubscription__c","SBQQ__DimensionType__c","SBQQ__Contract__c.SBQQ__RenewalForecast__c","SBQQ__RenewedDate__c","SBQQ__Contract__c","SBQQ__TerminatedDate__c","SBQQ__Contract__c.BillingState","SBQQ__DynamicOptionId__c","RenewalQuote.SBQQ__Quote__c","SBQQ__EndDate__c","SBQQ__Contract__c.AccountId","SBQQ__Contract__c.SBQQ__AmendmentStartDate__c","SBQQ__Contract__c.SBQQ__RenewalQuoted__c","SBQQ__SegmentKey__c","SBQQ__Bundled__c","SBQQ__OptionType__c","Quote.Id","SBQQ__Contract__c.ActivatedDate","Quote.Name","SBQQ__Contract__c.BillingCity","SBQQ__Contract__c.SBQQ__AmendmentOpportunityStage__c","HasRenewal","Name","RenewalQuote.SBQQ__RenewedSubscription__c","SBQQ__Contract__c.StartDate","SBQQ__Contract__c.CustomerSignedTitle","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Id","SBQQ__Contract__c.StatusCode","SBQQ__Contract__c.CreatedDate","RenewalQuote.SBQQ__Renewal__c","SBQQ__Contract__c.CompanySignedDate","RenewalQuote.Name","SBQQ__StartDate__c","RenewalStatus","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.IsClosed","SBQQ__QuoteLine__c","SBQQ__Contract__c.SBQQ__AmendmentOpportunityRecordTypeId__c","SBQQ__Contract__c.ContractNumber","Active","RenwalWarning","SBQQ__ContractNumber__c","CreatedDate","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.StageName","SBQQ__Contract__c.SBQQ__SubscriptionQuantitiesCombined__c","RenewalQuote.Id","SBQQ__ComponentDiscountedByPackage__c","IsRenewal","SBQQ__SegmentEndDate__c","SBQQ__Contract__c.EndDate","SBQQ__Contract__c.Status","SBQQ__BillingFrequency__c","Quote.SBQQ__Quote__c","SBQQ__Bundle__c","SBQQ__PricingMethod__c","SBQQ__SegmentLabel__c","SBQQ__SegmentStartDate__c","SBQQ__DiscountScheduleType__c","SBQQ__RenewalQuantity__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Amount","SBQQ__RenewalPrice__c","SBQQ__Discount__c","SBQQ__ListPrice__c","SBQQ__SegmentIndex__c","SBQQ__Contract__c.SBQQ__ActiveContract__c","SBQQ__Contract__c.SBQQ__RenewalOpportunity__c.Probability","SBQQ__OptionLevel__c","SBQQ__NetPrice__c","SBQQ__RegularPrice__c","ARR","SBQQ__Quantity__c","DaysToExpiration","MRR","SBQQ__Contract__c.SBQQ__RenewalUpliftRate__c","SBQQ__OptionDiscount__c","SBQQ__Number__c","SBQQ__SegmentUplift__c","SBQQ__SegmentUpliftAmount__c","SBQQ__UnitCost__c","SBQQ__BundledQuantity__c","SBQQ__ProrateMultiplier__c","SBQQ__CustomerPrice__c","SBQQ__MarkupRate__c","SBQQ__DistributorDiscount__c","SBQQ__SegmentQuantity__c","SBQQ__OptionDiscountAmount__c","SBQQ__MarkupAmount__c","SBQQ__PartnerDiscount__c","SBQQ__AdditionalDiscountAmount__c","SBQQ__RenewalUpliftRate__c","SBQQ__Contract__c.SBQQ__RenewalTerm__c","SBQQ__OriginalUnitCost__c","SBQQ__SpecialPrice__c","SBQQ__Contract__c.ContractTerm"
,,"Osage Systems Group: eFact Silver",,"Less than 365 Days","Osage Systems Group","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQVIA4",,,"false",,"800B0000000PbIcIAK",,,,,"2021-06-02","001B000001KM6fQIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000030",,"2019-06-03",,"006B0000005coA1IAI","Activated","2020-08-05T21:48:21.000Z",,,,"2019-06-03","Closed Won","true",,,"00000173","true","false","00000173","2020-08-07T18:32:53.000Z","006B0000005coA1IAI","Closed Won","false",,"false","false",,"2021-06-02","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,298,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"Osage Systems Group: eFact Gold",,"Less than 365 Days","Osage Systems Group","Latest End Date","eFact Silver",,,,"false","false",,,,"a2lB0000000UXQUIA4",,,"false",,"800B0000000PbIbIAK",,,,,"2021-03-20","001B000001KM6fQIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000029",,"2019-03-21",,"006B0000005coA0IAI","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-21","Quaification","false",,,"00000172","true","false","00000172","2020-08-07T18:32:53.000Z","006B0000005coA0IAI","Quaification","false",,"false","false",,"2021-03-20","Activated",,,"false","List",,,,,500,,,,,1,0,,,,250,1,224,20.83,,,,,,,,,500,,,,,,,,,,,,24
,,"OnSite Computer Training: eFact Gold",,"Less than 30 Days","OnSite Computer Training","Latest End Date","eFact Silver",,"true",,"false","true",,,,"a2lB0000000UXQTIA4","a2lB0000000UXQTIA4",,"false",,"800B0000000PbIaIAK",,,,"a2dB0000000b5XVIAY","2019-04-25","001B000001KM6fMIAT",,"false",,"false",,"a2ZB0000000TrG9MAK","2020-08-05T21:48:42.000Z","QL-0004173",,,"false","SUB-0000028","a2lB0000000UXQTIA4","2018-10-26",,"006B0000005co9zIAA","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004173","2018-10-26","Closed Won","true","a2ZB0000000TrG9MAK",,"00000171","false","false","00000171","2020-08-07T18:32:53.000Z","006B0000005co9zIAA","Closed Won","false","a2ZB0000000TrG9MAK","false","true",,"2019-04-25","Activated",,"a2dB0000000b5XVIAY","false","List",,,,1,500,500,,,,0,100,,,,1000,1,-470,83.33,,,,,,,,,500,,,,,,,,,,,,6
,,"Nutratech: eFact Silver",,"Less than 90 Days","Nutratech","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQSIA4",,,"false",,"800B0000000PbIZIA0",,,,,"2020-11-04","001B000001KM6fFIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000027",,"2018-11-05",,"006B0000005co9yIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-11-05","Closed Won","true",,,"00000170","true","false","00000170","2020-08-07T18:32:53.000Z","006B0000005co9yIAA","Closed Won","false",,"false","false",,"2020-11-04","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,88,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"NorthWind Consulting Services: eFact Silver",,"Less than 30 Days","NorthWind Consulting Services","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQRIA4",,,"false",,"800B0000000PbIYIA0",,,,,"2018-12-22","001B000001KM6ejIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000026",,"2018-09-23",,"006B0000005co9xIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-09-23","Closed Won","true",,,"00000169","false","false","00000169","2020-08-07T18:32:53.000Z","006B0000005co9xIAA","Closed Won","false",,"false","false",,"2018-12-22","Activated",,,"false","List",,,,,250,,,,,0,100,,,,1000,1,-594,83.33,,,,,,,,,250,,,,,,,,,,,,3
,,"North American Signs: eFact Silver",,"More than 365 Days","North American Signs","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQQIA4",,,"false",,"800B0000000PbIXIA0",,,,,"2022-05-14","001B000001KM6elIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000025",,"2019-05-15",,"006B0000005co9wIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-15","Closed Won","true",,,"00000168","true","false","00000168","2020-08-07T18:32:53.000Z","006B0000005co9wIAA","Closed Won","false",,"false","false",,"2022-05-14","Activated",,,"false","List",,,,,250,,,,,1,100,,,,83.33,1,644,6.94,,,,,,,,,250,,,,,,,,,,,,36
,,"North American Signs: eFact Bronze",,"Less than 30 Days","North American Signs","Latest End Date","eFact Bronze",,,,"false","false",,,,"a2lB0000000UXQPIA4",,,"false",,"800B0000000PbIWIA0",,,,,"2019-08-28","001B000001KM6elIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000024",,"2018-08-29",,"006B0000005co9uIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-08-29","Proposal/Quote","false",,,"00000167","false","false","00000167","2020-08-07T18:32:53.000Z","006B0000005co9uIAA","Proposal/Quote","false",,"false","false",,"2019-08-28","Activated",,,"false","List",,,,,100,,,,,0,75,,,,100,1,-345,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Nordic Energy Services: eFact Silver",,"Less than 30 Days","Nordic Energy Services","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQOIA4",,,"false",,"800B0000000PbIVIA0",,,,,"2019-09-27","001B000001KM6daIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000023",,"2018-09-28",,"006B0000005co9tIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-09-28","Closed Won","true",,,"00000166","false","false","00000166","2020-08-07T18:32:53.000Z","006B0000005co9tIAA","Closed Won","false",,"false","false",,"2019-09-27","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-315,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"NHIG Holding Corp.: eFact Silver",,"Less than 180 Days","NHIG Holding Corp.","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQNIA4",,,"false",,"800B0000000PbIUIA0",,,,,"2020-12-18","001B000001KM6eXIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000022",,"2018-12-19",,"006B0000005co9sIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-12-19","Closed Won","true",,,"00000165","true","false","00000165","2020-08-07T18:32:53.000Z","006B0000005co9sIAA","Closed Won","false",,"false","false",,"2020-12-18","Activated",,,"false","List",,,,,250,,,,,1,100,,,,125,1,132,10.42,,,,,,,,,250,,,,,,,,,,,,24
,,"NHIG Holding Corp.: eFact Bronze",,"Less than 30 Days","NHIG Holding Corp.","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXQMIA4",,,"false",,"800B0000000PbITIA0",,,,,"2019-10-03","001B000001KM6eXIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000021",,"2019-07-04",,"006B0000005co9rIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-07-04","Closed Won","true",,,"00000164","false","false","00000164","2020-08-07T18:32:53.000Z","006B0000005co9rIAA","Closed Won","false",,"false","false",,"2019-10-03","Activated",,,"false","List",,,,,100,,,,,0,100,,,,400,1,-309,33.33,,,,,,,,,100,,,,,,,,,,,,3
,,"Newark element14: eFact Silver",,"Less than 30 Days","Newark element14","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXQLIA4",,,"false",,"800B0000000PbISIA0",,,,,"2019-03-17","001B000001KM6dfIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000020",,"2018-12-18",,"006B0000005co9qIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-12-18","Negotiation","false",,,"00000163","false","false","00000163","2020-08-07T18:32:53.000Z","006B0000005co9qIAA","Negotiation","false",,"false","false",,"2019-03-17","Activated",,,"false","List",,,,,250,,,,,0,90,,,,1000,1,-509,83.33,,,,,,,,,250,,,,,,,,,,,,3
,,"NetBank: eFact Silver",,"Less than 30 Days","NetBank","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQKIA4",,,"false",,"800B0000000PbIRIA0",,,,,"2020-07-27","001B000001KM6eNIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000019",,"2019-07-28",,"006B0000005co9pIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-07-28","Closed Won","true",,,"00000162","false","false","00000162","2020-08-07T18:32:53.000Z","006B0000005co9pIAA","Closed Won","false",,"false","false",,"2020-07-27","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-11,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Neoforma: eFact Silver",,"More than 365 Days","Neoforma","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQJIA4",,,"false",,"800B0000000PbIQIA0",,,,,"2022-10-12","001B000001KM6emIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000018",,"2018-10-13",,"006B0000005co9oIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-10-13","Closed Won","true",,,"00000161","true","false","00000161","2020-08-07T18:32:53.000Z","006B0000005co9oIAA","Closed Won","false",,"false","false",,"2022-10-12","Activated",,,"false","List",,,,,250,,,,,1,100,,,,62.5,1,795,5.21,,,,,,,,,250,,,,,,,,,,,,48
,,"Neoforma: eFact Bronze",,"Less than 180 Days","Neoforma","Latest End Date","eFact Bronze",,,,"false","false",,,,"a2lB0000000UXQIIA4",,,"false",,"800B0000000PbIPIA0",,,,,"2021-01-24","001B000001KM6emIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000017",,"2019-01-25",,"006B0000005co9nIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-25","Negotiation","false",,,"00000160","true","false","00000160","2020-08-07T18:32:53.000Z","006B0000005co9nIAA","Negotiation","false",,"false","false",,"2021-01-24","Activated",,,"false","List",,,,,100,,,,,1,90,,,,50,1,169,4.17,,,,,,,,,100,,,,,,,,,,,,24
,,"Muench Woodwork: eFact Silver",,"Less than 30 Days","Muench Woodwork","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXQHIA4",,,"false",,"800B0000000PbIOIA0",,,,,"2018-12-18","001B000001KM6ewIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000016",,"2018-11-19",,"006B0000005co9mIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-11-19","Closed Won","true",,,"00000159","false","false","00000159","2020-08-07T18:32:53.000Z","006B0000005co9mIAA","Closed Won","false",,"false","false",,"2018-12-18","Activated",,,"false","List",,,,,250,,,,,0,100,,,,3000,1,-598,250,,,,,,,,,250,,,,,,,,,,,,1
,,"Monolith Corporation: eFact Gold",,"Less than 30 Days","Monolith Corporation","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXQGIA4",,,"false",,"800B0000000PbINIA0",,,,,"2019-08-22","001B000001KM6d6IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000015",,"2018-08-23",,"006B0000005co9lIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2018-08-23","Closed Won","true",,,"00000158","false","false","00000158","2020-08-07T18:32:53.000Z","006B0000005co9lIAA","Closed Won","false",,"false","false",,"2019-08-22","Activated",,,"false","List",,,,,500,,,,,0,100,,,,500,1,-351,41.67,,,,,,,,,500,,,,,,,,,,,,12
,,"Global Geeks: eFact Silver",,"Less than 30 Days","Global Geeks","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRlIAO",,,"false",,"800B0000000PbJsIAK",,,,,"2019-09-18","001B000001KM6dLIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000108",,"2019-03-19",,"006B0000005co8cIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-19","Closed Won","true",,,"00000251","false","false","00000251","2020-08-07T18:32:53.000Z","006B0000005co8cIAA","Closed Won","false",,"false","false",,"2019-09-18","Activated",,,"false","List",,,,,250,,,,,0,100,,,,500,1,-324,41.67,,,,,,,,,250,,,,,,,,,,,,6
,,"Global Geeks: eFact Gold",,"Less than 365 Days","Global Geeks","Latest End Date","eFact Silver",,,,"false","false",,,,"a2lB0000000UXRkIAO",,,"false",,"800B0000000PbJrIAK",,,,,"2021-03-24","001B000001KM6dLIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000107",,"2019-03-25",,"006B0000005co8bIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-25","Negotiation","false",,,"00000250","true","false","00000250","2020-08-07T18:32:53.000Z","006B0000005co8bIAA","Negotiation","false",,"false","false",,"2021-03-24","Activated",,,"false","List",,,,,500,,,,,1,90,,,,250,1,228,20.83,,,,,,,,,500,,,,,,,,,,,,24
,,"Global Advancement Intl: eFact Silver",,"Less than 30 Days","Global Advancement Intl","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXRjIAO",,,"false",,"800B0000000PbJqIAK",,,,,"2020-08-05","001B000001KM6dXIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000106",,"2019-08-06",,"006B0000005co8aIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-08-06","Proposal/Quote","false",,,"00000249","false","false","00000249","2020-08-07T18:32:53.000Z","006B0000005co8aIAA","Proposal/Quote","false",,"false","false",,"2020-08-05","Activated",,,"false","List",,,,,250,,,,,0,75,,,,250,1,-2,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Global Advancement Intl: eFact Bronze",,"Less than 30 Days","Global Advancement Intl","Latest End Date","eFact Bronze",,,,"false","false",,,,"a2lB0000000UXRiIAO",,,"false",,"800B0000000PbJpIAK",,,,,"2019-01-25","001B000001KM6dXIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000105",,"2018-10-26",,"006B0000005co8ZIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2018-10-26","Discovery","false",,,"00000248","false","false","00000248","2020-08-07T18:32:53.000Z","006B0000005co8ZIAQ","Discovery","false",,"false","false",,"2019-01-25","Activated",,,"false","List",,,,,100,,,,,0,35,,,,400,1,-560,33.33,,,,,,,,,100,,,,,,,,,,,,3
,,"Georgeshao Inc: eFact Silver",,"Less than 30 Days","Georgeshao, Inc","Latest End Date","eFact Gold",,,,"false","false",,,,"a2lB0000000UXRhIAO",,,"false",,"800B0000000PbJoIAK",,,,,"2020-03-29","001B000001KM6f7IAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000104",,"2019-03-30",,"006B0000005co8YIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-03-30","Negotiation","false",,,"00000247","false","false","00000247","2020-08-07T18:32:53.000Z","006B0000005co8YIAQ","Negotiation","false",,"false","false",,"2020-03-29","Activated",,,"false","List",,,,,250,,,,,0,90,,,,250,1,-131,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"Acme Partners: eFact Bronze",,"Less than 30 Days","Acme Partners","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXRgIAO",,,"false",,"800B0000000PbJnIAK",,,,,"2020-02-21","001B000001KM6cfIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000103",,"2019-02-22",,"006B0000005co6sIAA","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-22","Closed Won","true",,,"00000246","false","false","00000246","2020-08-07T18:32:53.000Z","006B0000005co6sIAA","Closed Won","false",,"false","false",,"2020-02-21","Activated",,,"false","List",,,,,100,,,,,0,100,,,,100,1,-168,8.33,,,,,,,,,100,,,,,,,,,,,,12
,,"Geonomics: eFact Platinum",,"Less than 30 Days","Geonomics","Latest End Date","eFact Platinum",,,,"false","false",,,,"a2lB0000000UXRfIAO",,,"false",,"800B0000000PbJmIAK",,,,,"2020-01-15","001B000001KM6dNIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000102",,"2019-01-16",,"006B0000005co8XIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-16","Proposal/Quote","false",,,"00000245","false","false","00000245","2020-08-07T18:32:53.000Z","006B0000005co8XIAQ","Proposal/Quote","false",,"false","false",,"2020-01-15","Activated",,,"false","List",,,,,1000,,,,,0,75,,,,1000,1,-205,83.33,,,,,,,,,1000,,,,,,,,,,,,12
,,"Geonomics: eFact Gold",,"Less than 30 Days","Geonomics","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXReIAO",,,"false",,"800B0000000PbJlIAK",,,,,"2020-07-29","001B000001KM6dNIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000101",,"2019-07-30",,"006B0000005co8WIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-07-30","Closed Won","true",,,"00000244","false","false","00000244","2020-08-07T18:32:53.000Z","006B0000005co8WIAQ","Closed Won","false",,"false","false",,"2020-07-29","Activated",,,"false","List",,,,,500,,,,,0,100,,,,500,1,-9,41.67,,,,,,,,,500,,,,,,,,,,,,12
,,"Geonomics: eFact Gold",,"Less than 30 Days","Geonomics","Latest End Date","eFact Silver",,,,"false","true",,,,"a2lB0000000UXRdIAO",,,"false",,"800B0000000PbJkIAK",,,,,"2019-03-24","001B000001KM6dNIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000100",,"2019-02-25",,"006B0000005co8VIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-02-25","Closed Won","true",,,"00000243","false","false","00000243","2020-08-07T18:32:53.000Z","006B0000005co8VIAQ","Closed Won","false",,"false","false",,"2019-03-24","Activated",,,"false","List",,,,,500,,,,,0,100,,,,6000,1,-502,500,,,,,,,,,500,,,,,,,,,,,,1
,,,,"Less than 30 Days","G.B. Consultants Team","Latest End Date","eFact Silver",,"false",,"false",,,,,"a2lB0000000UXRcIAO","a2lB0000000UXRoIAO",,"false",,"800B0000000PbJjIAK",,,,,"2019-06-03","001B000001KM6dAIAT",,"false",,"false",,"a2ZB0000000TrJ4MAK","2020-08-05T21:48:42.000Z","QL-0004354",,,"false","SUB-0000099",,"2018-06-04",,,"Activated","2020-08-05T21:48:21.000Z",,,,"2018-06-04","No Renewal Opportunity Created",,"a2ZB0000000TrJ4MAK",,"00000242","false","false","00000242","2020-08-07T18:32:53.000Z",,,"false",,"false","true",,"2019-06-03","Activated",,"a2dB0000000b5adIAA","false","List",,,,1,,500,,,,0,,,,,500,1,-431,41.67,,,,,,,,,500,,,,,,,,,,,,12
,,"Gateway Funding: eFact Bronze",,"Less than 180 Days","Gateway Funding","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXRbIAO",,,"false",,"800B0000000PbJiIAK",,,,,"2021-01-14","001B000001KM6ckIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000098",,"2019-01-15",,"006B0000005co8TIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-01-15","Closed Won","true",,,"00000241","true","false","00000241","2020-08-07T18:32:53.000Z","006B0000005co8TIAQ","Closed Won","false",,"false","false",,"2021-01-14","Activated",,,"false","List",,,,,100,,,,,1,100,,,,50,1,159,4.17,,,,,,,,,100,,,,,,,,,,,,24
,,"Galaxy Computer Service Inc: eFact Bronze",,"Less than 30 Days","Galaxy Computer Service Inc","Latest End Date","eFact Bronze",,,,"false","true",,,,"a2lB0000000UXRaIAO",,,"false",,"800B0000000PbJhIAK",,,,,"2020-02-04","001B000001KM6ctIAD",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000097",,"2019-08-05",,"006B0000005co8SIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-08-05","Closed Won","true",,,"00000240","false","false","00000240","2020-08-07T18:32:53.000Z","006B0000005co8SIAQ","Closed Won","false",,"false","false",,"2020-02-04","Activated",,,"false","List",,,,,100,,,,,0,100,,,,200,1,-185,16.67,,,,,,,,,100,,,,,,,,,,,,6
,,"GAF Corporation: eFact Silver",,"Less than 30 Days","GAF Corporation","Latest End Date","eFact Gold",,,,"false","true",,,,"a2lB0000000UXRZIA4",,,"false",,"800B0000000PbJgIAK",,,,,"2020-05-02","001B000001KM6eZIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000096",,"2019-05-03",,"006B0000005co8RIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2019-05-03","Closed Won","true",,,"00000239","false","false","00000239","2020-08-07T18:32:53.000Z","006B0000005co8RIAQ","Closed Won","false",,"false","false",,"2020-05-02","Activated",,,"false","List",,,,,250,,,,,0,100,,,,250,1,-97,20.83,,,,,,,,,250,,,,,,,,,,,,12
,,"GAF Corporation: eFact Platinum",,"Less than 30 Days","GAF Corporation","Latest End Date","eFact Platinum",,,,"false","false",,,,"a2lB0000000UXRYIA4",,,"false",,"800B0000000PbJfIAK",,,,,"2018-11-08","001B000001KM6eZIAT",,"false",,"false",,,"2020-08-05T21:48:42.000Z",,,,"false","SUB-0000095",,"2018-10-09",,"006B0000005co8QIAQ","Activated","2020-08-05T21:48:21.000Z",,,,"2018-10-09","Negotiation","false",,,"00000238","false","false","00000238","2020-08-07T18:32:53.000Z","006B0000005co8QIAQ","Negotiation","false",,"false","false",,"2018-11-08","Activated",,,"false","List",,,,,1000,,,,,0,90,,,,12000,1,-638,1000,,,,,,,,,1000,,,,,,,,,,,,1
,,"Fsc Securities Corp: eFact Platinum",,"Less than 30 Days","Fsc Securities Corp","Latest End Date","eFact Platinum",,"true",,"false","true",,,,"a2lB0000000UXRXIA4","a2lB0000000UXRXIA4",,"false",,"800B0000000PbJeIAK",,,,"a2dB0000000b5WKIAY","2020-04-30","001B000001KM6dUIAT",,"false",,"false",,"a2ZB0000000TrJ8MAK","2020-08-05T21:48:42.000Z","QL-0004358",,,"false","SUB-0000094","a2lB0000000UXRXIA4","2019-05-01",,"006B0000005co8PIAQ","Activated","2020-08-05T21:48:21.000Z","true",,"QL-0004358","2019-05-01","Closed Won","true","a2ZB0000000TrJ8MAK",,"00000237","false","false","00000237","2020-08-07T18:32:53.000Z","006B0000005co8PIAQ","Closed Won","false","a2ZB0000000TrJ8MAK","false","true",,"2020-04-30","Activated",,"a2dB0000000b5WKIAY","false","List",,,,1,1000,1000,,,,0,100,,,,1000,1,-99,83.33,,,,,,,,,1000,,,,,,,,,,,,12
,,,,"Less than 30 Days","Focused Developments","Latest End Date","eFact Gold",,"false",,"false",,,,,"a2lB0000000UXRWIA4",,,"false",,"800B0000000PbJdIAK",,,,,"2019-10-20","001B000001KM6fBIAT",,"false",,"false",,"a2ZB0000000TrF3MAK","2020-08-05T21:48:42.000Z","QL-0004105",,,"false","SUB-0000093",,"2018-10-21",,,"Activated","2020-08-05T21:48:21.000Z",,,,"2018-10-21","No Renewal Opportunity Created",,"a2ZB0000000TrF3MAK",,"00000236","false","false","00000236","2020-08-07T18:32:53.000Z",,,"false",,"false","false",,"2019-10-20","Activated",,"a2dB0000000b5WzIAI","false","List",,,,1,,250,,,,0,,,,,250,1,-292,20.83,,,,,,,,,250,,,,,,,,,,,,12
