"Promotion.ProductCategory_Name","PromotionId","ProductCategoryId","Promotion.ProductId","Product_Name","ProductId","Id","Promotion.ProductCategoryId","ProductCategory_Name","Name"
,"0c8B0000000L08LIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0BkMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000220"
,"0c8B0000000L08LIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0BlMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000221"
,"0c8B0000000L08LIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0BmMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000222"
,"0c8B0000000L08MIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0BnMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000223"
,"0c8B0000000L08MIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0BoMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000224"
,"0c8B0000000L08MIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0BpMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000225"
,"0c8B0000000L08MIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0BqMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000226"
,"0c8B0000000L08MIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0BrMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000227"
,"0c8B0000000L08MIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0BsMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000228"
,"0c8B0000000L08oIAC",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0BtMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000229"
,"0c8B0000000L08oIAC",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0BuMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000230"
,"0c8B0000000L08oIAC",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0BvMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000231"
,"0c8B0000000L08oIAC",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0BxMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000233"
,"0c8B0000000L08oIAC",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0ByMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000234"
,"0c8B0000000L08GIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0BzMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000235"
,"0c8B0000000L08GIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0C0MAK","0ZGB0000000L0ZoOAK","Product Category 6","00000236"
,"0c8B0000000L08GIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0C1MAK","0ZGB0000000L0ZjOAK","Product Category 1","00000237"
,"0c8B0000000L08GIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0C2MAK","0ZGB0000000L0ZnOAK","Product Category 5","00000238"
,"0c8B0000000L08GIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0C3MAK","0ZGB0000000L0ZmOAK","Product Category 4","00000239"
,"0c8B0000000L08GIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0C4MAK","0ZGB0000000L0ZlOAK","Product Category 3","00000240"
,"0c8B0000000L08VIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0C5MAK","0ZGB0000000L0ZrOAK","Product Category 9","00000241"
,"0c8B0000000L08VIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0C6MAK","0ZGB0000000L0ZpOAK","Product Category 7","00000242"
,"0c8B0000000L08VIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0C7MAK","0ZGB0000000L0ZsOAK","Product Category 10","00000243"
,"0c8B0000000L08VIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0C8MAK","0ZGB0000000L0ZqOAK","Product Category 8","00000244"
,"0c8B0000000L08VIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0C9MAK","0ZGB0000000L0ZpOAK","Product Category 7","00000245"
,"0c8B0000000L08VIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0CAMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000246"
,"0c8B0000000L08FIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0CBMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000247"
,"0c8B0000000L08FIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0CCMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000248"
,"0c8B0000000L08FIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0CDMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000249"
,"0c8B0000000L08FIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0CEMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000250"
,"0c8B0000000L08FIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0CFMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000251"
,"0c8B0000000L08UIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0CHMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000253"
,"0c8B0000000L08UIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0CIMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000254"
,"0c8B0000000L08UIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0CJMA0","0ZGB0000000L0ZkOAK","Product Category 2","00000255"
,"0c8B0000000L08UIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0CKMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000256"
,"0c8B0000000L08UIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0CLMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000257"
,"0c8B0000000L08UIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0CMMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000258"
,"0c8B0000000L08KIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0CNMA0","0ZGB0000000L0ZmOAK","Product Category 4","00000259"
,"0c8B0000000L08KIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0COMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000260"
,"0c8B0000000L08KIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0CPMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000261"
,"0c8B0000000L08KIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0CQMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000262"
,"0c8B0000000L08KIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0CRMA0","0ZGB0000000L0ZsOAK","Product Category 10","00000263"
,"0c8B0000000L08KIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0CSMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000264"
,"0c8B0000000L08QIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0CTMA0","0ZGB0000000L0ZpOAK","Product Category 7","00000265"
,"0c8B0000000L08QIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0CUMA0","0ZGB0000000L0ZoOAK","Product Category 6","00000266"
,"0c8B0000000L08QIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0CVMA0","0ZGB0000000L0ZrOAK","Product Category 9","00000267"
,"0c8B0000000L08QIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0CWMA0","0ZGB0000000L0ZjOAK","Product Category 1","00000268"
,"0c8B0000000L08QIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0CXMA0","0ZGB0000000L0ZlOAK","Product Category 3","00000269"
,"0c8B0000000L08QIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0CYMA0","0ZGB0000000L0ZqOAK","Product Category 8","00000270"
,"0c8B0000000L08OIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0CZMA0","0ZGB0000000L0ZnOAK","Product Category 5","00000271"
,"0c8B0000000L08OIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0CbMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000273"
,"0c8B0000000L08OIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0CcMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000274"
,"0c8B0000000L08OIAS",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0CdMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000275"
,"0c8B0000000L08OIAS",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0CeMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000276"
,"0c8B0000000L08NIAS",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0CfMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000277"
,"0c8B0000000L08NIAS",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0CgMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000278"
,"0c8B0000000L08NIAS",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0ChMAK","0ZGB0000000L0ZmOAK","Product Category 4","00000279"
,"0c8B0000000L08NIAS",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0CiMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000280"
,"0c8B0000000L08NIAS",,"01tB0000000UI8XIAW","Whitezen","01tB0000000UI8XIAW","0cAB0000000L0CjMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000281"
,"0c8B0000000L08NIAS",,"01tB0000000UI8kIAG","Orgma","01tB0000000UI8kIAG","0cAB0000000L0CkMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000282"
,"0c8B0000000L08RIAS",,"01tB0000000UI8aIAG","Face matter","01tB0000000UI8aIAG","0cAB0000000L0ClMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000283"
,"0c8B0000000L08RIAS",,"01tB0000000UI8eIAG","Soft Finger","01tB0000000UI8eIAG","0cAB0000000L0CmMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000284"
,"0c8B0000000L08RIAS",,"01tB0000000UI8WIAW","Pure Perfect","01tB0000000UI8WIAW","0cAB0000000L0CnMAK","0ZGB0000000L0ZpOAK","Product Category 7","00000285"
,"0c8B0000000L08RIAS",,"01tB0000000UI8iIAG","Neptune","01tB0000000UI8iIAG","0cAB0000000L0CoMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000286"
,"0c8B0000000L08RIAS",,"01tB0000000UI8YIAW","Whole green","01tB0000000UI8YIAW","0cAB0000000L0CpMAK","0ZGB0000000L0ZrOAK","Product Category 9","00000287"
,"0c8B0000000L08RIAS",,"01tB0000000UI8lIAG","Active care","01tB0000000UI8lIAG","0cAB0000000L0CqMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000288"
,"0c8B0000000L08EIAS",,"01tB0000000UI8bIAG","Kelloggs Corn Flakes","01tB0000000UI8bIAG","0cAB0000000L0CrMAK","0ZGB0000000L0ZlOAK","Product Category 3","00000289"
,"0c8B0000000L08EIAS",,"01tB0000000UI8VIAW","Tatva","01tB0000000UI8VIAW","0cAB0000000L0CsMAK","0ZGB0000000L0ZqOAK","Product Category 8","00000290"
,"0c8B0000000L08EIAS",,"01tB0000000UI8hIAG","Lucima","01tB0000000UI8hIAG","0cAB0000000L0CtMAK","0ZGB0000000L0ZnOAK","Product Category 5","00000291"
,"0c8B0000000L08EIAS",,"01tB0000000UI8nIAG","Honey dew","01tB0000000UI8nIAG","0cAB0000000L0CvMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000293"
,"0c8B0000000L08EIAS",,"01tB0000000UI8mIAG","Elliotte","01tB0000000UI8mIAG","0cAB0000000L0CwMAK","0ZGB0000000L0ZsOAK","Product Category 10","00000294"
,"0c8B0000000L088IAC",,"01tB0000000UI8dIAG","Gentle","01tB0000000UI8dIAG","0cAB0000000L0CxMAK","0ZGB0000000L0ZkOAK","Product Category 2","00000295"
,"0c8B0000000L088IAC",,"01tB0000000UI8jIAG","Omalay","01tB0000000UI8jIAG","0cAB0000000L0CyMAK","0ZGB0000000L0ZoOAK","Product Category 6","00000296"
,"0c8B0000000L088IAC",,"01tB0000000UI8cIAG","Angel Look","01tB0000000UI8cIAG","0cAB0000000L0CzMAK","0ZGB0000000L0ZjOAK","Product Category 1","00000297"
,"0c8B0000000L088IAC",,"01tB0000000UI8gIAG","Laffayette","01tB0000000UI8gIAG","0cAB0000000L0D0MAK","0ZGB0000000L0ZnOAK","Product Category 5","00000298"
,"0c8B0000000L088IAC",,"01tB0000000UI8fIAG","Lady link","01tB0000000UI8fIAG","0cAB0000000L0D1MAK","0ZGB0000000L0ZmOAK","Product Category 4","00000299"
,"0c8B0000000L088IAC",,"01tB0000000UI8ZIAW","Kelloggs Chocos","01tB0000000UI8ZIAW","0cAB0000000L0D2MAK","0ZGB0000000L0ZlOAK","Product Category 3","00000300"
